id,x0,x1,x2,fitness9,fitness7.5,fitness7,fitness6.5,fitness8,fitness8.5,fitness9.5
69528,7.93873,7.55744,7.36031,NA,NA,NA,NA,NA,0.812,NA
69619,7.68864,7.94758,7.64674,NA,NA,NA,NA,0.954,NA,NA
69874,8.62287,7.94329,6.95531,NA,NA,NA,NA,0.715,NA,NA
70107,9.18252,8.06821,8.10955,NA,NA,0.589,NA,NA,NA,NA
70361,8.01687,8.31206,8.17438,NA,NA,NA,NA,0.821,NA,NA
70433,7.96214,7.53113,8.45194,NA,0.881,NA,NA,NA,NA,NA
70735,7.42164,7.35456,8.88248,NA,0.743,NA,NA,NA,NA,NA
70885,7.01009,7.47313,9.00446,NA,NA,NA,NA,0.611,NA,NA
71107,7.4108,8.12318,8.65109,NA,NA,NA,NA,NA,0.716,NA
71295,8.51261,7.31393,7.94564,NA,0.824,NA,NA,NA,NA,NA
71536,8.7886,6.91318,7.0822,NA,NA,NA,NA,0.564,NA,NA
71739,7.94717,8.55454,6.56563,NA,0.571,NA,NA,NA,NA,NA
71949,8.09845,8.08322,7.3381,NA,NA,NA,0.702,NA,NA,NA
72145,8.58673,7.56724,7.82142,NA,NA,NA,NA,0.837,NA,NA
72278,8.46353,8.13781,8.22168,NA,NA,NA,NA,NA,0.744,NA
72405,7.60658,8.36727,7.63749,NA,NA,NA,NA,NA,0.747,NA
72737,7.32772,7.69052,7.09229,NA,NA,NA,NA,0.884,NA,NA
72815,7.24353,7.47333,8.16039,NA,NA,NA,NA,NA,0.74,NA
73091,7.36633,8.69964,8.02876,NA,NA,NA,NA,0.749,NA,NA
73232,7.52157,8.36844,7.86047,NA,NA,0.782,NA,NA,NA,NA
73548,7.94746,8.71929,7.49163,NA,0.804,NA,NA,NA,NA,NA
73663,7.53727,7.52441,7.91621,NA,NA,0.916,NA,NA,NA,NA
73969,7.59916,7.01398,7.78849,NA,NA,NA,NA,0.882,NA,NA
74091,7.78145,7.64932,8.18606,NA,NA,NA,NA,NA,0.826,NA
74210,7.67883,7.68773,8.41067,NA,NA,NA,NA,0.902,NA,NA
74451,6.86851,7.78393,7.91092,NA,0.81,NA,NA,NA,NA,NA
74649,7.15499,7.7529,8.10947,NA,0.902,NA,NA,NA,NA,NA
74967,7.33204,7.68654,7.99148,0.713,NA,NA,NA,NA,NA,NA
75156,6.79065,7.49174,7.24137,NA,NA,NA,NA,0.714,NA,NA
75361,6.85588,7.03614,7.79515,NA,0.705,NA,NA,NA,NA,NA
75592,7.89825,7.58374,7.23758,NA,0.94,NA,NA,NA,NA,NA
75704,8.44239,7.92915,8.10118,NA,NA,NA,NA,0.856,NA,NA
75911,7.45755,7.67391,8.85662,NA,0.78,NA,NA,NA,NA,NA
76113,7.59793,7.77904,7.9412,NA,0.984,NA,NA,NA,NA,NA
76378,7.87736,7.9198,7.872,NA,NA,NA,NA,0.957,NA,NA
76452,7.5338,7.70328,7.27629,NA,NA,NA,NA,0.95,NA,NA
76622,8.01931,7.67652,7.63815,NA,0.971,NA,NA,NA,NA,NA
76980,8.20935,6.59882,7.53723,NA,NA,NA,NA,0.677,NA,NA
77148,8.67309,7.8032,7.31613,NA,NA,NA,NA,NA,0.672,NA
77216,9.35241,7.85965,7.57422,NA,0.629,NA,NA,NA,NA,NA
77429,8.54675,7.43506,8.61558,NA,NA,0.645,NA,NA,NA,NA
77776,8.66235,7.96883,8.53937,NA,NA,NA,NA,0.702,NA,NA
77876,8.32601,7.18427,7.25224,NA,0.782,NA,NA,NA,NA,NA
78128,7.99953,7.25221,7.29561,NA,NA,NA,NA,0.878,NA,NA
78243,7.87633,7.29703,6.77744,NA,0.777,NA,NA,NA,NA,NA
78483,7.61759,7.52255,7.88207,NA,NA,NA,NA,0.966,NA,NA
78647,8.00617,7.02593,7.85565,NA,NA,NA,NA,0.857,NA,NA
78895,8.92555,7.53218,9.04635,NA,0.499,NA,NA,NA,NA,NA
79080,9.031,7.7561,8.53234,NA,NA,0.546,NA,NA,NA,NA
79301,7.20024,7.71137,7.45223,NA,NA,NA,NA,0.875,NA,NA
79516,7.83297,7.22687,7.75133,NA,0.936,NA,NA,NA,NA,NA
79744,8.13208,7.67402,6.96652,NA,0.831,NA,NA,NA,NA,NA
79937,7.7645,8.04036,6.15205,NA,NA,NA,NA,NA,0.452,NA
80039,8.19293,8.05719,6.85208,NA,NA,NA,NA,0.746,NA,NA
80325,7.51306,8.11044,7.16372,NA,NA,NA,NA,0.868,NA,NA
80591,7.98403,8.53521,7.43907,NA,0.849,NA,NA,NA,NA,NA
80668,7.31939,8.02208,7.20115,NA,NA,NA,NA,0.876,NA,NA
80994,6.7452,7.61851,7.59291,NA,0.8,NA,NA,NA,NA,NA
81016,7.43026,7.44162,7.01649,NA,NA,NA,NA,NA,0.794,NA
81387,7.27522,6.96892,7.8854,NA,NA,0.79,NA,NA,NA,NA
81501,7.3618,7.36168,7.0924,NA,0.86,NA,NA,NA,NA,NA
81786,7.31784,7.0971,6.74785,NA,0.693,NA,NA,NA,NA,NA
81990,8.05581,7.25721,7.88677,NA,NA,NA,NA,NA,0.864,NA
82138,7.68304,7.91397,7.38742,NA,NA,NA,NA,NA,0.901,NA
82336,6.71837,8.18167,6.82811,NA,NA,NA,NA,0.564,NA,NA
82518,7.12783,7.68252,7.14005,NA,NA,NA,NA,NA,0.777,NA
82621,6.95396,7.10724,8.57803,NA,NA,NA,NA,0.638,NA,NA
82862,7.42214,6.87892,7.97113,NA,0.824,NA,NA,NA,NA,NA
83069,6.99447,7.34147,8.42687,NA,NA,NA,NA,0.764,NA,NA
83352,7.62584,8.01952,7.88146,NA,NA,NA,NA,NA,NA,0.624
83465,8.728,7.65621,7.12131,NA,NA,NA,NA,NA,0.685,NA
83711,7.72182,8.63181,6.86213,NA,NA,NA,NA,NA,0.648,NA
83802,7.85617,8.60966,8.44752,NA,0.759,NA,NA,NA,NA,NA
84167,8.33689,8.55176,8.06068,NA,NA,NA,NA,0.77,NA,NA
84328,8.10627,8.04832,8.62927,NA,NA,0.696,NA,NA,NA,NA
84497,8.28728,7.34475,7.43099,NA,NA,0.76,NA,NA,NA,NA
84717,8.59945,7.10438,8.05241,NA,NA,NA,0.495,NA,NA,NA
84818,7.91055,7.21364,8.03698,0.733,NA,NA,NA,NA,NA,NA
85031,7.81822,7.71978,7.20349,NA,NA,0.783,NA,NA,NA,NA
85209,6.46997,8.38154,7.43115,NA,NA,0.525,NA,NA,NA,NA
85478,7.87651,8.64506,7.84637,NA,0.805,NA,NA,NA,NA,NA
85738,7.49844,8.53041,7.91434,NA,NA,0.742,NA,NA,NA,NA
85848,8.22671,8.66452,8.06728,NA,NA,0.716,NA,NA,NA,NA
86125,7.68772,7.88881,8.74529,NA,0.817,NA,NA,NA,NA,NA
86393,8.00998,7.35888,8.35269,NA,0.834,NA,NA,NA,NA,NA
86554,6.82536,7.28866,8.52722,NA,NA,0.595,NA,NA,NA,NA
86741,6.99797,7.41446,7.96449,NA,NA,NA,NA,0.858,NA,NA
86958,8.023,7.27887,8.01143,NA,0.914,NA,NA,NA,NA,NA
87196,7.47481,6.85574,7.46528,NA,NA,NA,NA,0.803,NA,NA
87248,7.4976,7.86726,7.11457,NA,NA,NA,NA,NA,0.842,NA
87554,6.8911,7.9128,7.05613,NA,0.759,NA,NA,NA,NA,NA
87676,7.12085,7.71785,6.60316,NA,0.675,NA,NA,NA,NA,NA
87889,7.51077,8.19406,7.35862,NA,NA,NA,NA,NA,0.828,NA
88157,8.15583,7.00224,7.14639,NA,NA,NA,NA,0.785,NA,NA
88352,7.88883,7.18604,6.83426,NA,NA,0.69,NA,NA,NA,NA
88460,7.93816,7.77937,6.70262,NA,NA,0.645,NA,NA,NA,NA
88769,7.10781,7.87711,6.52397,NA,NA,0.46,NA,NA,NA,NA
88989,7.21407,8.42355,7.19256,NA,NA,NA,NA,0.77,NA,NA
89105,8.26099,7.79198,7.73296,NA,0.896,NA,NA,NA,NA,NA
89259,8.80204,7.2297,7.15089,NA,NA,0.588,NA,NA,NA,NA
89468,8.6652,7.51777,7.1079,NA,0.762,NA,NA,NA,NA,NA
89671,8.57353,8.05504,7.49782,NA,0.833,NA,NA,NA,NA,NA
89999,7.90999,9.12286,7.45801,NA,NA,NA,NA,0.694,NA,NA
90018,7.94105,8.35463,8.02085,NA,NA,NA,NA,0.865,NA,NA
90244,7.08582,8.17231,7.55556,0.656,NA,NA,NA,NA,NA,NA
90571,7.95108,8.19813,7.10348,NA,NA,NA,NA,0.854,NA,NA
90790,8.00294,9.01182,7.74674,NA,0.722,NA,NA,NA,NA,NA
90953,8.66119,7.88785,8.22876,NA,0.782,NA,NA,NA,NA,NA
91072,8.3343,8.02318,7.34891,NA,0.871,NA,NA,NA,NA,NA
91399,8.6442,8.22726,7.41169,NA,NA,0.686,NA,NA,NA,NA
91437,7.48678,7.99649,7.47669,NA,0.934,NA,NA,NA,NA,NA
91715,8.26616,8.17729,7.88757,NA,NA,NA,NA,0.857,NA,NA
91979,8.08949,7.92594,8.39117,NA,NA,NA,NA,NA,0.752,NA
92045,7.40461,7.31238,7.92977,NA,NA,0.891,NA,NA,NA,NA
92204,7.4812,8.27841,8.42491,NA,NA,0.718,NA,NA,NA,NA
92406,7.31571,7.18367,8.40328,NA,NA,NA,0.577,NA,NA,NA
92676,7.91381,7.14673,8.31242,NA,0.817,NA,NA,NA,NA,NA
92802,7.52977,8.77167,7.9871,NA,NA,NA,NA,0.764,NA,NA
93018,8.37457,7.75791,7.62717,NA,NA,NA,NA,NA,0.742,NA
93288,7.64941,7.12421,6.50246,NA,NA,NA,NA,0.64,NA,NA
93404,6.90377,7.54897,6.94256,NA,0.7,NA,NA,NA,NA,NA
93651,8.47916,7.91063,8.15774,NA,NA,0.743,NA,NA,NA,NA
93983,8.10408,7.52579,8.06053,0.645,NA,NA,NA,NA,NA,NA
94010,7.64722,7.50521,7.73932,NA,NA,0.937,NA,NA,NA,NA
94350,7.95075,7.45344,8.35242,NA,NA,0.786,NA,NA,NA,NA
94593,9.0034,8.09741,7.9952,NA,0.665,NA,NA,NA,NA,NA
94647,8.142,7.14081,7.94567,NA,0.845,NA,NA,NA,NA,NA
94814,8.22621,7.47569,7.90522,NA,NA,NA,NA,0.894,NA,NA
95168,6.97771,7.79459,7.33941,NA,NA,NA,NA,NA,0.697,NA
95290,6.93583,8.02819,7.62833,NA,NA,NA,NA,0.823,NA,NA
95593,7.73896,7.21992,8.19044,NA,0.885,NA,NA,NA,NA,NA
95641,7.76307,8.0205,7.94462,NA,0.949,NA,NA,NA,NA,NA
95901,7.69357,7.6694,6.83636,NA,NA,NA,NA,0.788,NA,NA
96104,7.25186,7.90708,8.32761,NA,NA,0.74,NA,NA,NA,NA
96378,7.93488,8.05691,6.77886,NA,0.775,NA,NA,NA,NA,NA
96569,7.52293,7.62253,7.66267,NA,0.982,NA,NA,NA,NA,NA
96762,7.27488,7.40409,7.76592,NA,0.937,NA,NA,NA,NA,NA
96981,8.0815,8.17622,7.87095,NA,0.916,NA,NA,NA,NA,NA
97060,7.34878,9.20226,7.52616,NA,NA,NA,NA,0.664,NA,NA
97270,7.02362,7.66977,7.10206,NA,NA,NA,0.62,NA,NA,NA
97500,7.33184,7.75357,7.35897,NA,NA,NA,NA,0.897,NA,NA
97707,8.22073,8.77528,8.17439,NA,NA,NA,NA,0.714,NA,NA
97970,7.03274,7.39028,7.12412,NA,NA,NA,0.562,NA,NA,NA
98199,7.55733,7.89377,7.38888,NA,0.938,NA,NA,NA,NA,NA
98284,7.26995,8.08326,8.74063,NA,0.754,NA,NA,NA,NA,NA
98403,6.89176,7.37822,7.50005,0.584,NA,NA,NA,NA,NA,NA
98690,7.80074,7.62091,9.24293,NA,NA,NA,NA,0.656,NA,NA
98824,7.38583,7.50258,7.17367,NA,NA,NA,NA,0.902,NA,NA
99112,7.68445,7.38437,6.58247,NA,0.705,NA,NA,NA,NA,NA
99229,7.66675,7.54658,6.49204,NA,NA,NA,NA,0.687,NA,NA
99465,7.88512,7.06362,7.35076,NA,NA,NA,NA,0.875,NA,NA
99617,7.12473,7.49114,7.93753,NA,NA,NA,NA,NA,0.833,NA
99829,7.98339,8.61879,8.03339,NA,0.799,NA,NA,NA,NA,NA
100044,7.42591,8.23928,8.07184,NA,NA,NA,NA,NA,0.784,NA
100341,6.32737,8.25768,7.87408,NA,NA,0.544,NA,NA,NA,NA
100570,6.92811,8.15333,7.73845,NA,NA,NA,NA,0.781,NA,NA
100609,8.10374,6.84084,8.22848,NA,NA,NA,NA,0.759,NA,NA
100821,7.66912,8.26622,8.5993,NA,NA,NA,NA,NA,0.704,NA
101038,7.5451,7.60067,6.82811,NA,NA,NA,NA,NA,0.736,NA
101233,7.43662,8.05894,7.86947,NA,NA,NA,NA,0.917,NA,NA
101573,7.8854,8.14383,6.91549,NA,NA,NA,NA,NA,0.754,NA
101740,9.0801,7.92829,7.76893,NA,0.722,NA,NA,NA,NA,NA
101922,7.79839,8.18457,7.29846,NA,NA,NA,NA,0.866,NA,NA
102013,7.92074,7.37903,7.67293,NA,NA,NA,NA,NA,0.852,NA
102240,8.22117,7.67841,8.38112,NA,NA,NA,NA,0.84,NA,NA
102557,7.82301,7.58061,7.32844,NA,NA,NA,NA,0.961,NA,NA
102691,8.13435,6.40846,7.87386,NA,NA,0.553,NA,NA,NA,NA
102844,7.99348,7.75723,7.79906,NA,NA,NA,NA,0.94,NA,NA
103024,8.01263,7.54825,7.74292,NA,NA,NA,NA,0.958,NA,NA
103319,8.50693,6.83322,7.13037,NA,0.654,NA,NA,NA,NA,NA
103571,7.85585,7.56071,8.19254,0.754,NA,NA,NA,NA,NA,NA
103657,7.30505,7.93632,7.51405,NA,NA,NA,NA,0.945,NA,NA
103840,8.12216,7.25455,7.2711,NA,0.87,NA,NA,NA,NA,NA
104068,7.04441,7.01451,7.91493,0.578,NA,NA,NA,NA,NA,NA
104235,8.23278,7.33518,7.52931,0.732,NA,NA,NA,NA,NA,NA
104536,7.6805,6.88293,8.04998,0.61,NA,NA,NA,NA,NA,NA
104660,7.95821,7.24997,8.29404,NA,0.87,NA,NA,NA,NA,NA
104933,7.87275,8.96024,8.26511,NA,NA,NA,NA,0.662,NA,NA
105145,7.33548,8.9011,8.09277,NA,0.723,NA,NA,NA,NA,NA
105373,7.29137,7.83367,7.40323,NA,0.932,NA,NA,NA,NA,NA
105527,6.79583,8.54777,7.81781,NA,NA,0.63,NA,NA,NA,NA
105638,7.48217,7.19043,7.18724,NA,0.873,NA,NA,NA,NA,NA
105811,7.18967,6.61949,7.6682,NA,NA,NA,NA,NA,0.628,NA
106166,7.73971,8.38443,8.33259,NA,NA,NA,NA,0.789,NA,NA
106214,7.38564,7.86157,8.08857,NA,0.944,NA,NA,NA,NA,NA
106445,7.9998,8.53642,8.32708,NA,0.791,NA,NA,NA,NA,NA
106608,8.80189,8.7674,7.89409,NA,NA,0.523,NA,NA,NA,NA
106984,7.70533,9.28533,7.89219,NA,0.67,NA,NA,NA,NA,NA
107151,7.53501,8.02801,8.55946,NA,NA,0.754,NA,NA,NA,NA
107268,7.21491,7.84501,7.2047,NA,0.863,NA,NA,NA,NA,NA
107497,8.47117,7.68719,7.29966,NA,NA,NA,NA,0.848,NA,NA
107784,7.62094,7.11678,7.43333,NA,NA,0.829,NA,NA,NA,NA
107965,7.61588,7.64923,7.65365,NA,NA,NA,NA,0.996,NA,NA
108176,7.86694,7.6202,7.40436,NA,NA,NA,NA,0.951,NA,NA
108214,8.99909,7.05682,7.32495,NA,NA,NA,NA,0.63,NA,NA
108453,7.68037,7.12552,7.93415,NA,0.892,NA,NA,NA,NA,NA
108658,8.14229,7.90901,8.13002,NA,0.92,NA,NA,NA,NA,NA
108970,8.13056,7.61053,8.63899,NA,0.815,NA,NA,NA,NA,NA
109171,7.06594,7.32641,8.23449,NA,NA,NA,NA,NA,0.766,NA
109337,7.72399,6.85252,8.81518,NA,0.639,NA,NA,NA,NA,NA
109534,7.82585,7.33206,7.29663,NA,0.93,NA,NA,NA,NA,NA
109719,7.84767,7.36501,7.34827,NA,0.934,NA,NA,NA,NA,NA
109814,8.69012,7.72378,7.34142,NA,0.811,NA,NA,NA,NA,NA
110175,7.89897,9.23438,7.63214,NA,0.667,NA,NA,NA,NA,NA
110270,7.95427,7.80371,7.38361,NA,0.956,NA,NA,NA,NA,NA
110498,10.5,8.34512,8.00072,NA,NA,0.308,NA,NA,NA,NA
110663,7.88202,8.5226,8.33414,NA,0.803,NA,NA,NA,NA,NA
110856,8.79343,8.22544,8.24119,NA,NA,NA,NA,NA,0.609,NA
111164,8.0279,7.434,8.08326,NA,NA,NA,NA,NA,0.835,NA
111332,7.21282,8.27385,7.7812,NA,NA,NA,NA,NA,0.79,NA
111484,7.32298,7.32243,7.82825,NA,NA,NA,NA,0.92,NA,NA
111656,8.69444,7.49046,8.12793,NA,NA,NA,NA,NA,0.638,NA
111811,8.57518,7.38899,7.59966,NA,NA,NA,NA,NA,0.749,NA
112094,7.724,6.97467,8.45458,NA,NA,0.616,NA,NA,NA,NA
112279,7.91163,6.56646,7.74737,NA,NA,NA,NA,0.716,NA,NA
112455,7.11507,7.92302,7.35857,NA,NA,NA,NA,NA,0.798,NA
112612,8.10441,6.66348,8.11353,NA,NA,NA,NA,NA,0.554,NA
112914,8.15589,7.2611,7.37759,0.646,NA,NA,NA,NA,NA,NA
113133,8.36993,7.68618,7.15106,NA,NA,NA,NA,0.847,NA,NA
113208,8.2338,7.52897,7.59505,NA,NA,NA,NA,NA,0.852,NA
113572,8.78507,7.82085,7.51321,NA,NA,NA,NA,NA,0.656,NA
113689,8.1295,7.11282,7.24455,NA,NA,NA,NA,NA,0.783,NA
113985,7.74548,7.34744,7.00718,NA,NA,NA,NA,0.853,NA,NA
114108,7.27909,7.2619,8.19809,NA,NA,NA,NA,0.868,NA,NA
114306,8.30582,8.24101,6.69344,NA,NA,NA,NA,0.663,NA,NA
114586,7.71833,7.69177,7.53308,NA,NA,0.813,NA,NA,NA,NA
114735,6.6887,7.98652,7.61062,NA,NA,NA,NA,0.77,NA,NA
114955,6.86805,8.17491,7.07908,NA,0.711,NA,NA,NA,NA,NA
115118,7.39052,7.69471,7.74337,NA,NA,NA,NA,0.971,NA,NA
115384,8.47503,8.1025,6.83917,NA,NA,0.624,NA,NA,NA,NA
115473,7.12353,8.6163,7.54619,NA,NA,NA,0.54,NA,NA,NA
115729,8.22394,8.82912,7.30497,NA,0.677,NA,NA,NA,NA,NA
115982,8.41509,9.77294,7.25243,NA,0.415,NA,NA,NA,NA,NA
116060,8.5356,8.37233,7.42297,NA,0.776,NA,NA,NA,NA,NA
116310,7.86337,8.81661,9.04584,NA,NA,NA,NA,0.529,NA,NA
116417,7.51613,9.01057,9.08371,NA,0.46,NA,NA,NA,NA,NA
116800,7.74475,8.15569,9.01555,NA,NA,NA,NA,NA,0.583,NA
116831,7.99371,7.06353,8.47,NA,NA,NA,NA,NA,0.632,NA
117105,7.20083,7.47891,7.55314,NA,0.923,NA,NA,NA,NA,NA
117302,9.27193,8.31876,7.28713,NA,0.566,NA,NA,NA,NA,NA
117409,8.63656,8.61877,8.41458,NA,NA,0.577,NA,NA,NA,NA
117618,8.343,7.54561,8.01277,NA,NA,0.731,NA,NA,NA,NA
117886,8.75539,8.04424,8.09862,NA,NA,0.662,NA,NA,NA,NA
118100,8.06173,8.31049,7.49355,NA,0.896,NA,NA,NA,NA,NA
118337,8.28444,8.27435,8.75381,NA,NA,NA,NA,0.663,NA,NA
118466,8.18696,7.9728,7.62443,NA,0.939,NA,NA,NA,NA,NA
118747,8.3221,7.17484,7.38006,NA,NA,NA,NA,0.837,NA,NA
118959,8.2317,7.27315,8.44116,NA,NA,NA,NA,0.778,NA,NA
119146,9.20007,7.82671,7.7988,NA,0.695,NA,NA,NA,NA,NA
119262,8.1859,7.58284,6.96693,NA,0.83,NA,NA,NA,NA,NA
119598,8.30878,7.36251,7.76765,NA,NA,NA,NA,NA,0.819,NA
119660,8.1039,7.94147,7.83061,NA,NA,NA,NA,0.934,NA,NA
119875,8.15097,7.88049,8.0615,NA,NA,NA,NA,0.915,NA,NA
120092,8.72686,8.30397,7.67847,NA,NA,NA,NA,NA,0.603,NA
120240,8.84923,8.12891,6.95517,NA,0.638,NA,NA,NA,NA,NA
120588,8.81581,7.85699,7.49932,NA,NA,NA,NA,0.752,NA,NA
120799,8.35455,8.4696,8.49695,NA,NA,NA,NA,0.7,NA,NA
120957,7.63715,8.65927,8.57798,NA,NA,NA,NA,0.713,NA,NA
121043,7.77231,7.4939,8.49154,0.633,NA,NA,NA,NA,NA,NA
121314,8.46196,7.70666,7.75487,NA,NA,NA,NA,0.876,NA,NA
121598,8.48555,7.3934,7.0961,NA,0.787,NA,NA,NA,NA,NA
121648,6.69647,7.76556,8.52559,NA,NA,NA,NA,NA,0.535,NA
121936,7.19031,6.92696,7.75566,NA,NA,0.743,NA,NA,NA,NA
122198,7.3841,6.73476,7.95271,NA,NA,NA,NA,NA,0.678,NA
122273,8.73233,7.6593,7.78944,NA,0.817,NA,NA,NA,NA,NA
122490,7.82667,7.72873,8.10136,NA,NA,0.831,NA,NA,NA,NA
122624,8.6836,7.21186,7.92809,NA,0.777,NA,NA,NA,NA,NA
122821,8.21386,7.54647,8.34777,NA,NA,NA,NA,0.852,NA,NA
123054,7.39412,7.79661,8.19248,NA,0.906,NA,NA,NA,NA,NA
123386,8.50192,7.75569,8.27108,NA,NA,NA,NA,0.826,NA,NA
123409,8.29386,7.78587,7.75224,NA,0.934,NA,NA,NA,NA,NA
123779,7.27542,7.8394,8.37282,NA,NA,NA,NA,0.866,NA,NA
123879,7.12789,7.45309,8.20999,NA,NA,NA,NA,0.833,NA,NA
124092,8.52145,7.99062,7.99954,NA,0.814,NA,NA,NA,NA,NA
124273,8.71091,8.4824,7.43039,NA,0.703,NA,NA,NA,NA,NA
124534,8.46953,7.68804,8.224,NA,0.828,NA,NA,NA,NA,NA
124711,7.84339,7.32817,7.28441,0.639,NA,NA,NA,NA,NA,NA
124869,7.50469,7.54306,7.67071,NA,NA,NA,NA,0.938,NA,NA
125187,8.08915,7.45814,7.26281,NA,NA,NA,NA,NA,0.844,NA
125299,7.99725,6.9881,7.16863,NA,NA,NA,NA,0.776,NA,NA
125562,6.98886,6.94467,7.66542,NA,NA,NA,NA,0.75,NA,NA
125764,7.43124,8.39041,7.85335,NA,NA,NA,NA,0.883,NA,NA
125882,8.24419,7.81759,8.00132,NA,0.917,NA,NA,NA,NA,NA
126097,7.4084,7.13633,8.17314,NA,NA,NA,NA,NA,0.736,NA
126202,7.32863,8.33734,8.16694,NA,NA,NA,NA,0.82,NA,NA
126545,7.01863,8.00445,7.54708,NA,NA,NA,NA,0.873,NA,NA
126664,7.8344,8.304,7.94144,NA,0.912,NA,NA,NA,NA,NA
126888,9.14372,8.79915,7.56257,NA,0.517,NA,NA,NA,NA,NA
127180,9.0478,8.97615,7.44981,NA,NA,NA,NA,0.481,NA,NA
127246,8.2902,7.39701,7.82977,NA,0.903,NA,NA,NA,NA,NA
127561,8.23807,8.33465,8.13134,NA,NA,NA,NA,0.836,NA,NA
127676,8.56804,8.07569,7.5661,NA,0.84,NA,NA,NA,NA,NA
127919,8.40002,7.08669,8.48512,NA,NA,NA,NA,0.72,NA,NA
128012,9.10123,8.0428,7.89595,NA,0.694,NA,NA,NA,NA,NA
128339,8.62697,7.79285,7.82258,NA,NA,NA,NA,NA,0.767,NA
128452,7.54168,8.32053,8.33651,NA,NA,NA,NA,0.845,NA,NA
128658,7.24476,7.40902,8.14517,NA,NA,NA,NA,0.881,NA,NA
128921,7.74248,7.53787,7.2601,NA,NA,NA,NA,NA,0.824,NA
129057,7.40008,8.01206,7.17021,0.668,NA,NA,NA,NA,NA,NA
129303,7.22322,8.42161,7.09531,NA,0.763,NA,NA,NA,NA,NA
129504,9.01562,7.59483,7.36266,NA,NA,NA,NA,NA,0.6,NA
129693,8.08428,7.12836,8.0206,NA,NA,NA,NA,0.854,NA,NA
129968,8.46225,7.48469,7.36882,NA,0.832,NA,NA,NA,NA,NA
130122,9.10586,7.18865,8.11945,NA,NA,0.579,NA,NA,NA,NA
130258,8.51159,6.69298,8.11503,NA,NA,NA,NA,0.641,NA,NA
130432,8.75325,7.45695,7.20699,NA,NA,0.682,NA,NA,NA,NA
130750,8.1518,7.88054,6.90914,NA,NA,0.756,NA,NA,NA,NA
130838,7.75283,6.9795,7.67181,NA,NA,0.809,NA,NA,NA,NA
131067,8.5914,7.15176,8.38393,NA,0.683,NA,NA,NA,NA,NA
131387,8.98878,8.09223,8.22138,NA,NA,0.63,NA,NA,NA,NA
131543,8.4709,7.08303,8.18773,NA,0.748,NA,NA,NA,NA,NA
131604,7.84193,8.05493,7.5105,NA,0.962,NA,NA,NA,NA,NA
131940,8.30934,7.689,7.01358,NA,NA,NA,NA,0.829,NA,NA
132146,7.79253,9.00288,7.35689,NA,NA,0.612,NA,NA,NA,NA
132331,7.06542,8.08279,8.51929,NA,NA,NA,NA,NA,0.667,NA
132507,8.18145,8.13228,8.44757,NA,NA,NA,NA,NA,0.765,NA
132663,8.03018,7.91234,7.95652,NA,NA,NA,NA,0.944,NA,NA
133000,7.64977,7.63658,7.79864,NA,NA,NA,NA,0.983,NA,NA
133001,8.25748,7.04601,7.86879,NA,0.832,NA,NA,NA,NA,NA
133249,8.60147,7.60058,7.98578,NA,NA,0.698,NA,NA,NA,NA
133579,8.43742,7.82418,8.5969,NA,NA,NA,NA,0.758,NA,NA
133707,8.67734,7.81455,8.41323,NA,0.75,NA,NA,NA,NA,NA
133908,7.70991,7.92569,8.36073,NA,NA,NA,NA,NA,0.757,NA
134162,8.04719,7.39233,8.59316,NA,0.821,NA,NA,NA,NA,NA
134387,6.95954,8.39552,8.13144,NA,NA,NA,NA,0.719,NA,NA
134581,8.22766,6.89609,7.441,NA,NA,NA,NA,0.791,NA,NA
134686,8.29248,7.24462,8.30002,NA,NA,NA,NA,NA,0.659,NA
134885,7.92788,7.99494,8.46655,NA,NA,NA,NA,0.867,NA,NA
135005,8.70773,7.41738,8.00287,NA,NA,NA,NA,0.789,NA,NA
135397,7.39895,7.94803,7.83209,NA,0.933,NA,NA,NA,NA,NA
135451,7.67806,7.47842,6.85576,NA,0.806,NA,NA,NA,NA,NA
135712,7.93669,8.10727,7.37537,NA,NA,NA,NA,0.933,NA,NA
135966,7.99685,7.5017,8.60136,NA,NA,NA,NA,0.831,NA,NA
136097,7.60795,7.35817,7.73995,NA,NA,NA,NA,0.971,NA,NA
136325,7.3537,7.50199,7.76683,NA,0.951,NA,NA,NA,NA,NA
136567,7.19213,7.4786,6.65632,NA,NA,NA,NA,0.667,NA,NA
136733,7.38689,7.53664,7.05907,0.702,NA,NA,NA,NA,NA,NA
136941,7.48187,7.4884,7.59533,NA,NA,NA,NA,NA,0.823,NA
137005,7.13626,7.22075,9.00891,NA,NA,NA,NA,NA,0.519,NA
137262,7.6795,6.77461,7.96937,NA,NA,NA,NA,NA,0.632,NA
137572,7.94202,7.57374,7.75207,NA,NA,NA,NA,0.977,NA,NA
137749,7.90494,7.65618,7.4471,NA,NA,NA,NA,NA,0.911,NA
137857,8.69523,7.56386,7.26732,NA,NA,NA,NA,0.787,NA,NA
138068,8.07579,6.7969,7.63648,NA,0.784,NA,NA,NA,NA,NA
138341,8.29543,8.79533,8.04929,NA,NA,NA,0.517,NA,NA,NA
138476,7.66098,7.38554,7.77681,NA,NA,NA,0.659,NA,NA,NA
138751,8.01707,7.24663,7.05467,NA,NA,NA,NA,NA,0.735,NA
138836,7.48953,7.1443,8.17011,NA,NA,NA,NA,0.88,NA,NA
139027,7.82709,7.15192,8.1336,NA,NA,NA,NA,0.851,NA,NA
