id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness7,fitness6.5,fitness7.5,fitness8,fitness8.5,fitness9,fitness9.5,fitness6
53278,7.71231,7.94614,7.73217,NA,NA,NA,NA,NA,NA,0.977,NA,NA,NA,NA
53547,7.9241,7.20976,6.98202,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA
53650,8.71776,8.82969,7.91836,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA
53841,7.54999,8.0609,8.08354,NA,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA
54179,7.94967,8.60568,7.64604,NA,NA,NA,NA,NA,NA,NA,NA,0.646,NA,NA
54228,8.43501,8.06823,8.54249,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
54478,7.96918,7.50345,7.85592,NA,NA,NA,NA,NA,0.968,NA,NA,NA,NA,NA
54798,8.17764,7.67011,7.96543,NA,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA
54997,7.03936,7.59992,7.25379,NA,NA,NA,NA,NA,NA,0.806,NA,NA,NA,NA
55068,7.73197,8.06591,7.87405,NA,NA,NA,NA,NA,0.968,NA,NA,NA,NA,NA
55215,7.06465,8.09393,8.5225,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA
55488,7.70176,7.93608,7.98111,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA
55616,7.72378,9.42127,7.37435,NA,NA,NA,NA,NA,NA,NA,0.525,NA,NA,NA
55999,8.28975,9.07262,7.72187,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA
56017,7.67817,7.93824,7.373,NA,NA,NA,NA,NA,0.959,NA,NA,NA,NA,NA
56201,8.21716,7.14102,7.25113,NA,NA,NA,NA,NA,0.836,NA,NA,NA,NA,NA
56416,7.7827,7.53238,7.63735,NA,NA,NA,NA,NA,0.975,NA,NA,NA,NA,NA
56740,7.857,7.95491,6.35287,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA
56823,8.08246,8.32284,7.49086,NA,NA,NA,NA,NA,NA,0.842,NA,NA,NA,NA
57052,7.17082,8.2254,7.57346,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA
57320,8.41289,7.76541,7.71485,NA,NA,NA,NA,NA,NA,NA,NA,0.715,NA,NA
57435,9.10307,7.08008,8.77368,NA,NA,NA,NA,NA,NA,0.447,NA,NA,NA,NA
57602,8.55563,6.66845,8.18091,NA,NA,NA,NA,NA,NA,NA,0.464,NA,NA,NA
57897,7.91853,8.11346,7.17729,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA
58047,7.57179,8.12471,8.09871,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA
58205,7.56554,8.14567,6.40326,NA,NA,NA,NA,NA,NA,0.616,NA,NA,NA,NA
58446,7.49651,7.49867,7.80289,NA,NA,NA,NA,NA,NA,0.963,NA,NA,NA,NA
58734,8.16793,7.3083,7.68636,NA,NA,NA,NA,NA,NA,0.893,NA,NA,NA,NA
58871,8.32659,7.29954,7.68922,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA
59084,8.38075,7.49715,7.16752,NA,NA,NA,NA,NA,NA,0.804,NA,NA,NA,NA
59258,7.74938,8.07561,7.95889,NA,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA
59495,7.88264,8.0286,6.5238,NA,NA,NA,NA,NA,NA,0.684,NA,NA,NA,NA
59794,7.73695,8.30575,6.96162,NA,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA
59808,7.42737,7.53717,8.37883,NA,NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA
60173,7.4102,6.43857,8.05713,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA
60312,7.23853,7.85416,7.08073,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA
60553,7.99824,8.51021,8.47153,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA
60701,9.09729,8.42496,8.23411,NA,NA,NA,NA,NA,NA,0.581,NA,NA,NA,NA
60929,7.95284,7.63965,8.21143,NA,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA
61192,7.2838,7.98013,7.82774,NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA
61219,8.37906,8.28216,8.05601,NA,NA,NA,NA,NA,NA,NA,0.681,NA,NA,NA
61461,7.92021,7.62541,6.4868,NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA
61660,7.58656,7.02161,7.71175,NA,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA
61957,6.9798,8.18104,6.99438,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA
62147,7.84766,7.33726,8.32324,NA,NA,NA,NA,NA,NA,0.885,NA,NA,NA,NA
62305,7.95455,7.35438,8.54402,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA
62434,7.56155,8.15056,7.40129,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
62767,7.92467,7.25239,8.05293,NA,NA,NA,NA,NA,NA,NA,0.829,NA,NA,NA
62871,8.6368,7.27116,7.54985,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA
63038,9.15839,8.11379,8.18849,NA,NA,NA,NA,NA,NA,0.632,NA,NA,NA,NA
63253,8.73328,6.75814,7.69002,NA,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA
63597,9.52471,7.38539,8.12087,NA,NA,NA,NA,NA,0.564,NA,NA,NA,NA,NA
63667,8.31089,8.08852,7.83823,NA,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA
63841,7.3299,6.97194,8.07849,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA
64181,8.2979,6.42146,7.16724,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA
64250,7.19336,7.80595,7.59969,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA
64491,8.21172,7.79004,8.25385,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA
64612,8.0823,8.25351,7.60235,NA,NA,NA,NA,NA,0.911,NA,NA,NA,NA,NA
64967,7.70983,7.94511,8.29454,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA
65108,8.45408,8.1844,8.09753,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA
65393,7.80401,7.75319,8.85613,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA
65521,7.77605,7.89182,8.03172,NA,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA
65749,8.51813,8.01411,7.76113,NA,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA
65981,8.13794,8.42134,7.6276,NA,NA,NA,NA,NA,NA,NA,0.759,NA,NA,NA
66120,8.16776,7.26736,7.36443,NA,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA
66222,7.38684,8.21877,8.11638,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA
66561,7.52694,7.68838,7.99987,NA,NA,NA,NA,NA,NA,0.963,NA,NA,NA,NA
66701,8.57745,7.68668,8.51579,NA,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA
66881,8.51297,7.4862,7.87841,NA,NA,NA,NA,NA,NA,NA,0.734,NA,NA,NA
67105,7.80606,7.53012,8.49569,NA,NA,NA,NA,NA,NA,NA,NA,0.595,NA,NA
67313,7.00915,7.2023,8.26362,NA,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA
67594,7.65867,7.54552,7.6384,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA
67778,7.98317,7.58393,8.7221,NA,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA
67938,8.0485,7.11869,7.6246,NA,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA
68139,7.97296,6.82935,7.45903,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA
68218,7.92495,7.62193,8.24885,NA,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA
68500,6.89814,7.47883,8.37222,NA,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA
68718,7.70161,7.60083,9.04076,NA,NA,NA,NA,NA,NA,NA,0.589,NA,NA,NA
68827,7.26581,7.97521,9.61623,NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA
69200,7.75278,8.39976,7.87063,NA,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA
69203,8.20463,8.22939,7.40118,NA,NA,NA,NA,NA,NA,NA,NA,0.692,NA,NA
69466,6.31811,7.29443,7.87796,NA,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA
69726,7.51706,6.42201,7.00415,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA
69933,7.82807,7.94777,7.98362,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA
70192,8.24689,8.55622,8.02905,NA,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA
70366,8.24217,8.47735,8.42374,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA
70518,8.64296,7.56456,7.39974,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
70658,8.1312,7.73592,6.98122,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA
70946,7.44471,7.67453,7.14773,NA,NA,NA,NA,NA,NA,0.908,NA,NA,NA,NA
71189,7.31856,6.9141,7.97127,NA,NA,NA,NA,NA,0.812,NA,NA,NA,NA,NA
71363,8.00855,7.70289,7.50433,NA,NA,NA,NA,NA,NA,NA,NA,0.738,NA,NA
71515,8.63814,8.35904,7.05752,NA,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA
71698,8.83828,8.59406,7.22313,NA,NA,NA,NA,NA,NA,NA,0.544,NA,NA,NA
71955,9.01228,7.82558,7.74889,NA,NA,NA,NA,NA,NA,NA,0.665,NA,NA,NA
72058,8.4579,7.79989,8.08456,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA
72325,7.59787,7.77443,8.06006,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
72581,7.57892,7.2407,7.88069,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA
72787,7.99935,7.74262,7.73856,NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA
72903,8.79029,6.7587,7.74624,NA,NA,NA,NA,NA,0.622,NA,NA,NA,NA,NA
73088,8.37503,7.15167,8.67328,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA
73320,8.16922,7.11757,8.06947,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA
73445,7.593,7.25335,8.29561,NA,NA,NA,NA,NA,0.881,NA,NA,NA,NA,NA
73634,7.73539,8.24013,6.98793,NA,NA,NA,NA,NA,NA,0.83,NA,NA,NA,NA
73955,7.35318,7.99545,8.44658,NA,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA
74160,7.03638,8.06656,9.2293,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA
74254,8.53844,8.04514,8.46048,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA
74422,7.98162,6.94868,8.08434,NA,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA
74686,8.2271,7.40044,7.33877,NA,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA
74832,7.92807,7.43828,7.86659,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA
75009,7.39794,7.93726,7.65102,NA,NA,NA,NA,NA,NA,NA,0.876,NA,NA,NA
75315,7.47199,7.37054,8.69309,NA,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA
75413,7.15947,6.92056,8.27181,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA
75640,7.76153,7.308,8.09154,NA,NA,NA,NA,NA,NA,NA,0.857,NA,NA,NA
75824,7.0462,8.19954,8.14731,NA,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA
76200,7.59612,6.9084,8.0103,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
76283,7.32048,7.58865,8.89763,NA,NA,NA,NA,NA,0.737,NA,NA,NA,NA,NA
76491,7.90774,7.6181,8.76673,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA
76701,7.69559,7.72726,7.53114,NA,NA,NA,NA,NA,NA,NA,0.902,NA,NA,NA
76841,6.80778,8.13145,7.44934,NA,NA,NA,NA,0.525,NA,NA,NA,NA,NA,NA
77170,7.4885,7.27431,7.59871,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA
77238,8.07187,7.63724,8.41417,NA,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA
77568,8.66461,7.51407,7.504,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA
77759,6.94639,8.86897,7.44241,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA
77862,7.779,7.81141,6.80014,NA,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA
78157,6.96487,7.93562,8.12858,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA
78343,8.19429,6.83588,8.57882,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA
78413,8.93999,7.72422,7.21726,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA
78738,8.18811,7.79977,7.53459,NA,NA,NA,NA,NA,NA,0.946,NA,NA,NA,NA
78894,7.99239,7.6635,8.60198,NA,NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA
79030,8.03919,8.23559,8.53252,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA
79322,7.97726,8.95179,7.93608,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA
79507,8.60265,7.63934,7.33063,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA
79603,7.21235,7.51151,8.04101,NA,NA,NA,NA,NA,0.891,NA,NA,NA,NA,NA
79828,7.45275,7.9184,7.20663,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA
80012,8.19009,8.19412,7.08565,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA
80332,7.61977,6.99476,7.38686,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA
80447,7.84961,6.50734,6.97393,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA
80659,8.39772,7.19998,8.81684,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA
80824,7.84004,7.97535,8.56785,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA
81086,8.01588,8.19183,7.9914,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA
81261,7.47344,8.26935,7.61815,NA,NA,NA,NA,NA,NA,0.891,NA,NA,NA,NA
81480,8.21655,8.27976,9.15085,NA,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA
81628,7.84086,8.14317,6.78101,NA,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA
81839,6.58007,7.85567,6.98753,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA
82112,7.24461,8.00874,8.58302,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA
82392,6.77231,8.23764,7.29614,NA,NA,NA,NA,NA,NA,NA,0.604,NA,NA,NA
82491,7.91722,6.54151,7.46693,NA,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA
82780,8.32052,7.27096,7.99647,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
82945,6.44649,7.74718,7.88488,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA
83156,7.98359,7.97951,7.50017,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,NA
83269,7.83678,8.13749,7.45896,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA,NA
83525,8.18629,7.71845,6.77546,NA,NA,NA,NA,NA,0.755,NA,NA,NA,NA,NA
83720,7.19879,8.22081,7.16667,NA,NA,NA,NA,NA,NA,0.808,NA,NA,NA,NA
83927,6.78149,8.26464,7.64486,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA
84089,7.62027,7.72937,8.64306,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA
84289,7.16913,8.4334,8.64944,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA
84403,8.01825,7.17347,8.47384,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,NA
84620,8.30015,7.30885,7.60192,NA,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA
84877,8.83437,7.57469,7.34816,NA,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA
85117,8.80795,7.39701,7.80972,NA,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA
85369,7.92147,7.46553,6.79025,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA
85459,8.00828,8.36717,7.44785,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
85761,7.72761,8.47713,7.23825,NA,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA
85904,7.53185,7.63635,7.2614,NA,NA,NA,NA,NA,NA,0.947,NA,NA,NA,NA
86159,7.56924,7.2546,7.32044,NA,NA,NA,NA,NA,NA,NA,0.817,NA,NA,NA
86293,8.1131,7.69981,7.28011,NA,NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
86495,7.7391,8.19066,8.11095,NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA
86717,7.70008,7.06391,6.93243,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA
86990,8.04987,7.03511,6.66054,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA
87176,7.85876,7.85348,7.47174,NA,NA,NA,0.851,NA,NA,NA,NA,NA,NA,NA
87261,8.09357,7.55237,8.69789,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA
87518,8.63921,7.49302,7.96846,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA
87703,8.11558,6.96788,7.42315,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA
87971,8.64472,7.29958,7.8507,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA,NA
88045,8.52403,8.0288,8.11487,NA,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA
88359,7.87488,8.62361,8.28459,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA
88528,7.89791,7.42537,8.5899,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA
88667,8.00541,8.40614,8.88009,NA,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA
88987,7.31679,7.62506,7.35646,NA,NA,NA,NA,NA,NA,NA,NA,0.735,NA,NA
89172,7.99043,7.98321,7.61197,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.636,NA
89290,7.61757,8.29445,8.45749,NA,NA,NA,NA,NA,NA,0.833,NA,NA,NA,NA
89502,8.25504,8.10981,7.64867,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA
89747,7.66641,7.37778,8.20035,NA,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA
89805,8.86276,7.70079,8.14049,NA,NA,NA,NA,NA,NA,NA,0.682,NA,NA,NA
90014,8.21972,7.75392,8.34499,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA
90313,7.8272,7.40173,8.63636,NA,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA
90549,7.98846,6.59274,8.69313,NA,NA,NA,NA,NA,NA,NA,0.479,NA,NA,NA
90676,8.23275,7.58988,6.89447,NA,NA,NA,NA,NA,NA,0.761,NA,NA,NA,NA
90864,8.89254,8.16232,6.75008,NA,NA,NA,NA,NA,NA,0.537,NA,NA,NA,NA
91153,7.64082,8.25381,7.45039,NA,NA,NA,NA,NA,NA,NA,0.814,NA,NA,NA
91321,8.04949,8.0296,7.67161,NA,NA,NA,NA,NA,NA,0.953,NA,NA,NA,NA
91503,7.22819,8.43862,7.82556,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA
91709,8.23765,8.11246,8.06554,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA
91977,8.03059,8.35338,7.01683,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA
92188,7.76203,7.45799,7.61566,NA,NA,NA,NA,NA,0.984,NA,NA,NA,NA,NA
92337,7.04833,7.58515,6.3696,NA,NA,NA,NA,NA,NA,NA,0.501,NA,NA,NA
92420,7.08374,7.4876,7.44068,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA
92694,7.6845,7.63039,7.7845,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
92840,7.61376,7.57652,6.97324,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA
93074,7.7589,7.24391,7.2555,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA
93295,7.35919,7.01709,7.53902,NA,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA
93496,7.59766,7.283,7.83289,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA,NA
93672,6.88618,6.55423,8.29214,NA,NA,NA,NA,NA,NA,0.512,NA,NA,NA,NA
93906,7.33732,7.85771,8.26655,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA
94196,8.39121,7.55697,6.76801,NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA,NA
94309,7.48835,7.29534,7.66884,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA
94465,7.33924,6.92813,7.27019,NA,NA,NA,NA,NA,0.801,NA,NA,NA,NA,NA
94740,8.50018,7.59752,7.8021,NA,NA,NA,NA,NA,NA,NA,0.782,NA,NA,NA
94888,7.93623,7.75221,7.56022,NA,NA,NA,NA,NA,0.984,NA,NA,NA,NA,NA
95041,7.86421,6.91976,6.9034,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA
95277,7.22827,7.8869,7.39736,NA,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA
95441,7.43979,8.11986,7.9636,NA,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA
95783,7.46857,8.02152,7.36249,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA
95882,8.23481,7.64997,7.85053,NA,NA,NA,NA,NA,0.92,NA,NA,NA,NA,NA
96155,6.97758,7.48143,8.3604,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA
96274,8.25199,7.58172,8.05435,NA,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA
96426,8.73575,7.79883,8.59983,NA,NA,NA,NA,NA,NA,0.648,NA,NA,NA,NA
96752,8.65514,7.86264,7.88279,NA,NA,NA,NA,NA,NA,0.835,NA,NA,NA,NA
96834,7.92156,8.00936,7.39732,NA,NA,NA,NA,NA,NA,NA,0.846,NA,NA,NA
97111,7.66392,7.49289,8.27213,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA
97314,7.89263,6.66812,7.12707,NA,NA,NA,NA,NA,0.665,NA,NA,NA,NA,NA
97517,7.1089,6.93325,7.51046,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA,NA
97677,6.70935,7.30843,7.4426,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA
97806,7.00286,7.92269,8.4766,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA
98076,7.93032,6.78667,8.66739,NA,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA
98263,8.82785,8.10275,8.37751,NA,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA
98562,8.41597,8.00786,7.69576,NA,NA,NA,NA,NA,NA,0.856,NA,NA,NA,NA
98714,7.48276,7.88154,6.76666,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA
98938,8.26157,8.28312,7.88202,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA
99076,7.96365,6.83636,7.83445,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA
99229,7.75165,8.62254,7.33926,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA
99524,7.69463,8.00378,8.36165,NA,NA,NA,NA,NA,0.883,NA,NA,NA,NA,NA
99793,7.93549,6.71757,8.50716,NA,NA,NA,NA,NA,0.663,NA,NA,NA,NA,NA
99945,8.43677,8.49286,8.19733,NA,NA,NA,NA,NA,NA,0.746,NA,NA,NA,NA
100115,7.82032,8.14342,7.46745,NA,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA
100268,7.35761,7.30654,7.47984,NA,NA,NA,NA,NA,NA,NA,NA,0.732,NA,NA
100527,7.89538,7.80977,7.70143,NA,NA,NA,NA,NA,NA,NA,0.893,NA,NA,NA
100791,7.6605,8.2861,8.14591,NA,NA,NA,NA,NA,NA,NA,0.818,NA,NA,NA
100935,8.42273,7.52717,7.35775,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA
101014,8.37138,7.27439,7.61784,NA,NA,NA,NA,NA,NA,NA,0.751,NA,NA,NA
101251,8.80041,7.58538,7.86959,NA,NA,NA,NA,NA,NA,NA,0.702,NA,NA,NA
101418,8.01127,8.78278,7.73753,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA
101649,8.23494,8.29844,8.19866,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA
101964,7.81572,7.56661,7.43179,NA,NA,NA,NA,NA,0.974,NA,NA,NA,NA,NA
102151,7.13329,7.4942,8.16929,NA,NA,NA,NA,NA,NA,NA,0.728,NA,NA,NA
102361,8.12502,6.90632,7.71863,NA,NA,NA,NA,NA,NA,0.797,NA,NA,NA,NA
102585,8.06683,7.7676,7.57122,NA,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA
102729,7.05853,7.51057,7.85484,NA,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA
102859,7.89106,7.35223,7.06431,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA
103029,8.28112,6.68396,8.01982,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA
103224,8.68141,7.56652,8.06921,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA
103529,8.30923,7.10475,8.27276,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA
103745,7.38319,7.4061,7.7704,NA,NA,NA,NA,NA,0.955,NA,NA,NA,NA,NA
103951,8.4672,8.07206,8.64045,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA
104070,8.90775,8.30306,7.64751,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA
104294,7.63711,8.27891,8.04532,NA,NA,NA,NA,NA,0.883,NA,NA,NA,NA,NA
104536,8.22556,7.25779,8.38667,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA
104726,8.33937,7.63716,7.17772,NA,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA
104973,8.50213,7.5366,6.91101,NA,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA
105054,8.06328,6.72811,7.1846,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA
105352,6.60479,6.92703,7.91181,NA,NA,NA,NA,NA,NA,0.615,NA,NA,NA,NA
105424,7.58928,6.90224,6.68737,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA
105788,7.38532,7.44386,7.5717,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA,NA
105918,7.45381,8.06908,7.60023,NA,NA,NA,NA,NA,NA,0.956,NA,NA,NA,NA
106177,7.96326,8.36269,7.28417,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA
106366,8.09199,8.01183,7.76627,NA,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA
106424,8.10676,7.42777,8.34219,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA
