id,x0,x1,x2,fitness-4,fitness-1.5,fitness-1,fitness-2,fitness-2.5,fitness-3,fitness-3.5,fitness-0.5,fitness-4.5
59385,1.7088,1.36769,-5,NA,NA,NA,NA,-18.345,NA,NA,NA,NA
59459,2.64145,1.06267,-3.36281,NA,NA,NA,-63.235,NA,NA,NA,NA,NA
59722,1.57706,1.23898,-2.93122,NA,NA,NA,NA,-66.094,NA,NA,NA,NA
59876,2.53667,2.32711,-3.68448,NA,NA,NA,-46.893,NA,NA,NA,NA,NA
60061,2.17027,3.06188,-4.33248,NA,-61.61,NA,NA,NA,NA,NA,NA,NA
60337,2.53935,3.04618,-4.62369,NA,NA,NA,-66.776,NA,NA,NA,NA,NA
60522,1.65889,2.02195,-4.70955,NA,NA,NA,NA,-9.625,NA,NA,NA,NA
60755,1.12775,1.84312,-4.86996,NA,NA,NA,-29.589,NA,NA,NA,NA,NA
60886,1.55651,1.67689,-5,NA,NA,NA,-19.471,NA,NA,NA,NA,NA
61097,2.82019,1.46893,-5,NA,NA,NA,NA,NA,-47.848,NA,NA,NA
61264,1.79961,1.77896,-5,NA,NA,NA,-20.9,NA,NA,NA,NA,NA
61588,2.64105,2.43014,-5,NA,NA,NA,NA,-43.015,NA,NA,NA,NA
61786,1.66838,1.88628,-5,-49.693,NA,NA,NA,NA,NA,NA,NA,NA
61854,1.88571,1.82117,-4.27909,NA,NA,NA,NA,NA,NA,-31.019,NA,NA
62115,0.386968,2.44016,-4.16569,NA,NA,NA,NA,NA,-65.061,NA,NA,NA
62209,1.49574,2.92333,-4.34533,NA,-69.653,NA,NA,NA,NA,NA,NA,NA
62404,1.06596,2.28498,-5,NA,NA,NA,NA,NA,-39.99,NA,NA,NA
62656,1.71348,2.71328,-5,NA,NA,NA,NA,-37.284,NA,NA,NA,NA
62942,1.6164,2.77277,-4.8585,NA,NA,NA,NA,NA,NA,-48.266,NA,NA
63093,0.563571,2.57421,-4.29898,NA,NA,NA,NA,-55.915,NA,NA,NA,NA
63320,0.717334,1.90948,-5,NA,NA,NA,NA,-44.019,NA,NA,NA,NA
63444,1.53526,2.19373,-4.92501,NA,NA,NA,NA,NA,-20.349,NA,NA,NA
63683,1.02706,1.99282,-5,NA,NA,NA,NA,-31.047,NA,NA,NA,NA
63819,1.02708,1.15061,-4.09043,NA,NA,NA,-40.669,NA,NA,NA,NA,NA
64089,1.42649,1.48503,-4.32439,NA,NA,NA,NA,NA,-18.253,NA,NA,NA
64342,1.38942,2.14476,-4.638,NA,NA,NA,NA,-14.307,NA,NA,NA,NA
64429,2.43769,2.46533,-3.8176,NA,NA,NA,NA,NA,-39.53,NA,NA,NA
64800,1.71617,1.19328,-5,NA,NA,NA,-29.142,NA,NA,NA,NA,NA
64812,1.38035,1.52681,-5,NA,NA,NA,-23.215,NA,NA,NA,NA,NA
65078,1.78566,1.34961,-5,NA,-52.956,NA,NA,NA,NA,NA,NA,NA
65387,1.59039,2.21444,-4.22501,NA,-33.974,NA,NA,NA,NA,NA,NA,NA
65461,1.4436,2.59833,-4.23688,NA,NA,NA,NA,-26.253,NA,NA,NA,NA
65626,0.335561,3.24836,-3.58759,NA,NA,NA,NA,NA,NA,-140.265,NA,NA
65952,1.15568,1.75151,-4.8733,NA,NA,NA,NA,NA,NA,-36.903,NA,NA
66043,0.879106,2.51764,-3.98851,NA,NA,NA,NA,NA,NA,-53.129,NA,NA
66351,0.972535,1.70062,-4.81347,NA,NA,NA,NA,NA,NA,-43.44,NA,NA
66441,1.43998,1.64207,-5,NA,NA,NA,NA,NA,-23.393,NA,NA,NA
66738,1.30385,1.31104,-5,NA,NA,NA,NA,-26.893,NA,NA,NA,NA
66993,1.36231,1.54181,-5,NA,NA,NA,NA,-21.062,NA,NA,NA,NA
67066,2.93755,1.78873,-5,-81.031,NA,NA,NA,NA,NA,NA,NA,NA
67233,1.75107,1.80058,-5,NA,NA,NA,NA,NA,NA,-31.204,NA,NA
67430,1.1621,0.69368,-4.75664,NA,NA,NA,NA,NA,-70.389,NA,NA,NA
67734,1.89572,0.780688,-4.54585,NA,NA,NA,NA,-35.996,NA,NA,NA,NA
67953,0.352483,2.13321,-4.48438,NA,-76.417,NA,NA,NA,NA,NA,NA,NA
68070,0.713784,1.77106,-4.70087,NA,NA,NA,-44.455,NA,NA,NA,NA,NA
68358,1.13987,1.53611,-3.37529,NA,NA,NA,NA,NA,-42.969,NA,NA,NA
68475,1.45206,2.03284,-4.87476,NA,NA,NA,-21.65,NA,NA,NA,NA,NA
68743,1.50932,2.02044,-4.6006,NA,NA,NA,NA,-9.281,NA,NA,NA,NA
68975,2.35078,1.91577,-4.8197,NA,NA,NA,NA,-17.577,NA,NA,NA,NA
69069,2.68,1.17864,-5,NA,-57.135,NA,NA,NA,NA,NA,NA,NA
69249,1.63616,0.750059,-4.39434,NA,NA,NA,-52.982,NA,NA,NA,NA,NA
69431,2.06949,1.89465,-4.85729,NA,NA,NA,-18.821,NA,NA,NA,NA,NA
69787,2.20349,1.03531,-4.08542,NA,-59.386,NA,NA,NA,NA,NA,NA,NA
69930,2.70523,2.08199,-5,NA,NA,NA,NA,NA,NA,-53.238,NA,NA
70051,2.42971,1.89513,-4.61417,NA,NA,NA,NA,NA,-24.966,NA,NA,NA
70378,1.71846,1.968,-5,NA,NA,NA,-28.271,NA,NA,NA,NA,NA
70460,2.36962,2.07433,-4.18187,NA,NA,NA,NA,-16.189,NA,NA,NA,NA
70782,1.65373,1.38171,-4.61903,NA,NA,NA,-12.6,NA,NA,NA,NA,NA
70944,1.89846,2.71914,-4.77071,NA,NA,NA,NA,NA,-37.241,NA,NA,NA
71170,2.39695,2.01701,-3.89805,NA,NA,NA,NA,NA,-24.078,NA,NA,NA
71384,1.63126,1.12896,-5,-60.912,NA,NA,NA,NA,NA,NA,NA,NA
71564,2.51167,2.14376,-5,NA,NA,NA,NA,NA,-38.558,NA,NA,NA
71685,2.5398,2.32973,-5,NA,NA,NA,NA,NA,NA,-57.235,NA,NA
71869,2.69792,1.30021,-5,NA,NA,NA,NA,-39.667,NA,NA,NA,NA
72140,1.42009,1.7854,-5,NA,NA,NA,NA,NA,-22.966,NA,NA,NA
72216,1.98615,1.1695,-3.64053,NA,NA,NA,NA,NA,-27.373,NA,NA,NA
72466,1.71166,1.95651,-4.61206,NA,NA,NA,NA,-7.666,NA,NA,NA,NA
72624,2.02532,2.49699,-5,NA,NA,NA,NA,NA,-34.041,NA,NA,NA
72866,1.17527,2.13632,-5,NA,NA,NA,NA,NA,-30.162,NA,NA,NA
73196,1.32826,1.80253,-3.9881,NA,-29.67,NA,NA,NA,NA,NA,NA,NA
73374,1.33692,1.39466,-4.4317,NA,NA,NA,-12.407,NA,NA,NA,NA,NA
73569,1.62212,1.5801,-5,NA,NA,-64.209,NA,NA,NA,NA,NA,NA
73624,2.18082,1.90605,-3.95566,NA,-40.81,NA,NA,NA,NA,NA,NA,NA
73915,3.21716,1.33883,-4.22605,NA,NA,NA,NA,NA,-55.378,NA,NA,NA
74163,3.02999,2.46877,-4.83183,NA,NA,NA,NA,-56.095,NA,NA,NA,NA
74318,2.16997,2.64462,-5,NA,-52.509,NA,NA,NA,NA,NA,NA,NA
74431,1.81261,2.23615,-4.71581,NA,NA,NA,-26.44,NA,NA,NA,NA,NA
74778,1.5977,1.95797,-4.9277,NA,-35.104,NA,NA,NA,NA,NA,NA,NA
74937,1.82647,1.659,-5,NA,NA,-57.741,NA,NA,NA,NA,NA,NA
75060,1.33,1.63107,-5,NA,NA,NA,-25.279,NA,NA,NA,NA,NA
75359,0.229148,2.68894,-5,NA,NA,NA,NA,NA,-90.734,NA,NA,NA
75494,0.326298,1.22057,-5,NA,NA,NA,NA,-89.969,NA,NA,NA,NA
75792,2.34881,2.40018,-5,NA,NA,NA,NA,-33.277,NA,NA,NA,NA
75864,3.01245,1.49144,-4.798,NA,NA,NA,NA,NA,NA,-69.934,NA,NA
76019,1.31275,1.59463,-3.98516,NA,NA,NA,NA,NA,-24.902,NA,NA,NA
76231,2.68395,2.22772,-3.53081,NA,NA,NA,-52.967,NA,NA,NA,NA,NA
76471,1.17099,1.6682,-4.53666,NA,NA,NA,-22.436,NA,NA,NA,NA,NA
76639,0.888077,1.53027,-4.29559,NA,NA,NA,NA,NA,-34.285,NA,NA,NA
76844,1.57895,2.39203,-3.38447,NA,NA,NA,NA,-40.145,NA,NA,NA,NA
77161,2.17146,1.65246,-3.64866,NA,NA,NA,NA,NA,-25.508,NA,NA,NA
77334,1.84475,1.73535,-5,NA,NA,NA,NA,NA,-20.042,NA,NA,NA
77521,2.02331,2.49952,-5,NA,NA,NA,NA,NA,NA,-45.049,NA,NA
77760,1.9353,3.25187,-3.47921,NA,NA,NA,NA,NA,NA,-95.719,NA,NA
77950,2.26082,1.44269,-2.82793,NA,NA,NA,NA,-73.633,NA,NA,NA,NA
78133,1.7952,0.886256,-3.48455,NA,NA,NA,-57.541,NA,NA,NA,NA,NA
78228,2.98299,2.87827,-4.52376,NA,NA,NA,NA,NA,-68.843,NA,NA,NA
78446,2.328,1.51917,-5,NA,NA,NA,NA,NA,-25.92,NA,NA,NA
78612,1.36585,2.08816,-4.16308,NA,NA,NA,-14.273,NA,NA,NA,NA,NA
78902,1.73561,1.86462,-4.60692,NA,NA,NA,NA,-4.933,NA,NA,NA,NA
79177,0.803645,1.85148,-4.35683,NA,NA,NA,NA,NA,-30.697,NA,NA,NA
79235,1.34891,0.625579,-4.51428,NA,NA,NA,NA,NA,NA,-80.554,NA,NA
79425,1.69067,1.27996,-5,NA,NA,NA,NA,-21.631,NA,NA,NA,NA
79647,1.6263,1.19369,-5,-80.483,NA,NA,NA,NA,NA,NA,NA,NA
79961,2.3871,1.99336,-5,NA,NA,NA,NA,NA,NA,-48.007,NA,NA
80190,2.08879,2.85633,-5,NA,NA,NA,NA,-45.417,NA,NA,NA,NA
80334,1.85145,2.77414,-5,NA,NA,NA,NA,-40.461,NA,NA,NA,NA
80565,2.16422,3.12272,-4.81854,NA,NA,NA,NA,NA,-58.057,NA,NA,NA
80614,2.52383,2.44699,-3.94283,NA,NA,NA,-39.325,NA,NA,NA,NA,NA
80879,1.58108,1.73973,-4.44219,NA,-25.013,NA,NA,NA,NA,NA,NA,NA
81050,1.35094,0.957332,-5,NA,-67.827,NA,NA,NA,NA,NA,NA,NA
81314,1.39999,1.80635,-5,NA,NA,NA,NA,NA,NA,-50.733,NA,NA
81594,0.597211,2.3827,-4.32089,NA,NA,NA,NA,-47.018,NA,NA,NA,NA
81667,0.99043,2.12379,-4.30485,NA,NA,NA,NA,NA,-30.313,NA,NA,NA
81893,0.799809,1.76006,-4.47585,NA,NA,NA,NA,-31.533,NA,NA,NA,NA
82174,2.23049,1.02854,-4.44966,NA,NA,NA,NA,-21.424,NA,NA,NA,NA
82305,2.49005,1.48238,-4.67633,NA,NA,NA,NA,-20.58,NA,NA,NA,NA
82448,1.62334,1.79661,-4.5137,NA,NA,NA,NA,NA,-18.264,NA,NA,NA
82767,1.5471,1.93077,-5,NA,NA,NA,NA,-18.941,NA,NA,NA,NA
82911,0.435822,2.48394,-5,NA,-83.138,NA,NA,NA,NA,NA,NA,NA
83195,1.34868,2.65615,-4.63954,NA,NA,NA,NA,NA,-33.356,NA,NA,NA
83299,1.68477,2.46843,-5,NA,NA,NA,NA,-28.117,NA,NA,NA,NA
83402,2.00966,1.73693,-3.53772,NA,NA,NA,NA,NA,NA,-51.197,NA,NA
83645,1.38372,3.61816,-4.5373,-127.673,NA,NA,NA,NA,NA,NA,NA,NA
83924,2.25651,2.66427,-5,NA,NA,NA,NA,NA,NA,-64.515,NA,NA
84178,1.7624,2.32784,-5,NA,NA,NA,NA,NA,-32.995,NA,NA,NA
84323,3.05857,2.07287,-4.6922,NA,NA,NA,NA,-45.413,NA,NA,NA,NA
84491,2.54926,1.73481,-5,NA,NA,NA,NA,NA,NA,-43.443,NA,NA
84634,1.70253,1.68342,-4.63361,NA,-24.312,NA,NA,NA,NA,NA,NA,NA
84946,1.96916,1.97648,-5,NA,-31.58,NA,NA,NA,NA,NA,NA,NA
85059,1.41983,1.77125,-5,NA,-37.13,NA,NA,NA,NA,NA,NA,NA
85272,2.13554,1.38156,-5,NA,NA,NA,NA,NA,-28.783,NA,NA,NA
85470,2.74508,1.07304,-4.16735,NA,NA,NA,NA,NA,-40.117,NA,NA,NA
85701,1.24399,1.69923,-4.70049,NA,NA,-72.286,NA,NA,NA,NA,NA,NA
85987,3.6379,2.00279,-5,NA,-101.916,NA,NA,NA,NA,NA,NA,NA
86155,3.28514,1.86014,-5,NA,NA,NA,NA,NA,NA,-87.158,NA,NA
86222,1.52804,0.761026,-5,NA,NA,NA,NA,NA,-61.372,NA,NA,NA
86441,2.03657,0.807149,-5,NA,NA,NA,NA,NA,-52.366,NA,NA,NA
86774,1.75212,1.65799,-5,NA,NA,NA,NA,NA,-15.942,NA,NA,NA
86969,1.16417,2.27158,-4.66304,NA,NA,NA,-29.535,NA,NA,NA,NA,NA
87015,0.855475,2.39874,-4.07478,NA,NA,NA,NA,-37.536,NA,NA,NA,NA
87374,1.03863,2.25132,-5,NA,-47.107,NA,NA,NA,NA,NA,NA,NA
87449,1.5358,2.31055,-4.65396,NA,-46.133,NA,NA,NA,NA,NA,NA,NA
87610,2.11536,1.51534,-4.71272,NA,NA,NA,-13.813,NA,NA,NA,NA,NA
87886,1.57472,1.80746,-5,NA,-40.236,NA,NA,NA,NA,NA,NA,NA
88143,1.76202,0.985301,-4.84238,NA,NA,-82.121,NA,NA,NA,NA,NA,NA
88262,1.41212,1.95511,-4.28908,NA,NA,NA,NA,-7.479,NA,NA,NA,NA
88407,1.26431,2.16961,-5,NA,NA,NA,NA,-27.211,NA,NA,NA,NA
88777,2.7728,3.40032,-5,NA,NA,NA,-99.387,NA,NA,NA,NA,NA
88919,3.23474,1.6972,-4.82376,NA,NA,NA,-57.249,NA,NA,NA,NA,NA
89005,3.00117,2.48191,-5,NA,NA,NA,NA,-59.612,NA,NA,NA,NA
89272,2.0766,1.52595,-5,NA,NA,NA,NA,NA,NA,-33.421,NA,NA
89520,2.62237,1.5925,-4.28484,NA,NA,NA,NA,NA,NA,-36.226,NA,NA
89793,2.91944,1.15214,-4.12948,NA,NA,NA,NA,-44.263,NA,NA,NA,NA
90000,3.30432,1.45062,-3.47491,NA,NA,NA,NA,NA,-92.004,NA,NA,NA
90164,2.49134,1.73486,-4.05983,NA,NA,NA,NA,-18.866,NA,NA,NA,NA
90390,1.55492,1.87392,-3.88226,NA,NA,NA,NA,-10.097,NA,NA,NA,NA
90401,3.01671,2.10684,-4.40011,-101.129,NA,NA,NA,NA,NA,NA,NA,NA
90771,2.32661,1.38536,-3.79372,NA,NA,NA,NA,NA,NA,-36.965,NA,NA
90910,2.21165,1.57478,-4.10937,NA,NA,NA,NA,NA,-21.162,NA,NA,NA
91099,1.39678,1.11284,-4.80979,NA,NA,NA,NA,NA,NA,-47.448,NA,NA
91379,1.35776,0.917238,-5,NA,NA,NA,NA,NA,NA,-67.547,NA,NA
91512,1.25072,1.48809,-5,NA,NA,NA,NA,-25.101,NA,NA,NA,NA
91606,0.728311,2.19391,-5,NA,NA,NA,-53.991,NA,NA,NA,NA,NA
91825,1.60592,1.6484,-5,NA,NA,NA,NA,-15.994,NA,NA,NA,NA
92191,2.35427,2.58715,-4.668,NA,NA,NA,NA,NA,-37.102,NA,NA,NA
92349,2.12576,2.44241,-4.68733,NA,NA,NA,NA,-22.417,NA,NA,NA,NA
92542,1.99831,3.26969,-5,NA,-94.617,NA,NA,NA,NA,NA,NA,NA
92662,2.02903,3.27517,-5,NA,NA,NA,NA,NA,-76.264,NA,NA,NA
92916,1.24717,2.78859,-3.26838,NA,NA,NA,NA,NA,-66.688,NA,NA,NA
93124,2.15062,2.52394,-3.61163,NA,NA,NA,NA,NA,NA,-57.4,NA,NA
93323,2.37615,2.26818,-3.65128,NA,NA,NA,-40.245,NA,NA,NA,NA,NA
93419,1.64052,3.35488,-4.19228,NA,NA,NA,-69.873,NA,NA,NA,NA,NA
93619,1.90869,2.08118,-4.26139,NA,NA,-45.177,NA,NA,NA,NA,NA,NA
93849,1.84204,1.06291,-3.84993,NA,NA,NA,-25.898,NA,NA,NA,NA,NA
94040,1.40346,2.43269,-4.87902,NA,NA,NA,NA,-26.447,NA,NA,NA,NA
94322,2.08028,1.24347,-5,NA,NA,NA,NA,NA,NA,-45.71,NA,NA
94453,3.08277,1.69036,-4.78099,-90.891,NA,NA,NA,NA,NA,NA,NA,NA
94750,3.25073,1.40361,-5,NA,NA,NA,NA,NA,NA,-80.032,NA,NA
94965,2.53189,1.4219,-5,NA,NA,NA,NA,NA,-34.165,NA,NA,NA
95160,1.42474,1.89942,-4.41697,NA,NA,NA,NA,NA,-13.757,NA,NA,NA
95271,2.47311,2.32298,-5,NA,NA,NA,NA,-33.374,NA,NA,NA,NA
95533,2.5656,2.45367,-4.61534,NA,NA,NA,-37.791,NA,NA,NA,NA,NA
95632,2.52847,1.48458,-3.82161,NA,NA,NA,NA,-25.721,NA,NA,NA,NA
95843,3.08342,0.820265,-3.83142,-103.75,NA,NA,NA,NA,NA,NA,NA,NA
96147,2.37477,2.45718,-4.55772,NA,NA,NA,NA,-26.755,NA,NA,NA,NA
96321,1.87409,1.35419,-4.17142,NA,NA,NA,NA,NA,-7.018,NA,NA,NA
96557,0.52794,1.52374,-3.81939,NA,NA,NA,NA,NA,-56.997,NA,NA,NA
96775,0.789921,2.81895,-4.32012,NA,NA,NA,NA,-54.003,NA,NA,NA,NA
96838,1.06922,1.53566,-4.65988,NA,NA,NA,NA,NA,NA,-50.8,NA,NA
97037,0.326909,2.32036,-4.16197,NA,NA,NA,NA,-63.12,NA,NA,NA,NA
97234,1.28967,1.12011,-3.70071,NA,NA,NA,NA,-35.271,NA,NA,NA,NA
97547,2.4792,2.09317,-3.50254,NA,NA,NA,NA,NA,-49.885,NA,NA,NA
97644,2.00649,1.87309,-2.93291,NA,NA,NA,NA,-58.687,NA,NA,NA,NA
97880,1.66542,1.774,-3.6877,NA,NA,NA,NA,-14.819,NA,NA,NA,NA
98066,2.70144,2.0691,-4.77144,NA,-58.462,NA,NA,NA,NA,NA,NA,NA
98351,0.983534,1.72513,-4.85259,NA,NA,NA,-41.972,NA,NA,NA,NA,NA
98504,2.04951,3.34486,-5,NA,-94.347,NA,NA,NA,NA,NA,NA,NA
98732,2.21901,2.90915,-5,NA,NA,-91.188,NA,NA,NA,NA,NA,NA
98858,2.64284,1.29658,-5,NA,NA,NA,-40.604,NA,NA,NA,NA,NA
99060,2.83316,1.67081,-5,NA,NA,NA,NA,-39.809,NA,NA,NA,NA
99262,1.69796,1.66569,-4.21046,NA,-42.238,NA,NA,NA,NA,NA,NA,NA
99530,1.47087,1.69882,-5,NA,NA,NA,NA,NA,-23.285,NA,NA,NA
99672,1.81914,0.756799,-5,NA,NA,NA,NA,NA,-54.971,NA,NA,NA
99848,2.45507,0.610837,-5,NA,NA,NA,NA,-73.243,NA,NA,NA,NA
100130,2.12877,1.57812,-4.59566,NA,NA,NA,NA,-7.348,NA,NA,NA,NA
100275,1.75499,0.966273,-5,NA,NA,NA,NA,-38.81,NA,NA,NA,NA
100558,1.18698,2.05299,-4.5052,NA,NA,NA,NA,NA,-27.305,NA,NA,NA
100743,1.214,1.56577,-5,NA,NA,NA,NA,-25.288,NA,NA,NA,NA
100859,2.56787,2.10426,-5,NA,NA,NA,-37.707,NA,NA,NA,NA,NA
101081,3.29672,2.00409,-4.73114,NA,-79.025,NA,NA,NA,NA,NA,NA,NA
101230,2.82275,0.201851,-3.9626,NA,NA,-162.377,NA,NA,NA,NA,NA,NA
101556,1.83494,0.757531,-4.36261,NA,-66.69,NA,NA,NA,NA,NA,NA,NA
101628,0.409122,2.4025,-5,NA,NA,NA,NA,-67.339,NA,NA,NA,NA
101976,2.02143,1.6383,-4.48589,NA,NA,NA,NA,NA,-11.22,NA,NA,NA
102136,2.47091,2.08291,-5,NA,NA,NA,NA,-29.004,NA,NA,NA,NA
102266,2.01858,3.43016,-4.52728,NA,NA,NA,NA,-71.893,NA,NA,NA,NA
102410,1.80291,2.42369,-4.79424,NA,NA,-68.552,NA,NA,NA,NA,NA,NA
102738,0.83599,1.44839,-4.91894,NA,NA,-90.206,NA,NA,NA,NA,NA,NA
102976,1.05542,1.1097,-5,NA,NA,NA,NA,NA,-52.631,NA,NA,NA
103034,1.45572,0.881815,-5,NA,NA,NA,NA,NA,-54.198,NA,NA,NA
103336,2.72156,1.90032,-3.50937,NA,NA,NA,-46.631,NA,NA,NA,NA,NA
103578,2.59981,0.512982,-4.43167,NA,NA,NA,NA,-77.316,NA,NA,NA,NA
103756,1.21162,1.49334,-5,NA,NA,NA,NA,-26.151,NA,NA,NA,NA
103960,2.31909,1.99191,-4.16394,NA,NA,NA,-19.371,NA,NA,NA,NA,NA
104155,2.35928,2.17596,-4.84731,NA,-52.142,NA,NA,NA,NA,NA,NA,NA
104399,2.23693,2.47175,-4.24506,NA,NA,NA,-32.896,NA,NA,NA,NA,NA
104431,2.70486,2.45,-4.44638,NA,-66.521,NA,NA,NA,NA,NA,NA,NA
104653,2.44307,2.7509,-5,NA,NA,NA,-49.109,NA,NA,NA,NA,NA
104961,1.47317,1.89109,-3.87095,NA,NA,NA,NA,-11.18,NA,NA,NA,NA
105177,2.71047,2.50874,-3.58965,NA,NA,NA,NA,NA,NA,-76.779,NA,NA
105366,1.73137,1.99101,-3.58772,NA,NA,NA,NA,NA,NA,-42.804,NA,NA
105559,2.50873,2.29919,-4.24877,NA,NA,NA,NA,NA,NA,-55.447,NA,NA
105777,1.36666,2.99133,-3.54871,NA,NA,NA,NA,NA,-68.23,NA,NA,NA
105899,2.16589,1.21355,-3.83089,NA,NA,-68.691,NA,NA,NA,NA,NA,NA
106053,2.95718,0.646113,-4.91091,NA,NA,NA,NA,-77.32,NA,NA,NA,NA
106262,2.94002,1.18965,-5,NA,NA,NA,-55.338,NA,NA,NA,NA,NA
106498,2.60724,2.41916,-4.35677,NA,NA,NA,NA,-32.331,NA,NA,NA,NA
106661,0.826052,2.67691,-4.94283,NA,NA,NA,NA,NA,NA,-81.313,NA,NA
106882,1.16053,2.518,-5,NA,NA,NA,-43.392,NA,NA,NA,NA,NA
107068,1.43368,3.10168,-4.11018,NA,NA,NA,NA,NA,NA,-64.585,NA,NA
107210,2.19957,1.68176,-4.76114,NA,NA,NA,NA,NA,NA,-44.08,NA,NA
107531,1.29613,1.63656,-4.47789,NA,NA,NA,NA,NA,NA,-24.79,NA,NA
107710,1.47945,2.73374,-4.17667,NA,NA,NA,NA,-31.594,NA,NA,NA,NA
107805,1.39018,3.23789,-4.17142,NA,NA,NA,NA,NA,-63.411,NA,NA,NA
108074,1.44641,2.55141,-4.72289,NA,NA,NA,NA,NA,NA,-39.138,NA,NA
108273,0.837862,2.18225,-5,-71.406,NA,NA,NA,NA,NA,NA,NA,NA
108565,1.24558,3.26348,-5,NA,NA,NA,NA,NA,-77.71,NA,NA,NA
108674,1.93957,2.51493,-4.72059,NA,-45.947,NA,NA,NA,NA,NA,NA,NA
108851,-0.0560331,1.85673,-5,NA,-110.869,NA,NA,NA,NA,NA,NA,NA
109024,1.11748,1.53567,-4.05436,NA,NA,NA,-32.304,NA,NA,NA,NA,NA
109217,2.38491,1.62022,-4.16805,NA,-46.394,NA,NA,NA,NA,NA,NA,NA
109578,1.53295,2.17477,-3.57575,NA,-41.091,NA,NA,NA,NA,NA,NA,NA
109707,1.5918,1.53752,-4.98684,NA,-53.4,NA,NA,NA,NA,NA,NA,NA
109981,1.73183,1.24961,-4.44411,NA,NA,NA,NA,-6.91,NA,NA,NA,NA
110038,0.793976,2.83346,-3.81905,NA,NA,NA,NA,NA,-68.674,NA,NA,NA
110369,1.42101,1.36504,-5,NA,NA,NA,NA,NA,-35.374,NA,NA,NA
110465,1.36281,0.54759,-4.52329,NA,NA,NA,NA,NA,NA,-84.38,NA,NA
110607,1.32948,2.13265,-4.93722,NA,NA,NA,NA,NA,NA,-33.729,NA,NA
110814,1.33189,2.22889,-5,NA,NA,NA,NA,NA,NA,-39.828,NA,NA
111004,1.58759,0.44821,-3.58847,NA,NA,NA,NA,NA,NA,-101.24,NA,NA
111362,1.35712,1.68683,-4.6463,NA,NA,NA,-12.377,NA,NA,NA,NA,NA
111422,2.18862,1.26235,-3.37542,NA,-55.672,NA,NA,NA,NA,NA,NA,NA
111673,3.81688,0.611059,-4.44082,NA,NA,NA,NA,NA,NA,-144.337,NA,NA
111945,3.47352,2.1994,-5,NA,NA,NA,NA,NA,NA,-96.516,NA,NA
112083,3.58684,0.920743,-4.17044,NA,NA,-136.559,NA,NA,NA,NA,NA,NA
112222,1.86766,1.73337,-4.66529,NA,NA,NA,-9.845,NA,NA,NA,NA,NA
112418,1.56086,2.14063,-4.51252,NA,NA,NA,NA,NA,-11.589,NA,NA,NA
112654,2.56738,3.03196,-5,NA,NA,NA,NA,NA,-68.033,NA,NA,NA
112912,2.23421,2.66152,-4.62822,NA,NA,NA,-38.377,NA,NA,NA,NA,NA
113192,2.3898,2.12847,-5,NA,NA,NA,-28.694,NA,NA,NA,NA,NA
113281,2.95081,3.116,-5,-130.46,NA,NA,NA,NA,NA,NA,NA,NA
113543,1.91519,3.02715,-4.42159,-88.479,NA,NA,NA,NA,NA,NA,NA,NA
113668,1.27551,2.84194,-4.02174,NA,NA,NA,NA,-41.56,NA,NA,NA,NA
113964,1.82692,1.11587,-4.3025,NA,NA,NA,NA,NA,-18.724,NA,NA,NA
114113,2.8035,2.15286,-5,NA,NA,NA,-44.679,NA,NA,NA,NA,NA
114275,2.12354,1.5768,-5,NA,-36.989,NA,NA,NA,NA,NA,NA,NA
114537,1.90046,1.15424,-5,NA,NA,NA,NA,NA,-37.369,NA,NA,NA
114741,1.31677,1.88088,-5,NA,NA,-69.643,NA,NA,NA,NA,NA,NA
114893,2.52791,2.41711,-3.13945,NA,NA,NA,-72.66,NA,NA,NA,NA,NA
115074,2.25876,1.7983,-3.92563,NA,NA,NA,-15.375,NA,NA,NA,NA,NA
115206,2.98618,2.42995,-3.76203,NA,NA,NA,-64.379,NA,NA,NA,NA,NA
115431,1.90419,0.810324,-3.85478,NA,-68.494,NA,NA,NA,NA,NA,NA,NA
115681,1.48462,2.10872,-4.06422,NA,NA,NA,NA,NA,-19.321,NA,NA,NA
115827,2.82747,0.990248,-4.02725,NA,NA,NA,NA,NA,-55.084,NA,NA,NA
116114,2.16089,1.43988,-5,NA,NA,NA,NA,NA,-30.177,NA,NA,NA
116347,1.26496,2.36596,-3.99339,NA,NA,NA,NA,-24.321,NA,NA,NA,NA
116402,0.937785,1.93748,-4.51227,NA,NA,NA,NA,-24.384,NA,NA,NA,NA
116603,0.481342,3.47941,-5,NA,NA,NA,NA,-115.14,NA,NA,NA,NA
116986,2.03763,2.73241,-4.93898,NA,-49.603,NA,NA,NA,NA,NA,NA,NA
117177,2.21881,1.35759,-5,NA,NA,NA,NA,NA,-25.197,NA,NA,NA
117273,2.19027,0.747739,-5,NA,NA,NA,NA,-50.926,NA,NA,NA,NA
117428,2.13738,1.46417,-5,NA,NA,NA,NA,-18.541,NA,NA,NA,NA
117661,2.72979,1.81172,-5,NA,NA,NA,NA,NA,NA,-52.213,NA,NA
117869,2.4671,2.24044,-5,NA,NA,NA,NA,-31.382,NA,NA,NA,NA
118024,2.95706,1.61696,-5,NA,NA,NA,NA,NA,-49.604,NA,NA,NA
118263,2.43867,1.52997,-4.04104,NA,NA,NA,NA,-16.002,NA,NA,NA,NA
118401,1.51011,1.68528,-4.39687,NA,NA,NA,NA,NA,-5.317,NA,NA,NA
