x0,x1,x2,fitness0
-3.0,5.0,1.5,-934.835
-3.0,5.0,2.0,-857.068
-3.0,5.0,2.5,-882.208
-3.0,5.0,3.0,-850.481
-3.0,5.0,3.5,-800.608
-3.0,5.0,4.0,-853.925
-3.0,5.0,4.5,-754.374
-3.0,5.0,5.0,-871.378
-2.5,-5.0,-5.0,-584.168
-2.5,-5.0,-4.5,-638.743
-2.5,-5.0,-4.0,-738.246
-2.5,-5.0,-3.5,-837.89
-2.5,-5.0,-3.0,-893.633
-2.5,-5.0,-2.5,-893.539
-2.5,-5.0,-2.0,-981.677
-2.5,-5.0,-1.5,-914.85
-2.5,-5.0,-1.0,-1179.758
-2.5,-5.0,-0.5,-876.667
-2.5,-5.0,0.0,-1095.752
-2.5,-5.0,0.5,-737.568
-2.5,-5.0,1.0,-995.637
-2.5,-5.0,1.5,-662.375
-2.5,-5.0,2.0,-950.897
-2.5,-5.0,2.5,-643.773
-2.5,-5.0,3.0,-959.195
-2.5,-5.0,3.5,-678.548
-2.5,-5.0,4.0,-1020.716
-2.5,-5.0,4.5,-766.721
-2.5,-5.0,5.0,-1135.598
-2.5,-4.5,-5.0,-564.992
-2.5,-4.5,-4.5,-619.505
-2.5,-4.5,-4.0,-718.915
-2.5,-4.5,-3.5,-817.737
-2.5,-4.5,-3.0,-871.379
-2.5,-4.5,-2.5,-861.314
-2.5,-4.5,-2.0,-926.556
-2.5,-4.5,-1.5,-796.858
-2.5,-4.5,-1.0,-993.43
-2.5,-4.5,-0.5,-643.304
-2.5,-4.5,0.0,-846.848
-2.5,-4.5,0.5,-483.438
-2.5,-4.5,1.0,-739.716
-2.5,-4.5,1.5,-406.374
-2.5,-4.5,2.0,-694.354
-2.5,-4.5,2.5,-387.315
-2.5,-4.5,3.0,-702.403
-2.5,-4.5,3.5,-421.797
-2.5,-4.5,4.0,-763.761
-2.5,-4.5,4.5,-509.845
-2.5,-4.5,5.0,-878.6
-2.5,-4.0,-5.0,-416.655
-2.5,-4.0,-4.5,-471.467
-2.5,-4.0,-4.0,-571.614
-2.5,-4.0,-3.5,-672.403
-2.5,-4.0,-3.0,-732.997
-2.5,-4.0,-2.5,-740.49
-2.5,-4.0,-2.0,-857.864
-2.5,-4.0,-1.5,-810.936
-2.5,-4.0,-1.0,-1099.55
-2.5,-4.0,-0.5,-801.126
-2.5,-4.0,0.0,-1027.383
-2.5,-4.0,0.5,-672.934
-2.5,-4.0,1.0,-931.363
-2.5,-4.0,1.5,-600.313
-2.5,-4.0,2.0,-888.047
-2.5,-4.0,2.5,-581.629
-2.5,-4.0,3.0,-896.327
-2.5,-4.0,3.5,-616.009
-2.5,-4.0,4.0,-957.673
-2.5,-4.0,4.5,-704.019
-2.5,-4.0,5.0,-1072.611
-2.5,-3.5,-5.0,-588.504
-2.5,-3.5,-4.5,-643.256
-2.5,-3.5,-4.0,-743.037
-2.5,-3.5,-3.5,-841.945
-2.5,-3.5,-3.0,-897.061
-2.5,-3.5,-2.5,-883.593
-2.5,-3.5,-2.0,-950.242
-2.5,-3.5,-1.5,-795.785
-2.5,-3.5,-1.0,-973.359
-2.5,-3.5,-0.5,-612.501
-2.5,-3.5,0.0,-812.284
-2.5,-3.5,0.5,-451.718
-2.5,-3.5,1.0,-704.974
-2.5,-3.5,1.5,-374.998
-2.5,-3.5,2.0,-660.062
-2.5,-3.5,2.5,-353.861
-2.5,-3.5,3.0,-667.48
-2.5,-3.5,3.5,-387.518
-2.5,-3.5,4.0,-728.105
-2.5,-3.5,4.5,-474.9
-2.5,-3.5,5.0,-842.774
-2.5,-3.0,-5.0,-602.618
-2.5,-3.0,-4.5,-657.495
-2.5,-3.0,-4.0,-758.183
-2.5,-3.0,-3.5,-858.586
-2.5,-3.0,-3.0,-919.085
-2.5,-3.0,-2.5,-918.229
-2.5,-3.0,-2.0,-1019.062
-2.5,-3.0,-1.5,-916.644
-2.5,-3.0,-1.0,-1136.055
-2.5,-3.0,-0.5,-808.716
-2.5,-3.0,0.0,-1015.185
-2.5,-3.0,0.5,-666.822
-2.5,-3.0,1.0,-918.674
-2.5,-3.0,1.5,-597.329
-2.5,-3.0,2.0,-880.017
-2.5,-3.0,2.5,-576.715
-2.5,-3.0,3.0,-888.02
-2.5,-3.0,3.5,-609.473
-2.5,-3.0,4.0,-948.412
-2.5,-3.0,4.5,-696.583
-2.5,-3.0,5.0,-1063.559
-2.5,-2.5,-5.0,-736.592
-2.5,-2.5,-4.5,-792.659
-2.5,-2.5,-4.0,-891.615
-2.5,-2.5,-3.5,-988.718
-2.5,-2.5,-3.0,-1040.402
-2.5,-2.5,-2.5,-1010.62
-2.5,-2.5,-2.0,-1052.942
-2.5,-2.5,-1.5,-868.613
-2.5,-2.5,-1.0,-999.502
-2.5,-2.5,-0.5,-646.678
-2.5,-2.5,0.0,-822.577
-2.5,-2.5,0.5,-480.638
-2.5,-2.5,1.0,-719.684
-2.5,-2.5,1.5,-411.61
-2.5,-2.5,2.0,-684.614
-2.5,-2.5,2.5,-386.767
-2.5,-2.5,3.0,-689.922
-2.5,-2.5,3.5,-413.59
-2.5,-2.5,4.0,-747.371
-2.5,-2.5,4.5,-498.517
-2.5,-2.5,5.0,-862.142
-2.5,-2.0,-5.0,-774.924
-2.5,-2.0,-4.5,-827.067
-2.5,-2.0,-4.0,-927.397
-2.5,-2.0,-3.5,-1020.776
-2.5,-2.0,-3.0,-1066.462
-2.5,-2.0,-2.5,-1036.408
-2.5,-2.0,-2.0,-1075.838
-2.5,-2.0,-1.5,-946.986
-2.5,-2.0,-1.0,-1087.549
-2.5,-2.0,-0.5,-795.254
-2.5,-2.0,0.0,-968.406
-2.5,-2.0,0.5,-670.811
-2.5,-2.0,1.0,-906.973
-2.5,-2.0,1.5,-643.159
-2.5,-2.0,2.0,-909.91
-2.5,-2.0,2.5,-634.038
-2.5,-2.0,3.0,-925.926
-2.5,-2.0,3.5,-660.065
-2.5,-2.0,4.0,-986.094
-2.5,-2.0,4.5,-747.583
-2.5,-2.0,5.0,-1104.749
-2.5,-1.5,-5.0,-767.257
-2.5,-1.5,-4.5,-828.936
-2.5,-1.5,-4.0,-916.865
-2.5,-1.5,-3.5,-999.749
-2.5,-1.5,-3.0,-1025.575
-2.5,-1.5,-2.5,-953.377
-2.5,-1.5,-2.0,-951.442
-2.5,-1.5,-1.5,-821.123
-2.5,-1.5,-1.0,-913.417
-2.5,-1.5,-0.5,-644.485
-2.5,-1.5,0.0,-771.346
-2.5,-1.5,0.5,-509.629
-2.5,-1.5,1.0,-712.397
-2.5,-1.5,1.5,-507.559
-2.5,-1.5,2.0,-744.002
-2.5,-1.5,2.5,-499.688
-2.5,-1.5,3.0,-760.605
-2.5,-1.5,3.5,-508.556
-2.5,-1.5,4.0,-816.268
-2.5,-1.5,4.5,-589.611
-2.5,-1.5,5.0,-939.768
-2.5,-1.0,-5.0,-785.726
-2.5,-1.0,-4.5,-823.535
-2.5,-1.0,-4.0,-915.388
-2.5,-1.0,-3.5,-981.722
-2.5,-1.0,-3.0,-988.475
-2.5,-1.0,-2.5,-937.315
-2.5,-1.0,-2.0,-929.062
-2.5,-1.0,-1.5,-875.519
-2.5,-1.0,-1.0,-954.751
-2.5,-1.0,-0.5,-737.895
-2.5,-1.0,0.0,-842.483
-2.5,-1.0,0.5,-634.921
-2.5,-1.0,1.0,-825.066
-2.5,-1.0,1.5,-713.106
-2.5,-1.0,2.0,-935.878
-2.5,-1.0,2.5,-756.283
-2.5,-1.0,3.0,-980.79
-2.5,-1.0,3.5,-778.01
-2.5,-1.0,4.0,-1034.24
-2.5,-1.0,4.5,-880.316
-2.5,-1.0,5.0,-1151.264
-2.5,-0.5,-5.0,-760.874
-2.5,-0.5,-4.5,-819.558
-2.5,-0.5,-4.0,-870.702
-2.5,-0.5,-3.5,-915.469
-2.5,-0.5,-3.0,-904.428
-2.5,-0.5,-2.5,-828.102
-2.5,-0.5,-2.0,-815.97
-2.5,-0.5,-1.5,-772.227
-2.5,-0.5,-1.0,-824.118
-2.5,-0.5,-0.5,-624.574
-2.5,-0.5,0.0,-677.748
-2.5,-0.5,0.5,-509.262
-2.5,-0.5,1.0,-636.503
-2.5,-0.5,1.5,-626.223
-2.5,-0.5,2.0,-781.44
-2.5,-0.5,2.5,-690.023
-2.5,-0.5,3.0,-844.382
-2.5,-0.5,3.5,-673.987
-2.5,-0.5,4.0,-917.688
-2.5,-0.5,4.5,-732.281
-2.5,-0.5,5.0,-1079.87
-2.5,0.0,-5.0,-693.582
-2.5,0.0,-4.5,-723.324
-2.5,0.0,-4.0,-785.076
-2.5,0.0,-3.5,-838.235
-2.5,0.0,-3.0,-858.383
-2.5,0.0,-2.5,-848.075
-2.5,0.0,-2.0,-859.429
-2.5,0.0,-1.5,-855.993
-2.5,0.0,-1.0,-908.824
-2.5,0.0,-0.5,-716.534
-2.5,0.0,0.0,-770.025
-2.5,0.0,0.5,-597.077
-2.5,0.0,1.0,-738.263
-2.5,0.0,1.5,-751.453
-2.5,0.0,2.0,-925.427
-2.5,0.0,2.5,-874.854
-2.5,0.0,3.0,-976.051
-2.5,0.0,3.5,-920.98
-2.5,0.0,4.0,-948.469
-2.5,0.0,4.5,-1069.031
-2.5,0.0,5.0,-959.89
-2.5,0.5,-5.0,-528.196
-2.5,0.5,-4.5,-556.658
-2.5,0.5,-4.0,-605.095
-2.5,0.5,-3.5,-654.743
-2.5,0.5,-3.0,-680.603
-2.5,0.5,-2.5,-677.618
-2.5,0.5,-2.0,-686.942
-2.5,0.5,-1.5,-691.396
-2.5,0.5,-1.0,-726.543
-2.5,0.5,-0.5,-554.602
-2.5,0.5,0.0,-566.914
-2.5,0.5,0.5,-440.517
-2.5,0.5,1.0,-511.61
-2.5,0.5,1.5,-628.982
-2.5,0.5,2.0,-711.084
-2.5,0.5,2.5,-765.041
-2.5,0.5,3.0,-816.009
-2.5,0.5,3.5,-733.398
-2.5,0.5,4.0,-915.207
-2.5,0.5,4.5,-721.732
-2.5,0.5,5.0,-1071.37
-2.5,1.0,-5.0,-386.772
-2.5,1.0,-4.5,-425.112
-2.5,1.0,-4.0,-463.461
-2.5,1.0,-3.5,-522.773
-2.5,1.0,-3.0,-574.352
-2.5,1.0,-2.5,-594.061
-2.5,1.0,-2.0,-631.143
-2.5,1.0,-1.5,-639.374
-2.5,1.0,-1.0,-689.562
-2.5,1.0,-0.5,-502.929
-2.5,1.0,0.0,-534.351
-2.5,1.0,0.5,-368.948
-2.5,1.0,1.0,-486.406
-2.5,1.0,1.5,-565.902
-2.5,1.0,2.0,-722.441
-2.5,1.0,2.5,-738.683
-2.5,1.0,3.0,-776.512
-2.5,1.0,3.5,-810.04
-2.5,1.0,4.0,-719.625
-2.5,1.0,4.5,-934.371
-2.5,1.0,5.0,-697.428
-2.5,1.5,-5.0,-288.571
-2.5,1.5,-4.5,-298.405
-2.5,1.5,-4.0,-347.002
-2.5,1.5,-3.5,-401.178
-2.5,1.5,-3.0,-453.811
-2.5,1.5,-2.5,-501.959
-2.5,1.5,-2.0,-535.102
-2.5,1.5,-1.5,-564.024
-2.5,1.5,-1.0,-602.556
-2.5,1.5,-0.5,-432.649
-2.5,1.5,0.0,-437.044
-2.5,1.5,0.5,-276.45
-2.5,1.5,1.0,-371.608
-2.5,1.5,1.5,-517.795
-2.5,1.5,2.0,-629.243
-2.5,1.5,2.5,-695.701
-2.5,1.5,3.0,-717.006
-2.5,1.5,3.5,-709.004
-2.5,1.5,4.0,-738.609
-2.5,1.5,4.5,-731.867
-2.5,1.5,5.0,-776.058
-2.5,2.0,-5.0,-191.607
-2.5,2.0,-4.5,-223.041
-2.5,2.0,-4.0,-253.507
-2.5,2.0,-3.5,-313.331
-2.5,2.0,-3.0,-385.667
-2.5,2.0,-2.5,-443.853
-2.5,2.0,-2.0,-517.982
-2.5,2.0,-1.5,-556.852
-2.5,2.0,-1.0,-605.549
-2.5,2.0,-0.5,-452.165
-2.5,2.0,0.0,-444.648
-2.5,2.0,0.5,-300.013
-2.5,2.0,1.0,-383.685
-2.5,2.0,1.5,-567.948
-2.5,2.0,2.0,-630.091
-2.5,2.0,2.5,-724.917
-2.5,2.0,3.0,-728.096
-2.5,2.0,3.5,-678.892
-2.5,2.0,4.0,-778.586
-2.5,2.0,4.5,-629.757
-2.5,2.0,5.0,-823.784
-2.5,2.5,-5.0,-141.344
-2.5,2.5,-4.5,-149.437
-2.5,2.5,-4.0,-191.93
-2.5,2.5,-3.5,-250.582
-2.5,2.5,-3.0,-329.187
-2.5,2.5,-2.5,-430.019
-2.5,2.5,-2.0,-531.92
-2.5,2.5,-1.5,-602.725
-2.5,2.5,-1.0,-695.89
-2.5,2.5,-0.5,-504.616
-2.5,2.5,0.0,-594.792
-2.5,2.5,0.5,-378.515
-2.5,2.5,1.0,-593.603
-2.5,2.5,1.5,-555.302
-2.5,2.5,2.0,-802.349
-2.5,2.5,2.5,-715.259
-2.5,2.5,3.0,-726.382
-2.5,2.5,3.5,-825.843
-2.5,2.5,4.0,-536.307
-2.5,2.5,4.5,-937.146
-2.5,2.5,5.0,-427.867
-2.5,3.0,-5.0,-87.758
-2.5,3.0,-4.5,-107.48
-2.5,3.0,-4.0,-140.238
-2.5,3.0,-3.5,-201.45
-2.5,3.0,-3.0,-291.119
-2.5,3.0,-2.5,-404.914
-2.5,3.0,-2.0,-544.871
-2.5,3.0,-1.5,-680.171
-2.5,3.0,-1.0,-729.68
-2.5,3.0,-0.5,-699.689
-2.5,3.0,0.0,-579.147
-2.5,3.0,0.5,-693.305
-2.5,3.0,1.0,-498.794
-2.5,3.0,1.5,-902.19
-2.5,3.0,2.0,-651.047
-2.5,3.0,2.5,-865.524
-2.5,3.0,3.0,-802.719
-2.5,3.0,3.5,-589.685
-2.5,3.0,4.0,-966.133
-2.5,3.0,4.5,-360.903
-2.5,3.0,5.0,-1062.591
-2.5,3.5,-5.0,-64.746
-2.5,3.5,-4.5,-74.137
-2.5,3.5,-4.0,-109.875
-2.5,3.5,-3.5,-166.527
-2.5,3.5,-3.0,-251.146
-2.5,3.5,-2.5,-373.15
-2.5,3.5,-2.0,-542.804
-2.5,3.5,-1.5,-660.855
-2.5,3.5,-1.0,-868.658
-2.5,3.5,-0.5,-610.314
-2.5,3.5,0.0,-904.459
-2.5,3.5,0.5,-454.162
-2.5,3.5,1.0,-974.127
-2.5,3.5,1.5,-551.874
-2.5,3.5,2.0,-1010.527
-2.5,3.5,2.5,-717.64
-2.5,3.5,3.0,-734.016
-2.5,3.5,3.5,-930.996
-2.5,3.5,4.0,-397.795
-2.5,3.5,4.5,-1098.64
-2.5,3.5,5.0,-219.871
-2.5,4.0,-5.0,-56.309
-2.5,4.0,-4.5,-66.446
-2.5,4.0,-4.0,-94.786
-2.5,4.0,-3.5,-144.067
-2.5,4.0,-3.0,-218.637
-2.5,4.0,-2.5,-329.118
-2.5,4.0,-2.0,-468.479
-2.5,4.0,-1.5,-671.373
-2.5,4.0,-1.0,-696.945
-2.5,4.0,-0.5,-841.401
-2.5,4.0,0.0,-540.649
-2.5,4.0,0.5,-944.442
-2.5,4.0,1.0,-448.035
-2.5,4.0,1.5,-1076.008
-2.5,4.0,2.0,-596.853
-2.5,4.0,2.5,-898.886
-2.5,4.0,3.0,-822.463
-2.5,4.0,3.5,-554.55
-2.5,4.0,4.0,-1037.104
-2.5,4.0,4.5,-290.163
-2.5,4.0,5.0,-1137.447
-2.5,4.5,-5.0,-67.102
-2.5,4.5,-4.5,-75.215
-2.5,4.5,-4.0,-99.91
-2.5,4.5,-3.5,-144.767
-2.5,4.5,-3.0,-215.103
-2.5,4.5,-2.5,-318.12
-2.5,4.5,-2.0,-489.573
-2.5,4.5,-1.5,-621.671
-2.5,4.5,-1.0,-914.275
-2.5,4.5,-0.5,-631.686
-2.5,4.5,0.0,-1057.754
-2.5,4.5,0.5,-497.501
-2.5,4.5,1.0,-1111.394
-2.5,4.5,1.5,-576.839
-2.5,4.5,2.0,-1030.411
-2.5,4.5,2.5,-729.484
-2.5,4.5,3.0,-754.329
-2.5,4.5,3.5,-936.628
-2.5,4.5,4.0,-466.483
-2.5,4.5,4.5,-1053.041
-2.5,4.5,5.0,-319.099
-2.5,5.0,-5.0,-91.348
-2.5,5.0,-4.5,-96.789
-2.5,5.0,-4.0,-119.016
-2.5,5.0,-3.5,-158.083
-2.5,5.0,-3.0,-218.27
-2.5,5.0,-2.5,-311.349
-2.5,5.0,-2.0,-436.425
-2.5,5.0,-1.5,-645.105
-2.5,5.0,-1.0,-715.939
-2.5,5.0,-0.5,-899.745
-2.5,5.0,0.0,-660.856
-2.5,5.0,0.5,-994.976
-2.5,5.0,1.0,-628.22
-2.5,5.0,1.5,-1025.221
-2.5,5.0,2.0,-715.947
-2.5,5.0,2.5,-874.346
-2.5,5.0,3.0,-820.92
-2.5,5.0,3.5,-674.693
-2.5,5.0,4.0,-914.44
-2.5,5.0,4.5,-526.808
-2.5,5.0,5.0,-963.127
-2.0,-5.0,-5.0,-548.555
-2.0,-5.0,-4.5,-603.181
-2.0,-5.0,-4.0,-702.396
-2.0,-5.0,-3.5,-802.543
-2.0,-5.0,-3.0,-857.967
-2.0,-5.0,-2.5,-867.731
-2.0,-5.0,-2.0,-969.268
-2.0,-5.0,-1.5,-1005.052
-2.0,-5.0,-1.0,-1409.524
-2.0,-5.0,-0.5,-1254.247
-2.0,-5.0,0.0,-1519.669
-2.0,-5.0,0.5,-1182.367
-2.0,-5.0,1.0,-1444.275
-2.0,-5.0,1.5,-1113.334
-2.0,-5.0,2.0,-1402.36
-2.0,-5.0,2.5,-1095.598
-2.0,-5.0,3.0,-1411.101
-2.0,-5.0,3.5,-1130.557
-2.0,-5.0,4.0,-1472.751
-2.0,-5.0,4.5,-1218.813
-2.0,-5.0,5.0,-1587.701
-2.0,-4.5,-5.0,-529.574
-2.0,-4.5,-4.5,-583.937
-2.0,-4.5,-4.0,-683.306
-2.0,-4.5,-3.5,-783.062
-2.0,-4.5,-3.0,-837.581
-2.0,-4.5,-2.5,-842.805
-2.0,-4.5,-2.0,-932.539
-2.0,-4.5,-1.5,-925.441
-2.0,-4.5,-1.0,-1261.096
-2.0,-4.5,-0.5,-1038.84
-2.0,-4.5,0.0,-1276.595
-2.0,-4.5,0.5,-929.317
-2.0,-4.5,1.0,-1188.213
-2.0,-4.5,1.5,-857.023
-2.0,-4.5,2.0,-1145.457
-2.0,-4.5,2.5,-838.91
-2.0,-4.5,3.0,-1154.08
-2.0,-4.5,3.5,-873.656
-2.0,-4.5,4.0,-1215.657
-2.0,-4.5,4.5,-961.856
-2.0,-4.5,5.0,-1330.63
-2.0,-4.0,-5.0,-381.164
-2.0,-4.0,-4.5,-436.091
-2.0,-4.0,-4.0,-535.77
-2.0,-4.0,-3.5,-637.009
-2.0,-4.0,-3.0,-696.626
-2.0,-4.0,-2.5,-714.54
-2.0,-4.0,-2.0,-845.416
-2.0,-4.0,-1.5,-911.492
-2.0,-4.0,-1.0,-1343.395
-2.0,-4.0,-0.5,-1181.191
-2.0,-4.0,0.0,-1449.234
-2.0,-4.0,0.5,-1114.308
-2.0,-4.0,1.0,-1376.983
-2.0,-4.0,1.5,-1049.273
-2.0,-4.0,2.0,-1337.841
-2.0,-4.0,2.5,-1032.495
-2.0,-4.0,3.0,-1347.294
-2.0,-4.0,3.5,-1067.397
-2.0,-4.0,4.0,-1409.139
-2.0,-4.0,4.5,-1155.771
-2.0,-4.0,5.0,-1524.387
-2.0,-3.5,-5.0,-553.317
-2.0,-3.5,-4.5,-608.225
-2.0,-3.5,-4.0,-707.762
-2.0,-3.5,-3.5,-808.024
-2.0,-3.5,-3.0,-864.872
-2.0,-3.5,-2.5,-871.281
-2.0,-3.5,-2.0,-971.287
-2.0,-3.5,-1.5,-952.511
-2.0,-3.5,-1.0,-1261.987
-2.0,-3.5,-0.5,-1008.232
-2.0,-3.5,0.0,-1235.289
-2.0,-3.5,0.5,-890.366
-2.0,-3.5,1.0,-1147.099
-2.0,-3.5,1.5,-821.999
-2.0,-3.5,2.0,-1108.345
-2.0,-3.5,2.5,-804.345
-2.0,-3.5,3.0,-1117.462
-2.0,-3.5,3.5,-838.186
-2.0,-3.5,4.0,-1178.855
-2.0,-3.5,4.5,-926.216
-2.0,-3.5,5.0,-1294.15
-2.0,-3.0,-5.0,-569.223
-2.0,-3.0,-4.5,-622.208
-2.0,-3.0,-4.0,-723.717
-2.0,-3.0,-3.5,-824.768
-2.0,-3.0,-3.0,-884.966
-2.0,-3.0,-2.5,-903.908
-2.0,-3.0,-2.0,-1028.985
-2.0,-3.0,-1.5,-1057.887
-2.0,-3.0,-1.0,-1400.06
-2.0,-3.0,-0.5,-1179.595
-2.0,-3.0,0.0,-1416.472
-2.0,-3.0,0.5,-1089.669
-2.0,-3.0,1.0,-1348.054
-2.0,-3.0,1.5,-1036.222
-2.0,-3.0,2.0,-1321.564
-2.0,-3.0,2.5,-1023.329
-2.0,-3.0,3.0,-1334.238
-2.0,-3.0,3.5,-1057.641
-2.0,-3.0,4.0,-1396.813
-2.0,-3.0,4.5,-1146.448
-2.0,-3.0,5.0,-1513.359
-2.0,-2.5,-5.0,-698.998
-2.0,-2.5,-4.5,-762.68
-2.0,-2.5,-4.0,-856.507
-2.0,-2.5,-3.5,-957.129
-2.0,-2.5,-3.0,-1016.222
-2.0,-2.5,-2.5,-1007.329
-2.0,-2.5,-2.0,-1104.146
-2.0,-2.5,-1.5,-1034.242
-2.0,-2.5,-1.0,-1269.371
-2.0,-2.5,-0.5,-992.684
-2.0,-2.5,0.0,-1194.219
-2.0,-2.5,0.5,-877.797
-2.0,-2.5,1.0,-1126.785
-2.0,-2.5,1.5,-835.856
-2.0,-2.5,2.0,-1113.967
-2.0,-2.5,2.5,-825.503
-2.0,-2.5,3.0,-1129.042
-2.0,-2.5,3.5,-856.993
-2.0,-2.5,4.0,-1191.252
-2.0,-2.5,4.5,-945.485
-2.0,-2.5,5.0,-1308.889
-2.0,-2.0,-5.0,-757.93
-2.0,-2.0,-4.5,-786.485
-2.0,-2.0,-4.0,-901.547
-2.0,-2.0,-3.5,-993.478
-2.0,-2.0,-3.0,-1035.641
-2.0,-2.0,-2.5,-1055.871
-2.0,-2.0,-2.0,-1099.546
-2.0,-2.0,-1.5,-1091.292
-2.0,-2.0,-1.0,-1276.978
-2.0,-2.0,-0.5,-1064.023
-2.0,-2.0,0.0,-1259.726
-2.0,-2.0,0.5,-1003.186
-2.0,-2.0,1.0,-1257.123
-2.0,-2.0,1.5,-1026.074
-2.0,-2.0,2.0,-1303.804
-2.0,-2.0,2.5,-1047.317
-2.0,-2.0,3.0,-1343.402
-2.0,-2.0,3.5,-1088.043
-2.0,-2.0,4.0,-1415.654
-2.0,-2.0,4.5,-1183.893
-2.0,-2.0,5.0,-1540.212
-2.0,-1.5,-5.0,-710.685
-2.0,-1.5,-4.5,-829.302
-2.0,-1.5,-4.0,-880.393
-2.0,-1.5,-3.5,-977.704
-2.0,-1.5,-3.0,-1035.614
-2.0,-1.5,-2.5,-949.342
-2.0,-1.5,-2.0,-1033.832
-2.0,-1.5,-1.5,-907.291
-2.0,-1.5,-1.0,-1064.743
-2.0,-1.5,-0.5,-827.14
-2.0,-1.5,0.0,-983.01
-2.0,-1.5,0.5,-761.822
-2.0,-1.5,1.0,-989.135
-2.0,-1.5,1.5,-830.82
-2.0,-1.5,2.0,-1085.49
-2.0,-1.5,2.5,-873.532
-2.0,-1.5,3.0,-1141.658
-2.0,-1.5,3.5,-910.457
-2.0,-1.5,4.0,-1217.385
-2.0,-1.5,4.5,-1008.04
-2.0,-1.5,5.0,-1347.685
-2.0,-1.0,-5.0,-836.81
-2.0,-1.0,-4.5,-767.792
-2.0,-1.0,-4.0,-925.14
-2.0,-1.0,-3.5,-978.339
-2.0,-1.0,-3.0,-963.47
-2.0,-1.0,-2.5,-1005.099
-2.0,-1.0,-2.0,-927.866
-2.0,-1.0,-1.5,-959.907
-2.0,-1.0,-1.0,-1013.92
-2.0,-1.0,-0.5,-845.773
-2.0,-1.0,0.0,-953.608
-2.0,-1.0,0.5,-788.684
-2.0,-1.0,1.0,-994.606
-2.0,-1.0,1.5,-940.203
-2.0,-1.0,2.0,-1180.119
-2.0,-1.0,2.5,-1049.631
-2.0,-1.0,3.0,-1283.304
-2.0,-1.0,3.5,-1109.809
-2.0,-1.0,4.0,-1371.351
-2.0,-1.0,4.5,-1225.385
-2.0,-1.0,5.0,-1496.533
-2.0,-0.5,-5.0,-702.022
-2.0,-0.5,-4.5,-882.68
-2.0,-0.5,-4.0,-855.826
-2.0,-0.5,-3.5,-925.119
-2.0,-0.5,-3.0,-958.849
-2.0,-0.5,-2.5,-827.443
-2.0,-0.5,-2.0,-884.033
-2.0,-0.5,-1.5,-792.592
-2.0,-0.5,-1.0,-877.708
-2.0,-0.5,-0.5,-674.385
-2.0,-0.5,0.0,-744.857
-2.0,-0.5,0.5,-590.272
-2.0,-0.5,1.0,-739.956
-2.0,-0.5,1.5,-761.261
-2.0,-0.5,2.0,-943.107
-2.0,-0.5,2.5,-889.3
-2.0,-0.5,3.0,-1051.403
-2.0,-0.5,3.5,-927.032
-2.0,-0.5,4.0,-1132.966
-2.0,-0.5,4.5,-1017.23
-2.0,-0.5,5.0,-1253.02
-2.0,0.0,-5.0,-770.105
-2.0,0.0,-4.5,-728.665
-2.0,0.0,-4.0,-826.62
-2.0,0.0,-3.5,-865.001
-2.0,0.0,-3.0,-867.862
-2.0,0.0,-2.5,-893.113
-2.0,0.0,-2.0,-865.88
-2.0,0.0,-1.5,-888.169
-2.0,0.0,-1.0,-923.022
-2.0,0.0,-0.5,-748.917
-2.0,0.0,0.0,-793.206
-2.0,0.0,0.5,-643.769
-2.0,0.0,1.0,-775.002
-2.0,0.0,1.5,-829.685
-2.0,0.0,2.0,-991.489
-2.0,0.0,2.5,-982.726
-2.0,0.0,3.0,-1078.222
-2.0,0.0,3.5,-1021.847
-2.0,0.0,4.0,-1080.796
-2.0,0.0,4.5,-1100.731
-2.0,0.0,5.0,-1089.851
-2.0,0.5,-5.0,-590.501
-2.0,0.5,-4.5,-592.967
-2.0,0.5,-4.0,-651.964
-2.0,0.5,-3.5,-693.023
-2.0,0.5,-3.0,-709.86
-2.0,0.5,-2.5,-716.158
-2.0,0.5,-2.0,-706.222
-2.0,0.5,-1.5,-712.781
-2.0,0.5,-1.0,-742.034
-2.0,0.5,-0.5,-568.277
-2.0,0.5,0.0,-588.002
-2.0,0.5,0.5,-452.297
-2.0,0.5,1.0,-544.769
-2.0,0.5,1.5,-649.493
-2.0,0.5,2.0,-759.914
-2.0,0.5,2.5,-803.624
-2.0,0.5,3.0,-849.893
-2.0,0.5,3.5,-802.389
-2.0,0.5,4.0,-875.818
-2.0,0.5,4.5,-814.41
-2.0,0.5,5.0,-918.943
-2.0,1.0,-5.0,-380.72
-2.0,1.0,-4.5,-507.158
-2.0,1.0,-4.0,-487.452
-2.0,1.0,-3.5,-556.013
-2.0,1.0,-3.0,-627.22
-2.0,1.0,-2.5,-593.777
-2.0,1.0,-2.0,-675.018
-2.0,1.0,-1.5,-640.906
-2.0,1.0,-1.0,-706.393
-2.0,1.0,-0.5,-513.924
-2.0,1.0,0.0,-538.423
-2.0,1.0,0.5,-380.485
-2.0,1.0,1.0,-485.852
-2.0,1.0,1.5,-592.209
-2.0,1.0,2.0,-722.514
-2.0,1.0,2.5,-757.669
-2.0,1.0,3.0,-780.265
-2.0,1.0,3.5,-775.831
-2.0,1.0,4.0,-736.727
-2.0,1.0,4.5,-805.295
-2.0,1.0,5.0,-714.448
-2.0,1.5,-5.0,-390.596
-2.0,1.5,-4.5,-288.25
-2.0,1.5,-4.0,-406.077
-2.0,1.5,-3.5,-438.416
