id,x0,x1,x2,fitness1,fitness1.5,fitness0,fitness-1,fitness-0.5,fitness0.5,fitness-1.5,fitness-2.5,fitness-2,fitness2,fitness-3,fitness-3.5,fitness2.5,fitness4,fitness4.5,fitness3.5,fitness5,fitness3,fitness-4,fitness-4.5,fitness-5
32533,-0.775919,-2.04119,-0.560288,NA,NA,4582.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32709,-0.212795,-0.262305,-2.18463,809.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32865,-0.8172,0.881972,-1.52217,2167.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33123,-1.44366,0.0678229,-1.92561,NA,NA,1125.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33394,-2.25729,1.18972,-1.55739,NA,NA,NA,275.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33421,-2.14144,1.18397,-3.14098,NA,NA,NA,NA,NA,NA,233.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33657,-0.717773,2.94592,-1.37633,NA,NA,NA,NA,NA,NA,NA,678.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33877,-2.67511,3.76985,-2.49129,NA,NA,NA,NA,NA,NA,NA,NA,111.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34137,-3.13186,4.73838,-2.19512,NA,NA,NA,NA,NA,NA,NA,NA,425.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34262,-3.09772,4.25591,-2.15898,NA,NA,NA,NA,NA,NA,940.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34484,-3.0993,3.28552,-2.19472,17.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34758,-1.22987,4.10265,-4.62036,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34910,-1.47675,4.52581,-4.22714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.696,NA,NA,NA,NA,NA,NA,NA,NA
35147,-3.39242,4.97103,-3.45706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.94,NA,NA,NA,NA,NA,NA,NA,NA
35341,-3.96542,4.70748,-3.23759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.424,NA,NA,NA,NA,NA,NA,NA,NA
35423,-4.08154,4.12226,-2.48035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.762,NA,NA,NA,NA,NA,NA,NA,NA
35654,-4.05385,3.90253,-3.49043,NA,NA,126.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35994,-3.57339,4.89801,-2.06101,NA,NA,NA,NA,881.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36061,-3.76735,4.38896,-0.87995,NA,NA,NA,NA,NA,NA,508.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36338,-4.29701,4.13366,-1.69763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
36544,-4.0555,4.6302,-3.48187,NA,NA,NA,NA,NA,NA,NA,149.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36729,-3.02949,2.91826,-3.51027,NA,NA,NA,NA,NA,NA,NA,41.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36990,-4.25526,3.66238,-4.97785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
37008,-4.00226,4.80301,-4.8724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37207,-1.98574,4.74612,-4.6986,NA,NA,NA,NA,NA,NA,NA,58.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37445,-2.06541,4.69175,-4.93444,NA,NA,NA,1713.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37785,-1.60046,4.10648,-4.91062,NA,NA,NA,1104.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37839,-1.74089,4.8003,-4.85366,NA,NA,NA,NA,NA,NA,475.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38027,-1.46095,4.60169,-4.53912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38255,-1.49102,2.94433,-4.89137,NA,NA,NA,NA,NA,NA,NA,140.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38486,-2.0587,3.67622,-3.99451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.654,NA,NA
38779,-1.61196,3.29869,-4.09969,NA,NA,NA,NA,NA,NA,NA,NA,265.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38834,-1.2951,3.73328,-2.19105,NA,NA,NA,NA,NA,NA,894.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39088,0.350793,4.985,-2.197,NA,NA,NA,NA,766.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39339,0.169037,3.31598,-2.20852,NA,NA,NA,NA,NA,NA,158.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39419,-0.0207077,2.40314,-0.577444,NA,NA,NA,NA,NA,NA,NA,NA,426.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39681,-0.0840886,2.34183,-2.09925,NA,NA,NA,1507.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39860,-1.84323,4.4095,-2.18118,NA,NA,322.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40031,-0.276129,4.89666,-2.02621,NA,NA,NA,NA,526.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40342,0.658334,2.66109,-1.5124,NA,NA,NA,446.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40421,1.22074,1.69915,-2.98568,NA,NA,NA,NA,NA,42.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40733,2.19954,0.864262,-3.66665,NA,NA,NA,NA,NA,24.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40905,2.0767,-0.926714,-1.57577,NA,175.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41073,0.678012,-0.248865,-0.656728,NA,NA,NA,NA,NA,631.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41381,0.227227,-0.0542372,-1.00875,NA,NA,NA,NA,NA,245.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41487,0.254452,0.734765,-1.29672,NA,251.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41622,0.791076,-0.646524,-0.628074,NA,1141.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41847,0.747588,-0.100417,-0.56931,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42110,-1.8835,0.0608837,-0.805513,NA,NA,NA,NA,NA,NA,NA,NA,NA,294.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42327,-1.20641,0.96747,-2.0328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.095,NA,NA,NA,NA,NA,NA,NA,NA
42543,-0.11456,0.638497,-1.90227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.082,NA,NA,NA,NA
42674,0.197867,0.566798,-2.84143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.527,NA,NA,NA,NA
42832,1.62581,0.829107,-2.3919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.784,NA,NA,NA,NA,NA,NA
43156,2.62511,-0.313056,-1.55536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.43,NA,NA,NA,NA,NA,NA
43290,1.69326,-1.30877,-1.75583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.75,NA,NA,NA,NA,NA,NA,NA,NA
43540,2.68036,-2.53709,-1.12822,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43643,3.74113,-1.43096,-1.2386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.703,NA,NA,NA,NA,NA,NA,NA,NA
43809,4.55575,-1.98987,-1.20166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.815,NA,NA,NA
44087,2.60922,-1.92712,-1.69561,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44227,-0.355418,-1.10472,-0.972678,156.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44515,0.720421,-1.37155,-0.421952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.332,NA,NA,NA,NA,NA,NA,NA,NA
44635,0.857682,-1.38575,1.04971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.813,NA,NA,NA,NA,NA,NA,NA,NA
44947,-1.23655,-0.648126,0.624207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.509,NA,NA,NA
45166,-1.64722,0.0397653,0.338401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.511,NA,NA,NA,NA,NA,NA
45325,-2.26109,-0.129083,-1.14713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.538,NA,NA,NA,NA,NA,NA
45576,-2.43626,0.415212,-0.276195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.904,NA,NA,NA,NA
45714,-1.42131,-0.786846,-0.139317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13359.413,NA,NA,NA,NA,NA,NA
45981,-1.1722,-0.59679,0.862965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.406,NA,NA,NA,NA,NA
46061,-1.17144,-0.288532,-0.395842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290.71,NA,NA,NA,NA,NA
46247,-1.86287,0.0202969,-0.130289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201.635,NA,NA,NA,NA
46533,-0.906414,1.23408,-2.00653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.868,NA,NA,NA
46674,1.91378,0.259937,-3.13292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.199,NA,NA,NA
46844,1.96322,-1.12392,-2.62448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA
47118,2.20634,-0.850102,-1.33864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1701.792,NA,NA,NA,NA,NA,NA
47340,4.01238,-0.600521,-0.6692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.059,NA,NA,NA,NA,NA,NA,NA,NA
47408,4.51934,-1.50548,1.49756,20.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47747,4.97286,-1.85889,0.183296,NA,-33.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47849,4.32986,-0.677902,1.19238,NA,NA,NA,NA,NA,226.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48014,3.84125,-0.538451,-1.84656,NA,NA,NA,NA,NA,42.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48262,3.35793,-0.453685,-1.69573,6.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48573,2.37043,0.245537,-0.731868,NA,NA,NA,NA,NA,103.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48609,1.89356,-1.02521,-1.69914,NA,NA,468.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48877,0.884455,-0.945617,-2.50203,415.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49020,2.50519,-1.52546,-1.3449,NA,NA,NA,NA,394.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49266,2.61039,-1.09154,-1.83011,NA,NA,NA,NA,NA,8.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49498,1.08992,-0.217103,-4.0305,NA,NA,NA,NA,NA,5.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49706,1.40508,0.623635,-2.78413,NA,NA,NA,NA,NA,7.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49900,1.71848,0.746416,-3.13342,NA,NA,106.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50135,0.976527,0.580473,-3.40411,-3.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50271,0.413516,1.54618,-3.33045,3.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50590,0.00656431,0.385804,-2.21761,NA,NA,NA,359.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50723,-1.43437,-1.57321,-2.10326,NA,NA,NA,NA,NA,NA,8320.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50966,-1.36135,-1.81272,-2.14246,NA,NA,NA,1035.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51016,-1.16045,-2.36448,-1.28289,NA,NA,NA,NA,358.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51207,-0.622862,-0.196211,-1.88784,NA,NA,NA,2444.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51478,-1.3192,0.294804,-1.33817,NA,NA,NA,NA,NA,NA,5784.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51710,-0.438851,1.16238,0.28092,NA,NA,NA,72.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51874,-0.308346,0.941378,0.792861,NA,NA,NA,1018.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52156,-1.31521,1.86766,0.861164,NA,NA,NA,NA,NA,347.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52220,-0.880602,1.00783,0.0608826,NA,NA,NA,NA,NA,NA,NA,NA,38.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52470,-1.6082,-0.681324,0.905855,NA,NA,NA,NA,70.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52638,-1.45412,-0.203902,2.15738,NA,305.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52819,-1.5491,-0.208621,0.336259,NA,NA,NA,NA,NA,318.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53141,-1.87381,-2.11321,0.495546,NA,NA,309.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53258,-2.21207,-4.04822,0.436222,NA,NA,162.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53584,-1.64651,-2.57467,-0.0297461,NA,NA,NA,NA,NA,NA,NA,NA,666.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53759,-0.862554,-2.02393,-0.666651,NA,NA,NA,NA,NA,NA,12055.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53954,-1.65752,-2.59315,-1.2843,NA,NA,NA,NA,1277.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54106,-1.04088,-2.63937,-2.73831,NA,NA,NA,NA,21.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54341,-0.637509,-2.23492,-3.07415,NA,NA,207.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54479,-1.12514,-2.06691,-1.95228,NA,NA,NA,44.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54652,-2.12911,-1.25326,-2.04794,NA,NA,NA,3073.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54919,-3.48734,-0.388947,-2.95621,NA,NA,NA,NA,NA,NA,417.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55177,-2.43689,1.10456,-0.0162775,NA,NA,10.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55204,-1.57162,0.234503,-1.95105,NA,NA,NA,NA,720.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55588,-0.86376,-0.156348,-1.25158,NA,NA,NA,NA,NA,NA,10841.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55601,-0.904325,0.294415,-1.09137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55860,-0.335872,0.0214708,-1.13037,NA,NA,NA,NA,NA,NA,NA,NA,66.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56008,-0.330829,1.20219,-1.37934,NA,NA,NA,1183.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56330,0.740829,0.401083,-1.85063,NA,NA,NA,NA,NA,NA,NA,NA,169.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56413,0.209643,-0.71642,-1.93865,NA,NA,NA,NA,NA,NA,2336.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56705,-0.844019,-0.995426,-2.68168,NA,NA,NA,757.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56855,-0.907586,-0.592879,-1.60981,NA,NA,NA,NA,3629.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57181,-1.29562,-0.763158,-1.52889,NA,NA,NA,12872.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57201,-2.55167,-1.8598,-1.00561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57452,-3.34361,-1.05658,0.304634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.525,NA,NA
57736,-4.60421,-0.350801,0.362142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.217,NA,NA,NA,NA,NA,NA,NA,NA,NA
57958,-3.76326,-1.24363,-1.37123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.873,NA,NA,NA,NA,NA,NA,NA,NA,NA
58036,-3.39613,-1.32833,-2.0366,NA,NA,NA,NA,NA,NA,1787.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58285,-2.91744,-1.62651,-0.513888,NA,NA,NA,1058.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58592,-1.5163,-2.74642,-0.137614,NA,NA,NA,NA,NA,25.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58668,-1.89731,-3.64993,0.0744545,42.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58970,-1.35842,-3.87642,0.718532,NA,NA,NA,NA,NA,200.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59081,-1.13914,-4.54841,-0.721864,NA,NA,225.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59329,0.497567,-3.58299,-1.16603,NA,NA,NA,NA,NA,NA,97.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59486,-0.15628,-2.35668,-1.93511,NA,NA,NA,583.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59694,0.128969,-2.11632,-2.02648,NA,NA,3.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59946,0.724371,-1.07449,-2.12977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.48,NA,NA,NA,NA,NA,NA,NA,NA
60149,1.26962,-0.368038,0.779355,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60277,0.255607,-0.804346,1.50204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.852,NA,NA,NA,NA,NA
60527,-0.980739,-1.22429,2.41081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.473,NA,NA,NA,NA,NA,NA
60668,-0.719249,-1.09708,0.778918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.647,NA,NA,NA,NA,NA,NA,NA
60916,-1.38454,-1.37639,2.75509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2460.665,NA,NA,NA,NA,NA,NA,NA
61128,-0.816108,-1.88017,2.51918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.527,NA,NA,NA,NA
61398,-1.90814,-1.66493,1.69503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.819,NA,NA,NA,NA
61429,-1.71531,-3.44035,3.94206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.069,NA,NA,NA,NA,NA
61672,-0.280951,-2.14209,2.3573,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61825,-1.21916,-1.58606,0.761219,NA,550.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62163,-0.214751,-1.5003,-1.02132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586.202,NA,NA,NA,NA,NA,NA,NA,NA
62397,-1.86982,0.00737089,-0.0980383,NA,171.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62526,-1.00245,-1.24365,-0.801322,NA,779.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62613,-1.86052,-0.751815,-0.525103,700.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63000,-1.15279,-1.65446,-2.12868,NA,NA,38.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63147,-0.512472,-2.20175,-2.03372,NA,NA,NA,NA,278.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63340,-1.80872,-3.44276,-1.57514,NA,NA,20.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63517,-1.13103,-3.30645,-1.23335,NA,NA,NA,NA,NA,11.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63729,0.720135,-1.04115,-1.55598,NA,NA,1007.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63959,-0.555969,-1.60683,-1.47387,NA,NA,2963.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64129,-0.0125472,-2.5052,0.160426,NA,NA,57.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64242,-0.370366,-1.754,-0.607466,126.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64526,-0.00126453,-1.73526,-1.56786,NA,NA,158.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64720,0.225026,-1.75678,-0.701516,NA,NA,NA,NA,NA,80.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64845,-0.24999,-1.16836,-0.0989761,NA,NA,476.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65161,-1.07755,0.866662,-0.421807,NA,NA,147.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
