id,x0,x1,x2,fitness-2,fitness-3,fitness-3.5,fitness-2.5,fitness-1.5,fitness-4,fitness-4.5,fitness-1,fitness-0.5
59300,2.65691,1.69689,-4.14929,-24.464,NA,NA,NA,NA,NA,NA,NA,NA
59410,1.47894,3.03361,-3.92911,-53.308,NA,NA,NA,NA,NA,NA,NA,NA
59739,1.62214,2.3268,-3.91147,NA,NA,-37.639,NA,NA,NA,NA,NA,NA
59809,2.24182,2.44353,-4.59058,NA,-26.674,NA,NA,NA,NA,NA,NA,NA
60024,2.18388,2.40029,-5,NA,NA,NA,-29.43,NA,NA,NA,NA,NA
60371,2.21089,2.31471,-5,NA,-31.454,NA,NA,NA,NA,NA,NA,NA
60571,2.4645,1.88158,-4.70525,NA,-19.581,NA,NA,NA,NA,NA,NA,NA
60636,2.27867,1.4064,-4.32723,-14.642,NA,NA,NA,NA,NA,NA,NA,NA
60928,2.15381,0.984305,-4.16065,NA,-28.685,NA,NA,NA,NA,NA,NA,NA
61049,2.76804,2.04213,-5,NA,-43.681,NA,NA,NA,NA,NA,NA,NA
61355,2.86456,1.63822,-4.98768,NA,-50.052,NA,NA,NA,NA,NA,NA,NA
61562,2.17941,1.14303,-5,NA,-36.146,NA,NA,NA,NA,NA,NA,NA
61668,1.58904,1.58514,-5,NA,NA,NA,NA,NA,-50.022,NA,NA,NA
61897,1.49946,2.47977,-5,NA,-39.888,NA,NA,NA,NA,NA,NA,NA
62058,2.43572,2.1058,-4.32807,NA,-22.4,NA,NA,NA,NA,NA,NA,NA
62203,1.28593,2.03372,-5,-31.495,NA,NA,NA,NA,NA,NA,NA,NA
62425,1.94472,1.98332,-4.4235,NA,NA,NA,-5.788,NA,NA,NA,NA,NA
62799,2.25702,0.738701,-5,NA,NA,NA,-57.07,NA,NA,NA,NA,NA
62872,1.07441,0.669636,-4.06127,-95.156,NA,NA,NA,NA,NA,NA,NA,NA
63136,2.40026,2.07689,-3.92672,-23.183,NA,NA,NA,NA,NA,NA,NA,NA
63253,2.18971,1.97788,-3.8605,NA,NA,NA,-15.624,NA,NA,NA,NA,NA
63568,2.14197,1.65864,-3.40519,-35.243,NA,NA,NA,NA,NA,NA,NA,NA
63636,1.68654,2.20961,-4.46547,NA,NA,NA,-10.545,NA,NA,NA,NA,NA
63974,2.45669,2.50576,-5,NA,-46.127,NA,NA,NA,NA,NA,NA,NA
64019,1.76985,1.92394,-5,-17.705,NA,NA,NA,NA,NA,NA,NA,NA
64320,1.5823,1.44424,-5,NA,NA,NA,NA,-41.323,NA,NA,NA,NA
64532,1.71123,1.2754,-5,NA,NA,NA,-20.997,NA,NA,NA,NA,NA
64632,1.91795,1.84598,-4.85774,NA,NA,-30.65,NA,NA,NA,NA,NA,NA
64826,2.30747,1.95062,-4.89843,NA,NA,NA,-19.584,NA,NA,NA,NA,NA
65019,1.61089,2.2211,-4.86418,NA,NA,NA,NA,-31.332,NA,NA,NA,NA
65316,1.84501,1.09532,-5,-42.557,NA,NA,NA,NA,NA,NA,NA,NA
65587,2.67237,1.42761,-4.64883,NA,NA,NA,NA,-46.031,NA,NA,NA,NA
65606,2.62541,1.45373,-4.8442,NA,-30.455,NA,NA,NA,NA,NA,NA,NA
65994,2.513,1.59769,-5,NA,NA,NA,-27.474,NA,NA,NA,NA,NA
66070,2.39588,2.35698,-4.95189,NA,-41.38,NA,NA,NA,NA,NA,NA,NA
66327,1.45092,1.72952,-5,-20.969,NA,NA,NA,NA,NA,NA,NA,NA
66538,1.71898,2.27878,-4.53807,NA,NA,NA,-13.331,NA,NA,NA,NA,NA
66775,1.92979,1.39558,-5,-19.751,NA,NA,NA,NA,NA,NA,NA,NA
66848,1.49891,1.55814,-4.27756,NA,NA,-22.057,NA,NA,NA,NA,NA,NA
67132,1.33197,1.00012,-3.52447,NA,NA,NA,-51.112,NA,NA,NA,NA,NA
67328,1.80929,1.96497,-3.57909,NA,-26.961,NA,NA,NA,NA,NA,NA,NA
67552,2.15883,1.14845,-5,NA,NA,NA,-27.035,NA,NA,NA,NA,NA
67727,1.27475,1.76448,-5,-24.238,NA,NA,NA,NA,NA,NA,NA,NA
67899,2.04024,1.77079,-3.76972,-18.312,NA,NA,NA,NA,NA,NA,NA,NA
68024,1.90329,2.57481,-4.30268,-27.191,NA,NA,NA,NA,NA,NA,NA,NA
68338,2.85187,1.2797,-4.38393,-41.729,NA,NA,NA,NA,NA,NA,NA,NA
68459,1.76497,1.62582,-4.9332,NA,NA,NA,-12.909,NA,NA,NA,NA,NA
68622,1.43236,1.58229,-4.48275,-11.285,NA,NA,NA,NA,NA,NA,NA,NA
68909,1.90102,1.01757,-4.07612,NA,NA,NA,-19.177,NA,NA,NA,NA,NA
69128,2.01961,2.44183,-5,NA,-38.85,NA,NA,NA,NA,NA,NA,NA
69268,2.33624,1.62658,-4.95751,NA,-24.438,NA,NA,NA,NA,NA,NA,NA
69517,2.40077,1.19714,-4.17192,NA,-21.306,NA,NA,NA,NA,NA,NA,NA
69625,2.29331,1.44029,-4.08678,NA,NA,-46.603,NA,NA,NA,NA,NA,NA
69995,2.021,2.03152,-5,NA,NA,NA,NA,NA,-59.072,NA,NA,NA
70122,1.06988,1.77449,-5,NA,-32.067,NA,NA,NA,NA,NA,NA,NA
70257,2.29899,1.19916,-5,-33.062,NA,NA,NA,NA,NA,NA,NA,NA
70552,0.977003,1.8705,-4.32014,NA,NA,NA,NA,-43.833,NA,NA,NA,NA
70776,1.65753,1.76243,-3.29208,NA,NA,NA,-33.874,NA,NA,NA,NA,NA
70861,1.82093,2.68442,-4.35866,NA,-37.03,NA,NA,NA,NA,NA,NA,NA
71008,1.42617,1.62092,-5,NA,NA,NA,-19.282,NA,NA,NA,NA,NA
71238,1.31574,1.79439,-4.96934,-24.763,NA,NA,NA,NA,NA,NA,NA,NA
71564,1.20628,1.63305,-5,NA,NA,NA,-25.291,NA,NA,NA,NA,NA
71795,1.8526,1.68686,-5,NA,NA,NA,-16.138,NA,NA,NA,NA,NA
71953,1.86813,1.55782,-5,NA,-27.455,NA,NA,NA,NA,NA,NA,NA
72109,1.55793,1.64977,-3.4056,NA,-37.056,NA,NA,NA,NA,NA,NA,NA
72291,1.63686,0.943739,-3.70825,NA,-38.09,NA,NA,NA,NA,NA,NA,NA
72441,1.71195,1.15708,-4.58724,-15.447,NA,NA,NA,NA,NA,NA,NA,NA
72670,1.54406,1.62141,-5,-23.084,NA,NA,NA,NA,NA,NA,NA,NA
72915,2.1405,2.14194,-4.30356,NA,-14.203,NA,NA,NA,NA,NA,NA,NA
73111,1.99073,1.97504,-4.83244,-16.931,NA,NA,NA,NA,NA,NA,NA,NA
73256,2.99243,1.74994,-4.53666,NA,-48.943,NA,NA,NA,NA,NA,NA,NA
73496,1.64812,1.19964,-4.25738,NA,NA,NA,-9.638,NA,NA,NA,NA,NA
73648,1.01009,1.78931,-5,-36.944,NA,NA,NA,NA,NA,NA,NA,NA
73818,2.49654,1.6852,-5,NA,NA,-37.949,NA,NA,NA,NA,NA,NA
74020,2.07555,1.23094,-4.98158,NA,NA,NA,-22.683,NA,NA,NA,NA,NA
74328,2.75404,1.83967,-4.22299,NA,NA,NA,-27.54,NA,NA,NA,NA,NA
74407,2.07111,1.30324,-4.92424,-19.896,NA,NA,NA,NA,NA,NA,NA,NA
74750,1.53573,1.81644,-4.89015,NA,NA,-32.5,NA,NA,NA,NA,NA,NA
74953,1.92082,1.68707,-4.40707,-12.371,NA,NA,NA,NA,NA,NA,NA,NA
75082,2.70692,2.33928,-4.50328,NA,NA,NA,-33.483,NA,NA,NA,NA,NA
75294,2.22666,1.03029,-4.26728,NA,NA,NA,-20.699,NA,NA,NA,NA,NA
75477,2.09017,1.05651,-4.82606,NA,-24.844,NA,NA,NA,NA,NA,NA,NA
75646,1.59359,1.84234,-3.71787,NA,NA,NA,-14.544,NA,NA,NA,NA,NA
75953,1.85227,2.1768,-3.86565,-16.173,NA,NA,NA,NA,NA,NA,NA,NA
76100,1.53621,1.81614,-4.55677,NA,NA,NA,NA,-25.443,NA,NA,NA,NA
76215,2.29863,1.64803,-5,NA,NA,NA,NA,-33.929,NA,NA,NA,NA
76541,2.54189,2.19008,-4.99593,-35.023,NA,NA,NA,NA,NA,NA,NA,NA
76627,2.01142,1.93945,-4.86532,NA,NA,NA,-12.734,NA,NA,NA,NA,NA
76949,2.71281,1.4633,-5,NA,-36.373,NA,NA,NA,NA,NA,NA,NA
77153,1.929,2.04567,-4.04185,-13.966,NA,NA,NA,NA,NA,NA,NA,NA
77252,1.59467,2.3505,-4.10721,NA,NA,NA,NA,-30.691,NA,NA,NA,NA
77552,2.25321,1.59145,-4.86264,NA,NA,NA,NA,-31.603,NA,NA,NA,NA
77635,2.11109,2.24024,-4.28355,NA,NA,NA,-13.835,NA,NA,NA,NA,NA
77882,2.11307,2.23311,-4.95395,-25.753,NA,NA,NA,NA,NA,NA,NA,NA
78140,1.58208,2.0545,-5,-20.663,NA,NA,NA,NA,NA,NA,NA,NA
78388,1.33638,2.24208,-4.4443,-22.507,NA,NA,NA,NA,NA,NA,NA,NA
78454,2.2546,1.39992,-4.13222,NA,NA,NA,-11.723,NA,NA,NA,NA,NA
78707,1.59496,1.95781,-3.9342,-15.425,NA,NA,NA,NA,NA,NA,NA,NA
78956,1.33613,2.22589,-4.62025,NA,-21.9,NA,NA,NA,NA,NA,NA,NA
79042,2.38858,0.881377,-5,NA,NA,-61.081,NA,NA,NA,NA,NA,NA
79286,1.54452,1.34461,-5,-25.553,NA,NA,NA,NA,NA,NA,NA,NA
79407,2.21946,1.46808,-4.90378,NA,NA,NA,-16.792,NA,NA,NA,NA,NA
79693,1.82269,2.14288,-4.70864,-14.331,NA,NA,NA,NA,NA,NA,NA,NA
79893,1.56798,3.02534,-4.55014,NA,-47.306,NA,NA,NA,NA,NA,NA,NA
80004,1.24001,2.15093,-4.59798,NA,-19.087,NA,NA,NA,NA,NA,NA,NA
80261,1.42395,1.48899,-4.78559,-26.446,NA,NA,NA,NA,NA,NA,NA,NA
80501,2.01181,1.10918,-5,NA,-28.156,NA,NA,NA,NA,NA,NA,NA
80782,1.77629,1.31793,-4.3237,NA,NA,NA,-3.065,NA,NA,NA,NA,NA
80926,1.14484,1.83044,-4.53914,NA,-16.751,NA,NA,NA,NA,NA,NA,NA
81098,1.40424,1.19515,-4.63764,NA,NA,-38.6,NA,NA,NA,NA,NA,NA
81267,1.74165,1.3667,-5,NA,-20.926,NA,NA,NA,NA,NA,NA,NA
81570,1.72797,1.09199,-5,NA,NA,-43.959,NA,NA,NA,NA,NA,NA
81728,1.66124,1.8565,-5,NA,-25.582,NA,NA,NA,NA,NA,NA,NA
81864,2.21703,1.8133,-4.08958,NA,-11.541,NA,NA,NA,NA,NA,NA,NA
82009,2.55691,1.45107,-3.69297,NA,NA,NA,-31.724,NA,NA,NA,NA,NA
82272,1.19508,1.59395,-4.6366,NA,-16.063,NA,NA,NA,NA,NA,NA,NA
82509,1.43784,1.44312,-5,NA,-21.635,NA,NA,NA,NA,NA,NA,NA
82617,1.26382,2.10566,-5,NA,NA,NA,-26.389,NA,NA,NA,NA,NA
82820,1.59188,1.3538,-4.30065,-13.089,NA,NA,NA,NA,NA,NA,NA,NA
83019,1.82466,1.55367,-5,-21.404,NA,NA,NA,NA,NA,NA,NA,NA
83295,1.94122,2.36417,-4.61858,NA,-21.901,NA,NA,NA,NA,NA,NA,NA
83438,2.21576,1.56263,-5,NA,NA,-37.977,NA,NA,NA,NA,NA,NA
83661,2.16063,1.86009,-3.51973,-30.044,NA,NA,NA,NA,NA,NA,NA,NA
83987,1.87834,1.25373,-3.79552,NA,NA,NA,NA,-37.713,NA,NA,NA,NA
84129,1.80323,2.46173,-4.49569,-24.813,NA,NA,NA,NA,NA,NA,NA,NA
84390,1.14052,1.72764,-5,NA,NA,NA,-26.7,NA,NA,NA,NA,NA
84529,1.97315,1.46622,-5,-22.643,NA,NA,NA,NA,NA,NA,NA,NA
84686,1.84004,1.24322,-4.6423,NA,NA,NA,NA,-49.303,NA,NA,NA,NA
84821,1.58322,1.2622,-5,-29.951,NA,NA,NA,NA,NA,NA,NA,NA
85154,1.13227,2.04587,-4.55236,NA,-30.254,NA,NA,NA,NA,NA,NA,NA
85328,1.73019,2.69773,-3.96845,NA,-32.799,NA,NA,NA,NA,NA,NA,NA
85457,0.741207,2.30214,-3.99557,NA,-41.712,NA,NA,NA,NA,NA,NA,NA
85643,1.58845,0.794788,-4.45836,NA,NA,NA,-38.443,NA,NA,NA,NA,NA
85884,1.70111,1.9523,-4.48961,NA,-10.297,NA,NA,NA,NA,NA,NA,NA
86172,1.85888,2.75747,-4.71942,NA,-35.365,NA,NA,NA,NA,NA,NA,NA
86219,1.34211,2.07703,-4.32585,NA,NA,NA,NA,-30.01,NA,NA,NA,NA
86407,1.66473,1.74595,-5,NA,NA,NA,-16.758,NA,NA,NA,NA,NA
86735,1.32103,1.85725,-4.45894,NA,NA,-27.295,NA,NA,NA,NA,NA,NA
86934,2.14077,2.03071,-4.20554,-14.925,NA,NA,NA,NA,NA,NA,NA,NA
87072,2.4548,1.09907,-3.76995,-37.051,NA,NA,NA,NA,NA,NA,NA,NA
87291,2.84335,2.58113,-4.88312,NA,NA,NA,NA,-65.446,NA,NA,NA,NA
87488,2.59405,1.88579,-5,-33.25,NA,NA,NA,NA,NA,NA,NA,NA
87773,2.26753,1.77542,-5,NA,NA,NA,-20.193,NA,NA,NA,NA,NA
87911,2.84206,2.29561,-5,NA,NA,NA,-46.712,NA,NA,NA,NA,NA
88187,1.85959,1.29538,-5,NA,NA,NA,-21.017,NA,NA,NA,NA,NA
88373,2.20374,1.88172,-5,-20.836,NA,NA,NA,NA,NA,NA,NA,NA
88590,2.84467,2.26951,-4.22801,NA,-39.423,NA,NA,NA,NA,NA,NA,NA
88724,2.34631,1.11183,-4.41446,NA,-28.393,NA,NA,NA,NA,NA,NA,NA
88808,1.7419,1.511,-4.94363,NA,-23.345,NA,NA,NA,NA,NA,NA,NA
89100,1.94137,1.45467,-3.95378,-10.967,NA,NA,NA,NA,NA,NA,NA,NA
89343,2.17577,1.0957,-4.47821,-20.01,NA,NA,NA,NA,NA,NA,NA,NA
89458,1.84257,2.63489,-4.84908,NA,NA,NA,-30.151,NA,NA,NA,NA,NA
89619,2.32758,0.794068,-4.21067,NA,-47.542,NA,NA,NA,NA,NA,NA,NA
89909,1.69263,2.0338,-4.44307,NA,NA,-27.629,NA,NA,NA,NA,NA,NA
90015,1.5474,1.6849,-4.53843,NA,NA,NA,-4.039,NA,NA,NA,NA,NA
90265,2.01429,1.22655,-4.07942,NA,NA,-46.759,NA,NA,NA,NA,NA,NA
90425,1.82018,1.11247,-5,NA,NA,NA,-27.806,NA,NA,NA,NA,NA
90785,1.28388,1.49859,-4.63436,NA,-17.961,NA,NA,NA,NA,NA,NA,NA
90804,2.22525,1.47065,-4.34183,NA,NA,NA,-8.254,NA,NA,NA,NA,NA
91048,2.41261,2.05168,-5,-30.46,NA,NA,NA,NA,NA,NA,NA,NA
91381,2.73105,2.25565,-4.65853,-40.372,NA,NA,NA,NA,NA,NA,NA,NA
91452,1.71396,1.74414,-3.89151,-10.668,NA,NA,NA,NA,NA,NA,NA,NA
91659,1.84436,2.34264,-4.38231,-22.444,NA,NA,NA,NA,NA,NA,NA,NA
91964,1.93928,1.61133,-5,-23.073,NA,NA,NA,NA,NA,NA,NA,NA
92002,1.94546,2.00635,-5,-27.724,NA,NA,NA,NA,NA,NA,NA,NA
92267,1.17463,2.17034,-3.69702,NA,-35.086,NA,NA,NA,NA,NA,NA,NA
92477,1.08713,1.35989,-4.01939,-36.364,NA,NA,NA,NA,NA,NA,NA,NA
92732,0.946271,0.718931,-4.71434,NA,-89.399,NA,NA,NA,NA,NA,NA,NA
92908,1.38793,2.01324,-5,NA,NA,NA,-22.41,NA,NA,NA,NA,NA
93191,1.86055,2.409,-3.51823,NA,NA,NA,-32.787,NA,NA,NA,NA,NA
93310,2.18061,2.268,-3.93339,NA,NA,NA,-19.532,NA,NA,NA,NA,NA
93535,2.80692,2.37223,-4.06392,NA,NA,NA,-41.087,NA,NA,NA,NA,NA
93768,2.96959,1.59025,-4.57089,NA,-42.942,NA,NA,NA,NA,NA,NA,NA
93912,1.6417,1.38452,-4.70818,NA,-23.383,NA,NA,NA,NA,NA,NA,NA
94007,0.884268,1.58206,-5,NA,NA,NA,NA,NA,NA,-100.406,NA,NA
94267,2.01112,1.5599,-5,NA,NA,NA,-16.503,NA,NA,NA,NA,NA
94532,1.55644,1.05832,-4.97291,-37.391,NA,NA,NA,NA,NA,NA,NA,NA
94773,2.16785,1.79878,-5,NA,NA,NA,-19.081,NA,NA,NA,NA,NA
94944,2.05951,2.3723,-4.27982,-19.36,NA,NA,NA,NA,NA,NA,NA,NA
95135,2.78968,2.94543,-3.66166,NA,NA,NA,-76.539,NA,NA,NA,NA,NA
95208,1.42364,1.9083,-4.60878,NA,-14.659,NA,NA,NA,NA,NA,NA,NA
95401,1.26436,2.16696,-5,NA,-32.867,NA,NA,NA,NA,NA,NA,NA
95623,2.31739,1.73395,-5,NA,NA,NA,-21.043,NA,NA,NA,NA,NA
95996,2.21381,1.65977,-4.03665,NA,NA,NA,-10.427,NA,NA,NA,NA,NA
96096,2.44113,2.29617,-4.07882,NA,-25.987,NA,NA,NA,NA,NA,NA,NA
96331,2.12526,2.59409,-5,NA,-43.621,NA,NA,NA,NA,NA,NA,NA
96548,1.41701,1.2555,-4.05814,NA,-20.965,NA,NA,NA,NA,NA,NA,NA
96650,1.54389,2.21969,-5,NA,NA,NA,NA,-36.64,NA,NA,NA,NA
96916,2.34917,2.08789,-4.53193,-17.734,NA,NA,NA,NA,NA,NA,NA,NA
97090,1.93486,1.21282,-3.89019,NA,NA,NA,-15.798,NA,NA,NA,NA,NA
97263,2.28223,1.27101,-3.40303,-44.228,NA,NA,NA,NA,NA,NA,NA,NA
97548,2.16242,1.6204,-4.20403,-7.904,NA,NA,NA,NA,NA,NA,NA,NA
97678,1.13277,1.14677,-3.9403,NA,-34.729,NA,NA,NA,NA,NA,NA,NA
97892,1.44652,1.24799,-4.29622,NA,-21.16,NA,NA,NA,NA,NA,NA,NA
98139,2.22177,1.03964,-5,-40.216,NA,NA,NA,NA,NA,NA,NA,NA
98274,2.44829,2.12405,-4.61325,-21.887,NA,NA,NA,NA,NA,NA,NA,NA
98463,0.989472,1.96378,-4.57912,-36.419,NA,NA,NA,NA,NA,NA,NA,NA
98703,1.97952,1.83432,-5,-17.468,NA,NA,NA,NA,NA,NA,NA,NA
98864,3.13217,1.4655,-5,NA,NA,NA,-55.934,NA,NA,NA,NA,NA
99188,2.93988,1.59416,-5,NA,-52.055,NA,NA,NA,NA,NA,NA,NA
99244,2.66554,1.40095,-5,NA,-37.738,NA,NA,NA,NA,NA,NA,NA
99503,2.17825,1.19759,-4.52859,NA,NA,-37.027,NA,NA,NA,NA,NA,NA
99721,1.78573,1.16479,-5,NA,NA,NA,-25.338,NA,NA,NA,NA,NA
99924,1.30748,1.76907,-5,NA,-27.467,NA,NA,NA,NA,NA,NA,NA
100099,1.65803,1.54428,-4.85135,NA,NA,NA,-10.45,NA,NA,NA,NA,NA
100201,1.21412,1.39473,-4.88634,NA,NA,NA,-23.428,NA,NA,NA,NA,NA
100542,2.0644,1.94348,-5,NA,NA,NA,-17.48,NA,NA,NA,NA,NA
100654,1.15584,1.75883,-5,NA,-30.77,NA,NA,NA,NA,NA,NA,NA
100892,1.92948,2.22893,-5,NA,NA,NA,-22.278,NA,NA,NA,NA,NA
101185,2.36874,2.00665,-5,-28.875,NA,NA,NA,NA,NA,NA,NA,NA
101301,1.53119,1.73409,-5,NA,NA,NA,-17.946,NA,NA,NA,NA,NA
101533,1.02233,1.69288,-4.08202,NA,-26.066,NA,NA,NA,NA,NA,NA,NA
101746,0.809532,2.30026,-4.44318,NA,-36.893,NA,NA,NA,NA,NA,NA,NA
101860,1.40892,1.48518,-4.79214,NA,NA,NA,-13.571,NA,NA,NA,NA,NA
102046,1.90904,1.14023,-4.29446,NA,-21.539,NA,NA,NA,NA,NA,NA,NA
102267,2.0115,1.35561,-4.55332,NA,NA,-24.64,NA,NA,NA,NA,NA,NA
102582,1.67782,1.36152,-4.61455,-16.446,NA,NA,NA,NA,NA,NA,NA,NA
102680,1.64204,1.17879,-4.97796,-34.592,NA,NA,NA,NA,NA,NA,NA,NA
102844,1.03798,1.50943,-4.82616,NA,-28.145,NA,NA,NA,NA,NA,NA,NA
103020,1.43487,1.65408,-4.30935,-10.698,NA,NA,NA,NA,NA,NA,NA,NA
103283,2.12407,1.20464,-4.80501,-23.526,NA,NA,NA,NA,NA,NA,NA,NA
103561,2.07184,2.24182,-4.5864,-16.48,NA,NA,NA,NA,NA,NA,NA,NA
103607,1.80915,1.77605,-4.46852,-8.18,NA,NA,NA,NA,NA,NA,NA,NA
103939,1.80195,2.08476,-4.55709,NA,-17.762,NA,NA,NA,NA,NA,NA,NA
104093,1.78261,2.52603,-5,-33.725,NA,NA,NA,NA,NA,NA,NA,NA
104320,2.18327,1.70419,-5,-24.343,NA,NA,NA,NA,NA,NA,NA,NA
104531,1.55982,2.74252,-5,-44.554,NA,NA,NA,NA,NA,NA,NA,NA
104665,1.33235,1.93704,-5,NA,NA,NA,-22.476,NA,NA,NA,NA,NA
104914,2.39137,1.46572,-3.93929,NA,-24.425,NA,NA,NA,NA,NA,NA,NA
105137,1.78619,1.2662,-4.62995,NA,NA,NA,-8.417,NA,NA,NA,NA,NA
105302,2.10972,1.03765,-5,-40.881,NA,NA,NA,NA,NA,NA,NA,NA
105586,2.19293,2.45762,-4.08219,NA,NA,NA,-24.112,NA,NA,NA,NA,NA
105609,2.48075,2.03283,-4.87575,NA,NA,NA,-24.368,NA,NA,NA,NA,NA
105823,1.47043,1.67738,-4.53478,-10.104,NA,NA,NA,NA,NA,NA,NA,NA
106151,1.36854,2.07119,-4.89307,NA,-25.254,NA,NA,NA,NA,NA,NA,NA
106222,1.31381,1.27408,-4.56085,NA,NA,NA,-16.284,NA,NA,NA,NA,NA
106421,2.14269,1.98124,-4.85543,-16.506,NA,NA,NA,NA,NA,NA,NA,NA
106756,2.43977,1.75096,-5,NA,NA,NA,-25.215,NA,NA,NA,NA,NA
106911,3.0131,1.83313,-5,NA,NA,NA,-47.923,NA,NA,NA,NA,NA
107127,1.79635,1.94158,-5,NA,NA,NA,-15.772,NA,NA,NA,NA,NA
107341,1.67921,1.88022,-5,NA,NA,-31.426,NA,NA,NA,NA,NA,NA
107544,2.15709,1.60715,-3.8607,NA,NA,-33.473,NA,NA,NA,NA,NA,NA
107718,1.72034,1.61902,-4.32907,NA,-2.838,NA,NA,NA,NA,NA,NA,NA
107828,1.54626,1.70046,-4.5913,NA,NA,NA,-4.451,NA,NA,NA,NA,NA
108069,1.60023,2.07174,-4.29024,NA,NA,NA,-7.304,NA,NA,NA,NA,NA
108377,2.03015,1.12909,-4.51079,NA,NA,NA,NA,-32.879,NA,NA,NA,NA
108402,1.79553,1.51328,-4.76555,-10.182,NA,NA,NA,NA,NA,NA,NA,NA
108683,2.55453,1.55087,-4.33871,-27.203,NA,NA,NA,NA,NA,NA,NA,NA
108813,1.73783,2.4824,-4.45424,NA,NA,NA,NA,-33.415,NA,NA,NA,NA
109060,1.95747,2.53595,-4.7717,-36.179,NA,NA,NA,NA,NA,NA,NA,NA
109313,1.34506,1.57446,-4.87673,NA,NA,NA,-16.09,NA,NA,NA,NA,NA
109556,1.43633,1.82243,-4.33161,NA,NA,NA,NA,-25.485,NA,NA,NA,NA
109637,1.02636,1.42772,-4.50579,NA,-32.523,NA,NA,NA,NA,NA,NA,NA
109984,1.82066,1.18794,-5,NA,NA,NA,-26.564,NA,NA,NA,NA,NA
110104,2.64329,1.87142,-5,-33.352,NA,NA,NA,NA,NA,NA,NA,NA
110277,2.19071,2.06956,-4.8654,NA,NA,NA,-17.47,NA,NA,NA,NA,NA
110511,1.70221,1.88132,-3.59696,-25.849,NA,NA,NA,NA,NA,NA,NA,NA
110653,1.37367,2.33759,-4.73261,-28.04,NA,NA,NA,NA,NA,NA,NA,NA
110896,0.890636,2.1651,-5,NA,NA,NA,-39.184,NA,NA,NA,NA,NA
111011,1.74676,1.26116,-5,NA,NA,NA,-23.698,NA,NA,NA,NA,NA
111221,1.02348,2.25757,-4.26094,-33.789,NA,NA,NA,NA,NA,NA,NA,NA
111597,1.30697,2.30856,-5,-29.795,NA,NA,NA,NA,NA,NA,NA,NA
111704,1.29299,1.09223,-4.32985,NA,NA,NA,-25.075,NA,NA,NA,NA,NA
111987,1.52751,2.49208,-5,NA,-32.843,NA,NA,NA,NA,NA,NA,NA
112089,1.7303,2.08399,-5,NA,NA,NA,-19.019,NA,NA,NA,NA,NA
112213,2.73873,1.38817,-4.1072,-31.466,NA,NA,NA,NA,NA,NA,NA,NA
112479,2.86715,2.24918,-4.29019,NA,-47.536,NA,NA,NA,NA,NA,NA,NA
112621,1.77341,1.2036,-4.49952,NA,NA,NA,-8.599,NA,NA,NA,NA,NA
112976,2.89134,1.38775,-4.1472,NA,-37.234,NA,NA,NA,NA,NA,NA,NA
113074,1.74931,0.963157,-4.7936,NA,NA,NA,-29.142,NA,NA,NA,NA,NA
113240,1.7863,0.761126,-4.24154,NA,NA,NA,-41.71,NA,NA,NA,NA,NA
113426,2.03093,1.30919,-4.13655,-23.788,NA,NA,NA,NA,NA,NA,NA,NA
113711,2.21716,2.27563,-4.91636,-26.604,NA,NA,NA,NA,NA,NA,NA,NA
113987,2.03865,2.24137,-5,NA,NA,-41.87,NA,NA,NA,NA,NA,NA
114112,1.30776,1.71575,-4.46216,NA,NA,-33.476,NA,NA,NA,NA,NA,NA
114393,2.50448,1.66909,-3.78877,NA,NA,NA,-25.353,NA,NA,NA,NA,NA
114581,2.57222,1.73629,-5,-31.939,NA,NA,NA,NA,NA,NA,NA,NA
114762,2.13545,2.35014,-5,NA,NA,NA,-26.596,NA,NA,NA,NA,NA
114938,2.41901,1.25452,-5,-31.996,NA,NA,NA,NA,NA,NA,NA,NA
115082,2.49145,1.95399,-5,-28.964,NA,NA,NA,NA,NA,NA,NA,NA
115363,0.347469,1.48678,-5,-75.372,NA,NA,NA,NA,NA,NA,NA,NA
115531,1.93242,1.57245,-5,NA,NA,NA,-15.16,NA,NA,NA,NA,NA
115706,1.61348,1.66187,-5,NA,NA,NA,-17.554,NA,NA,NA,NA,NA
115873,1.6283,1.87716,-4.30683,NA,NA,NA,-3.001,NA,NA,NA,NA,NA
116160,2.26207,1.42101,-3.81847,NA,NA,NA,-17.758,NA,NA,NA,NA,NA
116302,1.43223,1.25429,-4.34776,NA,-20.131,NA,NA,NA,NA,NA,NA,NA
116495,1.54594,1.95724,-4.97113,NA,-18.767,NA,NA,NA,NA,NA,NA,NA
116674,1.86734,1.8029,-5,-18.17,NA,NA,NA,NA,NA,NA,NA,NA
116970,2.4418,2.29201,-4.84498,NA,NA,NA,-28.227,NA,NA,NA,NA,NA
117148,1.57184,2.31843,-4.23835,NA,-23.251,NA,NA,NA,NA,NA,NA,NA
117353,1.77276,2.07753,-3.28962,NA,NA,NA,-35.351,NA,NA,NA,NA,NA
117442,2.51634,1.74847,-4.19948,NA,NA,-31.413,NA,NA,NA,NA,NA,NA
117693,1.94291,1.05474,-4.18818,NA,-23.832,NA,NA,NA,NA,NA,NA,NA
117849,2.7015,1.53526,-3.95293,NA,NA,NA,-28.479,NA,NA,NA,NA,NA
118002,1.34203,1.64497,-5,NA,NA,NA,-20.685,NA,NA,NA,NA,NA
118234,1.46721,2.54131,-4.43337,NA,NA,NA,-23.613,NA,NA,NA,NA,NA
