id,x0,x1,x2,fitness-2.5,fitness-3,fitness-4,fitness-1,fitness0.5,fitness0,fitness1.5,fitness1,fitness2,fitness2.5,fitness-1.5,fitness-0.5,fitness3,fitness3.5,fitness5,fitness4,fitness4.5,fitness-2,fitness-3.5
36913,5,-2.03774,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5459.871,NA,NA,NA,NA
37104,4.91426,-1.91307,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5914.487,NA,NA,NA,NA
37175,5,-2.19522,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2632.484,NA,NA,NA,NA
37535,5,-1.8384,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589.877,NA,NA,NA,NA
37686,5,-1.51132,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3912.541,NA,NA
37941,5,-0.20719,4.84379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757.164,NA,NA
38098,4.67254,1.34085,4.94919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2604.675,NA,NA,NA,NA
38263,4.13905,3.08313,4.35021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.972,NA,NA,NA,NA
38540,4.34211,2.25887,4.21788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898.525,NA,NA,NA,NA
38627,4.08036,0.998383,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.103,NA,NA,NA,NA
38916,3.88836,-1.9156,4.95679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609.927,NA,NA
39071,4.49468,-1.29047,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750.63,NA,NA
39322,4.18627,-1.30953,4.82823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564.883,NA,NA,NA
39569,5,0.167521,4.67733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038.965,NA,NA,NA,NA
39698,5,-0.806487,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12197.011,NA,NA
39791,5,0.122321,4.60922,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.003,NA,NA,NA,NA,NA,NA,NA,NA,NA
40118,5,-0.582831,4.94014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559.167,NA,NA,NA,NA,NA,NA
40265,4.41834,-1.90771,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
40462,5,-1.38465,4.71729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4373.963,NA,NA,NA,NA,NA
40717,3.72571,-1.48234,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096.176,NA,NA,NA,NA,NA,NA,NA,NA,NA
40945,4.82277,-1.16365,4.51911,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
41044,5,0.17268,4.30778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-258.341,NA,NA,NA,NA,NA
41331,5,-0.438282,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.741,NA,NA,NA
41529,4.90551,-0.749452,4.65712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12477.684,NA,NA,NA,NA
41659,5,-1.8972,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4279.501,NA,NA,NA,NA
41953,5,-2.58651,4.68761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569.483,NA,NA,NA
42154,5,-1.10986,4.8736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027.953,NA,NA,NA,NA
42289,4.68205,0.425133,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2495.248,NA,NA,NA,NA
42467,2.54269,1.39195,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.945,NA,NA,NA
42637,2.52242,0.20967,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.948,NA,NA,NA,NA,NA
42828,5,-0.833896,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3318.895,NA,NA,NA,NA,NA,NA,NA,NA,NA
43085,4.22031,-1.47775,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5729.401,NA,NA
43344,5,-2.18542,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886.154,NA,NA,NA,NA
43374,4.76702,-2.76817,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.287,NA,NA,NA,NA
43734,5,-1.36966,4.85408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3911.332,NA,NA,NA,NA,NA
43893,3.68997,-0.571303,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.447,NA,NA,NA
44033,2.79301,-0.257594,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.948,NA,NA,NA
44183,3.53647,0.136729,4.83688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.042,NA,NA,NA
44486,5,0.431643,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207.821,NA,NA
44709,5,-1.26624,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.777,NA,NA
44898,3.8521,-1.09206,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.192,NA,NA,NA,NA
45012,3.3449,-0.332289,4.75321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.754,NA,NA,NA,NA
45193,3.59122,0.172473,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.706,NA,NA,NA,NA
45413,3.91459,-2.04674,3.85335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.569,NA,NA,NA,NA
45732,2.3811,0.0441397,3.81371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.89,NA,NA,NA,NA
45784,3.28144,0.157588,3.34224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.389,NA,NA,NA,NA
46027,5,0.523975,4.61378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.492,NA,NA,NA,NA
46340,5,-0.472534,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.967,NA,NA,NA,NA
46471,4.45652,0.665809,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.95,NA,NA,NA,NA
46703,4.98214,0.22861,4.8505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3641.328,NA,NA,NA,NA
46820,4.68693,-0.240051,4.46751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1370.213,NA,NA,NA,NA
47075,5,0.348366,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3446.68,NA,NA,NA,NA
47211,5,-0.596929,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7435.221,NA,NA,NA,NA
47475,5,-1.14438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.191,NA,NA,NA,NA,NA,NA
47662,4.18312,-0.869882,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255.092,NA,NA,NA,NA,NA,NA
47892,4.3792,-2.97427,4.07684,NA,NA,NA,NA,NA,NA,NA,NA,120.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48057,4.86504,-2.42687,4.29119,NA,NA,NA,NA,NA,NA,NA,NA,643.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48274,5,-2.15245,5,NA,NA,NA,NA,NA,NA,319.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48492,4.32518,-2.03592,5,NA,NA,NA,NA,NA,NA,NA,NA,579.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48646,4.10274,-2.08749,3.4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.701,NA,NA,NA
48846,4.82838,-1.70344,3.3198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764.535,NA,NA,NA,NA
49009,4.95258,-3.93197,2.85442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.035,NA,NA,NA,NA
49208,4.62606,-3.77926,3.28124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.662,NA,NA,NA,NA
49548,5,-3.92715,4.78713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3091.66,NA,NA,NA,NA
49762,4.34618,-5,4.04124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.285,NA,NA
49939,1.65735,-5,3.30308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.993,NA,NA
50050,1.93885,-3.69132,3.46504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.859,NA,NA,NA,NA
50282,0.660374,-1.35595,4.21747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347.844,NA,NA,NA,NA
50486,-0.240751,-1.11484,4.40656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.573,NA,NA,NA
50708,-0.533755,-1.94613,4.37905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258.573,NA,NA,NA,NA
50772,-0.45107,-1.67377,3.45477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.131,NA,NA,NA,NA
50992,-1.58387,-1.90639,3.7366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.249,NA,NA,NA,NA,NA
51274,-1.58961,-3.10487,4.78085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.755,NA,NA,NA
51373,-2.0164,-2.49626,4.59686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221.945,NA,NA,NA,NA
51736,-2.11171,-3.01969,4.59953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.556,NA,NA
51865,-1.99616,-3.54305,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.871,NA,NA,NA
52046,-0.91702,-3.00695,4.44372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1242.227,NA,NA,NA,NA
52299,-1.48611,-3.11415,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3247.735,NA,NA,NA,NA
52446,-0.17581,-3.07857,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3312.868,NA,NA,NA,NA
52681,0.784636,-4.65692,4.41271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.227,NA,NA,NA,NA
52893,-0.478381,-4.08215,3.58404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.76,NA,NA,NA,NA
52976,-0.508857,-3.55251,4.68422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.266,NA,NA,NA,NA
53239,-0.676272,-1.71628,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.587,NA,NA,NA
53399,-2.27791,-1.26071,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.449,NA,NA,NA,NA
53574,-2.25245,-1.27363,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037.251,NA,NA,NA,NA
53842,-1.89393,-0.998962,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237.548,NA,NA
54063,-3.06737,-0.573858,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.894,NA,NA
54363,-2.15986,-0.24923,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3948.754,NA,NA,NA,NA
54444,-2.49486,-1.55981,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228.347,NA,NA
54681,-0.813521,-0.0474731,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10112.184,NA,NA,NA,NA
54771,0.0193461,0.222021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.846,NA,NA,NA,NA
55031,0.44494,-0.630884,4.17788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416.649,NA,NA,NA,NA
55267,0.156952,-0.0659713,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633.577,NA,NA,NA,NA
55531,-0.293717,0.368674,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518.813,NA,NA,NA,NA
55680,0.776896,-1.01716,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2583.296,NA,NA
55812,-0.162906,-2.15228,4.71543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3286.524,NA,NA,NA,NA
55991,0.0679767,-1.85967,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897.748,NA,NA,NA,NA
56307,-1.43917,-3.07967,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3869.641,NA,NA,NA,NA
56393,-0.370749,-3.94203,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173.607,NA,NA,NA,NA
56698,-0.923705,-3.5486,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.151,NA,NA
56901,-2.59687,-3.61821,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.779,NA,NA
57012,-1.72374,-5,4.74653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.781,NA,NA,NA,NA
57342,-0.74226,-4.29283,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1280.097,NA,NA,NA,NA
57469,-1.54111,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329.935,NA,NA,NA,NA
57633,-1.55983,-4.92279,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.928,NA,NA,NA
57948,0.452032,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.416,NA,NA,NA,NA,NA
58076,-0.976562,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,702.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58278,-0.863077,-5,4.3494,NA,NA,NA,NA,NA,NA,NA,816.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58554,-0.168708,-5,5,NA,NA,NA,NA,NA,1954.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58600,-0.549702,-5,2.82364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.64,NA,NA,NA,NA,NA,NA,NA
58895,-2.01343,-3.8336,3.90724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.783,NA
59169,-1.95998,-3.10727,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.242,NA
59239,-2.5882,-2.12377,4.3302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.716,NA
59390,-2.96071,-0.995729,1.96906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.929,NA
59717,-1.27018,-1.3567,3.14853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.304
59848,0.0379145,-2.02254,4.38052,NA,75.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60045,-0.793617,-3.06468,5,NA,NA,NA,1209.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60320,-1.51867,-3.3415,4.44063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.006,NA,NA,NA,NA,NA,NA,NA,NA
60412,0.280877,-2.15439,4.52693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.415,NA
60692,-1.58904,-0.620306,5,2965.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60785,-2.54733,0.350277,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293.472,NA,NA,NA,NA,NA,NA,NA,NA
61036,-1.85348,0.0343415,4.14186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.19,NA
61268,-2.68252,0.247831,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.562,NA,NA,NA,NA,NA,NA,NA,NA
61380,-3.12041,-0.341019,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1785.942,NA,NA,NA,NA,NA,NA,NA,NA
61603,-2.09342,2.47428,4.81905,NA,NA,NA,1280.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61780,-1.4676,2.27786,3.18432,NA,NA,NA,NA,252.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62007,-1.54295,1.45601,4.23359,NA,NA,NA,NA,102.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62291,-2.00614,1.88682,4.73302,NA,NA,NA,NA,NA,1220.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62393,-1.49622,0.48207,3.51253,NA,NA,NA,NA,NA,31.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62664,-3.83241,-1.27209,2.74028,NA,NA,NA,NA,NA,NA,NA,NA,107.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62819,-3.88466,-1.88579,4.38827,NA,NA,NA,NA,NA,NA,102.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63002,-3.95216,-0.0394589,4.92739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.208,NA,NA,NA
63332,-3.23783,-0.0632555,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.714,NA,NA,NA,NA
63396,-2.91387,-0.652676,2.82188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.521,NA,NA
63752,-3.4844,-2.07665,2.7465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.545,NA,NA,NA,NA
63934,-2.26699,-1.109,4.09002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.317,NA,NA,NA,NA
63999,-1.55943,1.34331,4.76297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.447,NA,NA,NA,NA,NA,NA
64262,-0.544575,2.22812,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.547,NA,NA,NA,NA,NA
64489,-0.866529,3.75553,4.98059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.834,NA,NA,NA,NA,NA
64596,-1.57507,1.62213,4.78462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.491,NA,NA,NA,NA,NA
64861,-1.5558,3.06893,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.65,NA,NA,NA,NA,NA
65029,-1.25911,3.51233,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.749,NA,NA,NA,NA
65251,-1.83379,2.72536,4.68659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.023,NA,NA,NA,NA
65388,-1.89879,3.20217,4.10235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.371,NA,NA,NA,NA
65744,-1.24716,5,4.69232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2498.053,NA,NA,NA
65791,-1.41027,5,4.14578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5350.609,NA,NA,NA,NA
66079,-1.31063,5,4.60234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.272,NA,NA
66213,-0.947029,4.73368,4.11606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348.711,NA,NA,NA
66520,-1.53087,5,2.77291,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.136,NA,NA,NA,NA,NA,NA,NA,NA,NA
66579,-1.20322,5,2.70722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.633,NA,NA,NA
66904,-0.708044,5,2.02106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.475,NA,NA,NA,NA
67066,-0.585678,5,2.98009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.999,NA,NA,NA,NA
67320,0.27613,5,2.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412.709,NA,NA,NA,NA
67417,0.809194,5,2.46714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.395,NA,NA,NA,NA,NA
67583,-0.344123,5,3.25544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.817,NA,NA,NA,NA,NA
67851,0.0675078,5,4.34716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.21,NA,NA,NA,NA
68022,-0.513577,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057.489,NA,NA,NA,NA
68298,-0.917239,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2950.086,NA,NA
68432,-1.93966,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5074.691,NA,NA,NA,NA
68726,-0.264134,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646.488,NA,NA,NA,NA,NA
68935,0.0783403,4.58929,4.81253,NA,NA,NA,NA,NA,NA,NA,NA,158.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69007,0.407517,5,5,NA,NA,NA,NA,NA,NA,NA,NA,849.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69215,-1.11054,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.586,NA,NA,NA,NA,NA
69385,-1.80293,4.36802,3.89483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.441,NA,NA,NA,NA,NA
69709,-1.44203,3.9358,4.61617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.194,NA,NA,NA
69910,-2.66287,3.43357,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.58,NA,NA
69993,-1.95355,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715.357,NA,NA,NA
70175,-0.95104,5,4.91704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14781.69,NA,NA,NA,NA
70371,-1.62144,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937.563,NA,NA
70593,-2.08491,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047.43,NA,NA,NA
70790,-3.04254,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700.402,NA,NA
71045,-3.93118,5,4.89456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4132.437,NA,NA,NA,NA
71368,-4.84567,5,3.7379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.448,NA,NA,NA,NA
71418,-5,4.52352,4.33658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.272,NA,NA,NA
71576,-5,5,4.91965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,961.455,NA,NA,NA,NA,NA
71918,-2.5035,4.55608,4.67581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.472,NA,NA,NA
71996,-2.61739,5,4.17496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1298.982,NA,NA,NA,NA
72202,-3.98873,5,2.8367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.596,NA,NA,NA,NA
72445,-3.47933,5,2.17367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.094,NA,NA,NA,NA
72724,-3.80085,3.86607,1.72068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.162,NA,NA,NA,NA
72948,-5,3.72048,0.756422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.168,NA,NA,NA,NA
73101,-4.92686,3.64038,1.76919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.346,NA,NA
73334,-5,3.96934,2.68808,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
73469,-4.64498,5,4.69273,NA,NA,NA,NA,NA,NA,NA,NA,243.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
