id,x0,x1,x2,fitness-3.5,fitness-2,fitness-1.5,fitness-0.5,fitness-2.5,fitness-3,fitness-4,fitness-1,fitness-5,fitness-4.5
54248,2.02875,0.178143,-4.27305,NA,NA,NA,NA,-114.589,NA,NA,NA,NA,NA
54464,0.816506,1.19547,-4.37006,-60.818,NA,NA,NA,NA,NA,NA,NA,NA,NA
54773,1.15172,1.9867,-4.75526,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.384
54964,0.914567,1.4285,-4.29831,-48.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
55108,1.16241,1.57763,-4.23482,NA,NA,NA,NA,-15.118,NA,NA,NA,NA,NA
55292,2.53933,1.8516,-4.89056,NA,NA,-40.113,NA,NA,NA,NA,NA,NA,NA
55549,1.39127,2.64748,-4.09649,NA,NA,NA,NA,NA,NA,NA,-68.547,NA,NA
55699,0.937547,2.38283,-4.02131,NA,NA,-50.865,NA,NA,NA,NA,NA,NA,NA
55910,1.51522,1.86826,-3.33374,NA,NA,-61.471,NA,NA,NA,NA,NA,NA,NA
56107,2.50468,1.72103,-4.99559,NA,NA,NA,NA,NA,-28.782,NA,NA,NA,NA
56204,2.61779,1.33031,-4.45303,NA,NA,-48.255,NA,NA,NA,NA,NA,NA,NA
56426,2.21206,1.54151,-4.53991,NA,NA,-42.3,NA,NA,NA,NA,NA,NA,NA
56788,1.61993,1.95483,-3.69948,NA,NA,NA,NA,-15.944,NA,NA,NA,NA,NA
56947,1.07654,2.34035,-4.16196,NA,NA,-53.26,NA,NA,NA,NA,NA,NA,NA
57156,0.861814,2.67247,-4.99113,NA,NA,NA,NA,-53.552,NA,NA,NA,NA,NA
57239,3.11985,2.06853,-3.82213,-75.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
57558,2.83692,1.23242,-4.09333,NA,NA,NA,NA,-38.343,NA,NA,NA,NA,NA
57708,1.80979,2.7423,-4.85059,NA,-38.523,NA,NA,NA,NA,NA,NA,NA,NA
57913,2.29251,2.30389,-4.91033,NA,-27.091,NA,NA,NA,NA,NA,NA,NA,NA
58061,0.389899,1.70447,-4.72484,-67.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
58246,1.66488,1.24651,-4.45679,NA,NA,NA,NA,NA,NA,-61.754,NA,NA,NA
58464,1.27798,1.71009,-4.29187,NA,NA,NA,NA,NA,-12.605,NA,NA,NA,NA
58631,1.17336,2.99976,-4.92593,NA,-63.563,NA,NA,NA,NA,NA,NA,NA,NA
58857,1.42214,2.48107,-4.35209,-47.881,NA,NA,NA,NA,NA,NA,NA,NA,NA
59019,2.33972,1.39868,-3.96627,-42.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
59331,2.45114,1.62371,-3.84099,-48.125,NA,NA,NA,NA,NA,NA,NA,NA,NA
59449,1.45649,1.26288,-4.28053,NA,NA,NA,NA,-9.277,NA,NA,NA,NA,NA
59623,0.587494,1.48386,-3.83989,NA,NA,NA,NA,-58.072,NA,NA,NA,NA,NA
59874,2.10456,2.07341,-3.69648,NA,NA,NA,NA,NA,-25.425,NA,NA,NA,NA
60187,2.47479,3.11732,-4.37178,NA,NA,NA,NA,-60.19,NA,NA,NA,NA,NA
60397,0.86264,2.31915,-4.84807,NA,NA,NA,NA,NA,-44.595,NA,NA,NA,NA
60580,1.72047,2.1317,-4.21342,-31.369,NA,NA,NA,NA,NA,NA,NA,NA,NA
60800,1.33747,2.22504,-4.91295,NA,NA,NA,NA,NA,-29.313,NA,NA,NA,NA
60908,2.90286,2.35908,-4.73311,NA,NA,NA,NA,-44.752,NA,NA,NA,NA,NA
61162,2.77314,2.62356,-4.2754,NA,NA,NA,NA,-46.279,NA,NA,NA,NA,NA
61255,2.43961,0.599214,-4.67755,NA,NA,NA,NA,-60.625,NA,NA,NA,NA,NA
61575,1.75666,0.225624,-3.97038,NA,NA,NA,NA,-125.315,NA,NA,NA,NA,NA
61788,1.7295,2.59144,-3.90401,NA,NA,-44.602,NA,NA,NA,NA,NA,NA,NA
61972,2.39057,1.42644,-4.17155,NA,NA,NA,NA,-14.943,NA,NA,NA,NA,NA
62044,2.83191,2.5682,-4.8071,-73.217,NA,NA,NA,NA,NA,NA,NA,NA,NA
62400,2.15354,2.58954,-4.64884,NA,NA,NA,NA,-27.624,NA,NA,NA,NA,NA
62463,2.59054,1.09165,-4.92766,NA,NA,NA,NA,-39.357,NA,NA,NA,NA,NA
62705,2.00116,1.82363,-4.87444,NA,NA,NA,NA,-11.823,NA,NA,NA,NA,NA
62902,1.96891,1.67835,-3.96596,NA,NA,NA,NA,-5.686,NA,NA,NA,NA,NA
63078,1.05462,1.64431,-3.55241,NA,-42.802,NA,NA,NA,NA,NA,NA,NA,NA
63359,2.14264,0.998883,-3.97135,NA,NA,-61.889,NA,NA,NA,NA,NA,NA,NA
63559,1.95247,1.16918,-3.33665,NA,-59.031,NA,NA,NA,NA,NA,NA,NA,NA
63680,0.752673,1.37777,-3.03533,NA,-92.4,NA,NA,NA,NA,NA,NA,NA,NA
63934,0.837198,1.25861,-3.95976,NA,NA,NA,-146.156,NA,NA,NA,NA,NA,NA
64098,1.27021,0.829385,-4.16338,NA,NA,-77.114,NA,NA,NA,NA,NA,NA,NA
64220,0.978551,0.871189,-3.94136,-81.491,NA,NA,NA,NA,NA,NA,NA,NA,NA
64570,2.07293,0.25902,-3.922,-109.751,NA,NA,NA,NA,NA,NA,NA,NA,NA
64685,1.64025,0.746444,-4.33075,-55.708,NA,NA,NA,NA,NA,NA,NA,NA,NA
64929,0.932164,2.80506,-4.31921,NA,NA,NA,NA,-48.186,NA,NA,NA,NA,NA
65126,1.02601,1.87074,-4.45318,NA,NA,NA,NA,-19.654,NA,NA,NA,NA,NA
65287,1.98776,1.97506,-4.87568,NA,NA,NA,NA,-14.42,NA,NA,NA,NA,NA
65483,1.27574,1.78973,-3.83283,NA,NA,NA,NA,NA,-22.192,NA,NA,NA,NA
65788,2.72798,2.44905,-4.73489,NA,NA,NA,NA,-40.309,NA,NA,NA,NA,NA
65918,2.40318,0.891193,-4.80111,NA,NA,NA,NA,NA,NA,-84.494,NA,NA,NA
66006,2.27608,1.53655,-4.54179,-28.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
66287,2.44402,1.6071,-3.98011,NA,NA,NA,NA,-16.782,NA,NA,NA,NA,NA
66452,2.5307,2.54647,-4.94312,NA,NA,NA,NA,-41.266,NA,NA,NA,NA,NA
66742,2.39807,2.31346,-3.91484,NA,NA,-41.776,NA,NA,NA,NA,NA,NA,NA
66947,2.10751,3.45218,-4.52226,NA,NA,NA,NA,NA,-80.701,NA,NA,NA,NA
67123,1.34032,3.01601,-4.43839,NA,-50.366,NA,NA,NA,NA,NA,NA,NA,NA
67278,1.76135,2.69746,-4.72047,NA,-33.709,NA,NA,NA,NA,NA,NA,NA,NA
67528,2.03707,1.63198,-3.70226,NA,NA,NA,NA,NA,-19.928,NA,NA,NA,NA
67782,2.03821,1.62554,-4.94038,-28.458,NA,NA,NA,NA,NA,NA,NA,NA,NA
67837,1.34731,2.24441,-4.45819,NA,NA,NA,NA,NA,-22.82,NA,NA,NA,NA
68022,1.65445,1.6656,-4.82586,-42.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
68244,2.31823,1.34124,-4.86408,NA,NA,NA,NA,-20.749,NA,NA,NA,NA,NA
68573,1.48357,1.64168,-4.05457,NA,NA,NA,NA,NA,-17.026,NA,NA,NA,NA
68623,2.06316,2.2954,-4.38266,-46.454,NA,NA,NA,NA,NA,NA,NA,NA,NA
68974,2.17945,1.81769,-4.27771,NA,NA,NA,NA,NA,NA,-63.205,NA,NA,NA
69141,2.47667,1.7751,-4.0573,NA,NA,NA,NA,NA,-25.388,NA,NA,NA,NA
69208,1.11819,2.55747,-4.20792,NA,-36.439,NA,NA,NA,NA,NA,NA,NA,NA
69582,1.67151,2.96923,-3.69125,NA,-59.715,NA,NA,NA,NA,NA,NA,NA,NA
69765,1.73543,1.23319,-4.65555,NA,-26.315,NA,NA,NA,NA,NA,NA,NA,NA
69975,2.11882,1.37836,-4.37937,NA,-22.736,NA,NA,NA,NA,NA,NA,NA,NA
70022,2.28917,1.82357,-4.85614,NA,NA,-42.456,NA,NA,NA,NA,NA,NA,NA
70205,1.45591,2.67152,-4.99197,NA,NA,NA,NA,-38.831,NA,NA,NA,NA,NA
70464,1.76285,2.51033,-4.86645,NA,NA,NA,NA,-26.232,NA,NA,NA,NA,NA
70692,0.551862,1.83077,-4.2522,-70.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
70809,0.690847,2.03565,-4.22683,NA,NA,NA,NA,NA,NA,-66.004,NA,NA,NA
71035,1.67529,3.22444,-4.42653,NA,NA,NA,NA,-56.461,NA,NA,NA,NA,NA
71347,2.67843,1.72924,-4.42244,NA,NA,NA,NA,NA,-32.387,NA,NA,NA,NA
71470,1.88295,1.35797,-4.20995,NA,-5.701,NA,NA,NA,NA,NA,NA,NA,NA
71651,2.87488,1.90375,-4.28874,NA,NA,NA,NA,-32.412,NA,NA,NA,NA,NA
71857,2.26866,1.40065,-3.16694,NA,NA,NA,NA,-48.675,NA,NA,NA,NA,NA
72132,0.582628,2.17103,-4.44665,NA,NA,NA,NA,-43.636,NA,NA,NA,NA,NA
72281,1.20927,1.95105,-4.18862,NA,NA,-33.829,NA,NA,NA,NA,NA,NA,NA
72436,2.44917,1.50134,-3.65116,NA,NA,-54.07,NA,NA,NA,NA,NA,NA,NA
72680,2.36936,2.33524,-4.27947,-35.149,NA,NA,NA,NA,NA,NA,NA,NA,NA
72876,1.84502,1.47101,-3.76705,NA,NA,NA,NA,NA,-20.469,NA,NA,NA,NA
73009,1.65202,1.79679,-3.9226,NA,NA,NA,NA,NA,-20.114,NA,NA,NA,NA
73276,1.97198,1.68079,-4.87256,NA,NA,NA,NA,NA,-16.191,NA,NA,NA,NA
73436,1.78574,1.53248,-3.78695,NA,-14.95,NA,NA,NA,NA,NA,NA,NA,NA
73665,2.23103,1.93293,-4.61393,NA,NA,NA,NA,NA,NA,-50.978,NA,NA,NA
73944,2.14241,2.37405,-4.1308,NA,NA,NA,NA,NA,NA,-81.678,NA,NA,NA
74189,2.68721,2.51077,-4.62365,-56.515,NA,NA,NA,NA,NA,NA,NA,NA,NA
74264,1.77193,2.68611,-4.51086,NA,NA,-44.639,NA,NA,NA,NA,NA,NA,NA
74427,0.996717,1.57659,-4.70986,NA,-34.057,NA,NA,NA,NA,NA,NA,NA,NA
74735,0.46751,1.02661,-4.91001,-90.956,NA,NA,NA,NA,NA,NA,NA,NA,NA
74960,0.915674,1.66682,-4.34219,NA,NA,NA,NA,NA,-28.09,NA,NA,NA,NA
75028,1.89705,0.72975,-4.01629,NA,NA,NA,NA,NA,-44.137,NA,NA,NA,NA
75357,2.18367,2.0471,-4.04049,NA,-21.984,NA,NA,NA,NA,NA,NA,NA,NA
75403,2.10498,2.64158,-4.63772,NA,-38.549,NA,NA,NA,NA,NA,NA,NA,NA
75764,1.66576,1.56775,-3.99404,NA,NA,NA,NA,NA,-14.957,NA,NA,NA,NA
75898,1.17201,0.658791,-4.74446,NA,NA,NA,NA,-83.308,NA,NA,NA,NA,NA
76091,0.804448,1.33057,-3.8588,NA,-61.77,NA,NA,NA,NA,NA,NA,NA,NA
76302,1.69137,1.78482,-3.8347,NA,NA,-27.212,NA,NA,NA,NA,NA,NA,NA
76475,1.61701,1.34756,-4.23729,NA,-7.131,NA,NA,NA,NA,NA,NA,NA,NA
76762,3.14567,0.999801,-4.60353,NA,NA,NA,NA,-62.568,NA,NA,NA,NA,NA
76918,2.24415,1.57696,-4.80961,NA,NA,NA,NA,-14.841,NA,NA,NA,NA,NA
77066,3.18983,2.75328,-4.39661,NA,-79.373,NA,NA,NA,NA,NA,NA,NA,NA
77206,3.34882,0.9894,-3.94935,NA,NA,NA,NA,-77.546,NA,NA,NA,NA,NA
77411,1.67657,1.53906,-4.88963,NA,NA,NA,NA,-11.82,NA,NA,NA,NA,NA
77614,2.24667,1.88776,-4.94656,NA,-22.271,NA,NA,NA,NA,NA,NA,NA,NA
77848,1.31436,1.61307,-4.61801,NA,NA,NA,NA,-10.893,NA,NA,NA,NA,NA
78144,2.14421,1.77713,-4.76265,NA,NA,NA,NA,-11.591,NA,NA,NA,NA,NA
78278,3.04967,1.69663,-3.66209,NA,NA,NA,NA,-54.594,NA,NA,NA,NA,NA
78556,2.08316,2.02807,-4.50658,NA,-10.43,NA,NA,NA,NA,NA,NA,NA,NA
78725,1.80321,0.977523,-4.88738,NA,NA,NA,NA,NA,-30.217,NA,NA,NA,NA
78967,0.953905,2.0219,-2.91717,NA,-85.014,NA,NA,NA,NA,NA,NA,NA,NA
79158,1.74101,1.41716,-3.92586,NA,NA,NA,NA,NA,-10.667,NA,NA,NA,NA
79213,3.10301,0.912957,-3.65897,NA,NA,NA,NA,-75.959,NA,NA,NA,NA,NA
79416,1.03517,2.03574,-2.58936,NA,NA,-162.221,NA,NA,NA,NA,NA,NA,NA
79742,0.974876,2.22836,-4.57392,NA,NA,NA,NA,-28.584,NA,NA,NA,NA,NA
79816,1.75492,2.24323,-4.65615,NA,-25.835,NA,NA,NA,NA,NA,NA,NA,NA
80197,1.94245,1.36342,-4.60876,NA,NA,NA,NA,NA,-14.16,NA,NA,NA,NA
80323,2.11078,1.72715,-4.66877,NA,NA,NA,NA,NA,NA,-69.788,NA,NA,NA
80557,2.68112,1.51474,-3.97992,NA,-28.937,NA,NA,NA,NA,NA,NA,NA,NA
80695,2.84782,1.41906,-4.0764,NA,-41.286,NA,NA,NA,NA,NA,NA,NA,NA
80993,2.09103,2.4725,-2.93798,NA,NA,NA,NA,-71.451,NA,NA,NA,NA,NA
81128,0.904895,2.05823,-3.75334,NA,NA,NA,NA,NA,-42.199,NA,NA,NA,NA
81208,2.20681,2.18918,-4.98169,NA,NA,NA,NA,NA,-32.883,NA,NA,NA,NA
81583,1.45117,0.900392,-4.52926,NA,NA,NA,NA,NA,-45.255,NA,NA,NA,NA
81746,1.69894,1.03784,-4.86902,NA,NA,NA,NA,NA,-37.463,NA,NA,NA,NA
81814,2.67446,0.780264,-4.15933,NA,NA,NA,NA,-52.752,NA,NA,NA,NA,NA
82106,1.86055,1.09327,-4.83455,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.339
82360,1.03991,0.870694,-4.52483,NA,NA,NA,NA,NA,-61.656,NA,NA,NA,NA
82512,1.35779,1.04785,-4.74729,NA,NA,NA,NA,NA,NA,-72.589,NA,NA,NA
82652,1.98549,1.18713,-4.23756,NA,NA,NA,NA,NA,-12.573,NA,NA,NA,NA
82918,0.970307,1.50458,-4.56512,-48.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
83148,0.740245,1.44766,-4.29194,-54.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
83202,2.86417,1.78958,-3.74806,-63.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
83553,1.83697,1.31436,-4.65857,NA,NA,NA,NA,NA,-17.946,NA,NA,NA,NA
83604,1.06016,2.2594,-4.66082,NA,NA,NA,NA,NA,-31.57,NA,NA,NA,NA
83883,0.34287,1.57999,-4.6304,-84.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
84108,1.0047,1.56779,-4.83574,NA,NA,NA,NA,-27.855,NA,NA,NA,NA,NA
84238,1.31848,2.02353,-3.90678,NA,NA,NA,NA,-17.069,NA,NA,NA,NA,NA
84493,0.891418,2.03263,-4.3579,NA,NA,NA,NA,NA,-29.882,NA,NA,NA,NA
84798,1.76253,3.21794,-4.69665,NA,NA,NA,NA,NA,-61.574,NA,NA,NA,NA
84811,1.75114,1.77482,-4.67128,NA,NA,NA,NA,NA,-9.256,NA,NA,NA,NA
85001,2.92812,1.81665,-4.59595,NA,NA,NA,NA,NA,-39.5,NA,NA,NA,NA
85354,1.75984,1.7119,-4.96432,NA,NA,NA,NA,NA,-16.908,NA,NA,NA,NA
85495,1.45125,1.67805,-4.96594,NA,-26.043,NA,NA,NA,NA,NA,NA,NA,NA
85717,0.602203,1.34513,-4.70597,NA,NA,NA,NA,NA,-57.807,NA,NA,NA,NA
85963,1.05811,1.71372,-4.76325,NA,NA,NA,NA,-22.569,NA,NA,NA,NA,NA
86120,1.16621,2.66822,-4.13645,NA,NA,NA,NA,NA,NA,-71.783,NA,NA,NA
86387,2.02234,2.26389,-3.93542,NA,NA,NA,NA,NA,-25.257,NA,NA,NA,NA
86438,2.06837,2.14863,-3.97228,NA,NA,NA,NA,NA,-22.168,NA,NA,NA,NA
86695,2.30992,1.66949,-3.77825,NA,NA,NA,NA,-18.392,NA,NA,NA,NA,NA
86945,1.89619,0.673727,-4.53287,NA,NA,-86.731,NA,NA,NA,NA,NA,NA,NA
87013,2.0724,1.56896,-4.73049,NA,NA,NA,NA,-8.76,NA,NA,NA,NA,NA
87337,1.30739,2.10033,-3.81293,NA,NA,NA,NA,NA,-27.572,NA,NA,NA,NA
87508,3.2687,1.76195,-4.75044,NA,NA,NA,NA,NA,-60.117,NA,NA,NA,NA
87756,1.20343,2.78779,-4.76012,NA,NA,NA,NA,NA,-45.84,NA,NA,NA,NA
87836,2.25237,2.21813,-4.20452,NA,-21.191,NA,NA,NA,NA,NA,NA,NA,NA
88098,1.03042,2.36794,-4.55882,NA,NA,NA,NA,-28.971,NA,NA,NA,NA,NA
88338,1.2366,1.72584,-3.55781,NA,NA,NA,NA,-28.303,NA,NA,NA,NA,NA
88468,2.45306,1.45996,-4.18096,NA,NA,NA,NA,-16.301,NA,NA,NA,NA,NA
88784,1.24183,1.65353,-4.20346,NA,-20.426,NA,NA,NA,NA,NA,NA,NA,NA
88930,1.04309,0.935009,-4.07681,NA,NA,NA,NA,NA,-54.92,NA,NA,NA,NA
89086,2.49118,2.09349,-4.56837,NA,NA,NA,NA,NA,-23.149,NA,NA,NA,NA
89343,2.94757,2.44569,-3.91426,NA,NA,NA,NA,NA,-57.949,NA,NA,NA,NA
89459,1.36665,3.31958,-3.91448,NA,NA,NA,NA,-70.284,NA,NA,NA,NA,NA
89797,2.5049,2.6416,-4.38942,NA,NA,NA,NA,NA,NA,NA,-69.614,NA,NA
89831,1.80304,1.57719,-4.51084,NA,NA,-37.711,NA,NA,NA,NA,NA,NA,NA
90032,1.78151,2.35776,-4.77699,-35.882,NA,NA,NA,NA,NA,NA,NA,NA,NA
90294,1.64893,2.58254,-4.0827,NA,NA,NA,NA,NA,-26.79,NA,NA,NA,NA
90435,1.47691,1.82461,-4.96068,NA,NA,NA,NA,NA,NA,-70.587,NA,NA,NA
90786,1.27767,1.55203,-4.71647,-28.068,NA,NA,NA,NA,NA,NA,NA,NA,NA
90958,1.37877,1.85526,-4.82923,NA,NA,NA,NA,NA,NA,-63.246,NA,NA,NA
91025,2.04823,1.78645,-4.31927,NA,NA,NA,NA,NA,-6.942,NA,NA,NA,NA
91269,1.2107,1.60613,-4.48308,NA,NA,NA,NA,NA,-17.873,NA,NA,NA,NA
91500,1.70524,1.31743,-4.83325,NA,NA,NA,NA,NA,-22.327,NA,NA,NA,NA
91702,1.12736,1.61272,-4.01842,NA,NA,NA,NA,NA,-27.127,NA,NA,NA,NA
91981,1.63915,1.90354,-4.40799,NA,NA,NA,NA,NA,-14.206,NA,NA,NA,NA
92186,1.63846,2.29331,-4.29338,NA,NA,NA,NA,NA,-24.838,NA,NA,NA,NA
92363,1.46659,3.19801,-4.92268,NA,-64.061,NA,NA,NA,NA,NA,NA,NA,NA
92586,1.36274,2.3986,-4.29436,NA,-30.906,NA,NA,NA,NA,NA,NA,NA,NA
92742,3.36935,2.0952,-4.90251,NA,NA,NA,NA,-68.266,NA,NA,NA,NA,NA
92995,2.6315,1.80279,-4.33185,NA,NA,NA,NA,-21.859,NA,NA,NA,NA,NA
93019,3.11349,1.78071,-4.264,NA,NA,NA,NA,NA,NA,NA,-78.292,NA,NA
93325,2.59608,0.470629,-4.66573,NA,NA,-108.78,NA,NA,NA,NA,NA,NA,NA
93561,2.14385,0.914582,-4.89348,NA,-48.662,NA,NA,NA,NA,NA,NA,NA,NA
93779,1.1611,0.948068,-4.96867,NA,-66.797,NA,NA,NA,NA,NA,NA,NA,NA
93897,1.68353,0.814187,-4.48326,NA,-50.02,NA,NA,NA,NA,NA,NA,NA,NA
94146,1.61097,1.03632,-4.7306,NA,NA,NA,NA,-25.668,NA,NA,NA,NA,NA
94243,1.52616,0.875674,-4.67566,-54.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
94581,2.725,2.30911,-4.35511,NA,NA,NA,NA,NA,NA,-90.306,NA,NA,NA
94604,2.24955,2.03016,-4.24484,NA,NA,NA,NA,NA,NA,-53.21,NA,NA,NA
94960,1.53692,2.46327,-4.81212,NA,NA,NA,NA,NA,NA,-60.511,NA,NA,NA
95068,1.56236,2.93207,-4.71009,-72.151,NA,NA,NA,NA,NA,NA,NA,NA,NA
95216,2.6171,2.23244,-4.98923,NA,NA,NA,NA,NA,-46.459,NA,NA,NA,NA
95596,2.75379,0.354248,-4.64347,NA,NA,NA,NA,-98.508,NA,NA,NA,NA,NA
95635,1.54015,0.837219,-3.94703,NA,NA,NA,NA,-43.028,NA,NA,NA,NA,NA
95918,0.864688,1.67385,-3.97139,NA,-41.808,NA,NA,NA,NA,NA,NA,NA,NA
96024,1.09733,1.68548,-4.03671,NA,-21.942,NA,NA,NA,NA,NA,NA,NA,NA
96264,1.87018,1.70843,-2.93699,NA,NA,-70.995,NA,NA,NA,NA,NA,NA,NA
96480,3.10371,2.05734,-4.53327,NA,-48.473,NA,NA,NA,NA,NA,NA,NA,NA
96661,2.12436,1.7531,-4.97213,NA,NA,NA,NA,NA,-25.591,NA,NA,NA,NA
96971,1.43663,1.08001,-3.74189,NA,-44.225,NA,NA,NA,NA,NA,NA,NA,NA
97106,1.63078,1.83844,-4.77149,NA,NA,NA,NA,-9.308,NA,NA,NA,NA,NA
97304,1.01541,1.41803,-4.95942,-47.861,NA,NA,NA,NA,NA,NA,NA,NA,NA
97406,0.445575,1.45221,-4.51472,NA,NA,NA,NA,-57.938,NA,NA,NA,NA,NA
97614,2.0577,2.15289,-4.67549,NA,NA,NA,NA,-13.548,NA,NA,NA,NA,NA
97879,2.214,0.476093,-4.44924,NA,NA,NA,NA,NA,-64.837,NA,NA,NA,NA
98002,2.10538,1.21404,-3.92778,NA,NA,NA,NA,-15.027,NA,NA,NA,NA,NA
98380,2.56948,1.28947,-3.85246,NA,-38.727,NA,NA,NA,NA,NA,NA,NA,NA
98578,3.04667,2.05946,-4.12833,NA,NA,NA,NA,-45.275,NA,NA,NA,NA,NA
98671,2.47161,1.7527,-3.40373,NA,NA,NA,NA,NA,-41.003,NA,NA,NA,NA
98983,1.44297,2.82032,-4.52636,-50.294,NA,NA,NA,NA,NA,NA,NA,NA,NA
99086,2.53309,1.63399,-4.49734,-33.866,NA,NA,NA,NA,NA,NA,NA,NA,NA
99345,1.30364,1.88572,-4.01934,NA,NA,NA,NA,NA,-14.198,NA,NA,NA,NA
99557,1.74317,2.59396,-3.82713,NA,NA,NA,NA,-29.317,NA,NA,NA,NA,NA
99766,1.39204,1.88984,-4.14118,NA,NA,NA,NA,NA,-13.725,NA,NA,NA,NA
99986,3.07449,2.38059,-4.73744,NA,-55.87,NA,NA,NA,NA,NA,NA,NA,NA
100081,2.97759,2.15043,-4.89345,NA,NA,NA,NA,NA,-50.437,NA,NA,NA,NA
100315,2.65478,1.77372,-4.39232,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.483
100598,1.75657,1.62324,-4.76631,NA,NA,NA,NA,NA,NA,-45.902,NA,NA,NA
100698,2.31637,1.04479,-4.46198,NA,NA,NA,NA,NA,NA,-75.432,NA,NA,NA
100935,1.64174,1.37325,-4.22147,-26.622,NA,NA,NA,NA,NA,NA,NA,NA,NA
101149,2.08468,0.612597,-4.71508,NA,-59.971,NA,NA,NA,NA,NA,NA,NA,NA
101268,1.52912,0.655177,-4.24084,NA,NA,NA,NA,-53.786,NA,NA,NA,NA,NA
101586,1.45465,1.29862,-4.58106,NA,NA,NA,NA,-11.866,NA,NA,NA,NA,NA
101716,1.89051,1.38254,-3.84841,NA,NA,NA,NA,NA,-12.945,NA,NA,NA,NA
101849,2.63733,1.42093,-4.45286,NA,NA,NA,NA,NA,-29.361,NA,NA,NA,NA
102191,2.46716,1.19972,-4.79514,-39.779,NA,NA,NA,NA,NA,NA,NA,NA,NA
102235,2.01469,1.06236,-4.60873,-42.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
102446,2.12973,1.73214,-4.44474,NA,NA,NA,NA,NA,-7.596,NA,NA,NA,NA
102601,1.96426,1.5524,-4.30621,NA,NA,NA,NA,-2.532,NA,NA,NA,NA,NA
102801,0.857473,1.80626,-4.65314,NA,NA,NA,NA,-29.98,NA,NA,NA,NA,NA
103075,0.364929,2.67198,-3.73169,NA,NA,NA,NA,-78.943,NA,NA,NA,NA,NA
103392,0.388888,2.46027,-4.44855,-80.851,NA,NA,NA,NA,NA,NA,NA,NA,NA
103494,0.989116,1.92223,-3.9397,NA,NA,NA,NA,NA,-31.969,NA,NA,NA,NA
103761,1.5056,2.36208,-4.63591,NA,-28.358,NA,NA,NA,NA,NA,NA,NA,NA
103960,0.66979,2.26294,-4.53767,NA,NA,NA,NA,-41.333,NA,NA,NA,NA,NA
104055,1.76821,1.82217,-4.21151,NA,NA,NA,NA,NA,-11.364,NA,NA,NA,NA
104391,2.036,0.707813,-4.71252,-66.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
104587,1.73938,1.81991,-4.2888,NA,NA,NA,NA,-2.294,NA,NA,NA,NA,NA
104697,1.91068,1.44277,-4.88194,NA,NA,NA,NA,-12.175,NA,NA,NA,NA,NA
104929,1.05555,2.4597,-4.62397,NA,NA,NA,NA,NA,NA,-79.33,NA,NA,NA
105025,0.809531,2.18578,-3.62029,-55.583,NA,NA,NA,NA,NA,NA,NA,NA,NA
105204,1.29433,1.80212,-3.93649,-28.044,NA,NA,NA,NA,NA,NA,NA,NA,NA
105409,1.47901,1.92949,-4.95543,-41.253,NA,NA,NA,NA,NA,NA,NA,NA,NA
105705,0.633465,1.53466,-3.83289,NA,NA,NA,NA,NA,-58.15,NA,NA,NA,NA
105925,2.19626,2.44353,-3.35015,NA,NA,NA,NA,-46.31,NA,NA,NA,NA,NA
106131,2.00736,2.17592,-3.70403,NA,NA,NA,NA,NA,-29.03,NA,NA,NA,NA
106268,2.71298,2.29981,-3.73287,NA,NA,NA,NA,NA,-48.789,NA,NA,NA,NA
106413,2.58465,2.87195,-4.13817,-65.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
106741,3.04862,3.56458,-4.29222,NA,NA,NA,NA,NA,-122.717,NA,NA,NA,NA
106893,2.16691,1.19249,-4.89224,-41.243,NA,NA,NA,NA,NA,NA,NA,NA,NA
107101,2.71376,1.93582,-4.33373,-48.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
107262,1.87667,1.34716,-4.24382,-26.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
107420,0.556709,2.31609,-4.25856,NA,NA,NA,NA,-47.73,NA,NA,NA,NA,NA
107786,0.982688,2.27697,-4.79755,NA,NA,NA,NA,-33.03,NA,NA,NA,NA,NA
107936,1.79839,2.3924,-4.51747,NA,NA,NA,NA,NA,NA,NA,-78.061,NA,NA
108099,3.32372,2.95862,-4.70827,NA,NA,NA,NA,NA,NA,NA,-141.984,NA,NA
108282,2.76887,2.53506,-4.16334,NA,NA,NA,NA,-43.192,NA,NA,NA,NA,NA
108468,2.55194,2.03087,-4.16399,NA,NA,NA,NA,-22.462,NA,NA,NA,NA,NA
108695,3.21656,1.20329,-4.98474,NA,NA,NA,NA,NA,-74.678,NA,NA,NA,NA
