id,x0,x1,x2,fitness4,fitness5,fitness4.5,fitness3,fitness3.5,fitness2,fitness2.5
72991,5,-0.539073,5,NA,4437.933,NA,NA,NA,NA,NA
73183,5,-0.763131,5,NA,12846.11,NA,NA,NA,NA,NA
73443,4.6345,-1.59682,4.44639,NA,1473.889,NA,NA,NA,NA,NA
73601,5,-1.53351,5,NA,NA,4332.337,NA,NA,NA,NA
73769,5,-0.970504,5,NA,8778.464,NA,NA,NA,NA,NA
73976,5,0.438728,5,NA,3487.655,NA,NA,NA,NA,NA
74166,4.43701,1.70901,5,NA,650.813,NA,NA,NA,NA,NA
74405,5,3.30381,4.61837,NA,1807.538,NA,NA,NA,NA,NA
74534,4.98877,4.21677,4.71488,NA,5591.168,NA,NA,NA,NA,NA
74815,5,5,4.65666,NA,NA,3648.741,NA,NA,NA,NA
75070,4.73623,4.77964,4.93566,NA,NA,9003.769,NA,NA,NA,NA
75128,4.65161,3.92774,5,468.071,NA,NA,NA,NA,NA,NA
75474,5,4.26786,4.77956,NA,NA,7437.669,NA,NA,NA,NA
75640,5,3.23799,5,NA,3147.004,NA,NA,NA,NA,NA
75709,5,4.20557,5,NA,5074.1,NA,NA,NA,NA,NA
76011,5,4.11705,5,NA,4237.327,NA,NA,NA,NA,NA
76092,5,4.91244,4.97426,4973.685,NA,NA,NA,NA,NA,NA
76348,5,5,5,NA,NA,5532.465,NA,NA,NA,NA
76565,4.39532,5,5,NA,NA,3990.939,NA,NA,NA,NA
76832,4.07394,5,5,NA,2261.173,NA,NA,NA,NA,NA
76965,4.90157,5,4.73577,NA,NA,7962.571,NA,NA,NA,NA
77249,4.16941,5,4.87161,NA,NA,NA,943.542,NA,NA,NA
77458,5,5,4.88823,NA,NA,NA,NA,2918.6,NA,NA
77602,4.18358,4.79073,5,1750.373,NA,NA,NA,NA,NA,NA
77826,1.50535,5,4.60643,NA,NA,NA,NA,159.746,NA,NA
77914,1.12954,4.66851,4.79246,275.148,NA,NA,NA,NA,NA,NA
78084,0.319539,4.93137,5,NA,4281.643,NA,NA,NA,NA,NA
78332,-0.697103,5,5,NA,11476.528,NA,NA,NA,NA,NA
78615,-0.779943,4.45994,5,NA,NA,488.367,NA,NA,NA,NA
78685,-0.625905,4.98812,5,NA,9254.169,NA,NA,NA,NA,NA
78950,-0.864062,5,4.95856,NA,14469.747,NA,NA,NA,NA,NA
79188,-0.885367,5,5,NA,11945.921,NA,NA,NA,NA,NA
79330,-0.920276,4.73757,4.85535,NA,NA,NA,NA,5576.482,NA,NA
79618,-2.95043,5,5,NA,3084.028,NA,NA,NA,NA,NA
79765,-3.97589,4.81787,5,NA,3436.327,NA,NA,NA,NA,NA
80010,-3.88464,5,5,NA,2142.576,NA,NA,NA,NA,NA
80180,-2.20254,5,5,NA,2439.756,NA,NA,NA,NA,NA
80290,-2.24983,4.83461,5,NA,NA,1489.893,NA,NA,NA,NA
80652,-1.71511,4.71256,4.19515,NA,1929.414,NA,NA,NA,NA,NA
80735,-0.959514,4.70978,5,NA,9302.02,NA,NA,NA,NA,NA
80909,-0.877022,5,5,NA,14326.499,NA,NA,NA,NA,NA
81185,-1.02897,5,5,NA,6693.582,NA,NA,NA,NA,NA
81324,-1.38991,5,5,6090.575,NA,NA,NA,NA,NA,NA
81626,-1.47437,4.40407,4.86401,NA,6599.848,NA,NA,NA,NA,NA
81683,-0.910894,2.95206,5,NA,1276.423,NA,NA,NA,NA,NA
82002,-0.775891,3.97245,5,NA,678.77,NA,NA,NA,NA,NA
82197,0.283206,3.93818,5,NA,473.357,NA,NA,NA,NA,NA
82363,-0.890194,3.92831,5,NA,2014.551,NA,NA,NA,NA,NA
82581,-0.0505758,4.21225,5,NA,3268.33,NA,NA,NA,NA,NA
82806,0.254076,5,5,NA,2929.01,NA,NA,NA,NA,NA
82950,-0.61447,5,5,NA,NA,4059.44,NA,NA,NA,NA
83212,-0.699888,5,4.75958,1799.123,NA,NA,NA,NA,NA,NA
83321,-1.24382,5,4.91026,NA,NA,NA,NA,2202.335,NA,NA
83525,-2.08296,4.38126,5,NA,NA,NA,582.27,NA,NA,NA
83768,-1.97735,4.79359,5,NA,9038.689,NA,NA,NA,NA,NA
83945,-2.21872,5,5,NA,2006.16,NA,NA,NA,NA,NA
84201,-1.5314,5,4.86529,NA,NA,7051.089,NA,NA,NA,NA
84401,-1.31374,5,4.82305,5886.681,NA,NA,NA,NA,NA,NA
84473,-0.659422,5,5,NA,10190.791,NA,NA,NA,NA,NA
84732,-2.06318,5,5,NA,5246.232,NA,NA,NA,NA,NA
84938,-0.910085,5,5,NA,11220.198,NA,NA,NA,NA,NA
85204,-0.873649,5,5,NA,NA,NA,NA,4305.259,NA,NA
85396,-0.610642,5,5,NA,8094.154,NA,NA,NA,NA,NA
85470,-0.570195,5,4.56843,NA,1793.938,NA,NA,NA,NA,NA
85745,-0.972146,5,4.92745,NA,10894.613,NA,NA,NA,NA,NA
85963,-1.79768,5,5,NA,1078.568,NA,NA,NA,NA,NA
86145,-1.97376,5,5,NA,5437.062,NA,NA,NA,NA,NA
86291,-0.944093,5,3.75462,NA,3672.683,NA,NA,NA,NA,NA
86568,-2.26629,5,5,NA,866.806,NA,NA,NA,NA,NA
86747,-1.99915,5,4.87488,NA,7367.646,NA,NA,NA,NA,NA
86914,-2.02232,2.29044,5,NA,NA,1065.741,NA,NA,NA,NA
87086,-0.40055,3.35861,5,NA,906.411,NA,NA,NA,NA,NA
87299,-0.759588,5,5,NA,12804.109,NA,NA,NA,NA,NA
87529,-0.911074,5,5,NA,11187.64,NA,NA,NA,NA,NA
87719,-0.937932,5,4.90253,NA,13265.483,NA,NA,NA,NA,NA
87993,-0.715865,5,5,NA,11987.389,NA,NA,NA,NA,NA
88236,-0.127533,5,5,NA,NA,NA,1346.25,NA,NA,NA
88280,-0.75545,5,5,3268.872,NA,NA,NA,NA,NA,NA
88631,-1.27881,4.89294,4.92552,NA,NA,NA,NA,5252.695,NA,NA
88832,-0.355652,5,5,NA,NA,2432.333,NA,NA,NA,NA
88881,-1.64649,4.18148,4.74703,NA,3533.046,NA,NA,NA,NA,NA
89067,-2.54287,4.09112,4.7563,NA,1153.315,NA,NA,NA,NA,NA
89447,-2.41846,3.24396,3.48598,NA,-133.756,NA,NA,NA,NA,NA
89542,-1.53567,4.27125,4.7392,NA,7063.312,NA,NA,NA,NA,NA
89844,-1.63311,5,4.95191,NA,NA,3844.835,NA,NA,NA,NA
89967,-0.542503,5,4.77216,NA,5618.732,NA,NA,NA,NA,NA
90089,-0.974154,5,5,NA,8604.025,NA,NA,NA,NA,NA
90286,-1.25651,4.82859,4.37602,NA,5155.568,NA,NA,NA,NA,NA
90600,-2.04178,5,3.7823,NA,2014.568,NA,NA,NA,NA,NA
90841,-2.59268,5,4.26467,NA,1760.404,NA,NA,NA,NA,NA
91011,-0.39392,4.91353,5,NA,NA,1112.264,NA,NA,NA,NA
91140,-1.12192,5,5,NA,19.883,NA,NA,NA,NA,NA
91360,-1.61163,4.27048,5,NA,4611.687,NA,NA,NA,NA,NA
91638,-0.798179,4.66215,4.92346,NA,12935.425,NA,NA,NA,NA,NA
91693,-0.941282,5,5,NA,10069.856,NA,NA,NA,NA,NA
91988,-1.40278,4.91107,5,NA,NA,8526.491,NA,NA,NA,NA
92141,-0.649532,5,5,NA,NA,5692.102,NA,NA,NA,NA
92336,-0.723427,5,5,NA,NA,13006.385,NA,NA,NA,NA
92591,-0.702103,5,4.70947,1520.094,NA,NA,NA,NA,NA,NA
92840,-0.620162,5,4.99167,NA,11799.603,NA,NA,NA,NA,NA
92862,1.09932,5,5,NA,238.424,NA,NA,NA,NA,NA
93186,2.35311,3.60883,5,NA,538.345,NA,NA,NA,NA,NA
93433,4.53476,4.29913,5,NA,646.241,NA,NA,NA,NA,NA
93600,4.35937,5,5,NA,4822.028,NA,NA,NA,NA,NA
93836,4.99874,5,5,NA,NA,2387.615,NA,NA,NA,NA
93938,5,5,4.50154,NA,422.137,NA,NA,NA,NA,NA
94171,4.92538,4.9592,4.45847,NA,NA,2497.364,NA,NA,NA,NA
94275,4.9842,5,5,4048.377,NA,NA,NA,NA,NA,NA
94627,5,5,5,NA,NA,5548.077,NA,NA,NA,NA
94717,5,4.595,4.38597,NA,1871.06,NA,NA,NA,NA,NA
94928,5,5,4.24726,NA,5470.517,NA,NA,NA,NA,NA
95056,5,5,5,NA,NA,4969.864,NA,NA,NA,NA
95425,5,4.39559,5,NA,5243.697,NA,NA,NA,NA,NA
95560,5,2.70278,4.19026,NA,1315.172,NA,NA,NA,NA,NA
95732,5,2.68131,4.48338,NA,242.902,NA,NA,NA,NA,NA
95988,5,0.156263,4.74989,NA,1050.476,NA,NA,NA,NA,NA
96179,5,0.281936,5,NA,3236.028,NA,NA,NA,NA,NA
96433,4.82589,-0.554674,5,NA,NA,NA,NA,1042.955,NA,NA
96527,4.48679,-1.71588,4.85017,140.253,NA,NA,NA,NA,NA,NA
96819,5,-1.06544,5,NA,NA,4007.646,NA,NA,NA,NA
97039,5,-0.542542,5,NA,4624.331,NA,NA,NA,NA,NA
97082,5,-1.85966,4.61637,NA,1804.393,NA,NA,NA,NA,NA
97437,4.29035,-1.51529,5,NA,NA,5686.624,NA,NA,NA,NA
97606,4.99921,-1.91202,5,NA,6140.788,NA,NA,NA,NA,NA
97699,5,-0.952588,4.96071,NA,11097.633,NA,NA,NA,NA,NA
97909,4.92427,-0.384952,4.4432,NA,1700.46,NA,NA,NA,NA,NA
98154,5,-0.889012,5,NA,11849.746,NA,NA,NA,NA,NA
98415,3.95319,0.401815,4.58319,NA,123.417,NA,NA,NA,NA,NA
98518,4.82945,-1.20889,3.20091,NA,2257.958,NA,NA,NA,NA,NA
98672,4.7943,-0.594424,2.92685,NA,1446.081,NA,NA,NA,NA,NA
98906,5,-0.961552,3.95515,NA,927.691,NA,NA,NA,NA,NA
99225,4.53247,-0.937709,5,NA,1080.175,NA,NA,NA,NA,NA
99432,3.84594,-0.814753,5,NA,4237.456,NA,NA,NA,NA,NA
99569,4.79567,-0.723687,4.80434,NA,19885.307,NA,NA,NA,NA,NA
99658,3.29057,-0.880968,5,1613.33,NA,NA,NA,NA,NA,NA
99986,4.82439,-0.81483,5,6344.406,NA,NA,NA,NA,NA,NA
100078,5,-0.0605918,5,2845.923,NA,NA,NA,NA,NA,NA
100286,5,0.158174,5,NA,964.914,NA,NA,NA,NA,NA
100520,5,-1.48326,5,NA,NA,6718.234,NA,NA,NA,NA
100834,5,-0.653524,4.32991,NA,NA,3667.266,NA,NA,NA,NA
101024,4.14108,0.298246,5,NA,NA,965.696,NA,NA,NA,NA
101074,4.92407,0.159476,4.77431,NA,1538.181,NA,NA,NA,NA,NA
101449,5,-0.820618,5,NA,12994.223,NA,NA,NA,NA,NA
101528,5,0.0643015,4.2544,NA,1210.88,NA,NA,NA,NA,NA
101809,5,-1.07751,5,NA,3497.894,NA,NA,NA,NA,NA
101968,5,-0.67929,5,NA,10909.743,NA,NA,NA,NA,NA
102201,5,-0.891026,4.74208,NA,17670.463,NA,NA,NA,NA,NA
102301,5,-0.847472,4.66272,NA,10021.931,NA,NA,NA,NA,NA
102508,5,-1.56705,4.25234,NA,5648.045,NA,NA,NA,NA,NA
102798,4.6122,-0.660058,4.70569,NA,NA,5769.968,NA,NA,NA,NA
102879,4.66946,-1.28495,3.46696,NA,1078.214,NA,NA,NA,NA,NA
103174,4.83941,-0.0171194,2.42834,NA,1264.998,NA,NA,NA,NA,NA
103279,5,-0.871891,2.57473,NA,516.039,NA,NA,NA,NA,NA
103599,5,-2.71643,1.4072,NA,181.724,NA,NA,NA,NA,NA
103809,5,-3.35624,2.07869,NA,80.406,NA,NA,NA,NA,NA
104041,5,-3.51892,2.34299,NA,685.813,NA,NA,NA,NA,NA
104102,4.69722,-3.43776,3.36983,NA,660.445,NA,NA,NA,NA,NA
104418,5,-2.90336,5,NA,2657.864,NA,NA,NA,NA,NA
104593,5,-1.91451,5,NA,NA,NA,NA,1684.713,NA,NA
104820,5,-2.17021,5,NA,4002.709,NA,NA,NA,NA,NA
105050,5,-2.40369,4.86789,1575.079,NA,NA,NA,NA,NA,NA
105119,5,-1.98239,5,NA,NA,NA,864.745,NA,NA,NA
105385,4.22659,-1.16765,5,NA,2256.724,NA,NA,NA,NA,NA
105567,3.35314,-0.30242,5,NA,2118.49,NA,NA,NA,NA,NA
105731,5,-0.506583,5,NA,2677.667,NA,NA,NA,NA,NA
105863,4.30048,-0.800119,4.39582,NA,3838.305,NA,NA,NA,NA,NA
106136,3.80356,-0.840187,5,NA,4654.024,NA,NA,NA,NA,NA
106296,4.99253,-0.915396,5,NA,NA,NA,NA,3986.386,NA,NA
106496,5,-2.27127,5,NA,574.952,NA,NA,NA,NA,NA
106794,5,-1.36288,4.0854,NA,4062.358,NA,NA,NA,NA,NA
107023,4.64358,-1.0734,4.84673,NA,2803.716,NA,NA,NA,NA,NA
107066,4.94524,-1.8158,5,NA,2147.197,NA,NA,NA,NA,NA
107364,5,-1.64302,4.08558,NA,1735.257,NA,NA,NA,NA,NA
107619,4.71357,-0.929712,5,NA,10706.138,NA,NA,NA,NA,NA
107813,5,-0.772418,4.94464,NA,15621.243,NA,NA,NA,NA,NA
108023,5,-1.01101,4.98911,NA,7022.5,NA,NA,NA,NA,NA
108117,4.94017,-0.255821,5,3368.369,NA,NA,NA,NA,NA,NA
108263,5,-0.899343,5,4248.495,NA,NA,NA,NA,NA,NA
108531,5,-0.809127,5,NA,NA,5897.703,NA,NA,NA,NA
108805,4.25123,-0.622028,4.39255,NA,2584.901,NA,NA,NA,NA,NA
108959,5,-1.03246,5,NA,5492.091,NA,NA,NA,NA,NA
109132,4.85402,-0.913646,5,NA,14796.348,NA,NA,NA,NA,NA
109284,4.88474,-1.02,4.88563,NA,10818.58,NA,NA,NA,NA,NA
109636,4.33721,-1.36261,4.70439,NA,7422.441,NA,NA,NA,NA,NA
109789,4.81785,-0.493324,5,NA,2560.112,NA,NA,NA,NA,NA
109867,5,-0.201677,5,4057.301,NA,NA,NA,NA,NA,NA
110084,4.81745,-0.428836,3.18662,NA,NA,316.229,NA,NA,NA,NA
110298,5,-0.676703,4.75205,NA,14087.23,NA,NA,NA,NA,NA
110475,5,-0.221166,5,3632.807,NA,NA,NA,NA,NA,NA
110746,4.61447,-0.868086,5,NA,6681.376,NA,NA,NA,NA,NA
111043,5,-0.992503,5,NA,7687.109,NA,NA,NA,NA,NA
111170,5,-1.07297,5,NA,3067.72,NA,NA,NA,NA,NA
111386,5,-0.938698,5,NA,10174.497,NA,NA,NA,NA,NA
111545,4.93018,-0.814548,4.98087,NA,17559.433,NA,NA,NA,NA,NA
111712,5,-0.935539,5,NA,11475.18,NA,NA,NA,NA,NA
111987,5,-0.950842,4.85366,NA,12886.06,NA,NA,NA,NA,NA
112236,4.8885,-0.296364,4.89957,NA,NA,1150.412,NA,NA,NA,NA
112321,5,-0.921239,4.78323,NA,15805.607,NA,NA,NA,NA,NA
112485,5,-2.36931,5,NA,NA,834.56,NA,NA,NA,NA
112747,5,-0.666221,5,NA,NA,NA,2540.514,NA,NA,NA
112902,5,-1.72282,4.48867,NA,NA,257.924,NA,NA,NA,NA
113084,5,-1.06621,4.66788,NA,NA,NA,NA,NA,254.844,NA
113373,5,-1.42048,5,7268.936,NA,NA,NA,NA,NA,NA
113638,5,-0.864546,4.96107,NA,14353.589,NA,NA,NA,NA,NA
113824,4.27523,-0.224412,5,NA,4834.842,NA,NA,NA,NA,NA
113931,4.62424,-1.06814,5,NA,1993.342,NA,NA,NA,NA,NA
114164,5,-1.01943,4.92938,NA,10174.669,NA,NA,NA,NA,NA
114381,5,-0.911849,4.54924,NA,NA,1701.815,NA,NA,NA,NA
114515,4.92369,-0.76576,5,NA,16231.647,NA,NA,NA,NA,NA
114699,5,-1.45811,5,NA,NA,NA,NA,651.848,NA,NA
115008,5,-2.03389,4.80576,2537.562,NA,NA,NA,NA,NA,NA
115107,5,-1.94179,5,NA,6732.095,NA,NA,NA,NA,NA
115402,4.82116,-2.22881,5,NA,NA,1776.488,NA,NA,NA,NA
115450,5,-1.29891,5,5599.193,NA,NA,NA,NA,NA,NA
115683,5,-2.15409,5,NA,3652.551,NA,NA,NA,NA,NA
116033,5,-1.71647,4.4444,NA,743.496,NA,NA,NA,NA,NA
116048,5,-0.913959,5,NA,11091.156,NA,NA,NA,NA,NA
116342,5,-0.0348712,5,2588.331,NA,NA,NA,NA,NA,NA
116636,3.12995,-0.00430952,4.62929,NA,597.659,NA,NA,NA,NA,NA
116801,5,-0.60312,5,NA,10276.432,NA,NA,NA,NA,NA
117039,4.88239,-0.635531,5,NA,12195.973,NA,NA,NA,NA,NA
117096,3.26594,0.239007,3.23797,NA,425.628,NA,NA,NA,NA,NA
117395,4.07146,-0.691295,4.03268,NA,434.279,NA,NA,NA,NA,NA
117536,4.58588,-0.736973,4.83983,NA,6417.047,NA,NA,NA,NA,NA
117792,4.15938,-0.0972624,5,NA,3279.178,NA,NA,NA,NA,NA
117867,4.74763,0.473622,5,NA,2365.32,NA,NA,NA,NA,NA
118227,5,0.307288,5,NA,4535.972,NA,NA,NA,NA,NA
118311,5,-0.721546,5,NA,12608.21,NA,NA,NA,NA,NA
118524,5,-1.90959,5,NA,4550.24,NA,NA,NA,NA,NA
118744,5,-3.01813,4.75424,NA,3769.541,NA,NA,NA,NA,NA
118996,4.91017,-2.04356,5,NA,NA,4783.852,NA,NA,NA,NA
119225,4.75247,-1.91603,5,NA,5418.793,NA,NA,NA,NA,NA
119376,4.9268,-0.593205,5,NA,9091.93,NA,NA,NA,NA,NA
119487,5,-0.635001,5,NA,9194.501,NA,NA,NA,NA,NA
119834,5,-0.0644249,4.28976,NA,3736.758,NA,NA,NA,NA,NA
119854,5,-0.260023,4.17216,NA,3749.591,NA,NA,NA,NA,NA
120087,5,0.166807,4.64589,NA,839.777,NA,NA,NA,NA,NA
120332,5,-0.914248,4.66603,NA,8913.455,NA,NA,NA,NA,NA
120474,5,-0.61631,4.78944,NA,10508.637,NA,NA,NA,NA,NA
120748,4.98639,-0.155158,5,NA,NA,4843.097,NA,NA,NA,NA
120853,5,-0.69277,3.65919,NA,3083.25,NA,NA,NA,NA,NA
121121,4.31086,0.045135,4.85397,NA,2117.986,NA,NA,NA,NA,NA
121364,5,0.309266,5,NA,4408.997,NA,NA,NA,NA,NA
121597,5,-2.14199,5,NA,4180.763,NA,NA,NA,NA,NA
121741,4.86831,-0.962937,5,NA,12156.448,NA,NA,NA,NA,NA
121893,5,-0.707609,5,NA,11773.861,NA,NA,NA,NA,NA
122140,4.54417,-0.824804,5,NA,2157.672,NA,NA,NA,NA,NA
122345,5,-1.93307,5,NA,NA,4060.22,NA,NA,NA,NA
122552,4.88609,-2.01867,5,NA,8721.499,NA,NA,NA,NA,NA
122816,5,-0.999113,5,NA,7341.486,NA,NA,NA,NA,NA
122992,5,-1.43699,4.17981,NA,7574.554,NA,NA,NA,NA,NA
123105,4.08146,-1.31917,5,NA,3723.206,NA,NA,NA,NA,NA
123320,4.24723,-1.56901,5,NA,NA,5089.545,NA,NA,NA,NA
123531,4.75344,-1.04902,5,NA,5248.488,NA,NA,NA,NA,NA
123697,4.26418,-1.95193,5,NA,NA,1212.817,NA,NA,NA,NA
123907,4.38454,-1.64012,5,NA,2975.907,NA,NA,NA,NA,NA
124128,3.85696,-1.78048,4.62514,NA,69.234,NA,NA,NA,NA,NA
124255,3.46652,-1.02133,4.27707,NA,590.794,NA,NA,NA,NA,NA
124513,4.96754,-0.864193,5,NA,17898.595,NA,NA,NA,NA,NA
124797,4.14897,-1.16164,5,NA,1141.935,NA,NA,NA,NA,NA
124883,2.61878,-0.282672,5,437.646,NA,NA,NA,NA,NA,NA
125185,4.71495,-0.272685,3.1215,NA,1708.096,NA,NA,NA,NA,NA
125353,5,-0.367961,4.19622,NA,2344.783,NA,NA,NA,NA,NA
125456,5,-1.57453,4.36032,NA,4790.78,NA,NA,NA,NA,NA
125819,5,-1.38881,3.26742,NA,4251.307,NA,NA,NA,NA,NA
125952,5,-0.770996,3.93777,NA,1897.946,NA,NA,NA,NA,NA
126136,5,-0.848141,3.90866,NA,3592.19,NA,NA,NA,NA,NA
126264,5,-0.686329,5,2699.468,NA,NA,NA,NA,NA,NA
126489,4.2799,-0.119291,5,NA,NA,4354.833,NA,NA,NA,NA
126644,3.44637,-1.5364,5,NA,2342.031,NA,NA,NA,NA,NA
126998,2.94798,-1.02953,5,NA,NA,784.564,NA,NA,NA,NA
127205,0.908031,-0.913218,5,NA,NA,2663.602,NA,NA,NA,NA
127270,1.32947,-1.13911,5,NA,317.226,NA,NA,NA,NA,NA
127425,1.89114,-2.01455,5,NA,1332.165,NA,NA,NA,NA,NA
127627,2.37936,-1.57639,4.39988,607.954,NA,NA,NA,NA,NA,NA
127831,2.68576,-1.62417,4.82818,742.696,NA,NA,NA,NA,NA,NA
128052,5,-1.02583,4.97892,NA,6399.949,NA,NA,NA,NA,NA
128261,3.7595,-0.823915,5,NA,NA,1882.585,NA,NA,NA,NA
128619,5,-0.0442186,4.7199,NA,NA,3408.041,NA,NA,NA,NA
128712,4.73647,-0.518528,5,NA,3673.65,NA,NA,NA,NA,NA
128899,5,-0.869032,5,NA,12329.447,NA,NA,NA,NA,NA
129182,4.25618,-1.32779,5,NA,6475.41,NA,NA,NA,NA,NA
129384,3.89002,-1.03588,4.75442,NA,1569.9,NA,NA,NA,NA,NA
129461,4.68271,-0.582018,4.2403,NA,NA,2354.681,NA,NA,NA,NA
129686,5,-0.667155,4.22329,NA,NA,4068.698,NA,NA,NA,NA
129887,4.49386,-1.28614,3.94753,NA,NA,33.441,NA,NA,NA,NA
130150,5,-0.713652,3.79491,NA,5423.273,NA,NA,NA,NA,NA
130327,5,-0.318718,4.03294,NA,769.245,NA,NA,NA,NA,NA
130486,5,-0.599579,4.48329,336.649,NA,NA,NA,NA,NA,NA
130802,5,-0.552134,5,NA,6659.746,NA,NA,NA,NA,NA
130937,4.93837,-0.831376,5,NA,15810.923,NA,NA,NA,NA,NA
131085,4.19632,-0.35046,4.89387,NA,3572.697,NA,NA,NA,NA,NA
131331,5,-0.250966,4.43844,NA,2352.488,NA,NA,NA,NA,NA
131440,4.88644,-0.38301,4.32542,NA,2818.481,NA,NA,NA,NA,NA
131665,5,-0.706786,5,NA,11751.594,NA,NA,NA,NA,NA
131822,4.6009,-0.715558,5,NA,5615.684,NA,NA,NA,NA,NA
132064,4.83034,-0.988368,5,NA,10430.401,NA,NA,NA,NA,NA
132283,4.37179,-1.58068,5,NA,5766.197,NA,NA,NA,NA,NA
132601,4.94882,-0.79927,5,NA,15604.126,NA,NA,NA,NA,NA
132733,5,-0.640345,5,NA,9422.32,NA,NA,NA,NA,NA
132893,4.26673,-0.759096,4.44866,NA,2308.551,NA,NA,NA,NA,NA
133123,5,-0.016052,4.27348,NA,2882.133,NA,NA,NA,NA,NA
133303,3.70424,-0.897421,2.74367,NA,1017.603,NA,NA,NA,NA,NA
133562,5,-0.785629,4.70225,NA,NA,12321.892,NA,NA,NA,NA
133771,4.10778,-0.379851,5,NA,1313.66,NA,NA,NA,NA,NA
133853,3.89055,-0.991475,5,NA,1963.41,NA,NA,NA,NA,NA
134038,5,-0.826007,5,NA,12955.837,NA,NA,NA,NA,NA
134409,4.87865,-1.67782,4.35106,NA,3240.607,NA,NA,NA,NA,NA
134594,3.8306,-0.973245,5,NA,2962.316,NA,NA,NA,NA,NA
134711,5,-2.01605,5,NA,5545.219,NA,NA,NA,NA,NA
134852,4.71756,-0.638763,5,NA,9665.683,NA,NA,NA,NA,NA
135167,4.09422,-0.169837,5,NA,2441.467,NA,NA,NA,NA,NA
135361,5,-0.727199,5,NA,12250.722,NA,NA,NA,NA,NA
135538,4.90262,-0.708393,5,NA,NA,16780.681,NA,NA,NA,NA
135759,5,-2.32775,5,NA,NA,152.735,NA,NA,NA,NA
135820,5,-2.09261,4.68711,NA,4389.389,NA,NA,NA,NA,NA
136126,5,-0.845838,5,NA,15070.142,NA,NA,NA,NA,NA
136262,5,-0.740743,4.70162,NA,16143.003,NA,NA,NA,NA,NA
136545,5,-2.02623,5,NA,5516.644,NA,NA,NA,NA,NA
136707,4.85068,-1.44853,4.30386,NA,9652.852,NA,NA,NA,NA,NA
136893,5,-1.37346,5,NA,NA,2487.323,NA,NA,NA,NA
137159,4.98126,-0.760517,5,NA,14987.874,NA,NA,NA,NA,NA
137372,3.58188,-0.976723,4.68937,NA,901.784,NA,NA,NA,NA,NA
137524,3.29397,-0.278008,5,NA,2551.767,NA,NA,NA,NA,NA
137816,5,-0.81976,5,NA,12999.504,NA,NA,NA,NA,NA
137888,5,-0.57078,4.64976,NA,4427.61,NA,NA,NA,NA,NA
138078,5,-0.770863,5,NA,12924.749,NA,NA,NA,NA,NA
138403,5,-0.954581,5,NA,9506.132,NA,NA,NA,NA,NA
138468,4.94072,-0.750294,5,NA,17682.246,NA,NA,NA,NA,NA
138660,4.62914,-1.21628,4.76986,NA,NA,655.727,NA,NA,NA,NA
138823,4.84503,-0.776909,5,NA,18798.433,NA,NA,NA,NA,NA
139111,3.8939,-0.290803,5,NA,NA,265.635,NA,NA,NA,NA
139305,5,-1.85957,5,NA,3271.466,NA,NA,NA,NA,NA
139603,5,-2.01757,5,NA,5542.263,NA,NA,NA,NA,NA
139621,4.36229,-1.71418,5,NA,1420.7,NA,NA,NA,NA,NA
139856,4.26942,-1.23537,5,NA,4174.137,NA,NA,NA,NA,NA
140157,4.91799,-0.868989,4.7762,NA,19241.159,NA,NA,NA,NA,NA
140392,5,-0.132302,4.21404,NA,4302.255,NA,NA,NA,NA,NA
140597,5,-0.138014,3.33788,NA,2559.926,NA,NA,NA,NA,NA
140676,5,-0.880643,4.77452,NA,14740.426,NA,NA,NA,NA,NA
140975,5,-0.698282,5,NA,14624.476,NA,NA,NA,NA,NA
141145,5,-1.98251,5,NA,5490.103,NA,NA,NA,NA,NA
141277,5,-2.17054,4.88274,NA,4312.136,NA,NA,NA,NA,NA
141548,4.53062,-2.959,3.75638,NA,111.462,NA,NA,NA,NA,NA
141800,5,-2.0708,2.82465,NA,1816.499,NA,NA,NA,NA,NA
141972,5,-1.35097,4.28395,NA,NA,2139.43,NA,NA,NA,NA
142215,4.8215,-1.99814,5,NA,8079.234,NA,NA,NA,NA,NA
142348,5,-2.22212,5,NA,1914.039,NA,NA,NA,NA,NA
142550,5,-1.08673,5,NA,2216.935,NA,NA,NA,NA,NA
142662,5,-1.85772,5,NA,3215.036,NA,NA,NA,NA,NA
142835,4.88125,-1.96929,5,NA,7154.845,NA,NA,NA,NA,NA
143069,4.79484,-1.77644,4.93357,NA,318.285,NA,NA,NA,NA,NA
143376,4.19136,-1.26387,4.88549,NA,NA,5915.932,NA,NA,NA,NA
143586,5,-2.01778,5,NA,6077.958,NA,NA,NA,NA,NA
143738,5,-2.06916,5,NA,5179.215,NA,NA,NA,NA,NA
144007,5,-0.698434,4.85824,NA,15351.265,NA,NA,NA,NA,NA
144091,5,-0.809973,5,NA,13043.595,NA,NA,NA,NA,NA
144312,4.86949,-0.776238,4.84473,NA,22957.966,NA,NA,NA,NA,NA
144563,4.3253,-1.28313,5,1812.603,NA,NA,NA,NA,NA,NA
144735,4.31207,-1.63822,5,NA,3790.896,NA,NA,NA,NA,NA
144891,5,-2.17516,4.55865,NA,763.431,NA,NA,NA,NA,NA
145198,5,-0.92633,4.73518,NA,NA,8932.42,NA,NA,NA,NA
145280,4.70107,0.361757,5,NA,3925.677,NA,NA,NA,NA,NA
145605,4.15739,-0.226727,4.82845,NA,6504.385,NA,NA,NA,NA,NA
145776,4.81559,-2.00445,5,NA,NA,4628.332,NA,NA,NA,NA
