id,x0,x1,x2,fitness-2,fitness-1,fitness-2.5,fitness-1.5,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-3,fitness1,fitness0.5,fitness-0.5,fitness0,fitness2,fitness2.5,fitness3.5,fitness5,fitness4.5,fitness4,fitness3,fitness1.5
34653,-0.916366,3.8317,-0.274196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3784.446,NA,NA,NA,NA
34966,-0.911241,3.90701,-0.314618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261.974,NA,NA,NA
35115,-1.32327,5,0.254654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4528.862,NA,NA,NA,NA
35296,-1.19584,5,0.44695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.706,NA,NA,NA
35385,-1.2712,5,-0.765057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12138.657,NA,NA,NA,NA
35726,-1.1399,4.79367,-0.646579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.779,NA,NA,NA
35907,-1.84572,5,-0.103773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200.408,NA,NA,NA,NA
36043,-1.28141,5,-0.794083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16205.005,NA,NA,NA,NA
36253,-1.46312,5,-1.37549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3654.578,NA,NA,NA
36371,0.217886,2.94805,-1.96299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.623,NA,NA,NA
36642,-2.26184,2.40228,-1.04603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.393,NA,NA,NA,NA
36911,-2.02229,2.80813,-0.07279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045.027,NA,NA,NA,NA
36979,-2.69831,3.36145,1.62877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.41,NA,NA,NA
37270,-2.22741,4.34917,3.63216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.963,NA
37457,-1.92187,4.77686,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951.606,NA,NA,NA,NA,NA
37734,-0.891785,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.888,NA,NA
37792,-0.855785,4.28559,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2411.724,NA
38112,-0.89216,3.76876,3.59384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.496,NA
38184,0.221509,4.53768,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.439,NA,NA,NA,NA,NA,NA
38399,-1.31964,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5615.048,NA,NA,NA
38700,0.322155,4.69283,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3205.805,NA,NA,NA,NA
38809,1.73031,4.09007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.934,NA,NA,NA,NA
39134,1.78974,4.30638,4.83617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032.953,NA,NA,NA,NA
39319,1.98068,3.88201,4.6775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.065,NA,NA,NA
39525,0.705459,4.28606,3.80039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.415,NA,NA
39712,-0.281391,3.99207,4.65239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.332,NA,NA,NA,NA
39964,-0.776047,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12967.396,NA,NA,NA,NA
39967,-1.99627,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5540.889,NA,NA,NA,NA
40307,-0.972915,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8663.547,NA,NA,NA,NA
40473,-0.8504,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12669.988,NA,NA,NA,NA
40666,-1.102,3.64071,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.677,NA,NA,NA,NA
40907,-1.5458,2.35319,4.73122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.973,NA,NA,NA
41065,-0.223116,2.62606,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.443,NA,NA,NA,NA,NA
41241,-0.858399,4.85142,4.77919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20953.049,NA,NA,NA,NA
41389,-0.93141,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13742.64,NA,NA,NA,NA
41647,-2.20281,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2432.6,NA,NA,NA,NA
41846,-1.01338,3.95051,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.486,NA,NA,NA,NA
41995,0.48525,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854.399,NA,NA,NA,NA
42307,0.0569732,4.11478,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.577,NA,NA,NA,NA
42500,1.24108,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2289.618,NA,NA,NA,NA
42679,1.47596,4.5869,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.402,NA,NA,NA,NA
42941,2.73351,4.05138,3.70235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.528,NA,NA,NA,NA
43029,3.71298,4.70831,4.07424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,922.799,NA,NA,NA,NA
43332,3.87208,4.78883,3.98371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.024,NA,NA,NA,NA
43451,3.47361,5,3.69442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.806,NA,NA,NA,NA
43649,2.99795,5,4.02762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.482,NA,NA,NA,NA
43944,3.67188,4.11434,3.94388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.339,NA,NA,NA
44065,4.38557,4.89909,4.32753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2163.598,NA,NA,NA
44243,5,4.61178,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2792.5,NA,NA
44399,4.32489,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6822.091,NA,NA,NA,NA
44592,3.11505,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793.782,NA,NA,NA,NA
44926,3.05658,5,4.91864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.311,NA,NA,NA,NA
45089,4.67337,4.35441,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4119.544,NA,NA,NA,NA
45276,4.45369,3.94255,4.88991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.735,NA,NA,NA,NA
45397,4.05677,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1797.303,NA,NA,NA,NA
45570,4.5231,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.116,NA,NA
45782,4.64891,4.65107,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603.885,NA
46045,5,3.50606,4.10523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.27,NA,NA,NA,NA,NA,NA
46298,4.9353,4.37261,4.10495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.754,NA,NA,NA,NA,NA,NA
46444,5,3.47961,4.96399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.208,NA,NA
46709,4.39286,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522.212,NA,NA
46774,2.61447,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.535,NA,NA,NA,NA,NA
47008,3.26418,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.737,NA,NA,NA,NA,NA,NA
47256,3.17321,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.402,NA
47531,2.25059,5,4.83058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,896.8,NA
47596,3.81694,4.53526,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.273,NA
47812,5,4.87158,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3917.236,NA
48083,5,3.85235,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.829,NA
48307,5,4.44718,4.41098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.145,NA
48378,4.40036,4.58373,4.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.233,NA,NA,NA,NA,NA,NA
48583,4.54027,4.48979,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48959,3.39211,4.19428,4.27855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.742,NA,NA,NA,NA,NA,NA,NA
49159,3.2514,4.21625,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.328,NA,NA,NA,NA,NA,NA,NA,NA
49207,3.66766,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674.615,NA,NA,NA,NA,NA,NA,NA,NA
49460,3.86803,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49654,5,4.73682,4.63912,NA,8495.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49888,5,5,4.53552,287.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50145,5,5,3.19854,NA,NA,NA,2525.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50232,5,5,3.31925,NA,NA,NA,870.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50453,5,4.76391,1.88938,902.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50642,5,5,2.84851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
50889,5,2.95949,3.09991,NA,85.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50995,5,3.67762,3.89942,NA,924.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51233,5,3.7135,4.19058,NA,NA,NA,2047.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51519,5,3.77509,5,NA,NA,NA,NA,NA,NA,NA,NA,997.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51596,5,3.32509,4.28702,NA,1242.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51768,5,4.58037,4.12352,NA,NA,NA,1215.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52062,5,5,5,5473.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52281,5,5,5,3938.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52412,4.86455,5,5,6950.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52686,4.47297,4.70924,5,NA,NA,NA,1993.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52894,5,5,5,1233.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53016,5,3.33365,5,NA,NA,NA,2892.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53192,5,3.2331,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2727.052,NA,NA,NA,NA,NA,NA,NA,NA
53513,5,3.81287,5,NA,4542.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53754,4.99197,4.2606,4.3655,NA,3246.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53941,4.08342,4.51871,4.39412,NA,-21.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54163,3.29983,5,5,NA,1514.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54360,3.9072,4.59594,4.8399,NA,NA,NA,NA,NA,NA,277.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54528,5,4.87513,5,5397.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54593,5,4.88144,4.84546,5017.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54811,4.40053,4.7326,5,NA,NA,NA,NA,779.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55037,5,5,3.6841,NA,NA,NA,NA,NA,NA,737.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55279,5,4.9912,4.26963,NA,NA,NA,NA,1339.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55526,5,5,4.95185,NA,NA,NA,NA,NA,2985.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55594,5,5,5,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55947,5,2.97137,5,NA,NA,NA,NA,NA,201.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56004,5,2.89815,4.7731,NA,NA,NA,NA,NA,605.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56321,5,5,5,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56871,4.10555,5,3.83324,NA,NA,NA,NA,NA,NA,NA,296.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56974,5,5,4.16509,NA,NA,NA,NA,NA,NA,NA,328.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57328,3.0564,4.5887,4.37943,NA,NA,NA,NA,NA,48.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57426,3.60484,4.9351,3.56321,NA,NA,NA,NA,NA,38.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57651,4.82708,5,5,NA,NA,NA,NA,NA,3371.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57815,5,5,5,NA,NA,NA,NA,NA,NA,NA,-521.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57967,5,5,5,NA,NA,NA,NA,NA,NA,1276.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58220,5,4.56069,4.29661,NA,NA,NA,NA,NA,NA,NA,338.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58473,5,4.89123,4.43395,NA,NA,NA,NA,NA,NA,NA,1028.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58573,5,5,4.72781,NA,NA,NA,NA,NA,NA,NA,NA,3307.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58775,5,5,5,NA,13035.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58961,5,5,5,NA,1605.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59254,5,2.73659,5,NA,3207.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59428,4.90588,3.26791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.925,NA,NA,NA,NA,NA,NA,NA,NA
59668,4.84533,3.86882,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1293.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59910,4.92121,4.6033,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60117,4.64466,5,3.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60307,3.30203,4.68682,3.05176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60431,3.93571,4.58632,4.63956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
60741,4.8021,4.90979,4.13452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734.456,NA,NA,NA,NA,NA,NA,NA,NA,NA
60884,5,5,3.78679,NA,4694.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61065,5,5,3.12623,NA,1072.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61309,4.66921,5,3.96369,337.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61515,5,4.18961,4.46451,NA,827.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61683,4.69733,4.38527,4.48125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,848.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
61852,5,4.09213,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62157,5,4.58712,3.73569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62344,5,4.87123,4.14396,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62503,4.7011,1.72824,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2138.283,NA,NA,NA,NA,NA,NA,NA,NA,NA
62580,5,2.63614,5,590.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62818,5,3.7118,4.29972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491.209,NA,NA,NA,NA,NA,NA,NA,NA
63065,5,2.88886,4.92334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63285,5,3.1498,4.63939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63557,5,3.21795,4.22068,NA,1346.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63682,5,1.3956,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2045.68,NA,NA,NA,NA,NA,NA,NA,NA
63886,5,2.34797,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.905,NA,NA,NA,NA,NA,NA,NA,NA
63983,4.61058,1.80396,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64355,4.45995,0.476268,5,NA,NA,NA,NA,NA,NA,NA,NA,153.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64394,5,1.05536,4.555,NA,NA,NA,NA,NA,NA,NA,NA,47.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64595,5,2.22719,4.71023,NA,NA,NA,NA,52.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64807,5,3.14895,3.94876,-172.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65019,4.95561,4.56772,3.9332,NA,NA,NA,NA,NA,NA,NA,NA,138.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65313,4.75655,4.43652,5,NA,NA,NA,NA,NA,NA,NA,447.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65506,4.9409,5,5,NA,NA,NA,NA,NA,3116.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65574,5,4.76305,4.11343,NA,NA,NA,NA,616.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65814,4.42346,5,4.33545,NA,NA,NA,NA,NA,NA,NA,NA,400.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65960,4.19461,5,4.45227,NA,NA,NA,NA,-153.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66299,4.56267,5,4.63346,NA,NA,NA,NA,NA,NA,NA,NA,531.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66558,3.75543,5,5,NA,NA,NA,NA,NA,NA,NA,NA,583.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66585,5,5,4.83725,NA,NA,NA,NA,NA,3393.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66834,5,4.8242,5,NA,NA,NA,NA,NA,3462.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67139,4.76526,5,4.83625,NA,NA,NA,NA,NA,2834.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67206,5,5,5,NA,NA,NA,NA,NA,NA,2409.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67435,4.95897,4.66428,5,NA,NA,NA,NA,NA,NA,NA,NA,2962.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67701,4.92291,3.27859,3.91128,NA,NA,NA,NA,NA,NA,NA,243.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67812,5,3.75111,3.9891,NA,NA,NA,NA,NA,3.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68042,5,4.80726,4.58282,NA,NA,NA,NA,NA,1228.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68296,4.94419,4.55591,5,NA,NA,NA,NA,NA,705.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68396,4.64238,4.8416,5,NA,NA,NA,NA,NA,2334.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68580,3.66284,5,4.76363,NA,NA,NA,NA,NA,847.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68772,4.29849,4.24842,5,NA,NA,NA,NA,NA,NA,964.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69122,4.78085,5,5,NA,NA,NA,NA,NA,NA,583.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69196,4.82792,4.87418,5,NA,NA,NA,NA,NA,NA,4312.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69369,5,5,4.98816,NA,NA,NA,NA,NA,2692.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69590,4.68402,5,5,NA,NA,NA,NA,NA,2275.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69765,5,5,5,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
