id,x0,x1,x2,fitness5,fitness4,fitness3,fitness0.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-1,fitness4.5,fitness3.5
56516,5,4.86886,-0.899766,15366.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56677,5,4.80183,-2.05951,NA,2056.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
56895,5,5,-0.848378,12700.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57041,4.98233,3.71043,-1.00486,3190.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57206,5,4.207,-0.279366,3993.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57380,5,4.28177,-0.168869,4844.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57714,5,5,-1.88195,5199.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57927,5,5,-0.604659,NA,NA,NA,NA,NA,NA,NA,NA,NA,8082.462,NA
57984,5,5,-0.574846,6325.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58183,4.94742,5,-0.730731,NA,NA,NA,NA,NA,NA,NA,NA,NA,11573.823,NA
58372,5,5,-0.573997,6281.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58616,5,5,-0.996816,7462.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58782,5,3.6977,-2.02693,2379.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58953,5,5,-1.86887,3545.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59182,5,5,-0.907311,14187.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59345,5,4.83501,-0.783252,NA,NA,NA,NA,NA,NA,NA,NA,NA,17165.492,NA
59576,4.81202,5,-2.4106,NA,1677.803,NA,NA,NA,NA,NA,NA,NA,NA,NA
59887,5,3.77109,-1.96489,1994.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60121,5,4.68464,-0.702164,10368.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60313,3.43159,5,-0.997319,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.212,NA
60446,5,2.72789,-0.600885,2415.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60627,5,4.33641,-0.0716518,3598.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60929,5,5,0.303469,3384.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61062,5,4.76447,-0.978375,10031.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61169,4.71911,4.74394,-0.807354,15330.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61520,4.86822,5,-1.85549,4188.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61692,5,5,-1.84248,2727.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61839,5,5,-1.89358,5213.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62112,4.62077,4.78828,-1.06719,2465.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62319,5,5,-0.70448,NA,NA,NA,NA,NA,NA,NA,NA,NA,5181.876,NA
62535,4.29518,5,-1.27644,5342.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62708,4.99399,4.94538,-0.831197,NA,NA,NA,NA,NA,NA,NA,NA,NA,14584.571,NA
62770,5,4.67224,-2.0783,4225.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63095,5,5,-1.22135,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.032,NA
63272,4.87142,5,-0.873156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5751.037
63382,5,5,-0.82362,12973.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63658,4.27935,5,-1.25152,4676.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63914,4.1695,4.3752,-1.94702,1392.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64110,4.34257,4.36525,-0.5726,NA,732.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
64281,5,4.44357,-0.329647,1921.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64375,5,5,-0.808087,13048.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64638,5,5,-0.873857,12224.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64854,5,4.39499,-0.225205,3535.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65091,5,5,-0.768088,12898.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65240,4.63883,5,-0.918659,7304.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65508,4.25073,4.90197,-0.399639,2280.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65657,5,3.68659,-0.829409,4042.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65869,5,3.62659,-2.02382,1172.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65938,5,4.71318,-2.12618,4324.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66212,5,5,-1.01111,6695.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66456,4.69284,4.5624,-0.660972,2501.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66650,4.96378,5,-0.71962,NA,NA,NA,NA,NA,NA,NA,NA,NA,7309.864,NA
66789,5,4.37084,-0.145751,3914.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67094,5,5,-0.489401,2329.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67193,5,5,-1.08134,2551.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67371,5,5,-1.11779,277.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67528,5,4.37422,-0.274373,4498.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67891,5,5,-0.644351,9589.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68060,4.73763,5,-0.929605,11672.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68144,4.72356,5,-2.0791,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634.257,NA
68410,4.89789,5,-2.13863,5223.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68590,4.29288,5,-1.2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.428,NA
68821,4.75753,4.96253,-0.523162,6379.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68984,5,5,-1.02449,5948.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69210,5,4.37923,-1.89628,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.034,NA
69481,5,5,-1.87576,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639.774,NA
69649,4.5412,5,-0.386592,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.125,NA
69856,5,2.94556,-0.654081,1250.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70102,5,4.38818,-1.49939,NA,NA,NA,NA,NA,NA,NA,NA,NA,5270.581,NA
70244,5,4.56392,-0.29218,NA,1111.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
70393,5,4.9535,-0.856041,14848.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70535,4.87319,5,-1.8834,5239.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70769,5,5,-0.744372,12581.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71066,5,5,-1.05627,4084.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71144,5,4.89123,-1.83487,4116.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71334,4.90463,5,-2.84386,2330.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71553,5,4.6224,-3.92004,1414.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71890,4.80591,5,-5,3298.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72069,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73081,4.29426,5,-4.48735,1556.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73191,5,5,-4.98973,2595.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73444,4.94618,5,-4.77156,1064.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73585,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73735,5,5,-5,3382.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74040,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74157,4.84938,5,-4.86424,2817.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74395,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74647,4.65396,5,-5,1906.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74832,5,4.91718,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3256.349,NA
75044,5,5,-5,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75260,5,5,-3.95382,2586.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75370,5,5,-1.93105,4943.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75602,4.84556,5,-2.05543,9230.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75752,5,5,-0.930283,10503.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75968,4.88717,5,-0.693194,14980.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76118,5,5,-1.90039,4352.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76486,5,5,-0.763041,12845.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76698,5,5,-1.89226,4162.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76732,5,5,-1.96394,NA,NA,NA,NA,NA,NA,NA,NA,NA,4824.356,NA
76951,5,4.457,-1.50179,2967.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77137,4.83429,4.60191,-2.11583,2799.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77414,4.85559,3.19206,-2.66604,721.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77522,5,4.87454,-2.46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,1746.966,NA
77825,4.87922,5,-2.1131,5979.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78060,4.7752,4.46515,-1.61055,1907.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78213,5,4.32223,-1.65175,3358.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78493,4.82011,5,-1.03236,7199.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78503,5,5,-0.756767,16535.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78804,5,4.91909,-0.734193,19569.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78905,5,4.36408,-1.34471,5800.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79237,4.18385,4.40428,-1.03357,1305.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79402,3.78027,4.8227,-1.55104,NA,NA,NA,NA,NA,NA,NA,NA,NA,2368.28,NA
79561,5,5,-1.82802,2228.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79762,5,5,-2.07444,6773.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79960,5,4.90838,-0.800072,16852.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80243,5,5,-1.02919,5680.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80387,4.86623,3.09973,-1.57353,2624.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80575,5,2.9377,-0.91361,1538.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80830,4.6826,4.23288,-1.6439,3178.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80944,5,5,-1.85335,3079.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81271,5,4.99822,-0.903046,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100.562,NA
81399,5,4.70167,-1.03622,5102.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81681,5,4.90933,0.192489,2339.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81752,5,3.74508,-0.874746,5520.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81935,5,5,-0.78159,13003.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82115,5,4.79576,-1.42499,NA,NA,4727.723,NA,NA,NA,NA,NA,NA,NA,NA
82376,5,4.95007,-0.847262,18734.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82650,5,5,-0.771524,12930.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82822,5,5,-0.962728,9140.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82924,5,5,-0.499001,2877.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83191,4.82086,3.73841,-0.504739,1222.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83349,5,3.02576,-1.43119,334.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83666,5,5,-0.595876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671.072
83776,5,4.70338,-0.487753,1617.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83970,5,5,-0.788527,13036.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84280,4.60326,4.78544,0.414571,1782.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84486,4.93294,4.96444,-0.183064,NA,3687.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
84614,4.3054,4.85496,0.44158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.959
84824,5,5,1.49491,1141.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84914,4.85125,3.98078,-0.459249,5.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85129,5,3.85694,0.222957,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.465,NA
85316,5,5,0.189425,1745.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85632,5,5,0.161285,1047.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85773,4.67542,5,-0.65497,8507.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86026,5,5,-1.79755,1073.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86212,5,5,-1.08876,2090.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86314,4.81408,4.02131,-1.33709,1298.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86680,5,4.69013,-0.753054,11660.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86770,5,5,-1.60785,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720.616,NA
86934,5,4.58336,-0.590699,2671.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87156,4.0549,5,-0.183916,1537.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87353,5,5,0.167644,1213.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87579,4.11883,4.88227,-1.28018,4450.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87733,5,5,-0.814994,15175.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87891,5,4.69054,1.21857,NA,503.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
88155,5,5,0.270973,NA,1064.457,NA,NA,NA,NA,NA,NA,NA,NA,NA
88479,4.24072,4.69897,-0.366445,NA,NA,NA,NA,NA,NA,NA,NA,NA,2063.736,NA
88487,5,5,0.289968,NA,NA,NA,NA,NA,NA,NA,NA,NA,3329.369,NA
88841,5,4.76625,-1.67514,NA,NA,NA,NA,NA,NA,NA,NA,NA,3161.036,NA
89006,5,3.84584,-0.791842,4245.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89109,5,3.82091,-0.759868,4500.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89319,5,4.74088,0.215679,2576.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89616,5,4.27021,-1.34987,6870.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89708,4.81586,5,-2.22319,2457.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89970,4.98605,4.00933,-1.3902,703.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90145,4.82826,3.19952,-1.25072,3175.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90442,5,3.80556,-0.82106,4704.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90490,3.87521,5,-1.0019,2026.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90831,4.54416,5,-0.981769,1369.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90909,4.02369,5,-0.298069,876.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91114,3.38586,5,-0.112457,2054.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91388,4.9237,5,-1.22247,NA,1457.094,NA,NA,NA,NA,NA,NA,NA,NA,NA
91574,5,5,-1.03392,5407.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91698,4.9865,4.97806,-0.542401,5344.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91957,5,4.82291,-0.764299,16881.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92260,5,5,-0.669404,10562.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92454,5,4.94435,-0.702896,14068.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92564,5,5,0.432688,2732.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92869,5,5,-0.839928,12815.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92997,5,4.82541,-0.530162,5205.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93222,5,5,-0.547601,4895.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93303,4.96198,5,-0.774966,15054.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93626,5,5,-0.789458,NA,NA,NA,NA,NA,NA,NA,NA,NA,12271.649,NA
93808,4.67875,5,-0.72604,NA,3826.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
93938,5,4.71271,-0.786537,13206.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94137,4.70001,4.28299,-1.45368,8742.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94466,5,5,-1.97324,5433.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94569,4.33232,5,-1.69082,2208.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94832,5,5,-0.591701,7177.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94956,5,5,-1.86614,3466.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95209,5,4.48158,-1.53684,1405.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95310,4.69028,4.23692,-1.05786,NA,1344.662,NA,NA,NA,NA,NA,NA,NA,NA,NA
95490,4.96553,4.32918,-1.50924,7314.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95745,4.24537,5,-0.347041,3084.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96036,5,5,-0.725853,12221.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96245,5,4.64454,-0.846629,8877.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96409,5,4.6579,-1.9085,4048.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96542,5,4.62021,-3.00025,2385.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96856,5,5,-1.80269,1277.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96910,5,4.25992,-1.62431,4252.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97125,5,4.70061,-0.974068,10447.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97421,5,5,-1.87845,3811.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97522,5,5,-2.98378,3229.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97714,4.78044,5,-3.00153,NA,NA,NA,NA,NA,NA,NA,NA,NA,3252.509,NA
98059,5,4.75836,-1.90141,6123.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98227,5,5,-0.800721,16105.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98390,5,5,0.390497,4267.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98602,5,4.57468,-0.981319,2708.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98785,5,4.09044,-1.42493,4597.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98968,5,4.17708,-1.6523,3845.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99232,4.6169,5,0.333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338.677,NA
99456,4.42339,5,-1.21948,2157.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99601,5,3.89476,0.286333,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.611,NA
99725,5,5,0.439666,3219.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100000,4.62016,5,0.782834,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.1,NA
100162,5,5,2.35499,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167.362,NA
100328,5,4.31839,1.74286,1391.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100576,5,5,1.38634,2395.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100713,5,5,0.569435,85.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101047,5,4.75442,0.148585,818.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101157,5,5,-0.707148,11761.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101346,5,5,-0.874771,13494.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101559,5,4.09106,-1.26147,2427.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101844,5,4.97032,-0.725177,13704.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102067,5,4.87398,-2.22781,2337.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102102,5,5,-0.964723,9049.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102469,4.63401,5,-0.805829,8399.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102551,5,4.0982,-0.674624,NA,NA,NA,NA,NA,NA,NA,NA,NA,2262.377,NA
102866,5,3.80928,-1.49142,NA,NA,NA,NA,NA,NA,NA,NA,NA,2173.19,NA
102943,4.48118,4.58062,-1.39934,595.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103111,5,2.2475,-1.72169,838.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103303,5,3.27887,-2.44544,NA,NA,NA,NA,NA,NA,NA,NA,NA,758.829,NA
103562,5,4.74812,-2.95189,3960.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103732,4.85196,4.41316,-2.7079,483.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103971,4.75621,5,-1.47067,NA,NA,NA,NA,NA,NA,NA,NA,NA,6135.648,NA
104140,5,5,-2.16439,3409.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104422,5,3.38733,-1.67031,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269.099,NA
104649,4.72821,3.13544,-1.39728,2983.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104840,4.86728,3.47255,0.0352807,526.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104936,5,4.04506,0.863455,555.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105272,5,5,0.508017,1404.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105302,4.7762,4.34029,-0.224719,5463.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105626,5,4.84148,-0.0840131,NA,NA,NA,NA,NA,NA,NA,NA,NA,5377.945,NA
105712,5,5,0.421604,2880.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105896,5,3.62697,-0.827895,2755.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106079,4.88851,4.40365,-1.50837,6185.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106350,5,5,-1.86205,3346.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106611,5,5,-1.37989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3866.369
106703,4.9832,5,-0.990221,NA,NA,2090.731,NA,NA,NA,NA,NA,NA,NA,NA
106972,4.90293,5,-0.143438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3571.681
107200,4.21982,5,-0.0565933,NA,NA,772.905,NA,NA,NA,NA,NA,NA,NA,NA
107285,4.96749,5,0.241263,3110.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107542,5,5,0.30439,3389.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107734,5,4.8649,-1.3284,NA,3971.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
108039,5,5,-1.85703,3193.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108112,5,4.53568,-0.956843,1150.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108362,5,5,-0.552662,5164.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108533,5,5,-0.70854,11798.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108860,5,4.93861,-0.604651,9560.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108879,4.15964,5,-0.638005,NA,1560.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
109210,4.82611,4.53446,-0.687317,1706.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109312,4.47815,3.74467,-1.32111,576.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109631,5,3.74464,-0.642883,4500.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109802,5,4.68928,-0.971133,7988.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109967,5,5,-0.728629,12281.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110116,3.68756,5,-0.671807,3907.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110335,3.81116,5,-0.66741,3762.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110543,3.71498,5,-1.00766,NA,NA,NA,NA,NA,NA,NA,NA,NA,2523.311,NA
110776,4.05337,5,-1.24636,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.756,NA
111011,5,5,-0.751535,12694.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111147,5,5,-0.0851035,NA,NA,NA,NA,NA,NA,NA,NA,NA,2998.905,NA
111440,4.55861,3.83048,-0.830929,1073.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111491,5,5,-0.913546,11105.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111866,5,4.66922,-0.855095,13357.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112004,5,5,-0.525672,NA,NA,NA,NA,NA,NA,NA,NA,NA,4260.478,NA
112082,4.69396,4.77804,-0.537601,5010.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112302,5,4.11111,-1.26002,2858.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
