id,x0,x1,x2,fitness-3.5,fitness-4,fitness-3,fitness-1,fitness-2,fitness-2.5,fitness-1.5,fitness0,fitness0.5,fitness-4.5,fitness-5,fitness-0.5
49562,1.55775,3.62472,-4.82941,NA,NA,-95.548,NA,NA,NA,NA,NA,NA,NA,NA,NA
49787,0.47339,3.33128,-5,NA,NA,NA,NA,NA,-105.171,NA,NA,NA,NA,NA,NA
49876,1.59189,3.09573,-5,NA,NA,-63.509,NA,NA,NA,NA,NA,NA,NA,NA,NA
50014,1.58633,2.5271,-5,NA,NA,NA,NA,NA,-31.026,NA,NA,NA,NA,NA,NA
50264,2.0483,3.09815,-4.80218,NA,NA,-56.869,NA,NA,NA,NA,NA,NA,NA,NA,NA
50464,0.208626,1.88195,-4.99627,NA,NA,NA,NA,-77.107,NA,NA,NA,NA,NA,NA,NA
50784,0.780729,0.911363,-5,NA,NA,NA,-146.055,NA,NA,NA,NA,NA,NA,NA,NA
50868,1.9292,0.793323,-5,NA,NA,NA,NA,NA,NA,-77.472,NA,NA,NA,NA,NA
51124,1.94736,0.874745,-3.75687,NA,NA,-40.191,NA,NA,NA,NA,NA,NA,NA,NA,NA
51400,2.11599,2.08089,-4.276,NA,NA,NA,NA,NA,-10.52,NA,NA,NA,NA,NA,NA
51410,1.83921,2.45245,-4.56574,NA,NA,-25.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
51650,2.59585,2.33937,-4.45352,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.574,NA,NA
51813,1.95192,2.4751,-5,NA,-72.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52007,1.1174,3.58322,-5,NA,NA,-103.139,NA,NA,NA,NA,NA,NA,NA,NA,NA
52211,0.0817906,1.69133,-5,NA,NA,NA,NA,NA,-88.49,NA,NA,NA,NA,NA,NA
52558,-0.306108,1.37759,-5,NA,NA,NA,NA,NA,-129.912,NA,NA,NA,NA,NA,NA
52753,-1.60005,1.67455,-4.68116,NA,NA,-274.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
52908,-0.819282,2.54256,-5,NA,NA,-173.311,NA,NA,NA,NA,NA,NA,NA,NA,NA
53151,0.421276,2.59706,-5,NA,NA,NA,NA,NA,NA,-92.905,NA,NA,NA,NA,NA
53212,1.59611,1.96494,-4.46418,NA,NA,NA,NA,NA,-6.392,NA,NA,NA,NA,NA,NA
53429,2.16165,1.34475,-4.48345,NA,NA,NA,NA,NA,-8.627,NA,NA,NA,NA,NA,NA
53752,2.73725,1.08173,-5,NA,NA,NA,NA,-53.621,NA,NA,NA,NA,NA,NA,NA
53938,1.93433,1.97739,-5,NA,NA,NA,NA,-22.457,NA,NA,NA,NA,NA,NA,NA
54043,2.31983,1.85669,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.117
54215,2.6244,2.40281,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.724
54582,2.17887,2.55592,-5,NA,NA,NA,NA,NA,-34.219,NA,NA,NA,NA,NA,NA
54626,2.06659,2.36655,-5,NA,NA,NA,NA,NA,NA,-43.679,NA,NA,NA,NA,NA
54983,2.80407,1.09456,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.119
55044,1.63821,1.92844,-5,NA,NA,NA,-52.566,NA,NA,NA,NA,NA,NA,NA,NA
55324,-0.724793,1.35794,-5,NA,NA,NA,-214.672,NA,NA,NA,NA,NA,NA,NA,NA
55443,0.255726,0.78815,-5,NA,NA,NA,NA,NA,-144.345,NA,NA,NA,NA,NA,NA
55682,0.200177,0.676608,-5,NA,NA,NA,NA,-172.226,NA,NA,NA,NA,NA,NA,NA
55954,1.49141,1.53407,-2.7102,NA,NA,NA,NA,-86.95,NA,NA,NA,NA,NA,NA,NA
56184,2.36937,1.59648,-3.9452,NA,NA,-23.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
56362,3.71722,2.21603,-4.56136,NA,NA,-94.101,NA,NA,NA,NA,NA,NA,NA,NA,NA
56511,3.39051,3.25504,-4.01982,NA,-175.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56769,2.71666,3.74572,-4.9574,NA,NA,-125.799,NA,NA,NA,NA,NA,NA,NA,NA,NA
56808,0.618191,4.11431,-5,NA,NA,NA,NA,NA,-164.192,NA,NA,NA,NA,NA,NA
57184,0.696894,3.19835,-5,NA,NA,-87.873,NA,NA,NA,NA,NA,NA,NA,NA,NA
57377,0.724678,2.44871,-5,NA,NA,-57.944,NA,NA,NA,NA,NA,NA,NA,NA,NA
57464,0.586108,2.00013,-5,NA,NA,NA,NA,-57.499,NA,NA,NA,NA,NA,NA,NA
57685,1.67692,1.43896,-5,NA,NA,NA,NA,-24.123,NA,NA,NA,NA,NA,NA,NA
57864,1.15205,2.25436,-5,NA,NA,-39.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
58174,1.14058,1.4793,-5,-44.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58206,1.33436,1.8788,-5,NA,NA,-28.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
58494,1.58458,1.08809,-5,NA,NA,NA,NA,NA,-31.729,NA,NA,NA,NA,NA,NA
58643,2.41764,0.726332,-5,-72.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58876,1.64608,2.21051,-4.91246,NA,NA,NA,NA,NA,-18.232,NA,NA,NA,NA,NA,NA
59141,3.11333,2.43678,-4.02376,-75.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59254,2.25021,2.61186,-4.73379,-54.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59461,1.18814,1.60848,-3.78956,NA,NA,-23.259,NA,NA,NA,NA,NA,NA,NA,NA,NA
59741,0.920315,2.17144,-4.22809,NA,NA,NA,NA,-42.314,NA,NA,NA,NA,NA,NA,NA
59988,0.605536,1.86563,-5,NA,NA,NA,NA,NA,NA,-78.937,NA,NA,NA,NA,NA
60138,0.131485,1.27818,-5,NA,NA,NA,NA,-102.201,NA,NA,NA,NA,NA,NA,NA
60202,1.54673,1.3617,-5,NA,NA,NA,NA,-27.053,NA,NA,NA,NA,NA,NA,NA
60560,1.91078,2.75778,-5,NA,NA,NA,NA,NA,-39.732,NA,NA,NA,NA,NA,NA
60611,0.854361,1.84554,-5,NA,NA,NA,NA,NA,NA,-54.217,NA,NA,NA,NA,NA
60969,0.972272,2.74449,-4.30512,NA,NA,NA,NA,NA,-44.981,NA,NA,NA,NA,NA,NA
61117,2.02603,1.27811,-5,NA,NA,NA,NA,-23.691,NA,NA,NA,NA,NA,NA,NA
61220,2.13237,1.34843,-4.56305,NA,NA,NA,NA,NA,NA,-39.09,NA,NA,NA,NA,NA
61548,0.898011,2.33018,-3.89635,NA,NA,NA,NA,NA,NA,NA,-240.54,NA,NA,NA,NA
61680,1.63949,1.05739,-3.57801,NA,NA,NA,NA,NA,NA,-64.73,NA,NA,NA,NA,NA
61972,1.01252,1.88055,-3.94786,NA,NA,NA,NA,NA,-23.416,NA,NA,NA,NA,NA,NA
62026,0.310202,1.38189,-4.2774,NA,NA,-70.604,NA,NA,NA,NA,NA,NA,NA,NA,NA
62364,0.627402,1.81673,-4.4737,NA,NA,NA,NA,NA,-40.197,NA,NA,NA,NA,NA,NA
62587,0.993541,1.52828,-5,-48.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62691,1.97517,1.14422,-4.58024,-37.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62845,0.858578,0.650864,-4.74545,NA,NA,NA,NA,NA,-100.373,NA,NA,NA,NA,NA,NA
63121,1.04017,0.271649,-4.41384,NA,-166.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63280,2.33044,0.938658,-4.9679,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.628,NA,NA
63587,1.83687,0.701285,-4.58233,NA,-98.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63745,2.45009,1.90878,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.812,NA,NA
63976,1.77485,3.4398,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181.162,NA,NA
64076,2.9031,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-397.528,NA
64211,2.19274,5,-5,-268.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64489,0.783919,5,-5,NA,NA,NA,NA,-266.363,NA,NA,NA,NA,NA,NA,NA
64717,0.622413,3.78376,-5,NA,NA,NA,NA,-136.508,NA,NA,NA,NA,NA,NA,NA
64968,1.16278,3.36164,-3.90644,NA,NA,NA,-124.704,NA,NA,NA,NA,NA,NA,NA,NA
65027,1.72428,4.11228,-4.68934,NA,NA,NA,NA,NA,-131.105,NA,NA,NA,NA,NA,NA
65399,1.93331,3.4006,-5,NA,NA,NA,NA,NA,-76.947,NA,NA,NA,NA,NA,NA
65570,3.25479,2.16169,-4.80146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.092
65666,3.21869,1.85095,-4.21627,NA,NA,NA,NA,NA,NA,-67.01,NA,NA,NA,NA,NA
65965,0.90454,1.35664,-5,NA,NA,NA,-95.57,NA,NA,NA,NA,NA,NA,NA,NA
66034,1.08813,2.59165,-5,NA,NA,NA,NA,NA,-43.528,NA,NA,NA,NA,NA,NA
66309,2.71987,2.63138,-5,NA,NA,NA,NA,NA,NA,-63.657,NA,NA,NA,NA,NA
66430,2.12367,1.89833,-3.94372,NA,NA,-19.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
66643,2.52236,1.57894,-3.89521,NA,NA,-27.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
66960,3.92217,1.09007,-5,-138.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67187,3.20247,1.35283,-4.42067,NA,NA,-60.195,NA,NA,NA,NA,NA,NA,NA,NA,NA
67282,3.53574,2.31098,-4.76587,-106.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67522,2.71205,2.28295,-3.83133,NA,NA,-42.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
67634,0.730969,2.58241,-4.65602,NA,NA,-49.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
67806,0.736311,2.37753,-5,NA,NA,NA,NA,NA,-49.329,NA,NA,NA,NA,NA,NA
68069,1.13499,3.36212,-5,NA,NA,NA,NA,NA,-81.852,NA,NA,NA,NA,NA,NA
68354,0.847697,3.68677,-4.66998,NA,NA,NA,NA,NA,NA,-127.168,NA,NA,NA,NA,NA
68514,1.07316,4.17657,-5,NA,NA,NA,NA,NA,NA,-175.182,NA,NA,NA,NA,NA
68679,0.955987,3.17052,-4.38864,NA,NA,NA,NA,-70.895,NA,NA,NA,NA,NA,NA,NA
68899,0.893992,4.29762,-4.96172,NA,NA,NA,-230.518,NA,NA,NA,NA,NA,NA,NA,NA
69080,1.61671,2.4309,-3.95172,NA,NA,NA,NA,-26.849,NA,NA,NA,NA,NA,NA,NA
69297,2.13211,1.92926,-5,NA,NA,-22.283,NA,NA,NA,NA,NA,NA,NA,NA,NA
69473,2.33575,2.32533,-5,NA,-88.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69634,2.23539,1.48099,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.372,NA,NA
69806,2.51225,1.85736,-5,NA,NA,NA,NA,NA,-27.343,NA,NA,NA,NA,NA,NA
70002,1.22,2.28742,-5,NA,NA,-40.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
70229,1.37557,1.10304,-5,NA,NA,NA,NA,-53.615,NA,NA,NA,NA,NA,NA,NA
70512,1.50415,1.80549,-5,NA,NA,NA,NA,-19.978,NA,NA,NA,NA,NA,NA,NA
70664,2.52009,1.50654,-5,-40.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70923,3.15356,1.20927,-5,-77.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71171,2.20571,0.824582,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-157.537,NA
71263,1.97939,0.950639,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.121,NA
71594,2.31597,0.342985,-4.86648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.951,NA
71704,2.07547,2.42866,-4.80017,NA,-64.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71823,1.44825,2.70313,-4.81985,NA,NA,-35.857,NA,NA,NA,NA,NA,NA,NA,NA,NA
72055,1.38794,2.48706,-4.8928,NA,-83.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72206,0.993394,0.294852,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-237.129,NA
72503,2.30415,0.799215,-5,-74.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72663,2.1026,0.483209,-4.47261,NA,-91.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72834,3.21737,1.25978,-4.95192,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.613,NA,NA
73180,4.1139,-0.0455064,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-271.554,NA,NA
73303,4.23056,0.515348,-4.12545,-194.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73536,3.1954,2.45212,-3.81595,NA,NA,NA,NA,NA,-73.38,NA,NA,NA,NA,NA,NA
73617,3.04864,1.76414,-4.05349,NA,-108.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73941,1.72972,2.02277,-3.48544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.804,NA
74101,1.76641,1.95383,-3.09919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-170.271,NA
74330,1.92576,1.36323,-3.77776,NA,NA,-20.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
74434,2.81816,0.788535,-4.37796,NA,-91.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74679,2.3169,0.72083,-4.9734,-72.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74836,1.93862,0.025327,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184.581,NA,NA
75009,1.33967,1.62049,-4.89897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-143.358,NA
75221,1.55177,0.448696,-4.45868,-95.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75460,2.17411,1.15678,-5,-41.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75661,2.8394,2.50408,-4.65467,NA,NA,-52.321,NA,NA,NA,NA,NA,NA,NA,NA,NA
75947,2.07146,2.60478,-5,NA,NA,NA,NA,NA,-34.991,NA,NA,NA,NA,NA,NA
76191,0.998817,1.88444,-4.61617,NA,NA,NA,NA,-24.673,NA,NA,NA,NA,NA,NA,NA
76329,0.607538,2.57509,-3.84883,NA,NA,NA,NA,-72.198,NA,NA,NA,NA,NA,NA,NA
76525,1.64759,2.76683,-4.83015,NA,NA,NA,NA,NA,-36.344,NA,NA,NA,NA,NA,NA
76628,-0.0315732,1.63547,-4.26013,NA,NA,NA,NA,-96.871,NA,NA,NA,NA,NA,NA,NA
76868,-0.28044,2.17901,-3.32071,NA,NA,NA,NA,NA,-138.059,NA,NA,NA,NA,NA,NA
77114,-0.371211,1.82209,-2.81252,NA,NA,-175.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
77321,0.957833,1.86868,-2.90566,-84.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77551,2.00915,1.76417,-3.10752,-71.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77668,3.03355,1.11237,-2.70843,NA,-207.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77977,2.48611,0.599778,-4.59762,-70.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78055,2.39469,1.45117,-4.73859,NA,NA,-20.602,NA,NA,NA,NA,NA,NA,NA,NA,NA
78324,1.50216,0.857546,-5,-68.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78462,2.25049,1.60729,-4.47216,NA,NA,NA,NA,NA,-9.057,NA,NA,NA,NA,NA,NA
78641,3.04283,2.46566,-5,-77.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78846,2.74354,2.41678,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.852,NA,NA
79094,1.17829,2.93873,-4.21937,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.064,NA,NA
79253,1.77311,4.31611,-4.58775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-277.574,NA
79593,1.22695,3.46364,-3.28984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-229.385,NA
79782,0.519917,2.88182,-3.81488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198.886,NA
79920,0.377899,5,-4.68694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-401.765,NA
80008,2.51504,4.36178,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-303.213,NA
80316,3.09247,3.02261,-4.38009,NA,NA,NA,NA,NA,NA,NA,NA,NA,-168.942,NA,NA
80505,3.81419,4.43079,-4.38477,NA,NA,NA,NA,NA,NA,NA,NA,NA,-337.293,NA,NA
80780,4.04925,5,-4.18958,-361.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80883,3.03871,4.5505,-4.48268,NA,NA,-221.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
81012,3.64611,4.85685,-4.47233,NA,-335.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81218,2.66059,5,-5,NA,NA,-260.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
81418,1.81522,5,-3.55627,-271.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81689,1.96964,4.73489,-2.59273,NA,NA,NA,NA,NA,NA,NA,NA,NA,-420.189,NA,NA
81947,2.48193,1.90347,-3.17411,NA,-127.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82107,3.43104,1.323,-3.92942,NA,NA,-78.429,NA,NA,NA,NA,NA,NA,NA,NA,NA
82374,3.11786,0.105146,-5,-147.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82490,2.70743,-0.489319,-4.43909,-220.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82739,2.82186,-0.784597,-2.43206,NA,NA,-355.298,NA,NA,NA,NA,NA,NA,NA,NA,NA
82802,1.40981,-0.0944739,-4.1238,NA,-209.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83076,3.0745,1.63511,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.781,NA,NA
83288,2.36537,2.08121,-5,-53.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83567,3.13711,0.743286,-4.59809,NA,NA,-76.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
83676,2.85906,1.96802,-4.97032,NA,NA,NA,NA,NA,NA,-57.048,NA,NA,NA,NA,NA
83919,1.56854,2.3611,-5,NA,NA,NA,NA,-36.317,NA,NA,NA,NA,NA,NA,NA
84004,1.43495,1.48228,-5,NA,NA,NA,NA,NA,-20.608,NA,NA,NA,NA,NA,NA
84293,1.17489,0.422858,-5,NA,NA,NA,-170.675,NA,NA,NA,NA,NA,NA,NA,NA
84437,0.313161,0.887291,-5,NA,NA,NA,NA,-132.084,NA,NA,NA,NA,NA,NA,NA
84732,0.876567,1.86697,-4.7389,NA,NA,NA,NA,-36.827,NA,NA,NA,NA,NA,NA,NA
84810,1.1733,2.84957,-4.9153,NA,NA,-56.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
85154,-0.0739759,2.66444,-4.29637,NA,NA,NA,NA,-107.366,NA,NA,NA,NA,NA,NA,NA
85276,0.297894,2.47314,-4.05019,NA,NA,-74.401,NA,NA,NA,NA,NA,NA,NA,NA,NA
85501,0.137095,1.91469,-5,NA,NA,NA,NA,NA,-79.722,NA,NA,NA,NA,NA,NA
85622,1.77353,1.97486,-3.89178,-31.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85844,1.20375,2.11992,-5,NA,NA,-35.363,NA,NA,NA,NA,NA,NA,NA,NA,NA
86152,1.80269,2.4416,-5,-44.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86354,0.832903,2.11752,-5,NA,NA,-42.447,NA,NA,NA,NA,NA,NA,NA,NA,NA
86439,0.678051,3.18614,-5,NA,NA,NA,NA,NA,-85.972,NA,NA,NA,NA,NA,NA
86771,1.18527,1.96825,-3.60327,NA,NA,NA,NA,NA,NA,-62.192,NA,NA,NA,NA,NA
86991,1.1182,2.09946,-4.20736,-36.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87165,1.36963,2.62778,-5,NA,NA,NA,NA,-45.148,NA,NA,NA,NA,NA,NA,NA
87296,1.19732,2.60025,-5,NA,NA,-43.093,NA,NA,NA,NA,NA,NA,NA,NA,NA
87583,0.986922,0.51645,-5,-116.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87693,2.37999,1.4383,-5,NA,NA,NA,NA,NA,-24.995,NA,NA,NA,NA,NA,NA
87922,2.80434,2.32158,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.957
88182,2.86611,3.43068,-3.82261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-175.461
88250,1.37113,3.46147,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.783
88498,2.98777,2.09716,-3.67449,NA,NA,NA,NA,NA,-54.282,NA,NA,NA,NA,NA,NA
88642,3.17647,2.93131,-5,-101.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88879,3.34157,2.64759,-5,NA,-127.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89091,2.44671,2.90005,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.963,NA,NA
89294,2.6412,2.15258,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-161.333,NA
89585,2.86843,2.68733,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-187.806,NA
89659,2.56459,3.11914,-5,NA,-117.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89829,2.50564,3.87209,-4.36351,-140.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90061,1.92699,4.44865,-4.53506,NA,-214.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90395,2.50001,1.43291,-4.8146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.333,NA
90535,1.90569,2.13832,-4.65957,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.685,NA,NA
90715,1.32392,1.91435,-4.88022,NA,-71.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90896,2.00983,2.54512,-5,NA,-79.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91088,2.1627,1.20296,-4.57116,NA,NA,NA,NA,NA,-13.929,NA,NA,NA,NA,NA,NA
91201,1.63172,1.27284,-5,NA,NA,NA,NA,NA,NA,-54.456,NA,NA,NA,NA,NA
91558,2.208,1.6434,-5,NA,NA,-28.989,NA,NA,NA,NA,NA,NA,NA,NA,NA
91663,1.47906,3.54894,-4.84774,NA,-117.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91949,0.975223,2.70639,-4.68234,-70.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92116,0.0142,2.12878,-4.59394,NA,NA,-84.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
92331,0.176319,2.42604,-3.90356,NA,NA,NA,NA,NA,-78.118,NA,NA,NA,NA,NA,NA
92463,0.285513,0.9329,-4.53089,NA,NA,NA,NA,NA,-112.462,NA,NA,NA,NA,NA,NA
92783,0.814772,0.883757,-3.85886,-87.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92806,1.40447,0.851821,-4.71643,NA,-86.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93089,0.635585,1.31055,-4.75587,-66.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93390,2.32991,0.66942,-5,NA,NA,-64.423,NA,NA,NA,NA,NA,NA,NA,NA,NA
93573,2.30796,1.55515,-5,NA,NA,NA,NA,-23.336,NA,NA,NA,NA,NA,NA,NA
93637,3.5379,1.06752,-5,NA,NA,NA,NA,-95.017,NA,NA,NA,NA,NA,NA,NA
93958,3.16015,2.71018,-4.49051,NA,NA,NA,NA,-70.752,NA,NA,NA,NA,NA,NA,NA
94005,1.82402,1.47361,-4.83469,NA,NA,NA,NA,NA,-10.954,NA,NA,NA,NA,NA,NA
94227,1.35418,1.52792,-5,NA,NA,-25.194,NA,NA,NA,NA,NA,NA,NA,NA,NA
94548,1.49083,1.04393,-3.66778,NA,NA,-37.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
94796,1.16253,1.21761,-3.95614,NA,NA,NA,NA,NA,NA,-66.78,NA,NA,NA,NA,NA
94813,2.167,3.08228,-2.88718,NA,NA,NA,NA,NA,-108.303,NA,NA,NA,NA,NA,NA
95179,2.30261,0.698754,-3.35977,NA,NA,NA,NA,NA,-72.978,NA,NA,NA,NA,NA,NA
95298,1.46917,-0.057974,-5,NA,NA,NA,NA,-223.633,NA,NA,NA,NA,NA,NA,NA
95570,2.21641,0.232039,-4.92854,NA,NA,-103.271,NA,NA,NA,NA,NA,NA,NA,NA,NA
95762,2.1782,0.80197,-4.00443,NA,-83.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95903,2.2557,1.45875,-4.67152,NA,NA,-13.462,NA,NA,NA,NA,NA,NA,NA,NA,NA
96178,2.82363,-0.0162618,-3.66844,NA,NA,NA,NA,NA,NA,NA,NA,NA,-210.418,NA,NA
96272,4.33624,1.18401,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-239.741,NA,NA
96569,3.79812,0.548078,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193.463,NA,NA
96799,1.56147,1.58483,-4.28769,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.456,NA,NA
96949,2.58992,1.07961,-4.25409,-57.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97084,4.20847,0.494395,-5,NA,NA,-169.436,NA,NA,NA,NA,NA,NA,NA,NA,NA
97336,2.29625,0.231309,-5,NA,NA,NA,NA,NA,NA,-152.5,NA,NA,NA,NA,NA
97490,2.22823,1.23641,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.188
97711,2.22131,0.938393,-4.13699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-125.861
97992,2.5483,1.0025,-2.70412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-205.617
98128,2.43882,1.50263,-2.63725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-194.613
98293,2.34711,2.46137,-3.9539,NA,NA,NA,NA,NA,NA,NA,-156.632,NA,NA,NA,NA
98585,2.01686,1.49416,-3.92007,NA,NA,NA,-85.164,NA,NA,NA,NA,NA,NA,NA,NA
98651,1.62971,0.536175,-4.11064,NA,NA,NA,NA,NA,NA,-108.181,NA,NA,NA,NA,NA
98877,2.88091,0.553985,-4.38079,NA,NA,NA,NA,-87.059,NA,NA,NA,NA,NA,NA,NA
99159,3.17779,1.84726,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.821
99283,1.71391,3.09103,-4.7464,NA,NA,NA,NA,NA,-51.249,NA,NA,NA,NA,NA,NA
