id,x0,x1,x2,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5
80483,-2.17586,5,-4.17735,NA,NA,NA,-88.082,NA
80772,-1.69059,5,-5,NA,NA,NA,-72.286,NA
80982,-1.63914,3.65283,-5,NA,NA,NA,-47.053,NA
81042,-2.00328,4.64629,-5,NA,NA,NA,-53.046,NA
81287,-1.86143,3.48759,-5,NA,NA,-21.247,NA,NA
81600,-3.09843,3.6703,-5,NA,NA,-80.834,NA,NA
81688,-1.91878,4.8114,-4.64173,NA,NA,NA,-66.18,NA
81881,-1.60699,4.88384,-5,NA,-78.623,NA,NA,NA
82143,-1.50609,4.05947,-5,NA,NA,NA,-47.302,NA
82237,-2.10969,4.18266,-5,NA,NA,NA,-56.834,NA
82507,-2.30012,3.71616,-5,NA,NA,NA,-63.219,NA
82768,-2.41589,4.24008,-5,NA,NA,NA,-53.613,NA
82934,-1.84058,5,-5,NA,NA,NA,-76.286,NA
83086,-1.57533,4.43569,-5,NA,NA,NA,-55.95,NA
83315,-2.44336,3.44622,-5,NA,NA,NA,-59.323,NA
83462,-1.46581,3.30147,-5,NA,NA,-20.008,NA,NA
83711,-2.47199,4.27707,-5,NA,NA,-56.576,NA,NA
83811,-2.42706,4.50777,-5,NA,NA,NA,-66.391,NA
84120,-2.09571,4.63099,-5,NA,NA,NA,-57.228,NA
84270,-2.29285,4.01854,-4.55528,NA,-59.197,NA,NA,NA
84559,-2.98765,3.9783,-4.41103,NA,NA,NA,-78.55,NA
84623,-2.41186,4.17432,-5,NA,NA,NA,-53.22,NA
84830,-2.10809,3.47046,-4.75866,NA,NA,NA,-63.179,NA
85091,-2.60226,3.49324,-5,NA,NA,NA,-75.269,NA
85288,-1.49053,3.58138,-5,NA,NA,NA,-33.08,NA
85420,-1.40344,3.82439,-5,NA,NA,NA,-30.909,NA
85634,-1.69432,4.44536,-5,NA,NA,NA,-52.773,NA
85886,-1.57668,4.13033,-3.92076,NA,NA,NA,-80.869,NA
86170,-2.20954,3.75589,-5,NA,NA,-36.889,NA,NA
86312,-2.89299,3.23471,-5,NA,NA,-80.727,NA,NA
86459,-2.46763,3.9706,-4.5972,NA,NA,NA,-61.322,NA
86692,-1.45369,4.42153,-5,NA,NA,-50.083,NA,NA
86814,-2.02975,3.478,-4.7709,NA,NA,NA,-48.417,NA
87099,-1.46542,4.05062,-5,NA,NA,NA,-48.107,NA
87326,-1.61284,4.2554,-5,NA,NA,NA,-41.69,NA
87597,-2.39158,4.19929,-4.8448,NA,NA,NA,-47.385,NA
87642,-1.27381,4.17901,-5,NA,NA,NA,-64.76,NA
87817,-1.48552,4.03942,-4.78375,NA,NA,NA,-46.699,NA
88091,-1.66073,3.65101,-5,NA,NA,NA,-32.182,NA
88380,-1.46803,4.33915,-5,NA,NA,NA,-65.161,NA
88461,-2.03005,5,-4.9865,NA,NA,NA,-75.885,NA
88696,-1.79502,3.54607,-5,NA,NA,-16.73,NA,NA
88881,-1.65527,3.44776,-5,NA,NA,-19.518,NA,NA
89154,-2.54881,3.43333,-5,NA,NA,-60.457,NA,NA
89360,-2.22323,3.54305,-5,NA,NA,NA,-52.591,NA
89493,-2.25428,4.03153,-5,NA,NA,NA,-50.62,NA
89673,-1.52307,4.05774,-5,NA,-48.758,NA,NA,NA
89910,-1.17559,3.35696,-5,NA,NA,NA,NA,-70.362
90084,-0.97892,4.36274,-5,NA,-82.688,NA,NA,NA
90275,-1.28578,4.71453,-4.8057,NA,NA,NA,-62.43,NA
90451,-1.59481,3.32057,-4.89245,NA,NA,NA,-42.069,NA
90782,-1.49485,3.55289,-5,NA,NA,-22.668,NA,NA
90837,-2.03975,4.08327,-5,NA,NA,-38.255,NA,NA
91081,-1.63087,3.43035,-5,NA,-35.031,NA,NA,NA
91347,-1.39824,3.73009,-5,NA,NA,-6.533,NA,NA
91497,-1.51431,3.60471,-4.99395,NA,-4.407,NA,NA,NA
91768,-2.03643,3.99707,-5,NA,NA,-35.119,NA,NA
91979,-2.21309,3.74571,-4.49639,NA,-51.893,NA,NA,NA
92043,-1.40424,3.74248,-5,NA,NA,NA,-32.751,NA
92321,-1.97409,3.53694,-5,NA,NA,NA,-54.148,NA
92518,-1.03961,3.72357,-5,NA,NA,-28.368,NA,NA
92751,-1.90723,4.20932,-5,NA,NA,NA,-51.765,NA
92978,-2.76491,3.83554,-5,NA,NA,NA,-66.011,NA
93193,-1.90979,3.21907,-5,NA,NA,-38.684,NA,NA
93352,-2.43345,3.97556,-5,NA,NA,-51.948,NA,NA
93459,-2.54886,4.58135,-5,NA,-71.021,NA,NA,NA
93724,-1.35079,4.67486,-5,NA,NA,NA,-56.88,NA
93868,-1.45513,4.40046,-5,NA,NA,NA,-65.614,NA
94158,-2.3156,4.10316,-5,NA,-52.558,NA,NA,NA
94370,-1.50879,3.25401,-5,NA,NA,NA,-66.7,NA
94504,-1.61037,3.53009,-5,NA,NA,NA,-41.495,NA
94670,-1.8878,3.13697,-5,NA,NA,NA,-66.242,NA
94878,-1.78377,3.91767,-4.21217,NA,NA,NA,-52.18,NA
95037,-2.88912,3.65114,-4.92524,NA,NA,NA,-79.72,NA
95382,-2.55713,4.85357,-5,NA,NA,-78.958,NA,NA
95518,-2.31903,4.64783,-5,NA,NA,NA,-67.058,NA
95680,-2.02628,3.99614,-5,NA,-45.536,NA,NA,NA
95843,-1.75279,4.06854,-5,NA,-40.622,NA,NA,NA
96078,-1.73569,4.53491,-4.48579,NA,NA,NA,-61.175,NA
96376,-1.47307,4.351,-4.92781,NA,NA,NA,-67.152,NA
96447,-1.74958,4.40393,-4.99529,NA,NA,-46.168,NA,NA
96751,-3.27649,3.9917,-4.50832,NA,NA,-91.319,NA,NA
96866,-1.79859,3.4955,-5,NA,NA,NA,-42.306,NA
97160,-2.05983,3.98512,-4.90697,NA,NA,NA,-41.935,NA
97249,-2.07832,3.97421,-5,NA,NA,-36.819,NA,NA
97402,-1.01884,3.26134,-4.94575,NA,NA,NA,NA,-74.937
97743,-2.06302,3.39962,-5,NA,NA,NA,-68.582,NA
97955,-1.18591,3.94143,-5,NA,NA,NA,-62.292,NA
98087,-1.10253,4.11734,-5,NA,NA,NA,-52.922,NA
98285,-1.6569,4.50888,-4.72484,NA,NA,NA,-62.783,NA
98499,-1.6389,3.32539,-4.71789,NA,NA,NA,-40.512,NA
98685,-2.39611,3.42745,-5,NA,NA,NA,-52.805,NA
98805,-2.12106,3.85845,-4.86272,NA,NA,NA,-40.419,NA
99182,-1.90034,4.19191,-4.8475,NA,NA,NA,-54.867,NA
99261,-1.92902,4.26808,-4.39213,NA,NA,NA,-47.298,NA
99590,-1.66129,3.62012,-4.10981,NA,NA,-63.315,NA,NA
99785,-2.68588,3.52592,-5,NA,NA,NA,-67.774,NA
99865,-1.63544,3.14769,-5,NA,NA,NA,-67.834,NA
100073,-1.72668,4.29208,-5,NA,NA,NA,-38.893,NA
100287,-2.18278,3.38131,-5,NA,NA,-48.897,NA,NA
100427,-1.89704,3.0629,-5,NA,NA,NA,-66.913,NA
100771,-1.68901,4.09786,-5,NA,NA,NA,-40.507,NA
100896,-1.94566,4.24022,-5,NA,NA,NA,-59.45,NA
101155,-2.33109,2.57461,-5,NA,NA,NA,-88.53,NA
101345,-1.5614,3.90672,-4.37567,NA,NA,NA,-52.817,NA
101566,-1.70684,3.22122,-5,NA,NA,NA,-51.7,NA
101607,-1.55943,4.01462,-5,NA,NA,NA,-45.104,NA
101861,-2.17217,5,-4.78781,NA,NA,NA,-78.648,NA
102013,-2.04982,4.19446,-4.41334,NA,NA,-49.75,NA,NA
102274,-1.48566,4.58483,-5,NA,NA,-58.217,NA,NA
102511,-1.50431,4.73879,-5,NA,NA,-72.788,NA,NA
102775,-1.90955,4.05552,-5,NA,NA,-27.914,NA,NA
102830,-2.82859,4.50902,-5,NA,NA,-74.735,NA,NA
103157,-2.38095,3.42366,-5,NA,NA,NA,-51.511,NA
103362,-1.44033,4.03631,-5,NA,NA,NA,-47.366,NA
103587,-1.89509,4.04815,-5,NA,NA,NA,-46.016,NA
103786,-1.40021,5,-5,NA,NA,-75.978,NA,NA
103936,-1.2668,4.62049,-5,NA,NA,NA,-68.145,NA
104020,-1.60964,4.38785,-5,NA,NA,NA,-49.696,NA
104215,-2.6945,4.76357,-4.99229,NA,NA,-75.952,NA,NA
104453,-2.32747,4.31493,-5,NA,-62.309,NA,NA,NA
104768,-2.28359,3.28824,-5,NA,NA,NA,-52.086,NA
104980,-1.82015,3.97465,-4.79391,NA,NA,-23.295,NA,NA
105163,-2.30536,5,-4.833,NA,NA,NA,-74.839,NA
105331,-1.31304,4.77967,-5,NA,-79.962,NA,NA,NA
105473,-2.09442,3.449,-5,NA,NA,NA,-62.976,NA
105717,-1.35367,3.98982,-4.5534,NA,NA,-25.487,NA,NA
105827,-1.5661,3.71418,-5,NA,NA,-12.039,NA,NA
106056,-1.90214,4.58834,-5,NA,NA,NA,-54.29,NA
106235,-2.49682,4.28613,-5,NA,NA,NA,-63.866,NA
106475,-2.91325,4.43058,-5,NA,NA,-78.955,NA,NA
106606,-1.76808,3.39568,-5,NA,NA,-28.69,NA,NA
106995,-1.31451,4.22579,-5,NA,NA,NA,-50.774,NA
107059,-1.17473,4.66681,-5,NA,-74.772,NA,NA,NA
107207,-2.20772,5,-5,NA,NA,NA,-75.409,NA
107589,-2.42726,5,-5,NA,NA,-78.937,NA,NA
107642,-2.43761,4.36071,-5,NA,NA,-61.093,NA,NA
107975,-1.40876,3.84012,-5,NA,NA,-10.203,NA,NA
108019,-1.5978,4.38603,-5,NA,NA,-45.82,NA,NA
108268,-1.31387,4.31215,-5,NA,NA,-33.528,NA,NA
108531,-1.13528,2.9744,-5,NA,NA,-91.99,NA,NA
108759,-2.05718,3.13477,-5,NA,NA,NA,-66.534,NA
108804,-1.54256,3.98121,-5,NA,NA,-22.198,NA,NA
109001,-1.48978,4.12302,-5,NA,NA,-28.472,NA,NA
109286,-1.49274,3.8543,-4.9857,NA,NA,NA,-36.473,NA
109587,-1.93977,3.25125,-5,NA,NA,NA,-64.97,NA
109643,-1.9579,4.47054,-5,NA,NA,NA,-57.851,NA
109945,-2.18167,3.77995,-5,NA,NA,NA,-51.862,NA
110083,-2.54322,4.65252,-5,NA,NA,NA,-68.947,NA
110242,-1.85522,4.11345,-5,NA,NA,NA,-46.554,NA
110540,-1.1475,4.50532,-5,NA,NA,-66.53,NA,NA
110722,-1.64944,4.47238,-5,NA,NA,NA,-51.528,NA
110962,-1.71239,5,-5,NA,NA,NA,-72.165,NA
111024,-2.05079,3.77919,-5,NA,NA,NA,-36.16,NA
111393,-1.53335,3.27384,-5,NA,NA,NA,-61.306,NA
111530,-2.34377,4.0854,-5,NA,NA,NA,-49.154,NA
111686,-1.83002,3.87519,-5,NA,NA,-24.247,NA,NA
111808,-1.84782,3.46278,-4.86001,NA,NA,NA,-47.365,NA
112050,-1.21167,3.71523,-5,NA,NA,NA,-57.695,NA
112268,-1.22619,4.65769,-5,NA,NA,NA,-77.492,NA
112501,-1.97179,3.73871,-4.18806,NA,-73.395,NA,NA,NA
112724,-1.44765,4.36373,-4.96444,NA,-44.24,NA,NA,NA
112905,-1.10474,4.0963,-4.76894,NA,-51.641,NA,NA,NA
113191,-2.2509,3.31209,-5,NA,NA,-64.302,NA,NA
113242,-2.23195,4.48026,-4.00497,NA,NA,NA,-80.924,NA
113475,-2.23899,5,-5,NA,NA,NA,-76.791,NA
113641,-1.80425,4.36492,-5,NA,NA,NA,-48.617,NA
113988,-1.7717,4.48388,-5,NA,NA,NA,-51.289,NA
114099,-0.981621,4.7783,-5,NA,NA,-78.785,NA,NA
114377,-2.00195,5,-5,NA,NA,-68.911,NA,NA
114441,-1.89988,4.86738,-5,NA,NA,NA,-69.192,NA
114716,-1.84529,4.5718,-5,NA,NA,NA,-60.746,NA
114902,-2.65293,5,-4.93446,NA,NA,NA,-93.849,NA
115141,-1.70748,4.20499,-5,NA,NA,-38.255,NA,NA
115312,-1.38406,4.39946,-4.94909,NA,NA,-50.809,NA,NA
115547,-1.89672,4.21038,-5,NA,NA,NA,-53.649,NA
115643,-2.24308,4.18849,-4.66529,NA,NA,NA,NA,-62.622
115928,-1.97858,4.17101,-5,NA,NA,NA,-57.939,NA
116018,-1.98132,3.47123,-4.7185,NA,NA,NA,-64.278,NA
116210,-1.96834,3.88075,-4.95593,NA,NA,NA,-32.752,NA
116543,-1.22998,4.04185,-4.69596,NA,NA,-41.932,NA,NA
116645,-2.12154,4.31598,-4.58758,NA,-62.374,NA,NA,NA
116953,-1.15678,5,-5,NA,NA,NA,-87.857,NA
117099,-1.86864,4.02272,-5,NA,NA,NA,-34.269,NA
117343,-1.80752,3.75266,-5,NA,NA,-17.158,NA,NA
117414,-1.75528,4.23965,-3.83079,NA,NA,NA,-64.528,NA
117707,-1.28117,3.97755,-4.74299,NA,NA,NA,-48.662,NA
117933,-2.05645,3.74294,-5,NA,NA,-34.646,NA,NA
118109,-1.58302,4.60042,-5,NA,NA,NA,-68.034,NA
118274,-2.20979,5,-5,NA,NA,NA,-77.324,NA
118552,-1.60815,3.97823,-5,NA,NA,NA,-46.808,NA
118778,-2.51534,5,-4.16421,NA,NA,NA,-96.374,NA
118868,-2.64562,3.99031,-5,NA,NA,-61.75,NA,NA
119088,-1.76937,4.25883,-4.3682,NA,NA,-36.109,NA,NA
119318,-1.52739,4.30566,-4.29369,NA,NA,NA,-64.992,NA
119412,-1.87108,3.83268,-4.94779,NA,NA,NA,-40.431,NA
119780,-1.55943,4.27645,-4.35082,NA,NA,NA,-69.181,NA
119886,-1.80977,4.91516,-4.23869,NA,NA,NA,-84.281,NA
120170,-1.67484,4.69163,-4.27029,NA,NA,NA,-55.233,NA
120299,-1.50575,4.48606,-5,NA,NA,NA,-60.824,NA
120553,-1.39161,4.24006,-4.43959,NA,NA,NA,-44.184,NA
120616,-1.93321,4.2577,-4.5931,NA,NA,NA,-54.864,NA
120989,-1.37339,3.95741,-5,NA,NA,-21.058,NA,NA
121163,-1.79588,3.30766,-5,NA,NA,NA,-47.047,NA
121255,-1.82966,3.7109,-4.54838,NA,NA,NA,-47.951,NA
121573,-1.76457,3.07966,-5,NA,NA,NA,-64.834,NA
121728,-1.51739,3.15787,-5,NA,NA,NA,-69.707,NA
121880,-1.63251,3.1192,-5,NA,NA,-52.645,NA,NA
122004,-1.50435,3.47199,-4.37867,NA,NA,NA,-57.369,NA
122346,-1.25103,3.03729,-4.83946,NA,NA,NA,-85.609,NA
122536,-1.48572,3.90572,-5,NA,NA,NA,-30.147,NA
122657,-1.71911,4.55817,-4.84957,NA,-52.558,NA,NA,NA
122848,-1.76824,4.54755,-4.10487,NA,NA,NA,-75.314,NA
123186,-1.81895,4.17206,-5,NA,-41.058,NA,NA,NA
123211,-1.24858,4.25996,-5,NA,NA,NA,-65.888,NA
123457,-1.08984,3.88181,-5,NA,NA,-34.925,NA,NA
123746,-1.69726,3.77843,-5,NA,NA,-5.912,NA,NA
123802,-1.54786,3.22936,-5,NA,NA,-31.663,NA,NA
124109,-2.36058,3.23185,-4.8814,NA,NA,NA,-56.807,NA
124379,-2.71595,3.52694,-4.53934,NA,NA,NA,-73.108,NA
124503,-2.39269,4.68272,-5,NA,NA,NA,-76.537,NA
124788,-3.17614,5,-5,NA,NA,NA,-115.919,NA
124901,-1.62203,3.50811,-4.66822,NA,NA,NA,-43.947,NA
125047,-1.66763,3.91883,-4.59589,NA,NA,NA,-47.674,NA
125309,-1.71074,3.5404,-5,NA,NA,NA,-39.913,NA
125518,-2.0341,2.87279,-5,NA,NA,NA,-64.253,NA
125665,-1.25573,3.29575,-4.34142,NA,NA,NA,-79.121,NA
125971,-1.49387,4.14929,-5,NA,NA,NA,-53.971,NA
126093,-1.69473,4.11455,-4.54605,NA,NA,-30.138,NA,NA
126330,-1.65035,4.17478,-5,NA,NA,NA,-38.286,NA
126431,-1.82825,4.00666,-5,NA,NA,NA,-45.018,NA
126795,-1.05558,3.87352,-5,NA,NA,-49.16,NA,NA
126814,-1.22915,4.0667,-5,NA,NA,-30.729,NA,NA
127169,-1.79395,4.66839,-5,NA,NA,-49.946,NA,NA
127386,-1.88248,3.11375,-5,NA,NA,NA,-66.994,NA
127594,-2.07113,3.80411,-5,NA,NA,-36.289,NA,NA
127779,-1.68997,3.76604,-5,NA,NA,NA,-53.353,NA
127902,-2.29131,4.72349,-4.60425,NA,NA,NA,-73.308,NA
128099,-2.41115,3.97462,-4.97649,NA,NA,NA,-60.275,NA
128341,-2.37778,4.22483,-5,NA,NA,NA,-49.994,NA
128439,-1.7094,3.4698,-4.95045,NA,-18.801,NA,NA,NA
128624,-2.08013,4.29321,-5,NA,NA,NA,NA,-86.268
128934,-1.4664,4.4183,-5,NA,NA,NA,-64.09,NA
129182,-1.68795,3.58307,-5,NA,NA,NA,-36.099,NA
129357,-1.46748,3.38716,-4.61638,NA,NA,NA,-63.569,NA
129410,-2.2787,3.02008,-5,NA,NA,-76.137,NA,NA
129738,-1.30737,4.18541,-5,NA,NA,NA,-59.996,NA
129880,-1.76046,3.19532,-5,NA,NA,NA,-57.693,NA
130135,-1.84617,3.0235,-5,NA,NA,NA,-76.812,NA
130333,-2.29637,3.45237,-5,NA,NA,NA,-48.113,NA
130524,-1.65242,4.08216,-5,NA,NA,NA,-41.906,NA
130713,-1.14297,3.78224,-5,NA,NA,NA,-74.815,NA
130904,-1.17161,4.18683,-4.78582,NA,NA,-50.635,NA,NA
131005,-2.02273,3.77543,-5,NA,NA,NA,-34.77,NA
131392,-1.73737,5,-5,NA,NA,NA,-72.393,NA
131460,-2.06797,4.40362,-4.36551,NA,NA,NA,-55.607,NA
131745,-1.1925,4.76116,-4.5302,NA,NA,NA,-85.169,NA
131907,-1.18076,3.8639,-5,NA,NA,NA,-65.218,NA
132146,-1.69757,5,-4.65669,NA,NA,NA,-76.131,NA
132228,-2.0759,4.7312,-5,NA,NA,NA,-58.46,NA
132453,-2.72063,4.12864,-5,NA,NA,NA,-71.649,NA
132766,-2.21786,3.96661,-5,NA,NA,-38.165,NA,NA
132928,-1.61342,4.6866,-4.8658,NA,-57.603,NA,NA,NA
133175,-1.22753,4.13249,-4.69098,NA,NA,NA,-53.555,NA
133274,-1.41827,4.82991,-4.41199,NA,NA,-74.7,NA,NA
133420,-1.12332,3.74357,-5,NA,NA,NA,-77.847,NA
133790,-1.69536,4.26888,-5,NA,NA,NA,-37.347,NA
133893,-2.10812,4.37533,-5,NA,NA,NA,-60.103,NA
134145,-1.9615,2.98351,-5,NA,NA,NA,-59.355,NA
134250,-2.17338,3.90191,-5,NA,NA,NA,-50.374,NA
134580,-2.43224,3.84329,-4.44542,NA,NA,NA,-57.279,NA
134722,-2.03034,4.51026,-4.68525,NA,NA,NA,-58.349,NA
134874,-2.16404,5,-4.76139,NA,NA,NA,-79.213,NA
135132,-2.18752,4.25584,-5,NA,NA,NA,-52.519,NA
135270,-1.85557,4.42316,-4.52996,NA,NA,NA,-59.61,NA
135494,-1.33716,3.4921,-3.2224,NA,NA,NA,-124.403,NA
135799,-2.0303,3.94066,-4.58204,NA,NA,-36.538,NA,NA
135990,-1.12664,3.98327,-5,NA,NA,NA,-68.848,NA
136063,-0.904631,3.73905,-5,NA,NA,NA,-80.713,NA
136202,-1.52144,4.38786,-5,NA,NA,-41.363,NA,NA
136531,-1.5032,4.31882,-5,NA,NA,-33.657,NA,NA
136767,-2.17446,4.39816,-4.27523,NA,NA,-62.303,NA,NA
136997,-1.88715,4.27138,-5,NA,NA,-34.223,NA,NA
137099,-1.30376,3.92983,-4.55362,NA,NA,-32.176,NA,NA
137305,-2.74929,3.52462,-5,NA,-79.474,NA,NA,NA
137550,-1.67807,3.61582,-4.3547,NA,-50.547,NA,NA,NA
137776,-2.45023,3.33297,-4.52376,NA,NA,-65.002,NA,NA
137976,-1.94633,3.91208,-5,NA,NA,-31.116,NA,NA
138133,-1.96799,4.53948,-5,NA,NA,NA,-55.24,NA
138363,-1.6084,4.43042,-5,NA,NA,NA,-53.592,NA
138536,-1.94372,5,-5,NA,NA,-70.194,NA,NA
138659,-1.46836,5,-5,NA,NA,NA,-87.465,NA
138805,-1.40852,3.91878,-5,NA,NA,NA,-35.443,NA
139109,-1.9514,4.80695,-4.55445,NA,NA,NA,-73.865,NA
139259,-1.62132,4.64759,-5,NA,NA,-48.023,NA,NA
139563,-1.1911,3.25989,-5,NA,NA,-58.468,NA,NA
139762,-2.27163,3.36675,-4.38778,NA,-51.22,NA,NA,NA
139816,-1.55194,3.15839,-4.75375,NA,-41.661,NA,NA,NA
140045,-2.82433,4.22907,-4.94503,NA,NA,-72.67,NA,NA
140372,-1.37119,3.70639,-4.94477,NA,NA,NA,-23.5,NA
140414,-1.48158,5,-5,NA,NA,NA,-86.329,NA
140706,-2.68183,4.18748,-5,NA,NA,NA,-74.107,NA
140914,-2.17823,4.04418,-5,NA,NA,NA,-49.288,NA
141133,-1.75695,4.00751,-5,NA,NA,NA,-46.044,NA
141253,-2.20542,5,-5,NA,NA,NA,-77.426,NA
141545,-1.97442,4.13817,-4.87457,NA,-42.169,NA,NA,NA
141734,-1.98382,3.41966,-5,NA,NA,-24.543,NA,NA
141917,-2.01891,3.53394,-5,NA,NA,NA,-41.24,NA
142053,-2.1456,4.0899,-5,NA,NA,NA,-51.724,NA
142355,-1.88507,3.52841,-5,NA,NA,NA,-49.408,NA
142589,-0.898142,3.54417,-5,NA,NA,NA,-85.034,NA
142678,-1.13484,5,-5,NA,NA,-98.707,NA,NA
142873,-2.05349,4.3979,-5,NA,NA,NA,-61.446,NA
143032,-1.79343,3.82005,-4.19801,NA,NA,NA,-50.062,NA
143318,-1.90783,4.38879,-5,NA,NA,NA,-51.546,NA
143520,-2.12081,4.33951,-4.93103,NA,NA,-40.716,NA,NA
143674,-1.64635,3.91729,-4.82672,NA,NA,-6.515,NA,NA
143815,-2.0117,3.92835,-5,NA,NA,NA,-38.009,NA
144185,-1.28828,3.55342,-5,NA,NA,NA,-47.089,NA
144314,-0.919669,3.71257,-5,NA,NA,NA,-83.19,NA
144493,-1.16819,4.19745,-5,NA,NA,NA,-54.314,NA
144765,-2.29683,3.73207,-5,NA,-53.277,NA,NA,NA
144950,-2.47994,3.92924,-5,NA,NA,NA,-54.662,NA
145073,-1.7872,3.02096,-5,NA,-65.779,NA,NA,NA
145369,-2.17372,4.08168,-4.90696,NA,NA,NA,-48.853,NA
145514,-1.62014,3.93958,-5,NA,NA,NA,-48.63,NA
145609,-1.39946,3.85699,-4.45146,NA,NA,NA,-75.549,NA
145966,-2.66745,4.70661,-4.96608,NA,NA,NA,-70.685,NA
146057,-2.64355,3.50064,-5,NA,NA,NA,-71.44,NA
146283,-1.20022,3.60332,-5,NA,NA,NA,-58.988,NA
146545,-2.6602,3.70075,-5,NA,NA,NA,-58.972,NA
146763,-2.08972,4.4025,-4.8793,NA,NA,NA,-62.522,NA
146958,-2.71168,3.64604,-4.14668,NA,NA,-80.998,NA,NA
147186,-1.65391,3.38771,-5,NA,NA,NA,-36.299,NA
147327,-1.58804,3.87145,-5,NA,NA,NA,-47.618,NA
147575,-2.12278,3.76188,-4.33664,NA,NA,-53.226,NA,NA
147693,-1.71446,3.81123,-4.22422,NA,NA,NA,-39.009,NA
147915,-1.60735,3.47757,-4.43503,NA,NA,-34.729,NA,NA
148134,-1.79773,3.63215,-5,NA,NA,-14.425,NA,NA
148250,-1.9679,4.09007,-5,NA,NA,-29.733,NA,NA
148588,-1.91885,3.93005,-5,NA,NA,NA,-34.803,NA
148734,-1.88875,3.31769,-5,NA,-33.556,NA,NA,NA
148901,-1.39816,3.32654,-5,NA,NA,-15.043,NA,NA
149173,-1.37357,3.53588,-5,NA,NA,-26.725,NA,NA
149231,-2.55758,4.42072,-5,NA,NA,-60.014,NA,NA
149529,-2.71255,3.41101,-4.49036,NA,-80.622,NA,NA,NA
149736,-1.93912,4.1498,-4.56538,NA,NA,-42.223,NA,NA
149980,-2.0346,3.88698,-5,NA,-35.771,NA,NA,NA
150190,-0.934337,4.33448,-5,NA,NA,NA,-80.06,NA
150309,-1.49076,4.25485,-4.96844,NA,NA,NA,-59.977,NA
150492,-1.97671,4.30219,-5,NA,NA,-37.185,NA,NA
150746,-1.84475,4.33951,-5,NA,NA,NA,-46.509,NA
150912,-1.86234,4.34692,-5,NA,NA,-40.923,NA,NA
151064,-2.12922,3.10386,-5,NA,NA,-63.024,NA,NA
151277,-1.37307,3.8079,-5,NA,NA,NA,-28.46,NA
151465,-2.58579,4.04903,-4.72093,NA,NA,NA,-64.247,NA
151614,-0.980323,4.39873,-5,NA,NA,NA,-74.346,NA
151872,-1.983,4.32253,-4.43532,NA,NA,NA,-47.084,NA
152164,-1.8769,3.71048,-4.3445,NA,NA,NA,-61.555,NA
152329,-2.23161,4.23771,-5,NA,NA,NA,-48.977,NA
152535,-2.2774,4.13521,-4.87533,NA,NA,NA,-45.486,NA
152766,-1.23404,3.9584,-5,NA,NA,NA,-54.002,NA
152977,-1.59323,3.60705,-5,NA,NA,NA,-34.623,NA
153037,-1.21722,4.33536,-5,NA,-58.316,NA,NA,NA
153274,-1.70117,3.2563,-5,NA,NA,-39.489,NA,NA
153589,-2.02463,4.14897,-5,NA,NA,NA,-57.366,NA
153674,-2.18471,4.64147,-5,NA,NA,NA,-64.501,NA
153856,-1.2599,4.2236,-4.52967,NA,NA,NA,-63.856,NA
154117,-1.28262,3.48198,-4.32969,NA,NA,NA,-62.933,NA
154217,-1.45529,4.01644,-5,NA,NA,NA,-45.006,NA
154598,-1.87518,4.216,-5,NA,-37.699,NA,NA,NA
154714,-1.7297,4.55657,-5,NA,NA,NA,NA,-86.231
154857,-1.25804,3.10834,-5,NA,-67.858,NA,NA,NA
155051,-1.84535,3.53362,-5,NA,-26.075,NA,NA,NA
155241,-1.16947,3.61258,-5,NA,-24.895,NA,NA,NA
155483,-1.39548,3.46936,-5,NA,NA,NA,-57.208,NA
155607,-1.16358,3.7162,-5,NA,NA,-16.415,NA,NA
155801,-1.28118,3.62269,-5,NA,-35.815,NA,NA,NA
156192,-2.13283,5,-5,NA,-74.869,NA,NA,NA
156209,-1.35385,3.41088,-4.41443,NA,NA,NA,-43.405,NA
156586,-1.34936,3.33406,-5,NA,NA,NA,-83.11,NA
156725,-1.67293,3.72166,-4.96463,NA,NA,NA,-53.121,NA
156995,-1.84988,3.44199,-5,NA,NA,-25.77,NA,NA
157038,-2.03004,4.21341,-5,NA,NA,-34.336,NA,NA
157358,-2.39741,3.55146,-5,NA,NA,-53.858,NA,NA
157592,-1.7559,4.06301,-5,NA,NA,-25.806,NA,NA
157624,-1.79065,3.55085,-5,NA,NA,NA,-42.979,NA
157977,-1.77734,3.41769,-5,NA,NA,NA,-39.719,NA
158141,-1.87498,3.89261,-5,NA,NA,NA,-41.542,NA
158309,-1.69273,4.08699,-4.97867,NA,NA,NA,-40.43,NA
158531,-1.6265,4.11782,-5,NA,NA,NA,-41.211,NA
158609,-1.20232,4.22875,-4.80324,NA,NA,NA,-53.71,NA
158831,-1.91398,4.45678,-4.64845,NA,NA,-52.624,NA,NA
159097,-0.942925,4.38998,-5,NA,NA,NA,-81.023,NA
159313,-0.975999,3.77961,-4.73883,NA,-43.686,NA,NA,NA
159593,-1.50419,4.03616,-5,NA,NA,NA,-45.982,NA
159782,-1.44998,3.53093,-4.6907,NA,NA,NA,-56.021,NA
159928,-1.72586,3.35451,-5,NA,-32.353,NA,NA,NA
160075,-3.01232,3.70416,-5,NA,NA,NA,-85.685,NA
160282,-3.0536,4.0448,-5,NA,NA,NA,-81.962,NA
160590,-2.0519,3.48521,-5,NA,-51.35,NA,NA,NA
