id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-3
80302,-1.53372,4.1486,-5,NA,NA,NA,-29.326,NA
80473,-1.3642,3.80386,-5,NA,NA,-29.478,NA,NA
80678,-1.10434,3.50418,-5,NA,NA,-61.478,NA,NA
80870,-0.782569,4.29328,-5,NA,NA,NA,-89.018,NA
81036,-2.13549,3.58145,-5,NA,-52.262,NA,NA,NA
81267,-1.79808,3.75299,-5,NA,NA,NA,-12.433,NA
81570,-1.81176,3.47829,-5,NA,-38.573,NA,NA,NA
81728,-1.87849,4.24279,-5,NA,NA,NA,-42.161,NA
81869,-2.34838,3.78733,-4.20847,NA,-52.513,NA,NA,NA
82119,-2.25682,4.17865,-5,NA,NA,NA,-53.144,NA
82313,-1.63876,3.47883,-5,NA,-38.026,NA,NA,NA
82461,-1.35631,3.86711,-5,NA,-33.438,NA,NA,NA
82653,-1.65649,2.94778,-4.69139,NA,NA,NA,-65.23,NA
82849,-1.61483,3.73529,-4.05141,NA,-75.705,NA,NA,NA
83019,-1.38205,3.93516,-5,NA,-37.184,NA,NA,NA
83329,-1.88051,3.99045,-5,NA,-43.647,NA,NA,NA
83573,-1.52494,3.35388,-5,NA,-58.119,NA,NA,NA
83795,-1.36543,2.92977,-5,NA,NA,NA,-82.84,NA
83853,-1.78055,4.11155,-5,NA,NA,-34.752,NA,NA
84089,-1.44212,3.40082,-5,NA,NA,NA,-19.662,NA
84201,-1.49735,4.09249,-4.4839,NA,-53.772,NA,NA,NA
84444,-2.06451,4.51796,-5,NA,-53.768,NA,NA,NA
84734,-1.3168,4.41797,-5,NA,NA,NA,-45.883,NA
84977,-1.15616,3.64476,-5,NA,NA,NA,-36.839,NA
85110,-1.31192,3.2774,-5,NA,-76.187,NA,NA,NA
85347,-1.73151,3.95866,-5,NA,NA,-22.893,NA,NA
85436,-2.20916,5,-5,NA,-74.721,NA,NA,NA
85643,-1.36192,3.49265,-5,NA,NA,NA,-19.353,NA
85871,-2.58433,4.30119,-4.70616,NA,NA,-72.251,NA,NA
86153,-1.72121,3.29564,-5,NA,NA,NA,-36.298,NA
86323,-1.26905,4.40718,-5,NA,NA,NA,-52.401,NA
86429,-1.79729,3.92063,-5,NA,NA,NA,-18.279,NA
86670,-1.6749,5,-4.94034,NA,-70.516,NA,NA,NA
86981,-1.46713,5,-5,NA,NA,NA,-75.463,NA
87088,-1.7122,4.58749,-4.50453,NA,-60.299,NA,NA,NA
87242,-1.74225,3.76186,-5,NA,NA,NA,-20.103,NA
87418,-0.975407,3.89284,-4.61019,NA,NA,NA,-52.051,NA
87707,-1.16776,4.0226,-5,NA,NA,NA,-41.944,NA
87829,-1.71185,3.47045,-4.63526,NA,-45.171,NA,NA,NA
88171,-1.89833,3.82837,-4.73789,NA,NA,-25.521,NA,NA
88288,-1.77019,3.67146,-4.89258,NA,NA,NA,-7.838,NA
88578,-2.75031,4.60193,-4.22862,NA,NA,NA,-80.983,NA
88777,-2.033,4.58339,-5,NA,-54.173,NA,NA,NA
88829,-1.46264,2.94623,-5,NA,-68.843,NA,NA,NA
89060,-1.19079,4.46186,-5,NA,-70.828,NA,NA,NA
89356,-2.05349,4.66145,-4.87101,NA,-49.807,NA,NA,NA
89441,-1.45942,5,-4.30909,NA,-83.845,NA,NA,NA
89729,-0.858975,4.50208,-5,NA,-93.638,NA,NA,NA
89972,-1.19581,4.3313,-5,NA,NA,NA,-55.549,NA
90075,-2.16102,4.70863,-5,NA,-64.174,NA,NA,NA
90302,-2.33515,3.50567,-5,NA,NA,NA,-58.104,NA
90585,-1.37496,3.17486,-5,NA,-73.765,NA,NA,NA
90734,-1.45731,3.21635,-5,NA,-57.607,NA,NA,NA
90840,-2.3009,3.31396,-5,NA,-50.674,NA,NA,NA
91153,-2.07864,3.88646,-5,NA,-39.43,NA,NA,NA
91378,-2.00301,4.32515,-5,NA,-52.866,NA,NA,NA
91529,-2.69958,3.47215,-5,NA,-79.048,NA,NA,NA
91626,-2.22593,3.78744,-5,NA,-57.871,NA,NA,NA
91904,-2.08075,3.69776,-4.57742,-73.12,NA,NA,NA,NA
92074,-2.04583,3.51517,-5,NA,-58.31,NA,NA,NA
92246,-2.4216,3.78481,-5,NA,-63.865,NA,NA,NA
92585,-1.89348,3.60317,-5,NA,NA,NA,-21.449,NA
92649,-1.74682,3.63862,-5,NA,-46.687,NA,NA,NA
92824,-1.97782,4.39489,-5,NA,NA,NA,-47.155,NA
93151,-2.57864,4.7596,-4.83335,NA,-69.383,NA,NA,NA
93375,-2.41427,4.07482,-4.76136,NA,-55.891,NA,NA,NA
93407,-2.1751,4.45129,-4.07754,NA,NA,NA,-73.549,NA
93707,-2.45882,4.35402,-4.58323,NA,-63.211,NA,NA,NA
93986,-2.75374,5,-4.70572,NA,NA,NA,-87.708,NA
94022,-2.39655,4.55608,-5,NA,NA,-64.02,NA,NA
94238,-1.64254,5,-5,NA,-73.673,NA,NA,NA
94425,-2.47721,4.17165,-5,NA,-59.897,NA,NA,NA
94605,-1.5325,3.87063,-5,NA,NA,NA,-12.054,NA
94878,-1.49392,3.52537,-5,NA,NA,NA,-24.068,NA
95134,-1.28037,3.67528,-5,NA,-46.988,NA,NA,NA
95397,-1.02166,3.8016,-5,NA,NA,NA,-25.022,NA
95477,-1.38249,4.34539,-5,NA,-73.004,NA,NA,NA
95705,-1.3381,3.9884,-5,NA,-45.025,NA,NA,NA
95851,-2.39867,3.44955,-5,NA,NA,NA,-63.647,NA
96143,-1.43424,3.63229,-4.60911,NA,-49.853,NA,NA,NA
96209,-1.56515,4.11134,-5,NA,NA,NA,-23.443,NA
96439,-2.08975,4.80913,-4.34202,NA,-86.258,NA,NA,NA
96702,-1.63943,3.99714,-4.86193,NA,-47.8,NA,NA,NA
96887,-2.34927,3.42037,-5,NA,-48.888,NA,NA,NA
97119,-1.6549,3.12512,-5,NA,NA,NA,-48.414,NA
97214,-1.08244,3.85415,-4.31996,NA,NA,NA,-60.628,NA
97498,-1.45171,3.74483,-4.68988,NA,-36.778,NA,NA,NA
97740,-1.20377,3.56854,-4.68247,NA,-61.332,NA,NA,NA
97927,-1.24346,3.68183,-4.80173,NA,-51.169,NA,NA,NA
98124,-2.02053,4.7429,-5,NA,-56.393,NA,NA,NA
98229,-2.9078,4.59869,-5,NA,-89.061,NA,NA,NA
98519,-2.04664,4.06601,-4.95238,NA,-50.805,NA,NA,NA
98710,-1.81628,3.3846,-5,NA,-37.839,NA,NA,NA
98813,-1.88451,4.42209,-5,NA,NA,-46.291,NA,NA
99155,-1.83741,3.92098,-5,NA,-44.863,NA,NA,NA
99273,-2.79219,3.55566,-5,NA,-73.344,NA,NA,NA
99529,-1.68855,3.54913,-5,NA,-40.398,NA,NA,NA
99783,-2.19678,4.03338,-5,NA,NA,NA,-41.327,NA
99889,-2.51608,3.11379,-5,NA,-76.812,NA,NA,NA
100158,-1.33935,2.67097,-5,NA,NA,NA,-114.805,NA
100366,-2.01767,3.54706,-5,NA,NA,NA,-26.255,NA
100539,-2.48172,3.34998,-5,NA,-67.717,NA,NA,NA
100642,-2.16881,3.88159,-5,NA,-49.782,NA,NA,NA
100917,-1.56943,4.28086,-5,NA,-48.219,NA,NA,NA
101162,-1.25572,4.79792,-5,NA,NA,NA,-83.166,NA
101293,-2.00223,3.62919,-4.83031,NA,-42.682,NA,NA,NA
101506,-1.95494,3.46977,-4.50355,NA,-50.534,NA,NA,NA
101651,-1.49917,3.79817,-5,NA,NA,-15.307,NA,NA
101895,-2.69774,5,-5,NA,NA,-85.809,NA,NA
102028,-1.45177,4.09092,-5,NA,-38.703,NA,NA,NA
102204,-1.625,3.93573,-5,NA,NA,NA,-13.621,NA
102562,-2.27186,5,-4.60949,NA,-81.155,NA,NA,NA
102632,-2.30192,5,-5,NA,-76.721,NA,NA,NA
102822,-1.9963,3.68775,-5,NA,NA,NA,-30.519,NA
103149,-1.61138,3.41455,-5,NA,-37.903,NA,NA,NA
103214,-3.10526,4.71292,-5,NA,NA,-103.271,NA,NA
103411,-2.90785,4.34849,-5,NA,-72.389,NA,NA,NA
103652,-2.37546,4.11584,-5,NA,-52.153,NA,NA,NA
103935,-2.34281,4.57676,-5,NA,-71,NA,NA,NA
104138,-1.21709,4.04664,-4.94253,NA,-42.064,NA,NA,NA
104264,-0.999791,4.06313,-5,NA,NA,NA,-54.477,NA
104549,-1.90486,3.56535,-5,NA,-48.239,NA,NA,NA
104799,-1.91273,4.82196,-5,NA,-64.748,NA,NA,NA
104901,-2.87378,5,-5,NA,-95.135,NA,NA,NA
105074,-1.90227,3.8791,-4.89182,NA,-36.233,NA,NA,NA
105223,-2.49369,3.67319,-4.74472,NA,-60.861,NA,NA,NA
105585,-1.37281,4.58806,-5,NA,-57.305,NA,NA,NA
105629,-3.22262,5,-5,NA,NA,NA,-112.767,NA
105820,-2.21512,4.78161,-5,NA,NA,-64.844,NA,NA
106062,-1.84104,4.49169,-4.95706,NA,NA,-52.523,NA,NA
106303,-1.89324,4.0892,-5,-64.308,NA,NA,NA,NA
106444,-2.56148,4.00635,-5,NA,NA,-62.195,NA,NA
106654,-1.74327,4.33898,-4.71436,NA,-42.805,NA,NA,NA
106993,-0.973547,3.49519,-5,NA,-71.934,NA,NA,NA
107112,-1.7982,3.84477,-4.57082,NA,-46.403,NA,NA,NA
107391,-1.64059,3.08925,-5,NA,NA,NA,-43.565,NA
107494,-1.18373,3.75311,-4.85004,NA,NA,-15.424,NA,NA
107708,-2.01707,3.87428,-5,NA,NA,-35.559,NA,NA
107975,-1.92797,3.91875,-4.25611,NA,-72.505,NA,NA,NA
108185,-2.02425,3.20588,-5,NA,-70.814,NA,NA,NA
108224,-1.74876,4.17723,-5,NA,-38.506,NA,NA,NA
108473,-2.31224,4.47669,-4.80658,NA,-61.633,NA,NA,NA
108728,-1.11665,3.95416,-5,NA,-73.078,NA,NA,NA
108927,-1.71066,5,-5,NA,-72.163,NA,NA,NA
109028,-2.04789,5,-5,NA,-81.663,NA,NA,NA
109239,-1.782,3.63441,-5,NA,-45.971,NA,NA,NA
109533,-1.1277,4.65381,-5,NA,NA,NA,-68.545,NA
109665,-1.42032,4.23254,-5,NA,-68.353,NA,NA,NA
109806,-1.00778,3.49495,-5,NA,-64.133,NA,NA,NA
110130,-2.02841,2.67892,-4.94378,NA,NA,NA,-96.689,NA
110221,-2.01915,3.33162,-5,NA,NA,NA,-37.766,NA
110480,-2.31779,4.1164,-5,NA,-49.856,NA,NA,NA
110751,-2.08565,4.60174,-5,NA,-56.383,NA,NA,NA
110974,-2.5833,3.76836,-5,NA,NA,NA,-58.172,NA
111161,-1.75599,3.4219,-5,NA,-37.494,NA,NA,NA
111399,-1.94947,3.93326,-5,-54.921,NA,NA,NA,NA
111416,-2.34393,3.74718,-4.22384,NA,-52.732,NA,NA,NA
111615,-1.7524,3.87625,-5,NA,NA,NA,-10.279,NA
111835,-2.29358,3.64443,-4.25886,NA,-60.366,NA,NA,NA
112175,-1.92569,2.91212,-4.9699,NA,-63.899,NA,NA,NA
112273,-1.13459,3.34812,-5,-60.335,NA,NA,NA,NA
112574,-2.15014,4.72846,-4.59271,NA,-66.075,NA,NA,NA
112758,-1.97422,3.82544,-5,NA,NA,-31.937,NA,NA
112838,-0.968678,3.89493,-4.58997,NA,-67.152,NA,NA,NA
113074,-2.11071,3.47034,-5,NA,NA,NA,-33.434,NA
113240,-2.07372,3.26831,-4.44794,NA,NA,-71.095,NA,NA
113426,-1.82909,3.81637,-4.34295,NA,NA,-57.553,NA,NA
113711,-1.64285,4.78281,-5,NA,NA,-67.185,NA,NA
113984,-2.84467,5,-5,NA,NA,NA,-93.569,NA
114018,-1.86581,3.78665,-4.93868,NA,NA,-22.502,NA,NA
114230,-2.09677,3.77747,-4.29523,NA,NA,-54.508,NA,NA
114425,-1.09149,4.88908,-5,NA,NA,NA,-85.605,NA
114673,-1.63155,4.45579,-5,NA,NA,NA,-48.422,NA
114802,-2.54023,3.77799,-4.20581,NA,-82.217,NA,NA,NA
115158,-2.0804,4.37237,-4.19069,NA,-61.346,NA,NA,NA
115228,-1.24371,4.33718,-5,NA,-63.164,NA,NA,NA
115583,-0.865472,4.03462,-4.52402,NA,-94.227,NA,NA,NA
115658,-1.61221,3.71572,-5,NA,NA,-10.712,NA,NA
115853,-1.76853,3.01225,-5,NA,NA,NA,-47.251,NA
116104,-2.1403,4.33875,-5,NA,-52.885,NA,NA,NA
116260,-2.0925,4.14956,-5,NA,-56.105,NA,NA,NA
116500,-1.91706,4.03827,-5,NA,-45.814,NA,NA,NA
116650,-2.16792,3.0858,-5,NA,-72.781,NA,NA,NA
116812,-1.4862,3.80983,-5,NA,-36.029,NA,NA,NA
117025,-1.83032,4.0751,-4.60264,NA,-48.795,NA,NA,NA
117252,-2.58792,4.382,-4.41929,NA,-66.591,NA,NA,NA
117550,-2.27779,3.54416,-4.8693,NA,-50.149,NA,NA,NA
117608,-1.89417,3.50063,-5,NA,-51.909,NA,NA,NA
117895,-2.11034,3.16169,-5,NA,-68.474,NA,NA,NA
118103,-2.01797,3.38087,-5,NA,NA,NA,-28.263,NA
118248,-1.46622,3.96031,-4.99233,NA,-36.502,NA,NA,NA
118469,-1.31722,3.82301,-5,NA,-29.159,NA,NA,NA
118679,-1.56687,3.59842,-5,NA,-44.283,NA,NA,NA
118947,-2.24014,3.12399,-4.96099,NA,-74.561,NA,NA,NA
119190,-2.33108,3.52616,-4.66776,NA,-55.71,NA,NA,NA
119231,-2.63913,4.01323,-5,NA,NA,-63.154,NA,NA
119480,-2.18863,4.17307,-4.97376,NA,-46.15,NA,NA,NA
119681,-1.79053,4.1061,-5,NA,-36.642,NA,NA,NA
119947,-1.75372,5,-5,NA,-72.735,NA,NA,NA
120199,-1.49594,4.40216,-4.99358,NA,-61.726,NA,NA,NA
120374,-1.81322,3.25421,-4.58681,NA,NA,-42.898,NA,NA
120457,-2.44114,4.00729,-4.50866,NA,NA,NA,-56.259,NA
120660,-2.5197,3.92281,-5,NA,-54.609,NA,NA,NA
120842,-1.99754,3.72375,-4.81693,NA,-31.507,NA,NA,NA
121149,-2.1717,3.17049,-5,NA,-68.158,NA,NA,NA
121309,-1.84981,4.19497,-5,NA,NA,NA,-38.903,NA
121528,-2.25208,3.55909,-4.29861,NA,-68.034,NA,NA,NA
121606,-1.38163,3.78273,-4.75821,NA,NA,-23.288,NA,NA
121829,-2.06792,4.34331,-5,NA,-61.343,NA,NA,NA
122005,-2.41106,3.71963,-4.2266,NA,-61.404,NA,NA,NA
122314,-1.46877,3.48056,-5,NA,-58.256,NA,NA,NA
122405,-0.905866,3.48929,-4.92549,NA,-93.409,NA,NA,NA
122724,-1.14918,4.07233,-5,NA,-52.608,NA,NA,NA
122942,-2.22087,5,-5,NA,-77.091,NA,NA,NA
123081,-1.57317,4.11349,-4.46287,NA,-52.105,NA,NA,NA
123299,-1.71393,3.14434,-4.61416,NA,NA,NA,-48.35,NA
123544,-1.2474,3.55992,-4.78049,NA,-58.532,NA,NA,NA
123697,-1.24751,3.72634,-4.91349,NA,-48.086,NA,NA,NA
123828,-1.74762,3.53432,-5,NA,-40.429,NA,NA,NA
124200,-1.7565,5,-5,NA,-72.386,NA,NA,NA
124377,-2.41395,4.24802,-5,NA,-53.511,NA,NA,NA
124592,-2.09975,4.73953,-5,NA,-60.826,NA,NA,NA
124711,-1.50652,3.73229,-5,NA,-24.168,NA,NA,NA
124905,-0.986024,3.93804,-5,NA,NA,-55.278,NA,NA
125110,-1.13299,3.57344,-5,NA,NA,-33.181,NA,NA
125209,-1.92349,3.40012,-5,NA,NA,NA,NA,-110.041
125431,-1.97428,3.475,-5,NA,NA,NA,-38.849,NA
125740,-2.27772,4.17046,-5,NA,-47.559,NA,NA,NA
125986,-2.37635,4.25991,-4.56751,NA,-60.28,NA,NA,NA
126122,-2.1054,4.04695,-4.41916,NA,-56.732,NA,NA,NA
126282,-2.13563,4.26497,-4.86384,NA,NA,NA,-38.621,NA
126526,-2.41119,4.3627,-4.38746,NA,-75.58,NA,NA,NA
126635,-1.98171,4.51673,-5,NA,NA,NA,-52.817,NA
126848,-2.0952,4.68846,-5,NA,-58.356,NA,NA,NA
127046,-1.76278,3.40807,-4.93221,NA,NA,NA,-27.742,NA
127394,-1.33067,3.73936,-4.6776,NA,NA,-17.471,NA,NA
127519,-1.53097,4.04557,-4.48211,NA,NA,-53.263,NA,NA
127733,-1.95925,3.9143,-5,NA,NA,NA,-31.212,NA
127990,-1.97542,3.76251,-4.54088,NA,NA,NA,-29.584,NA
128007,-2.20604,3.90995,-5,NA,NA,NA,-35.634,NA
128217,-2.2726,4.69772,-5,NA,NA,NA,-53.863,NA
128485,-1.5386,3.47636,-5,NA,-48.932,NA,NA,NA
128619,-2.44824,3.63786,-5,NA,NA,-65.016,NA,NA
128929,-1.05144,4.72368,-4.91556,NA,NA,NA,-55.081,NA
129101,-1.40073,4.72028,-5,NA,NA,-73.801,NA,NA
129294,-1.01586,3.42557,-4.46625,NA,NA,-104.503,NA,NA
129488,-1.94041,3.77655,-4.49127,NA,-59.309,NA,NA,NA
129632,-2.42479,4.63866,-4.78446,NA,-75.607,NA,NA,NA
129908,-2.01439,3.76011,-4.00456,NA,NA,NA,-74.715,NA
130003,-1.88834,3.52034,-4.40946,NA,NA,NA,-44.334,NA
130360,-1.36043,3.78857,-5,NA,NA,NA,-19.641,NA
130577,-2.01091,3.91972,-5,-70.097,NA,NA,NA,NA
130682,-1.09198,4.21739,-5,NA,-48.276,NA,NA,NA
130881,-1.004,3.93103,-5,NA,NA,NA,-40.975,NA
131074,-1.186,3.51375,-5,NA,-58.083,NA,NA,NA
131202,-1.25462,3.70302,-4.70981,NA,NA,NA,-12.671,NA
131428,-1.43068,3.5946,-5,NA,NA,-17.936,NA,NA
131773,-1.40895,3.85296,-3.32736,NA,NA,NA,-103.433,NA
131978,-1.69739,3.88241,-4.09805,-75.785,NA,NA,NA,NA
132111,-2.03603,3.80614,-4.4295,NA,-71.274,NA,NA,NA
132365,-2.05495,3.68552,-5,NA,-41.082,NA,NA,NA
132590,-1.61227,3.44855,-4.8229,NA,-34.925,NA,NA,NA
132703,-1.81392,3.65316,-5,NA,-45.699,NA,NA,NA
132876,-1.40578,3.45277,-5,NA,-37.465,NA,NA,NA
133104,-1.03851,4.05796,-5,NA,NA,NA,-48.657,NA
133293,-1.60526,2.99956,-5,NA,NA,NA,-68.967,NA
133452,-1.94521,3.36415,-5,NA,-67.204,NA,NA,NA
133617,-1.26209,3.45071,-4.57574,NA,-67.154,NA,NA,NA
133957,-1.16887,3.74902,-5,NA,NA,-26.757,NA,NA
134021,-1.91945,4.06046,-5,NA,-47.312,NA,NA,NA
134209,-2.26392,4.06813,-5,NA,NA,NA,-46.095,NA
134458,-1.66297,4.62912,-5,NA,-66.69,NA,NA,NA
134648,-1.59196,4.7282,-5,NA,-72.339,NA,NA,NA
134949,-1.93239,5,-4.15294,NA,-86.775,NA,NA,NA
135187,-2.60449,4.59572,-4.5346,NA,NA,-89.831,NA,NA
135221,-2.77352,4.15892,-5,NA,NA,NA,-64.669,NA
135482,-2.36016,4.69947,-5,NA,-77.887,NA,NA,NA
135610,-1.60685,4.644,-4.43838,NA,NA,NA,-77.376,NA
135821,-2.12696,4.77026,-4.41827,NA,NA,NA,-66.529,NA
136076,-2.3868,4.49083,-4.84476,NA,-64.784,NA,NA,NA
136292,-2.14144,4.12972,-5,NA,NA,NA,-38.573,NA
136600,-1.4646,4.23667,-5,NA,NA,NA,-34.756,NA
136631,-1.83751,3.65643,-5,NA,-32.905,NA,NA,NA
136872,-2.06985,4.08991,-5,NA,NA,NA,-33.621,NA
137145,-1.85086,4.2001,-5,NA,NA,-36.837,NA,NA
137388,-2.17372,3.42962,-5,NA,-56.397,NA,NA,NA
137511,-2.16614,3.65806,-4.93428,NA,NA,-43.41,NA,NA
137719,-2.67574,3.96683,-4.87766,NA,NA,-64.459,NA,NA
137843,-2.79913,3.92323,-5,NA,NA,NA,-65.307,NA
138041,-1.64773,3.19991,-4.67301,NA,NA,-56.123,NA,NA
138215,-1.08876,3.36521,-4.28313,NA,NA,NA,-37.568,NA
138459,-1.47532,3.32694,-4.4024,NA,-54.205,NA,NA,NA
138701,-2.94711,3.5068,-4.77545,NA,-72.681,NA,NA,NA
138868,-2.26359,4.32463,-5,NA,-50.017,NA,NA,NA
139119,-2.10459,3.6655,-5,NA,-40.661,NA,NA,NA
139296,-3.04574,3.21948,-4.31372,NA,-105.739,NA,NA,NA
139592,-1.68348,3.39768,-5,NA,-34.789,NA,NA,NA
139681,-1.80194,3.99117,-5,NA,NA,NA,-19.96,NA
139827,-1.80254,3.16609,-5,NA,-63.6,NA,NA,NA
140032,-1.47324,4.0629,-4.72097,NA,-50.258,NA,NA,NA
140260,-2.05099,3.04075,-5,NA,-60.704,NA,NA,NA
140549,-1.5355,4.11968,-4.97205,NA,-47.919,NA,NA,NA
140640,-1.63395,4.38501,-5,NA,-47.737,NA,NA,NA
140850,-1.2439,3.31194,-5,NA,-74.658,NA,NA,NA
141002,-1.56176,3.4789,-5,NA,-45.733,NA,NA,NA
141370,-0.998697,4.2126,-5,NA,-59.142,NA,NA,NA
141447,-1.53198,3.6508,-5,NA,-43.093,NA,NA,NA
141724,-1.29784,4.54079,-5,NA,NA,-71.641,NA,NA
141939,-1.72377,3.88732,-5,NA,NA,-10.902,NA,NA
142182,-1.11827,3.69983,-5,NA,NA,NA,-18.377,NA
142205,-1.59093,3.51366,-4.88819,NA,-39.847,NA,NA,NA
142475,-2.01549,4.87391,-4.52679,NA,NA,NA,-72.103,NA
142663,-1.56275,4.08471,-4.19633,NA,-69.485,NA,NA,NA
142803,-1.94066,4.36892,-5,NA,NA,-39.454,NA,NA
143153,-2.66826,4.03476,-5,NA,NA,NA,-60.991,NA
143315,-1.68456,4.51056,-5,NA,NA,NA,-48.464,NA
143424,-1.55896,4.76849,-5,NA,-73.154,NA,NA,NA
143702,-2.23055,5,-5,NA,-75.245,NA,NA,NA
143964,-1.97422,5,-4.30123,NA,-78.187,NA,NA,NA
144171,-1.79446,5,-4.75206,NA,NA,NA,-75.107,NA
144301,-1.49116,4.60256,-5,NA,-60.233,NA,NA,NA
144498,-1.80879,4.14449,-4.97125,NA,-42.412,NA,NA,NA
144634,-2.026,4.26325,-5,NA,NA,-66.383,NA,NA
144814,-2.28551,3.29422,-5,NA,-52.495,NA,NA,NA
145021,-1.06984,3.3818,-5,NA,NA,-62.095,NA,NA
145400,-1.91667,4.23233,-4.60031,NA,NA,-43.637,NA,NA
145412,-1.37857,3.05235,-5,NA,NA,NA,-74.557,NA
145729,-1.63403,3.34448,-5,NA,-39.918,NA,NA,NA
145993,-2.06777,3.8557,-5,NA,-37.578,NA,NA,NA
146177,-1.99276,3.84197,-5,NA,-34,NA,NA,NA
146263,-2.38846,3.29806,-5,NA,-56.552,NA,NA,NA
146560,-2.95774,3.9072,-4.60364,NA,-80.607,NA,NA,NA
146788,-2.49268,4.37207,-4.41687,NA,NA,NA,-65.935,NA
146843,-1.94521,3.75874,-4.93893,NA,NA,NA,-29.111,NA
147070,-2.59788,4.32796,-5,NA,-73.452,NA,NA,NA
147280,-1.86044,4.17749,-4.65196,NA,NA,-39.676,NA,NA
147573,-2.36676,4.74485,-5,NA,-78.947,NA,NA,NA
147695,-2.06275,4.79349,-5,NA,NA,NA,-73.551,NA
147815,-1.6805,4.3246,-5,NA,NA,NA,-47.398,NA
148123,-1.07818,3.86584,-5,NA,NA,NA,-21.905,NA
148243,-2.13661,3.98377,-5,NA,NA,NA,-38.938,NA
148543,-2.0485,3.46382,-5,NA,-63.75,NA,NA,NA
148780,-1.78451,4.18814,-5,NA,-40.956,NA,NA,NA
148965,-2.07739,4.49472,-4.71059,NA,-59.12,NA,NA,NA
149032,-1.74399,4.37275,-5,NA,NA,-47.823,NA,NA
149246,-1.70892,3.71706,-5,NA,NA,-7.224,NA,NA
149495,-1.4338,3.94758,-5,NA,NA,NA,-21.035,NA
149622,-1.6502,4.41419,-5,NA,-49.946,NA,NA,NA
149952,-1.86668,4.56341,-4.9049,NA,-58.534,NA,NA,NA
150003,-1.7693,4.39268,-5,NA,NA,NA,-44.931,NA
150301,-2.29323,3.44959,-5,NA,-48.058,NA,NA,NA
150510,-1.95911,3.7827,-3.7692,NA,-62.918,NA,NA,NA
150649,-1.77046,4.22432,-4.66791,NA,-42.356,NA,NA,NA
150945,-1.6565,3.70777,-5,NA,NA,-8.049,NA,NA
151151,-2.24489,4.26207,-5,-70.547,NA,NA,NA,NA
151277,-1.99823,4.20549,-4.47908,NA,-46.326,NA,NA,NA
151579,-1.32895,3.9198,-5,NA,-39.026,NA,NA,NA
151680,-1.91957,4.5386,-5,NA,-56.298,NA,NA,NA
151941,-1.63548,3.28965,-5,NA,-44.434,NA,NA,NA
152023,-1.90165,3.61435,-5,NA,-44.918,NA,NA,NA
152287,-1.8353,4.51221,-5,NA,-58.478,NA,NA,NA
152455,-2.05837,3.57234,-5,NA,NA,NA,-33.812,NA
152688,-1.30423,3.89658,-5,NA,-33.986,NA,NA,NA
152843,-1.28422,3.45465,-5,NA,-68.879,NA,NA,NA
153180,-1.48621,4.04618,-5,NA,-47.074,NA,NA,NA
153212,-1.91955,3.83352,-5,NA,-36.903,NA,NA,NA
153527,-1.50524,3.51753,-5,NA,-50.614,NA,NA,NA
153680,-1.80435,5,-5,NA,NA,NA,-74.976,NA
153918,-2.08517,3.8798,-5,NA,NA,NA,-38.321,NA
154022,-2.03484,5,-5,NA,NA,NA,-72.759,NA
154342,-1.70977,3.45272,-5,NA,-35.409,NA,NA,NA
154573,-1.47054,3.92455,-5,NA,-38.047,NA,NA,NA
154710,-2.17678,3.45583,-4.64462,NA,-58.233,NA,NA,NA
154912,-1.92622,3.79053,-5,NA,-36.439,NA,NA,NA
155144,-1.44372,3.83292,-5,NA,NA,-22.666,NA,NA
155283,-1.42918,4.53428,-5,NA,-59.696,NA,NA,NA
155412,-1.92912,4.47132,-5,NA,NA,NA,-47.323,NA
155646,-2.10507,4.46542,-4.72956,NA,NA,-62.446,NA,NA
155862,-1.74486,3.41862,-4.63782,NA,NA,-34.283,NA,NA
156147,-1.89539,3.96716,-5,NA,NA,-31.29,NA,NA
156205,-2.10106,3.07163,-4.73999,NA,NA,-74.014,NA,NA
156492,-1.47518,4.54999,-4.30701,NA,NA,NA,-63.477,NA
156737,-2.11059,3.94362,-5,NA,NA,NA,-38.405,NA
156856,-1.75787,4.03038,-5,NA,NA,-22.796,NA,NA
157008,-1.78747,4.1731,-5,NA,NA,NA,-34.579,NA
157362,-1.9348,4.08446,-5,NA,NA,-53.413,NA,NA
157417,-1.71005,4.11795,-5,NA,NA,-31.296,NA,NA
157663,-2.5029,3.12449,-4.89162,NA,NA,-85.37,NA,NA
157939,-1.59988,3.51835,-5,NA,NA,-13.647,NA,NA
158113,-1.79162,3.54891,-4.62253,NA,-48.09,NA,NA,NA
158310,-1.55956,3.42677,-4.90122,NA,-45.598,NA,NA,NA
158414,-2.73936,3.4189,-4.62076,NA,-77.93,NA,NA,NA
158636,-2.72099,4.05508,-4.58858,NA,-70.128,NA,NA,NA
158832,-2.44049,3.28856,-5,NA,-63.798,NA,NA,NA
159115,-1.68108,3.35523,-5,NA,-36.151,NA,NA,NA
159238,-1.27225,4.39603,-4.72823,NA,-72.435,NA,NA,NA
159554,-1.84244,3.7144,-5,NA,NA,NA,-23.712,NA
159709,-1.32608,4.49384,-5,NA,-60.582,NA,NA,NA
159871,-1.20147,5,-5,NA,-89.61,NA,NA,NA
160032,-1.43284,3.80368,-4.6155,NA,NA,NA,-14.623,NA
160390,-1.49724,3.14185,-4.76696,NA,NA,-44.681,NA,NA
