id,x0,x1,x2,fitness-5,fitness-4,fitness-3.5,fitness-4.5,fitness-3,fitness-2.5,fitness-2
64616,-3.14808,4.15231,-4.73008,NA,NA,NA,-84.45,NA,NA,NA
64847,-3.20648,3.37274,-3.96061,NA,NA,NA,-106.513,NA,NA,NA
65095,-3.86797,3.18319,-2.58116,NA,NA,NA,-264.944,NA,NA,NA
65272,-4.51885,3.58448,-3.44846,-245.218,NA,NA,NA,NA,NA,NA
65548,-4.39373,4.27732,-3.04276,NA,NA,NA,-263.118,NA,NA,NA
65736,-4.86983,3.92801,-4.78964,NA,-238.096,NA,NA,NA,NA,NA
65968,-4.01583,4.76844,-4.26665,-177.558,NA,NA,NA,NA,NA,NA
66045,-2.79028,4.08711,-4.93901,NA,-67.573,NA,NA,NA,NA,NA
66280,-3.59022,3.74746,-4.04196,-127.188,NA,NA,NA,NA,NA,NA
66575,-3.17443,4.92107,-3.94441,NA,NA,NA,NA,-164.774,NA,NA
66680,-2.99988,4.34341,-4.35376,NA,NA,NA,NA,NA,-174.98,NA
66939,-4.09398,4.39842,-4.00364,NA,NA,NA,NA,-219.235,NA,NA
67082,-3.46392,3.17685,-4.72521,NA,NA,NA,-112.941,NA,NA,NA
67296,-3.04064,2.85344,-4.14399,NA,-127.574,NA,NA,NA,NA,NA
67534,-3.54903,4.09051,-3.72736,-136.825,NA,NA,NA,NA,NA,NA
67777,-3.6071,4.595,-4.80363,NA,NA,-143.423,NA,NA,NA,NA
67900,-3.99973,4.14186,-4.51232,NA,NA,-157.585,NA,NA,NA,NA
68113,-2.7252,4.60572,-4.1763,NA,-99.186,NA,NA,NA,NA,NA
68283,-2.55106,4.45153,-4.56119,NA,NA,-107.587,NA,NA,NA,NA
68425,-3.52602,3.89761,-4.09041,NA,NA,NA,-122.334,NA,NA,NA
68650,-3.62553,3.11309,-4.28462,-134.142,NA,NA,NA,NA,NA,NA
68820,-4.79892,3.18489,-3.29306,-298.216,NA,NA,NA,NA,NA,NA
69002,-4.11019,3.03263,-4.11202,NA,-187.102,NA,NA,NA,NA,NA
69281,-3.49956,3.72709,-4.13086,-117.653,NA,NA,NA,NA,NA,NA
69580,-3.92917,3.37844,-4.54758,NA,-146.661,NA,NA,NA,NA,NA
69693,-2.9155,2.9203,-4.34859,-85.562,NA,NA,NA,NA,NA,NA
69864,-2.24282,4.85686,-4.20059,NA,-87.995,NA,NA,NA,NA,NA
70113,-2.77937,3.9803,-4.5919,-71.315,NA,NA,NA,NA,NA,NA
70255,-2.40994,4.00606,-4.24616,NA,-72.657,NA,NA,NA,NA,NA
70561,-3.09904,4.18916,-3.0315,-160.975,NA,NA,NA,NA,NA,NA
70631,-2.74709,4.80893,-3.51946,NA,NA,NA,-123.599,NA,NA,NA
70861,-2.40327,4.5871,-4.36081,-66.508,NA,NA,NA,NA,NA,NA
71171,-2.87629,4.66944,-3.73725,-119.372,NA,NA,NA,NA,NA,NA
71251,-0.774862,4.92204,-4.59172,NA,NA,NA,-121.349,NA,NA,NA
71430,-2.17776,4.62677,-3.84258,NA,-106.647,NA,NA,NA,NA,NA
71650,-2.04076,3.87452,-4.9756,NA,NA,NA,-35.11,NA,NA,NA
71834,-2.79118,4.50047,-4.34205,-81.824,NA,NA,NA,NA,NA,NA
72129,-2.6935,4.10379,-4.78972,NA,NA,-93.051,NA,NA,NA,NA
72265,-3.58828,4.91458,-4.30996,NA,-141.24,NA,NA,NA,NA,NA
72494,-2.84922,3.63804,-3.99342,NA,-94.813,NA,NA,NA,NA,NA
72667,-2.25621,3.40444,-2.84994,NA,NA,NA,-179.075,NA,NA,NA
72939,-1.20015,3.0061,-4.37345,-103.21,NA,NA,NA,NA,NA,NA
73132,-1.20997,3.11688,-4.2628,NA,-109.13,NA,NA,NA,NA,NA
73383,-1.84281,3.07145,-3.91862,NA,-131.37,NA,NA,NA,NA,NA
73523,-1.66312,2.45994,-3.91985,-144.429,NA,NA,NA,NA,NA,NA
73763,-1.53877,3.19707,-4.86439,NA,NA,NA,-33.109,NA,NA,NA
73913,-0.811386,2.34655,-4.91967,NA,-187.914,NA,NA,NA,NA,NA
74182,-1.62832,3.77403,-4.16187,NA,NA,NA,-65.448,NA,NA,NA
74341,-2.44201,4.06242,-4.70115,NA,NA,NA,-53.575,NA,NA,NA
74529,-4.04389,3.9945,-3.80067,NA,NA,NA,-172.194,NA,NA,NA
74676,-3.01128,4.74512,-4.71164,NA,NA,NA,-86.324,NA,NA,NA
74911,-1.26017,4.64903,-4.51456,NA,NA,-132.777,NA,NA,NA,NA
75057,-2.10282,3.15149,-4.53049,NA,NA,-116.722,NA,NA,NA,NA
75355,-1.74141,2.30778,-3.32918,-236.963,NA,NA,NA,NA,NA,NA
75551,-2.20899,2.22036,-2.16033,-321.819,NA,NA,NA,NA,NA,NA
75675,-3.734,3.11601,-3.91474,-156.95,NA,NA,NA,NA,NA,NA
75867,-1.93747,4.99632,-4.64024,NA,NA,NA,-73.739,NA,NA,NA
76162,-1.57467,4.36165,-4.84314,NA,NA,-60.134,NA,NA,NA,NA
76349,-2.78949,4.66284,-4.1548,NA,-96.915,NA,NA,NA,NA,NA
76532,-1.20794,3.70653,-4.87384,NA,NA,NA,-13.579,NA,NA,NA
76695,-2.08938,3.45569,-4.66821,NA,NA,NA,-37.253,NA,NA,NA
76959,-1.73257,4.69303,-3.58157,NA,NA,NA,-98.348,NA,NA,NA
77058,-1.32631,4.09608,-4.28858,NA,-65.162,NA,NA,NA,NA,NA
77362,-2.78473,4.69884,-4.15043,NA,-93.937,NA,NA,NA,NA,NA
77465,-2.35144,4.29217,-4.72435,NA,NA,NA,NA,NA,-127.032,NA
77791,-2.29603,4.23769,-3.30096,NA,NA,NA,NA,-136.697,NA,NA
77808,-0.671606,4.11487,-4.60105,-111.865,NA,NA,NA,NA,NA,NA
78190,-0.899628,3.44745,-3.95234,-146.397,NA,NA,NA,NA,NA,NA
78395,-2.58337,3.48974,-4.95448,NA,NA,NA,NA,-97.923,NA,NA
78549,-2.56406,4.22909,-3.45182,NA,NA,-143.275,NA,NA,NA,NA
78737,-2.51148,4.84188,-3.31521,NA,NA,-158.152,NA,NA,NA,NA
78920,-3.70359,2.10089,-3.62973,NA,-224.231,NA,NA,NA,NA,NA
79103,-3.03832,2.76809,-4.35002,NA,-126.683,NA,NA,NA,NA,NA
79356,-3.14046,3.87049,-4.00507,NA,-103.474,NA,NA,NA,NA,NA
79412,-2.40018,2.6924,-3.92554,NA,NA,NA,-132.731,NA,NA,NA
79607,-3.14914,1.45005,-4.84663,-232.552,NA,NA,NA,NA,NA,NA
79842,-2.47675,3.33665,-4.5736,-68.076,NA,NA,NA,NA,NA,NA
80095,-1.66108,3.84293,-4.13545,-53.394,NA,NA,NA,NA,NA,NA
80324,-1.03096,2.8667,-3.50932,NA,-242.223,NA,NA,NA,NA,NA
80598,-2.91405,4.32281,-4.74137,NA,NA,NA,-84.274,NA,NA,NA
80604,-3.03475,4.11742,-4.37046,NA,NA,-114.202,NA,NA,NA,NA
80947,-3.39655,4.25331,-3.13642,NA,NA,NA,-166.895,NA,NA,NA
81064,-3.64268,4.13676,-3.58411,NA,NA,-172.086,NA,NA,NA,NA
81220,-1.922,3.70866,-3.71323,NA,NA,NA,-93.303,NA,NA,NA
81485,-0.571833,3.05891,-4.02123,-211.23,NA,NA,NA,NA,NA,NA
81791,-1.6076,4.41645,-4.60924,-54.317,NA,NA,NA,NA,NA,NA
81869,-1.63002,3.74035,-3.48998,NA,NA,NA,-119.197,NA,NA,NA
82105,-2.03634,3.5196,-4.22718,-55.477,NA,NA,NA,NA,NA,NA
82389,-2.53991,3.0998,-4.89486,-73.633,NA,NA,NA,NA,NA,NA
82467,-3.2235,4.91056,-4.52902,NA,NA,-121.289,NA,NA,NA,NA
82778,-3.71981,3.93095,-4.27424,NA,NA,NA,NA,-182.803,NA,NA
82841,-3.47828,3.88115,-4.35072,NA,NA,-140.152,NA,NA,NA,NA
83143,-2.3163,2.70479,-4.35495,NA,-121.482,NA,NA,NA,NA,NA
83228,-2.16803,3.01286,-4.61919,NA,-98.732,NA,NA,NA,NA,NA
83443,-3.9796,1.9133,-4.85235,-217.358,NA,NA,NA,NA,NA,NA
83696,-2.51949,3.51294,-4.10236,NA,NA,NA,-79.43,NA,NA,NA
83826,-1.37206,4.66501,-3.09613,NA,NA,NA,-129.267,NA,NA,NA
84172,-1.58803,4.63225,-3.54057,-117.337,NA,NA,NA,NA,NA,NA
84393,-3.16642,4.46965,-3.6349,NA,NA,NA,-124.567,NA,NA,NA
84435,-2.88558,3.86663,-4.96693,NA,NA,NA,-60.444,NA,NA,NA
84751,-3.12773,4.70326,-3.40957,NA,NA,-176.092,NA,NA,NA,NA
84806,-2.50142,4.36732,-4.57147,NA,NA,NA,-61.931,NA,NA,NA
85159,-2.9524,4.57714,-4.33089,-86.587,NA,NA,NA,NA,NA,NA
85394,-2.35466,3.85994,-4.50531,NA,-58.57,NA,NA,NA,NA,NA
85518,-1.69036,4.8484,-3.56052,NA,NA,NA,NA,-170.288,NA,NA
85638,-3.83048,4.70617,-3.4306,NA,NA,NA,NA,NA,NA,-318.919
85991,-3.46482,4.11493,-3.43519,NA,-162.898,NA,NA,NA,NA,NA
86100,-4.23734,4.15656,-4.61416,NA,NA,NA,-169.959,NA,NA,NA
86218,-4.21078,4.09229,-4.08925,-181.912,NA,NA,NA,NA,NA,NA
86442,-3.61473,4.82517,-3.94273,-156.979,NA,NA,NA,NA,NA,NA
86607,-3.71037,4.2793,-4.50728,NA,-127.45,NA,NA,NA,NA,NA
86958,-4.07599,4.49048,-4.38008,NA,-164.899,NA,NA,NA,NA,NA
87033,-4.87351,4.66654,-4.39311,NA,-263.071,NA,NA,NA,NA,NA
87313,-3.52719,2.85873,-4.25355,NA,NA,-166.021,NA,NA,NA,NA
87597,-3.64381,3.32585,-4.92323,NA,NA,NA,NA,NA,-183.947,NA
87699,-3.74589,3.22454,-4.6726,NA,NA,NA,-130.73,NA,NA,NA
87802,-3.14773,3.19234,-4.38464,NA,NA,NA,-105.123,NA,NA,NA
88178,-2.83873,2.71604,-4.32504,NA,NA,NA,-115.679,NA,NA,NA
88214,-3.34134,3.34572,-3.7566,NA,NA,NA,-116.423,NA,NA,NA
88448,-3.23418,3.3669,-4.75392,NA,NA,NA,-87.879,NA,NA,NA
88644,-2.29274,4.02546,-3.91018,-80.476,NA,NA,NA,NA,NA,NA
88946,-1.34144,3.52157,-4.38539,NA,NA,NA,-49.906,NA,NA,NA
89175,-2.87659,3.06693,-4.99623,NA,NA,NA,-84.278,NA,NA,NA
89267,-2.32883,3.09474,-4.59795,NA,NA,NA,-72.201,NA,NA,NA
89485,-2.28675,3.21794,-4.77903,-57.443,NA,NA,NA,NA,NA,NA
89706,-2.04283,3.47157,-3.66661,NA,NA,NA,-90.131,NA,NA,NA
89839,-2.40359,4.82113,-4.77243,NA,NA,NA,-64.39,NA,NA,NA
90080,-2.01884,4.92723,-4.7702,NA,NA,NA,-69.998,NA,NA,NA
90332,-2.32965,4.36693,-3.813,NA,-82.729,NA,NA,NA,NA,NA
90412,-2.26156,4.62346,-3.93965,-93.281,NA,NA,NA,NA,NA,NA
90711,-3.1028,4.54339,-3.75811,NA,NA,NA,-116.953,NA,NA,NA
90966,-4.09787,3.3405,-4.28458,NA,NA,NA,-161.758,NA,NA,NA
91112,-4.53387,4.12924,-4.59168,NA,NA,NA,-203.423,NA,NA,NA
91376,-4.10031,4.26353,-4.00225,NA,-178.154,NA,NA,NA,NA,NA
91542,-4.49718,4.59605,-4.80902,-208.79,NA,NA,NA,NA,NA,NA
91719,-2.79088,4.53873,-4.04296,-91.37,NA,NA,NA,NA,NA,NA
91978,-1.19924,4.07916,-3.79281,NA,NA,NA,-110.323,NA,NA,NA
92023,-0.175642,4.88617,-3.06783,NA,-277.952,NA,NA,NA,NA,NA
92265,-0.886463,4.40441,-4.40575,NA,-117.309,NA,NA,NA,NA,NA
92509,-1.80178,4.12455,-3.70141,NA,NA,NA,-97.004,NA,NA,NA
92602,-2.12052,4.80959,-4.96869,NA,NA,NA,-69.339,NA,NA,NA
92928,-1.90002,4.61,-4.68117,NA,NA,-71.683,NA,NA,NA,NA
93162,-2.46957,4.32645,-4.81369,-59.646,NA,NA,NA,NA,NA,NA
93328,-2.12167,4.5906,-4.33131,NA,-87.719,NA,NA,NA,NA,NA
93408,-2.62026,4.5827,-4.63131,NA,NA,NA,-72.799,NA,NA,NA
93773,-1.74436,4.46528,-4.53369,NA,NA,-102.931,NA,NA,NA,NA
93824,-2.68427,4.58519,-4.30906,NA,NA,-109.955,NA,NA,NA,NA
94183,-2.74525,4.9594,-4.85578,NA,-93.344,NA,NA,NA,NA,NA
94206,-2.73738,4.79681,-4.87409,NA,NA,-110.035,NA,NA,NA,NA
94551,-2.1581,4.45914,-4.89008,NA,-59.608,NA,NA,NA,NA,NA
94761,-3.03853,4.47499,-4.64784,NA,-86.527,NA,NA,NA,NA,NA
94879,-3.61425,2.28869,-4.45484,-175.14,NA,NA,NA,NA,NA,NA
95010,-3.34354,2.95066,-3.54341,NA,NA,NA,-160.929,NA,NA,NA
95220,-3.21549,3.64119,-3.82025,-112.181,NA,NA,NA,NA,NA,NA
95411,-3.05377,4.54281,-3.83291,NA,NA,NA,-109.75,NA,NA,NA
95721,-1.8218,3.6448,-4.58949,NA,-25.737,NA,NA,NA,NA,NA
95815,-1.95168,3.69614,-4.55006,NA,NA,-63.204,NA,NA,NA,NA
96171,-3.39964,4.78656,-4.47609,NA,NA,-130.875,NA,NA,NA,NA
96278,-1.92112,4.83694,-3.96942,NA,NA,-133.916,NA,NA,NA,NA
96411,-0.15585,3.46511,-3.01726,-287.15,NA,NA,NA,NA,NA,NA
96734,-0.992424,3.6037,-3.81329,-138.832,NA,NA,NA,NA,NA,NA
96864,-0.542294,3.89662,-3.20453,NA,-244.581,NA,NA,NA,NA,NA
97078,-1.28695,3.96094,-4.83493,NA,-19.654,NA,NA,NA,NA,NA
97201,-1.41007,4.86781,-4.16772,NA,NA,-137.014,NA,NA,NA,NA
97594,-2.51039,4.88124,-4.33209,NA,NA,-115.44,NA,NA,NA,NA
97722,-2.73068,3.54499,-4.74322,NA,NA,NA,NA,NA,-162.384,NA
97812,-3.16561,4.43453,-4.05682,NA,-111.584,NA,NA,NA,NA,NA
98101,-3.26858,4.71211,-4.67793,NA,-105.814,NA,NA,NA,NA,NA
98237,-3.0642,4.36982,-4.4269,NA,NA,NA,NA,-137.966,NA,NA
98472,-2.66911,2.69146,-2.74371,NA,NA,NA,-217.634,NA,NA,NA
98604,-2.54689,4.42832,-3.85413,NA,NA,NA,-85.658,NA,NA,NA
98834,-1.85475,4.23329,-4.93961,NA,NA,-77.99,NA,NA,NA,NA
99114,-2.87298,4.7297,-4.55888,NA,NA,NA,NA,-153.54,NA,NA
99379,-4.38979,4.74115,-3.29524,NA,-265.715,NA,NA,NA,NA,NA
99429,-2.12548,3.85417,-2.65904,-166.159,NA,NA,NA,NA,NA,NA
99692,-1.43937,4.33515,-3.96997,-94.905,NA,NA,NA,NA,NA,NA
99965,-1.72511,4.64747,-3.79124,-119.708,NA,NA,NA,NA,NA,NA
100166,-0.523496,4.8689,-3.08776,NA,NA,NA,-226.952,NA,NA,NA
100326,-0.570268,4.54535,-4.43948,NA,NA,NA,-139.204,NA,NA,NA
100531,-1.95663,4.47069,-3.15393,NA,NA,NA,-138.756,NA,NA,NA
100777,-1.56348,4.50215,-4.38357,NA,NA,NA,-62.451,NA,NA,NA
100992,-1.65068,4.69997,-4.73881,NA,NA,NA,-45.264,NA,NA,NA
101172,-2.49034,4.26077,-4.30689,NA,NA,NA,-66.901,NA,NA,NA
101225,-2.26731,3.68302,-3.89649,-87.478,NA,NA,NA,NA,NA,NA
101439,-2.17422,3.96299,-4.43543,NA,NA,NA,-48.528,NA,NA,NA
101761,-2.19746,3.80609,-4.87428,NA,-52.25,NA,NA,NA,NA,NA
101953,-2.90878,4.0565,-4.54873,NA,NA,NA,-73.417,NA,NA,NA
102064,-2.99067,4.97445,-4.77514,NA,NA,NA,-98.521,NA,NA,NA
102206,-2.06832,4.20806,-4.59184,NA,-56.432,NA,NA,NA,NA,NA
102572,-1.90722,4.16701,-3.91243,-82.907,NA,NA,NA,NA,NA,NA
102667,-2.43651,2.685,-4.26965,-114.465,NA,NA,NA,NA,NA,NA
102839,-1.41207,3.45019,-3.76732,-148.673,NA,NA,NA,NA,NA,NA
103017,-1.54724,2.63518,-4.00864,NA,NA,NA,-162.439,NA,NA,NA
103395,-1.37547,3.55164,-4.95304,NA,NA,-105.792,NA,NA,NA,NA
103593,-1.76959,3.77447,-4.71101,-45.799,NA,NA,NA,NA,NA,NA
103691,-2.49244,4.10375,-3.82809,-86.797,NA,NA,NA,NA,NA,NA
103928,-3.28464,3.98907,-4.69786,NA,-95.089,NA,NA,NA,NA,NA
104027,-3.8868,4.37869,-4.71551,NA,-142.637,NA,NA,NA,NA,NA
104364,-4.09705,4.99483,-4.89998,NA,NA,NA,-181.295,NA,NA,NA
104549,-2.31108,4.46643,-3.63193,NA,NA,-118.498,NA,NA,NA,NA
104604,-3.37418,3.83105,-3.74374,NA,NA,NA,NA,-185.51,NA,NA
104805,-3.13739,4.21096,-3.08996,NA,NA,-193.4,NA,NA,NA,NA
105071,-3.88472,4.73562,-3.64597,-184.609,NA,NA,NA,NA,NA,NA
105351,-4.40761,3.64914,-4.57127,NA,NA,NA,-185.843,NA,NA,NA
105578,-3.74073,3.25421,-4.77985,NA,NA,NA,-128.738,NA,NA,NA
105769,-1.09582,4.07539,-4.21363,NA,NA,-152.098,NA,NA,NA,NA
105910,-1.94485,4.47676,-4.86372,NA,NA,-91.193,NA,NA,NA,NA
106144,-3.08059,4.28845,-4.58532,NA,-85.417,NA,NA,NA,NA,NA
106203,-2.91529,3.57376,-3.89193,NA,-105.31,NA,NA,NA,NA,NA
106445,-3.57183,3.54632,-4.80409,NA,NA,NA,-115.38,NA,NA,NA
106655,-2.80437,4.23507,-4.52388,NA,NA,NA,-72.28,NA,NA,NA
106945,-1.20363,3.40807,-4.33236,NA,-59.843,NA,NA,NA,NA,NA
107107,-1.51014,3.17556,-4.21587,NA,NA,NA,NA,-192.146,NA,NA
107237,-2.42536,2.2436,-4.29252,NA,NA,-182.273,NA,NA,NA,NA
107529,-0.528149,3.36451,-3.86116,NA,NA,NA,-202.673,NA,NA,NA
107620,-2.66103,3.29531,-4.47848,NA,NA,-101.017,NA,NA,NA,NA
107892,-2.23271,4.06142,-4.31082,NA,NA,NA,NA,NA,-171.096,NA
108096,-1.69487,4.31742,-4.9232,-35.91,NA,NA,NA,NA,NA,NA
108201,-2.81384,4.2838,-4.42934,NA,NA,NA,-74.401,NA,NA,NA
108474,-2.07101,4.00863,-4.74729,-42.028,NA,NA,NA,NA,NA,NA
108696,-2.33263,4.61407,-3.50224,-110.956,NA,NA,NA,NA,NA,NA
108802,-1.8641,3.51241,-4.01081,NA,NA,NA,-74.077,NA,NA,NA
109071,-2.82685,3.93616,-4.57971,NA,-72.233,NA,NA,NA,NA,NA
109300,-2.45786,3.40384,-4.20167,-80.314,NA,NA,NA,NA,NA,NA
109514,-1.3964,2.50864,-3.50999,-217.713,NA,NA,NA,NA,NA,NA
109636,-0.594526,3.7516,-3.44632,NA,NA,NA,-212.11,NA,NA,NA
109905,-1.04431,3.88288,-4.13078,NA,-93.965,NA,NA,NA,NA,NA
110097,-1.56518,4.70353,-4.91967,NA,NA,NA,-64.648,NA,NA,NA
110297,-2.13652,4.0237,-4.55404,NA,NA,NA,-46.308,NA,NA,NA
110551,-2.39011,2.78219,-4.7071,-98.989,NA,NA,NA,NA,NA,NA
110607,-1.78213,4.28856,-4.82624,NA,NA,NA,-46.253,NA,NA,NA
110956,-1.5587,4.98852,-4.86297,NA,NA,NA,-77.544,NA,NA,NA
111002,-2.59151,4.89149,-4.45822,NA,NA,NA,-81.777,NA,NA,NA
111351,-2.54474,4.65232,-4.41986,-80.978,NA,NA,NA,NA,NA,NA
111447,-2.45387,3.73411,-4.66529,NA,NA,NA,-51.634,NA,NA,NA
111743,-1.80752,4.50188,-3.71472,-97.195,NA,NA,NA,NA,NA,NA
111939,-1.33852,4.52492,-2.92388,NA,NA,NA,-176.53,NA,NA,NA
112076,-1.49919,3.60441,-4.1959,NA,NA,NA,-52.421,NA,NA,NA
112262,-0.755897,4.1271,-3.13195,NA,-241.05,NA,NA,NA,NA,NA
112459,-1.25398,3.84351,-3.15569,NA,NA,NA,-161.288,NA,NA,NA
112722,-1.2003,4.93171,-4.46313,NA,NA,NA,-93.147,NA,NA,NA
112938,-2.37401,4.83373,-4.57709,NA,NA,-92.323,NA,NA,NA,NA
113114,-2.69009,3.41818,-4.84714,NA,-54.717,NA,NA,NA,NA,NA
113362,-1.90084,3.66487,-4.40281,NA,NA,NA,-35.278,NA,NA,NA
113521,-1.07776,3.86127,-4.90245,NA,-64.373,NA,NA,NA,NA,NA
113677,-1.64322,3.45729,-4.3313,NA,NA,NA,-27.4,NA,NA,NA
113981,-2.01971,3.58693,-2.34465,NA,-256.622,NA,NA,NA,NA,NA
114146,-2.78331,4.82629,-3.3265,NA,NA,NA,NA,-186.306,NA,NA
114389,-2.73766,3.7741,-3.61736,NA,NA,-128.38,NA,NA,NA,NA
114549,-0.713871,4.70609,-4.54791,NA,NA,-177.411,NA,NA,NA,NA
114750,-1.22703,4.3787,-4.26625,NA,NA,NA,NA,-193.176,NA,NA
114821,-1.85377,4.09197,-4.38821,-50.386,NA,NA,NA,NA,NA,NA
115034,-2.39902,4.62264,-4.72954,-70.36,NA,NA,NA,NA,NA,NA
115234,-4.92914,4.1932,-4.62433,NA,NA,NA,-251.633,NA,NA,NA
115427,-3.72879,4.01821,-4.37518,NA,NA,NA,-125.862,NA,NA,NA
115715,-3.35231,4.89386,-4.98945,NA,NA,NA,-115.038,NA,NA,NA
115879,-2.75966,4.55643,-4.81331,NA,-77.462,NA,NA,NA,NA,NA
116147,-2.68544,4.37405,-4.49074,NA,-75.959,NA,NA,NA,NA,NA
116311,-1.89952,4.38393,-3.72335,NA,-90.199,NA,NA,NA,NA,NA
116542,-1.23965,3.95841,-3.02685,NA,-209,NA,NA,NA,NA,NA
116758,-2.07379,4.57288,-4.46065,NA,-82.02,NA,NA,NA,NA,NA
117000,-1.9496,3.01896,-4.89872,NA,NA,-122.616,NA,NA,NA,NA
117016,-0.3865,3.17797,-4.6002,NA,NA,-260.119,NA,NA,NA,NA
117241,-1.01201,3.92146,-4.91146,-78.294,NA,NA,NA,NA,NA,NA
117537,-0.474355,3.03564,-4.60307,NA,-222.797,NA,NA,NA,NA,NA
117687,-1.96079,3.85848,-4.82164,NA,NA,NA,NA,-163.451,NA,NA
117912,-1.59087,2.77126,-4.06474,-131.898,NA,NA,NA,NA,NA,NA
118126,-0.701886,4.0188,-4.19038,-134.854,NA,NA,NA,NA,NA,NA
118231,0.148981,4.17696,-3.81475,-212.955,NA,NA,NA,NA,NA,NA
118508,-0.737329,4.66799,-4.00618,NA,NA,-165.186,NA,NA,NA,NA
118682,1.14538,4.46618,-3.37331,NA,NA,-541.057,NA,NA,NA,NA
118985,0.487241,3.70625,-3.83961,NA,-490.707,NA,NA,NA,NA,NA
119171,-0.60191,4.63951,-3.99987,NA,NA,NA,-152.088,NA,NA,NA
119305,-0.113552,3.84642,-4.57445,NA,NA,NA,-203.276,NA,NA,NA
119509,0.503144,4.83682,-4.62596,NA,-312.504,NA,NA,NA,NA,NA
119731,-0.75816,4.88441,-3.36773,NA,NA,NA,-178.112,NA,NA,NA
119834,-1.72307,3.44813,-2.94191,-170.058,NA,NA,NA,NA,NA,NA
120104,-1.47956,3.9511,-3.9955,NA,-80.707,NA,NA,NA,NA,NA
120250,-1.32428,3.9234,-3.28033,NA,NA,-198.743,NA,NA,NA,NA
120587,-1.97023,3.22528,-4.04649,NA,NA,NA,NA,-170.605,NA,NA
120631,-1.71299,2.80023,-3.07409,NA,NA,-331.031,NA,NA,NA,NA
120881,-1.82294,3.70472,-4.93087,NA,-38.835,NA,NA,NA,NA,NA
121080,-0.641468,3.6828,-4.80263,NA,-122.086,NA,NA,NA,NA,NA
121372,-0.919719,4.15463,-4.7481,NA,-74.345,NA,NA,NA,NA,NA
121432,-1.76486,4.78041,-2.92584,-163.884,NA,NA,NA,NA,NA,NA
121752,-0.753042,2.74312,-3.81826,NA,NA,NA,-240.758,NA,NA,NA
121857,-2.21723,4.19505,-3.87243,NA,NA,NA,-88.348,NA,NA,NA
122010,-3.27361,3.1203,-4.75513,NA,NA,NA,-108.096,NA,NA,NA
122211,-2.81642,4.09841,-4.17066,NA,-92.973,NA,NA,NA,NA,NA
122531,-2.36572,4.23206,-4.90118,-44.781,NA,NA,NA,NA,NA,NA
122777,-3.17249,3.65946,-4.32524,-98.85,NA,NA,NA,NA,NA,NA
122898,-3.13682,4.57636,-3.80488,NA,NA,NA,-119.191,NA,NA,NA
123153,-2.55657,4.99654,-3.83574,NA,NA,NA,-104.222,NA,NA,NA
123395,-3.40446,4.26687,-4.0061,NA,NA,NA,-116.592,NA,NA,NA
123508,-3.51356,4.21778,-3.62944,NA,NA,NA,-143.994,NA,NA,NA
123651,-4.33225,4.96509,-4.77802,NA,NA,NA,-206.082,NA,NA,NA
123875,-4.44202,4.8172,-3.32776,-269.425,NA,NA,NA,NA,NA,NA
124063,-4.2716,4.8925,-4.73341,NA,NA,NA,-193.424,NA,NA,NA
124234,-1.71784,4.76662,-4.76046,NA,NA,-114.035,NA,NA,NA,NA
124407,-1.63368,3.80894,-4.51619,-33.724,NA,NA,NA,NA,NA,NA
124699,-3.15383,3.97384,-4.97357,NA,NA,NA,-84.961,NA,NA,NA
124959,-3.28468,2.1117,-4.87624,NA,NA,NA,NA,-251.691,NA,NA
125071,-2.98071,4.14429,-3.65454,NA,-116.895,NA,NA,NA,NA,NA
125259,-2.20637,4.4711,-3.64257,-97.436,NA,NA,NA,NA,NA,NA
125409,-1.33832,3.81805,-3.70043,NA,NA,NA,-99.055,NA,NA,NA
125634,-2.19176,2.93087,-4.6361,NA,NA,-120.986,NA,NA,NA,NA
125886,-2.83404,4.43753,-4.44721,NA,NA,-101.767,NA,NA,NA,NA
126171,-3.53447,3.56845,-4.19461,NA,-118.821,NA,NA,NA,NA,NA
126371,-3.41877,4.89805,-3.73692,-150.963,NA,NA,NA,NA,NA,NA
126562,-2.16253,4.3383,-3.92342,NA,-85.006,NA,NA,NA,NA,NA
126736,-2.36524,3.38359,-4.19129,-86.059,NA,NA,NA,NA,NA,NA
126818,-2.38041,2.90793,-4.13115,NA,NA,-108.932,NA,NA,NA,NA
127099,-1.97104,3.68203,-4.25088,NA,NA,NA,-40.179,NA,NA,NA
127201,-3.07761,4.88768,-3.59077,-137.917,NA,NA,NA,NA,NA,NA
127503,-2.44738,4.84975,-4.60766,NA,NA,-104.132,NA,NA,NA,NA
127719,-2.49063,4.64542,-3.93242,-90.083,NA,NA,NA,NA,NA,NA
127809,-2.24481,3.94568,-4.50684,NA,NA,NA,-50.248,NA,NA,NA
128067,-2.87554,4.30906,-3.58634,NA,NA,NA,-118.465,NA,NA,NA
128343,-3.07831,4.22034,-4.26674,NA,-95.811,NA,NA,NA,NA,NA
128460,-3.2546,4.8443,-4.81583,NA,NA,NA,-110.586,NA,NA,NA
128786,-1.7508,3.28723,-4.51677,-56.2,NA,NA,NA,NA,NA,NA
128896,-3.94753,3.24892,-4.66466,NA,NA,NA,-144.509,NA,NA,NA
129136,-3.12707,2.32162,-4.94811,NA,-161.774,NA,NA,NA,NA,NA
129215,-2.76392,4.93894,-4.72761,NA,NA,-119.901,NA,NA,NA,NA
