id,x0,x1,x2,fitness4.5,fitness5,fitness4,fitness3,fitness3.5
87505,5,4.91321,-1.09467,NA,2208.341,NA,NA,NA
87774,5,5,-0.991574,NA,10310.889,NA,NA,NA
87994,4.89362,5,-2.05894,NA,6939.719,NA,NA,NA
88046,4.61084,5,-0.62864,NA,4652.436,NA,NA,NA
88317,4.65977,5,-0.97849,NA,6494.687,NA,NA,NA
88574,4.72999,4.94413,0.346977,4993.245,NA,NA,NA,NA
88612,5,5,-0.666415,NA,10453.773,NA,NA,NA
88886,4.64541,5,-0.653071,NA,6979.672,NA,NA,NA
89100,5,3.80999,-0.723729,NA,5090.336,NA,NA,NA
89301,5,4.46954,-0.783629,1378.247,NA,NA,NA,NA
89532,5,5,-1.33999,NA,NA,5348.937,NA,NA
89721,4.85808,5,-0.989525,1880.528,NA,NA,NA,NA
89904,5,5,-1.97404,NA,5439.01,NA,NA,NA
90086,4.77215,4.26227,-1.61353,NA,5528.545,NA,NA,NA
90301,5,4.14119,-1.25753,NA,3431.355,NA,NA,NA
90510,5,5,-0.740869,NA,15614.05,NA,NA,NA
90687,5,5,-1.04052,NA,5457.941,NA,NA,NA
90954,5,5,-0.917791,NA,10959.559,NA,NA,NA
91086,4.67544,5,-0.868073,NA,11642.627,NA,NA,NA
91206,5,5,-0.970604,NA,8773.722,NA,NA,NA
91570,5,5,-0.941749,NA,10050.771,NA,NA,NA
91636,5,5,-0.831033,NA,12911.935,NA,NA,NA
91978,4.59813,4.94631,-0.604441,NA,4257.373,NA,NA,NA
92120,4.93243,4.92338,-0.753836,NA,20325.438,NA,NA,NA
92249,5,5,-1.05386,NA,4229.917,NA,NA,NA
92476,5,5,-2.07192,NA,5146.221,NA,NA,NA
92795,5,5,-0.703031,NA,11647.772,NA,NA,NA
92805,5,5,-1.90791,NA,4515.369,NA,NA,NA
93106,4.86273,5,-2.08277,NA,6669.157,NA,NA,NA
93397,5,5,-2.0488,NA,6984.982,NA,NA,NA
93431,5,5,-1.90197,NA,4387.436,NA,NA,NA
93603,5,5,-0.964086,NA,9078.406,NA,NA,NA
93898,5,5,-0.376867,NA,NA,NA,NA,1394.014
94107,5,5,-1.03939,NA,5088.787,NA,NA,NA
94331,5,5,-1.92646,NA,4867.891,NA,NA,NA
94476,4.8294,5,-0.924928,NA,14124.633,NA,NA,NA
94660,5,5,-0.704942,NA,11701.064,NA,NA,NA
94939,5,5,-1.04068,NA,5013.103,NA,NA,NA
95184,4.68563,5,-2.19978,NA,2252.897,NA,NA,NA
95395,5,5,-2.09834,NA,4767.811,NA,NA,NA
95430,4.79637,5,-0.939583,NA,12891.501,NA,NA,NA
95686,5,5,-2.06629,NA,5212.148,NA,NA,NA
95888,5,5,-1.01186,NA,6654.179,NA,NA,NA
96008,5,4.7566,-2.55683,2296.526,NA,NA,NA,NA
96272,4.91777,4.68682,-0.906063,NA,17239.663,NA,NA,NA
96417,4.9,3.64596,-0.914636,NA,3590.731,NA,NA,NA
96614,5,5,-0.328977,2361.004,NA,NA,NA,NA
96827,5,4.88129,-1.88844,NA,7136.979,NA,NA,NA
97009,4.34826,5,-1.27391,NA,5723.208,NA,NA,NA
97223,5,5,-0.564554,NA,5791.819,NA,NA,NA
97550,5,4.90219,-0.798199,NA,16979.479,NA,NA,NA
97687,5,5,-0.867319,NA,16217.738,NA,NA,NA
97875,4.87278,5,-0.693679,NA,15120.576,NA,NA,NA
98010,4.65206,5,-2.03429,NA,4030.269,NA,NA,NA
98320,4.72551,5,-0.746505,NA,16179.519,NA,NA,NA
98458,5,5,-0.778889,NA,12987.321,NA,NA,NA
98759,4.93184,5,-1.58576,NA,NA,NA,NA,2767.064
98939,5,4.61958,-0.738245,NA,9255.558,NA,NA,NA
99000,5,4.7616,-0.781794,NA,15425.32,NA,NA,NA
99303,4.74681,5,-0.0601094,2568.319,NA,NA,NA,NA
99595,4.91447,4.90638,-0.790647,NA,21595.756,NA,NA,NA
99720,4.33464,4.35998,-0.715803,NA,5132.406,NA,NA,NA
99825,5,5,-0.697765,NA,11496.093,NA,NA,NA
100070,5,5,-0.629103,6827.338,NA,NA,NA,NA
100353,5,4.75147,-0.487498,NA,1900.3,NA,NA,NA
100472,5,5,-0.822417,NA,12982.409,NA,NA,NA
100662,4.69206,4.95367,-0.71629,NA,16201.803,NA,NA,NA
100973,4.2207,5,-0.12932,NA,4338.47,NA,NA,NA
101163,5,5,-0.822066,13516.467,NA,NA,NA,NA
101318,5,5,-0.646603,NA,9682.319,NA,NA,NA
101587,5,5,-0.940688,9265.658,NA,NA,NA,NA
101628,5,4.84798,-0.867128,NA,20332.335,NA,NA,NA
101857,5,5,-0.556517,3004.015,NA,NA,NA,NA
102110,5,5,-0.864549,NA,12420.92,NA,NA,NA
102243,5,5,-0.638026,9400.875,NA,NA,NA,NA
102549,5,5,-0.683709,NA,11057.467,NA,NA,NA
102731,4.85478,5,-0.685575,NA,19102.166,NA,NA,NA
102911,5,5,-1.02856,NA,5716.498,NA,NA,NA
103092,4.36352,4.97121,-1.35331,NA,6623.755,NA,NA,NA
103394,4.15162,5,-1.42722,NA,5529.446,NA,NA,NA
103574,3.37333,5,-1.42263,NA,4145.918,NA,NA,NA
103766,5,4.73195,-0.652002,NA,10772.703,NA,NA,NA
103885,5,5,-0.660168,NA,10219.342,NA,NA,NA
104000,5,5,-0.987074,NA,7965.099,NA,NA,NA
104260,4.88971,4.16643,-1.33953,NA,7076.404,NA,NA,NA
104553,4.79094,5,-0.868595,NA,15551.899,NA,NA,NA
104737,5,5,-0.70412,NA,11678.256,NA,NA,NA
104912,4.84496,5,-0.635607,NA,15709.3,NA,NA,NA
105003,4.78002,5,-0.653967,NA,12329.075,NA,NA,NA
105316,5,4.1992,-1.68277,NA,2324.862,NA,NA,NA
105418,5,5,-1.09212,NA,1881.556,NA,NA,NA
105711,4.75765,5,-0.699496,NA,16882.755,NA,NA,NA
105945,4.88327,5,-0.895523,NA,NA,4931.999,NA,NA
106070,5,5,0.20813,NA,2527.356,NA,NA,NA
106258,5,4.63953,-0.670207,NA,7117.241,NA,NA,NA
106558,5,5,-0.691738,NA,11313.943,NA,NA,NA
106705,5,4.95405,-1.03893,NA,6030.199,NA,NA,NA
106921,4.95314,5,-0.845738,NA,15052.676,NA,NA,NA
107152,5,5,-2.00756,NA,5553.156,NA,NA,NA
107341,5,5,-1.88514,NA,3986.261,NA,NA,NA
107558,5,4.38676,-1.59804,NA,3811.46,NA,NA,NA
107705,5,4.94624,-0.857115,NA,19222.962,NA,NA,NA
107928,5,5,-0.782744,NA,13010.42,NA,NA,NA
108177,5,5,-0.729579,13541.511,NA,NA,NA,NA
108337,5,5,-1.28466,5290,NA,NA,NA,NA
108502,4.67982,5,-1.71307,NA,NA,682.38,NA,NA
108747,5,5,-1.08232,NA,2490.561,NA,NA,NA
108975,4.83208,5,-0.926391,NA,14078.922,NA,NA,NA
109009,5,5,-0.736744,NA,14840.028,NA,NA,NA
109234,5,5,-0.570507,NA,7083.939,NA,NA,NA
109464,5,4.85064,-0.518594,5099.586,NA,NA,NA,NA
109716,4.93797,5,-0.0893508,NA,NA,4070.592,NA,NA
109847,5,5,0.105709,NA,NA,222.922,NA,NA
110186,5,5,-0.600557,NA,7612.024,NA,NA,NA
110388,5,4.9045,-2.00786,1831.699,NA,NA,NA,NA
110483,5,5,-0.546978,NA,4861.89,NA,NA,NA
110770,5,5,-0.624516,NA,8732.801,NA,NA,NA
110927,4.86624,5,-0.50781,NA,3655.246,NA,NA,NA
111169,4.7186,4.80337,-1.03158,NA,9602.617,NA,NA,NA
111252,5,5,-1.9012,NA,4370.325,NA,NA,NA
111500,5,5,-0.523176,NA,4160.211,NA,NA,NA
111612,5,5,-0.784506,NA,13019.467,NA,NA,NA
111949,5,5,-0.770606,NA,12922.424,NA,NA,NA
112191,5,5,-0.651797,NA,9892.34,NA,NA,NA
112252,5,4.76489,-0.942354,NA,11987.067,NA,NA,NA
112444,4.84739,4.14039,-1.55032,NA,7544.231,NA,NA,NA
112727,5,5,-0.938638,NA,10176.908,NA,NA,NA
112939,5,5,-0.841659,NA,12793.448,NA,NA,NA
113034,5,5,-0.812892,NA,13033.553,NA,NA,NA
113292,4.82946,5,-0.947182,NA,12964.98,NA,NA,NA
113515,4.90609,5,-1.91804,NA,6105.093,NA,NA,NA
113697,5,4.98725,-2.1639,466.593,NA,NA,NA,NA
113910,4.79954,5,-0.608574,NA,10215.929,NA,NA,NA
114027,4.46787,5,-0.0962239,NA,1694.214,NA,NA,NA
114286,3.71107,5,-0.713711,NA,5421.818,NA,NA,NA
114464,4.25998,4.91093,-0.118654,NA,5735.785,NA,NA,NA
114681,5,4.99503,-0.866199,NA,12664.517,NA,NA,NA
114810,5,5,-0.924246,NA,10729.125,NA,NA,NA
115078,5,4.92963,-0.802015,NA,16283.494,NA,NA,NA
115378,5,5,-0.609022,NA,8017.673,NA,NA,NA
115597,5,5,-1.9837,NA,5496.066,NA,NA,NA
115621,5,4.66842,-0.708285,NA,9621.131,NA,NA,NA
115823,5,4.16436,-0.0991923,NA,4274.519,NA,NA,NA
116177,5,5,-0.819291,NA,13002.295,NA,NA,NA
116333,5,5,-0.887249,NA,11896.74,NA,NA,NA
116488,5,4.9248,-1.85875,NA,4084.974,NA,NA,NA
116710,4.42368,5,-0.245968,NA,2768.863,NA,NA,NA
116840,3.70445,5,-0.735878,NA,4874.073,NA,NA,NA
117135,5,5,-0.601668,NA,7665.822,NA,NA,NA
117216,5,4.72456,-0.560344,NA,5907.71,NA,NA,NA
117406,4.5944,5,-0.735787,NA,5392.711,NA,NA,NA
117612,5,4.9003,-0.574191,NA,8199.17,NA,NA,NA
117921,4.89984,4.87015,-0.590708,NA,12366.282,NA,NA,NA
118134,4.59103,5,-0.718522,NA,5012.466,NA,NA,NA
118220,5,5,-0.782807,NA,13010.759,NA,NA,NA
118538,5,5,-2.10196,NA,4707.61,NA,NA,NA
118666,5,5,-0.929834,NA,10520.926,NA,NA,NA
118841,5,5,-0.997622,NA,7420.116,NA,NA,NA
119072,5,5,-0.618931,NA,8479.339,NA,NA,NA
119272,5,5,-0.98247,NA,9953.785,NA,NA,NA
119403,5,5,-1.05056,NA,4427.611,NA,NA,NA
119684,5,5,-0.765924,NA,12876.583,NA,NA,NA
119835,5,5,-0.777752,NA,12979.644,NA,NA,NA
120166,5,5,-0.806167,NA,13052.723,NA,NA,NA
120351,4.86535,4.69813,-0.699351,NA,14642.873,NA,NA,NA
120577,4.6748,5,-0.527524,NA,3228.123,NA,NA,NA
120638,4.70115,5,-0.855715,NA,14553.791,NA,NA,NA
120880,4.32593,5,-1.40489,NA,7665.575,NA,NA,NA
121110,5,4.22518,-1.38896,NA,6947.942,NA,NA,NA
121292,5,5,-2.04281,NA,5426.816,NA,NA,NA
121496,5,5,-1.91388,NA,6114.519,NA,NA,NA
121671,5,5,-0.692121,NA,11325.786,NA,NA,NA
121928,3.87048,5,-0.68965,NA,3259.118,NA,NA,NA
122051,5,5,0.490341,NA,1756.78,NA,NA,NA
122231,5,5,-0.548154,NA,4924.703,NA,NA,NA
122524,5,5,-0.785742,NA,13025.247,NA,NA,NA
122629,5,5,-0.728385,NA,NA,4561.034,NA,NA
122852,5,5,-1.02965,NA,6689.479,NA,NA,NA
123171,3.90129,5,-2.00546,NA,1287.961,NA,NA,NA
123255,4.84015,4.8987,-1.35691,NA,NA,11920.036,NA,NA
123452,5,5,-1.53858,3923.558,NA,NA,NA,NA
123738,5,5,-0.751825,NA,12699.104,NA,NA,NA
123971,5,4.62524,-0.560151,NA,3324.287,NA,NA,NA
124129,4.75647,5,-0.91739,NA,12846.715,NA,NA,NA
124365,5,4.64111,-0.615833,NA,5669.273,NA,NA,NA
124480,4.90167,5,-0.707552,NA,15317.537,NA,NA,NA
124705,5,3.80737,-0.703651,NA,4212.249,NA,NA,NA
124878,4.83685,5,-0.720392,NA,16035.949,NA,NA,NA
125031,5,4.82144,-2.15656,NA,4713.421,NA,NA,NA
125260,5,4.71905,-0.909709,NA,11671.216,NA,NA,NA
125410,5,5,-2.08819,NA,4926.182,NA,NA,NA
125733,5,4.81453,-0.71761,NA,15664.513,NA,NA,NA
125804,4.93553,4.28174,-1.2562,NA,5930.659,NA,NA,NA
126188,4.29465,4.83485,-1.4529,NA,11906.907,NA,NA,NA
126304,4.81958,5,-1.62366,NA,NA,5353.641,NA,NA
126425,5,4.73138,-0.797685,8317.616,NA,NA,NA,NA
126639,5,4.71607,-0.579962,NA,6766.688,NA,NA,NA
126982,5,4.73261,-0.833979,NA,15153.318,NA,NA,NA
127124,5,5,-0.619581,NA,9957.573,NA,NA,NA
127377,5,5,-0.804063,NA,13055.843,NA,NA,NA
127580,5,5,-0.901056,NA,11505.087,NA,NA,NA
127683,5,5,-0.764971,NA,16086.45,NA,NA,NA
127870,5,4.39419,-0.0334205,NA,2361.733,NA,NA,NA
127999,5,5,-1.07849,NA,2727.517,NA,NA,NA
128232,5,5,-0.972757,NA,8671.115,NA,NA,NA
128576,5,4.74944,-0.805794,NA,14992.031,NA,NA,NA
128631,4.66606,5,-0.821658,NA,10448.579,NA,NA,NA
128915,5,5,-0.997261,NA,7439.096,NA,NA,NA
129023,5,5,-0.842727,NA,12779.618,NA,NA,NA
129375,5,4.96622,-0.944228,NA,11317.712,NA,NA,NA
129431,5,5,-0.906213,NA,14646.221,NA,NA,NA
129673,5,4.87831,-1.99065,NA,7327.212,NA,NA,NA
129979,4.27187,4.72434,-1.35702,NA,9842.348,NA,NA,NA
130059,5,5,-0.639883,NA,9402.832,NA,NA,NA
130275,5,5,0.282461,835.593,NA,NA,NA,NA
130567,5,5,-0.980576,NA,8290.534,NA,NA,NA
130670,4.78828,5,-1.9234,NA,6040.921,NA,NA,NA
130912,4.41933,4.99913,-1.66896,NA,1842.261,NA,NA,NA
131080,4.19981,5,-1.61455,NA,5436.765,NA,NA,NA
131274,4.77833,5,-0.788938,NA,16055.214,NA,NA,NA
131407,4.90706,4.74967,-0.597883,NA,14809.357,NA,NA,NA
131739,4.40049,4.90721,-1.33191,NA,6021.623,NA,NA,NA
131896,5,4.40337,-2.5369,NA,1407.947,NA,NA,NA
132045,5,4.40788,-1.41686,NA,4962.755,NA,NA,NA
132222,5,5,-0.867537,NA,12360.618,NA,NA,NA
132464,5,5,-1.00355,NA,7105.26,NA,NA,NA
132644,5,4.75041,-0.717388,NA,13848.39,NA,NA,NA
132863,4.78929,5,-0.758588,11659.731,NA,NA,NA,NA
133178,4.28278,4.24226,-0.758483,NA,5111.764,NA,NA,NA
133258,4.83997,4.71594,-0.951732,NA,17072.824,NA,NA,NA
133397,4.77161,4.86505,-0.734965,NA,20074.585,NA,NA,NA
133613,5,4.36761,-1.58286,NA,4491.223,NA,NA,NA
133803,5,5,-1.02452,NA,5946.894,NA,NA,NA
134095,5,5,-0.895796,NA,13443.254,NA,NA,NA
134346,4.58753,4.87472,-0.758255,NA,6745.89,NA,NA,NA
134507,5,4.89547,-0.753476,NA,16661.85,NA,NA,NA
134651,4.78001,4.25023,-1.28047,NA,6694.241,NA,NA,NA
134934,5,4.87558,-0.785835,16485.265,NA,NA,NA,NA
135157,5,5,-1.0302,4321.758,NA,NA,NA,NA
135335,4.74944,4.83474,0.304691,NA,6165.189,NA,NA,NA
135400,5,5,0.0468377,1130.114,NA,NA,NA,NA
135743,5,5,-1.00495,NA,7030.043,NA,NA,NA
135820,5,4.95035,-1.0676,NA,4043.532,NA,NA,NA
136041,5,5,-1.37197,6316.599,NA,NA,NA,NA
136264,4.67846,5,-0.972675,NA,8184.89,NA,NA,NA
136526,4.83428,5,-1.85637,NA,5295.468,NA,NA,NA
136633,5,5,-1.89212,NA,4159.509,NA,NA,NA
136991,5,5,-0.778448,NA,12984.39,NA,NA,NA
136997,4.74844,4.62916,-0.674164,NA,8865.367,NA,NA,NA
137369,4.6386,5,-0.682823,NA,7357.727,NA,NA,NA
137572,5,5,-0.955877,NA,9449.001,NA,NA,NA
137630,5,4.9492,-2.96159,NA,3757.834,NA,NA,NA
137888,5,5,-1.91446,NA,4648.027,NA,NA,NA
138156,4.97916,4.85166,-0.837155,NA,18639.914,NA,NA,NA
138382,5,4.74587,-0.724369,NA,13855.358,NA,NA,NA
138535,5,4.14797,-1.1841,NA,1758.864,NA,NA,NA
138758,3.8149,5,-0.64186,NA,3377.893,NA,NA,NA
138836,4.77396,5,-1.92833,NA,5978.838,NA,NA,NA
139118,4.68628,4.76392,-1.0631,NA,3939.443,NA,NA,NA
139198,5,4.95596,-0.672431,NA,12513.461,NA,NA,NA
139458,5,5,-0.595135,NA,7347.173,NA,NA,NA
139787,5,4.96812,0.355481,NA,3874.61,NA,NA,NA
139915,5,5,-0.792861,12658.307,NA,NA,NA,NA
140084,3.75159,4.89162,-0.680631,NA,7062.289,NA,NA,NA
140212,4.29613,5,-1.29731,6120.644,NA,NA,NA,NA
140497,3.8062,4.6458,-0.773825,NA,3298.107,NA,NA,NA
140707,3.91181,3.88878,-1.06613,NA,187.464,NA,NA,NA
140905,4.87402,5,-0.722523,NA,16140.148,NA,NA,NA
141022,4.96947,5,-0.622398,NA,11523.429,NA,NA,NA
141344,5,5,-0.82439,NA,12968.3,NA,NA,NA
141493,5,5,-0.760598,NA,16392.205,NA,NA,NA
141611,5,4.72664,-1.31597,1186.45,NA,NA,NA,NA
141815,5,4.00563,-1.26201,NA,364.592,NA,NA,NA
142024,5,5,-0.967317,NA,8928.503,NA,NA,NA
142235,4.31475,5,-1.48957,NA,6832.318,NA,NA,NA
142589,4.93356,5,-0.883593,NA,14837.743,NA,NA,NA
142780,5,5,-0.74299,NA,16214.363,NA,NA,NA
142832,4.31963,5,-0.222983,NA,4668.023,NA,NA,NA
143015,5,5,-1.96049,NA,5325.556,NA,NA,NA
143363,4.95214,5,-0.977533,11457.555,NA,NA,NA,NA
143446,5,4.81355,-2.11779,NA,5752.63,NA,NA,NA
143626,4.78991,5,-0.864037,NA,15640.987,NA,NA,NA
143838,5,5,-0.745336,NA,12597.798,NA,NA,NA
144125,5,5,-1.04877,NA,6031.684,NA,NA,NA
144246,5,5,-0.722842,NA,15924.258,NA,NA,NA
144400,4.84204,4.29418,-1.51687,NA,8797.857,NA,NA,NA
144774,5,5,-0.931564,NA,10454.856,NA,NA,NA
144989,4.24218,5,-0.05371,NA,3498.973,NA,NA,NA
145107,4.70565,5,-0.945239,NA,9752.365,NA,NA,NA
145295,4.65901,5,-0.556202,NA,5008.497,NA,NA,NA
145573,5,5,-0.672615,8855,NA,NA,NA,NA
145674,5,5,-0.847598,NA,12712.108,NA,NA,NA
145908,5,5,-2.04639,NA,5400.568,NA,NA,NA
146036,5,5,-0.656832,NA,13135.758,NA,NA,NA
146363,5,5,-0.528899,NA,3888.747,NA,NA,NA
146531,4.69595,4.17902,-1.26814,NA,4086.981,NA,NA,NA
146615,5,5,-0.593653,7234.321,NA,NA,NA,NA
146897,5,4.67437,-0.571138,NA,5179.178,NA,NA,NA
147069,4.65861,3.84428,-0.881403,NA,3922.084,NA,NA,NA
147244,5,5,-0.578164,NA,6495.661,NA,NA,NA
147556,5,5,-0.572121,NA,6185.188,NA,NA,NA
147635,5,4.23657,-1.31959,NA,6191.831,NA,NA,NA
147890,5,4.30872,-1.1559,NA,1300.903,NA,NA,NA
148088,5,3.68299,-0.889846,NA,3640.875,NA,NA,NA
148276,5,4.9634,-0.775689,NA,14877.828,NA,NA,NA
148440,5,5,-1.00155,NA,8994.982,NA,NA,NA
148658,5,5,-0.930656,NA,10489.628,NA,NA,NA
148984,5,5,-1.01122,NA,6689.306,NA,NA,NA
149069,5,5,-0.728416,NA,12276.906,NA,NA,NA
149346,4.71091,5,-0.622162,NA,NA,3135.713,NA,NA
149555,4.89618,5,-0.985009,NA,13521.257,NA,NA,NA
149713,5,5,-1.42234,3197.044,NA,NA,NA,NA
149812,5,5,-0.547617,NA,4896.03,NA,NA,NA
150183,5,5,0.493458,NA,1696.13,NA,NA,NA
150304,5,4.73447,0.309206,NA,3742.915,NA,NA,NA
150541,4.05654,5,-1.44328,NA,2377.822,NA,NA,NA
150642,4.8469,4.9388,-0.987781,NA,12914.408,NA,NA,NA
150799,5,5,-1.05464,NA,5575.556,NA,NA,NA
151080,5,4.94594,-0.93231,NA,12548.616,NA,NA,NA
151374,5,5,-1.31477,3773.254,NA,NA,NA,NA
151463,4.70949,5,-0.81175,NA,13043.755,NA,NA,NA
151735,4.95393,5,-1.05542,NA,4877.058,NA,NA,NA
151858,5,4.889,-2.09439,NA,6362.934,NA,NA,NA
152126,4.93699,5,-1.82988,NA,2818.555,NA,NA,NA
152228,5,5,-2.07845,NA,5063.079,NA,NA,NA
152468,4.96904,5,-1.56235,6225.899,NA,NA,NA,NA
152659,5,5,-1.46323,7038.008,NA,NA,NA,NA
152850,4.93802,5,-1.95074,NA,8519.213,NA,NA,NA
153094,5,5,-1.9223,NA,4795.088,NA,NA,NA
153234,5,5,-1.00799,NA,6865.617,NA,NA,NA
153476,5,5,-0.930045,NA,10512.908,NA,NA,NA
153647,5,5,-0.788736,NA,13037.308,NA,NA,NA
153896,5,4.40807,-1.43298,NA,6389.015,NA,NA,NA
154070,5,3.28566,-0.10459,NA,3301.958,NA,NA,NA
154269,5,5,-0.55559,NA,5320.057,NA,NA,NA
154531,4.93292,5,-0.966891,NA,11086.907,NA,NA,NA
154789,4.92569,5,-0.835327,NA,16165.756,NA,NA,NA
154964,5,5,-1.00775,NA,6878.652,NA,NA,NA
155021,4.98003,5,-0.587645,NA,7571.209,NA,NA,NA
155297,5,5,-0.84548,NA,14037.449,NA,NA,NA
155574,5,5,-1.89947,NA,5403.908,NA,NA,NA
155621,5,5,-1.93316,NA,4977.473,NA,NA,NA
155833,5,4.86986,-2.10602,NA,6171.773,NA,NA,NA
156128,4.62296,5,-0.52685,NA,2213.189,NA,NA,NA
156301,5,5,-0.704636,NA,15220.283,NA,NA,NA
156483,4.8123,5,-0.683635,NA,14359.205,NA,NA,NA
156744,5,5,-1.06843,NA,4355.372,NA,NA,NA
156878,5,5,-0.687519,NA,14726.841,NA,NA,NA
157018,5,5,-0.724433,NA,12189.692,NA,NA,NA
157301,5,5,-0.578566,NA,6516.19,NA,NA,NA
157506,4.89854,5,-0.887235,NA,15532.551,NA,NA,NA
157611,5,5,-0.871583,NA,15156.525,NA,NA,NA
157797,4.70541,5,0.282911,NA,4171.994,NA,NA,NA
158047,5,4.40514,0.847826,NA,1457.162,NA,NA,NA
158276,5,4.87308,0.397153,NA,4192.332,NA,NA,NA
158399,5,5,-0.64537,NA,9631.685,NA,NA,NA
158689,5,5,-2.13125,NA,4154.681,NA,NA,NA
158820,5,4.3269,-1.36812,NA,7895.564,NA,NA,NA
159070,4.40932,4.60875,-0.23807,NA,2056.294,NA,NA,NA
159310,5,5,-0.669679,NA,10572.89,NA,NA,NA
159431,5,5,-0.668725,9268.773,NA,NA,NA,NA
159768,4.88219,5,-0.741727,17504.269,NA,NA,NA,NA
159926,5,5,-0.767735,NA,12895.095,NA,NA,NA
160013,5,5,-3.03251,NA,3200.796,NA,NA,NA
160217,5,4.69326,-2.04095,NA,5063.639,NA,NA,NA
160444,5,5,-0.248109,3857.725,NA,NA,NA,NA
160660,4.34251,5,-1.60405,NA,4410.493,NA,NA,NA
160801,5,5,-0.629451,NA,8952.473,NA,NA,NA
160996,5,5,-1.30225,3232.275,NA,NA,NA,NA
161283,5,5,-0.925908,NA,10668.039,NA,NA,NA
161470,4.9281,4.43546,-0.280865,NA,2831.313,NA,NA,NA
161708,5,5,-1.02905,NA,5688.409,NA,NA,NA
161926,5,4.73441,-2.05901,NA,7143.311,NA,NA,NA
162170,5,4.75778,-1.94434,NA,7736.935,NA,NA,NA
162227,5,5,-2.22455,NA,1848.042,NA,NA,NA
162501,5,5,-0.772639,NA,12940.274,NA,NA,NA
162785,5,5,-0.6494,NA,9796.08,NA,NA,NA
162904,5,5,-0.99411,NA,7603.793,NA,NA,NA
163101,5,4.70658,-0.60088,NA,7538.796,NA,NA,NA
163274,4.65049,5,-0.620952,NA,6236.984,NA,NA,NA
163561,5,5,-1.93312,NA,4976.847,NA,NA,NA
163748,5,5,-1.90383,NA,4428.272,NA,NA,NA
163978,4.60621,5,-0.788702,NA,6481.04,NA,NA,NA
164091,4.20415,5,-1.36311,NA,6412.48,NA,NA,NA
164196,4.68497,4.8051,-0.823381,NA,14927.92,NA,NA,NA
164486,5,5,-1.28002,NA,NA,3133.454,NA,NA
164793,5,5,-0.705278,NA,11710.337,NA,NA,NA
164830,4.40082,5,-0.28368,NA,3029.606,NA,NA,NA
165141,5,5,-0.728066,NA,12269.418,NA,NA,NA
165344,5,5,-0.96483,NA,9044.087,NA,NA,NA
165566,5,5,-2.02884,NA,5506.022,NA,NA,NA
165747,5,5,-0.833842,NA,12883.997,NA,NA,NA
165906,5,5,-0.826492,NA,12951.941,NA,NA,NA
165998,4.99014,5,-0.923378,NA,11458.358,NA,NA,NA
166302,4.78436,4.66949,-1.02764,NA,5901.263,NA,NA,NA
166437,4.35988,5,-1.38333,NA,6274.987,NA,NA,NA
166710,5,4.17083,-1.45127,NA,5980.335,NA,NA,NA
166865,5,4.81794,-1.54025,NA,NA,7719.173,NA,NA
167149,5,4.70387,-2.15398,NA,4355.386,NA,NA,NA
167207,5,4.27387,-1.43092,NA,7399.048,NA,NA,NA
167535,5,4.65997,-0.520568,NA,3153.02,NA,NA,NA
167680,5,4.882,-0.238055,NA,NA,6127.369,NA,NA
167916,5,4.56913,-0.73715,NA,4955.601,NA,NA,NA
168111,5,5,-1.33199,6089.054,NA,NA,NA,NA
168223,5,5,-0.723647,NA,12171.965,NA,NA,NA
168444,4.92129,5,-0.2381,5581.934,NA,NA,NA,NA
168696,5,5,-0.968416,NA,8877.006,NA,NA,NA
168917,5,4.30689,-2.54661,NA,1968.728,NA,NA,NA
169072,4.34776,5,-2.36582,NA,1152.267,NA,NA,NA
169291,5,4.86518,-1.88164,NA,5190.047,NA,NA,NA
169494,5,5,-1.26838,4940.838,NA,NA,NA,NA
169710,5,4.88986,-0.926593,NA,18657.407,NA,NA,NA
169960,4.54847,5,-0.783061,NA,3237.241,NA,NA,NA
170173,5,4.88538,-0.972864,NA,11444.008,NA,NA,NA
170274,4.89819,5,-0.926916,NA,13884.129,NA,NA,NA
170435,5,4.77713,0.346358,NA,5148.747,NA,NA,NA
170628,3.99086,5,-1.60739,NA,13.582,NA,NA,NA
170962,5,5,-0.903591,NA,11427.365,NA,NA,NA
171003,4.98962,5,-1.02146,NA,6400.441,NA,NA,NA
171224,4.74752,5,-0.816932,NA,18006.922,NA,NA,NA
171427,5,5,-0.581435,NA,8878.946,NA,NA,NA
171721,5,5,-0.77068,NA,12923.095,NA,NA,NA
171848,5,5,-0.93705,NA,10240.382,NA,NA,NA
172095,5,4.37152,-1.21189,NA,2808.192,NA,NA,NA
172219,5,5,-0.806707,NA,13051.701,NA,NA,NA
172506,4.27107,4.30426,-0.882253,NA,4835.021,NA,NA,NA
172773,5,4.92456,-0.985191,NA,10146.185,NA,NA,NA
172946,4.97609,4.30795,-1.55754,NA,6384.049,NA,NA,NA
173188,4.55477,5,-0.730867,NA,2738.913,NA,NA,NA
173236,5,5,-0.69371,NA,11374.534,NA,NA,NA
173434,4.83191,5,-1.04064,NA,6629.427,NA,NA,NA
173629,5,5,-0.640597,NA,9432.933,NA,NA,NA
173926,5,4.87835,-0.661033,NA,13596.397,NA,NA,NA
174143,4.79378,4.26825,-0.335267,NA,4295.278,NA,NA,NA
174329,4.97827,5,-0.696483,NA,12516.779,NA,NA,NA
174444,5,5,-0.780186,NA,12995.598,NA,NA,NA
174764,5,5,-0.864094,NA,12429.868,NA,NA,NA
