id,x0,x1,x2,fitness-1,fitness0.5,fitness0,fitness1,fitness-0.5,fitness-2,fitness-2.5,fitness-3.5,fitness-4.5,fitness-5,fitness-4,fitness-1.5,fitness1.5,fitness2,fitness2.5,fitness3.5,fitness4,fitness5,fitness4.5,fitness3,fitness-3
33319,-2.23355,2.55228,5,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33594,-2.44556,1.29022,3.94466,NA,NA,NA,NA,NA,-71.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33786,-1.88675,0.312823,2.96641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.319,NA,NA,NA,NA,NA,NA,NA,NA,NA
33926,-1.11705,-0.38333,4.88466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
34123,-3.93634,-0.291004,5,NA,NA,NA,NA,NA,142.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34333,-4.11702,0.0695467,3.26208,NA,NA,NA,NA,NA,NA,-12.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34469,-1.5413,0.736836,4.00389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.232,NA,NA,NA,NA,NA,NA,NA,NA,NA
34641,-1.45137,0.4007,4.78853,NA,NA,4355.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34945,-2.81229,-0.758853,3.76449,NA,44.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35101,-4.52818,-1.56505,2.94207,NA,124.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35262,-4.89066,-1.2054,2.96508,NA,NA,46.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35502,-4.55618,-2.11619,3.42603,NA,72.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35628,-5,-2.55105,4.324,NA,NA,NA,-45.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35816,-5,-1.07163,3.03856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.833,NA,NA,NA,NA,NA,NA,NA
36119,-5,-0.915101,3.32077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.854,NA,NA,NA,NA,NA,NA,NA
36339,-4.51537,-0.329319,4.21879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.03,NA,NA,NA,NA,NA,NA,NA
36588,-4.94183,-0.747008,4.88432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.969,NA,NA,NA,NA,NA,NA
36701,-3.16733,0.388137,4.38037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.593,NA,NA,NA,NA,NA
36941,-3.37223,0.198103,4.56893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.077,NA,NA
37100,-2.50947,2.2169,3.68608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.788,NA,NA,NA
37362,-2.65709,1.48768,4.60537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.005,NA,NA,NA
37465,-1.57604,2.29703,4.87066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4472.138,NA,NA,NA
37777,-0.136955,3.55448,4.24737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.956,NA,NA,NA
37858,0.3232,3.89979,4.39471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA
38067,-1.19779,3.95609,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.994,NA,NA
38303,-1.80009,3.90707,3.19099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.181,NA,NA
38449,-0.88695,2.92048,3.36027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.231,NA
38630,-1.02544,1.03097,3.56625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.102,NA,NA,NA,NA,NA
38969,0.891915,0.372601,2.21403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.116,NA,NA,NA,NA
39050,1.49741,0.282913,3.42559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.163,NA
39213,0.450603,1.02197,4.16609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.879,NA,NA,NA,NA,NA,NA
39590,-0.639859,3.68139,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.505,NA,NA,NA,NA,NA,NA
39630,-0.225018,3.74735,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.955,NA,NA,NA,NA,NA,NA,NA
39930,-0.622643,3.21686,5,NA,NA,NA,563.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40180,0.196617,4.31313,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.25,NA
40336,2.49207,1.22489,4.92866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,NA,NA,NA,NA,NA,NA,NA
40532,4.1071,0.230177,3.91499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.438,NA,NA,NA,NA,NA,NA,NA
40632,3.58846,1.60925,4.66081,NA,22.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40808,3.1831,0.161923,3.60845,NA,NA,8.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41182,2.3751,1.54901,3.45412,NA,NA,-4.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41208,2.83333,0.0125848,2.2891,NA,NA,249.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41467,3.67332,1.65162,2.67334,NA,NA,NA,NA,1.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41751,5,2.40478,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781.688,NA,NA,NA,NA,NA,NA,NA,NA,NA
41967,5,2.85317,4.65788,-25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42088,4.06202,5,4.28254,NA,475.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42328,2.78558,2.98927,4.29577,NA,NA,NA,21.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42571,3.19645,3.87529,4.67589,NA,NA,NA,63.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42662,3.76148,2.50884,4.17516,NA,-5.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42888,4.18113,1.75152,3.56017,NA,NA,NA,30.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43065,4.67797,1.171,3.57134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.087,NA,NA,NA,NA,NA,NA,NA,NA
43396,4.36471,2.61424,2.7349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.344,NA,NA,NA,NA,NA,NA,NA,NA
43488,5,3.37556,2.8538,NA,NA,NA,222.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43728,5,2.78488,1.5635,NA,NA,NA,4.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43802,3.95936,2.56784,2.10715,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44005,4.21451,2.74101,1.87198,NA,NA,305.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44248,4.7263,3.14817,2.66075,NA,-29.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44445,3.75204,3.88198,2.04944,-6.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44781,2.44748,3.71277,2.87773,NA,-21.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44950,1.70575,2.70749,1.89397,NA,NA,-65.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45064,1.35356,1.38326,0.867903,130.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45275,2.4287,3.21624,0.269899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.099,NA,NA,NA,NA,NA,NA,NA,NA,NA
45538,1.81957,3.90234,1.50397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.676,NA,NA,NA,NA,NA,NA,NA,NA,NA
45700,2.04733,3.80318,-0.264677,NA,NA,NA,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45846,2.06281,3.98874,-0.158959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.344
46111,0.817486,4.94738,0.53828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46321,3.31109,5,-0.661281,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46473,2.70684,4.61577,0.37858,NA,NA,NA,NA,NA,NA,NA,NA,75.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46623,2.53853,4.37749,2.17028,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46897,1.37501,5,0.266515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47022,1.40764,4.62775,-1.08901,NA,NA,NA,NA,NA,93.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47373,2.30089,4.62842,0.726267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.707,NA,NA,NA,NA,NA,NA,NA,NA,NA
47552,3.22809,5,1.07802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
47703,3.30962,4.53379,2.58737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.166
47981,2.56616,4.00754,0.858722,2.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48117,3.74772,2.73847,1.35422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.896,NA,NA,NA,NA,NA,NA,NA,NA,NA
48351,3.1584,2.83241,1.34289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-201.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
48420,1.86775,3.10504,1.175,110.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48677,2.71724,3.01306,2.57636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA
48816,3.22954,3.49789,5,NA,NA,NA,NA,146.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49062,3.68412,4.12683,4.24904,NA,-22.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49371,3.85306,3.14661,3.1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.559,NA,NA,NA,NA,NA,NA,NA,NA
49426,4.70526,5,1.98224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.197,NA,NA,NA,NA,NA
49656,3.63687,5,1.21909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.096,NA,NA,NA,NA,NA
49992,4.88656,5,-0.962011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2283.969,NA,NA,NA,NA,NA
50043,4.67972,5,-0.155184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1890.015,NA,NA,NA,NA,NA,NA
50267,5,5,-0.612693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203.668,NA,NA,NA,NA,NA,NA,NA,NA
50599,5,5,1.72482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.762,NA,NA,NA,NA,NA,NA,NA,NA
50650,5,4.67403,2.08301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.654,NA,NA,NA,NA,NA,NA,NA,NA
50878,5,5,2.33285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.791,NA
51153,4.77952,4.57133,1.00227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.292,NA
51382,5,3.08303,2.23081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA
51518,4.58466,2.67531,2.26233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.928,NA,NA,NA,NA
51797,5,2.74539,2.27078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.422,NA,NA,NA
51956,4.43098,1.28207,3.2321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320.741,NA,NA,NA
52169,4.52222,3.93014,3.3749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.269,NA,NA,NA,NA
52313,4.25018,4.65845,4.94387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569.915,NA,NA,NA,NA
52496,3.7289,4.4627,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.426,NA,NA
52797,3.48881,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.587,NA,NA
52938,3.49707,5,4.06185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.16,NA,NA
53195,3.50855,4.68551,4.91099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.884,NA,NA,NA
53316,4.96562,4.45568,4.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2483.208,NA,NA,NA
53400,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4485.131,NA,NA
53789,5,5,4.55317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914.25,NA,NA,NA,NA
53874,4.87542,4.44324,4.29423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709.508,NA,NA,NA,NA
54108,3.99246,5,3.60306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.522,NA,NA,NA
54326,2.9121,5,4.39633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.247,NA,NA,NA
54459,1.7252,5,3.69462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-183.834,NA,NA,NA,NA
54662,2.3856,5,4.74565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3027.533,NA,NA,NA
54800,3.4542,5,4.16177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.134,NA,NA
55074,1.98452,3.38143,4.98327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.577,NA,NA,NA
55362,2.39139,3.68385,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682.534,NA,NA,NA
55439,-0.0337461,3.12327,3.60939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.049,NA,NA,NA
55615,0.337853,4.18672,3.4697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.816,NA,NA
55958,0.820599,4.85175,4.18595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978.622,NA,NA
56088,-1.26463,3.36988,3.99492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.566,NA,NA,NA,NA
56371,-0.769457,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.689,NA,NA,NA,NA,NA,NA,NA,NA
56583,-1.32959,4.84966,4.83341,NA,NA,NA,-66.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56776,-1.12101,4.77219,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.092,NA
56923,-0.405427,4.85991,3.96738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.57,NA,NA,NA,NA,NA
57099,-2.07906,4.34797,4.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.439,NA,NA,NA,NA,NA,NA
57359,-2.00438,3.3689,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.733,NA
57582,0.211764,4.00223,3.8396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,NA,NA,NA,NA,NA,NA
57712,0.16914,4.73559,4.03473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.604,NA,NA,NA,NA,NA,NA,NA
57983,1.33507,4.51305,4.48904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.427,NA,NA,NA,NA
58082,1.89762,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595.354,NA,NA,NA,NA
58339,4.36849,5,4.74408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.46,NA,NA,NA,NA
58434,4.85654,5,4.79075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189.42,NA,NA,NA,NA,NA,NA
58640,5,5,4.75622,NA,NA,NA,2103.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58885,4.23796,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463.129,NA
59035,3.49062,4.28483,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.326,NA,NA,NA,NA,NA
59274,3.68654,4.11836,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062.506,NA,NA,NA
59464,2.60212,3.35935,2.81903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.615,NA,NA,NA
59670,2.17554,3.31254,2.04482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.418,NA,NA,NA
59858,1.63027,1.97325,1.51425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.079,NA,NA
60163,2.21479,1.76274,1.01452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.564,NA,NA,NA,NA
60222,4.35827,2.45622,1.99464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.579,NA,NA,NA,NA
60598,5,2.43261,1.80001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.246,NA
60775,3.6707,3.23008,1.79307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.417,NA
60841,3.15172,5,2.15192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.369,NA
61150,1.37756,4.7169,1.3284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.134,NA,NA,NA,NA
61287,-0.24646,5,0.304018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923.07,NA,NA,NA,NA,NA
61523,-0.520364,4.9394,2.45341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.604,NA
61704,-1.7843,5,4.06295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.313,NA,NA,NA,NA,NA,NA
61970,-1.7354,4.59873,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.301,NA,NA,NA,NA,NA,NA,NA,NA
62034,-1.78617,3.1441,4.56403,NA,NA,NA,-6.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62224,-0.357209,4.12634,3.24991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.247,NA,NA,NA,NA,NA,NA,NA,NA
62401,1.07111,5,3.35558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.559,NA,NA,NA,NA,NA,NA,NA,NA
62601,1.99518,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.364,NA
62883,0.529753,4.2674,3.89667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.153,NA,NA,NA,NA,NA,NA
63066,1.20264,3.22463,2.86364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.613,NA,NA,NA,NA,NA,NA
63307,1.56196,3.80401,1.96096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661,NA,NA,NA,NA,NA,NA
63424,2.05659,4.12916,4.31388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.434,NA
63644,3.76239,4.23397,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.605,NA
63838,4.80141,3.85057,3.21883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.461,NA,NA,NA,NA,NA
64119,4.02969,3.81472,2.30174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.623,NA
64306,4.58443,4.8174,2.58454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.815,NA
64548,3.46221,4.19338,2.82023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.814,NA,NA,NA,NA
64686,3.85018,3.95139,1.68596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.163,NA,NA,NA,NA,NA
64921,5,3.65188,3.91279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.625,NA,NA,NA,NA,NA
65089,4.64006,3.22939,4.62617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.198,NA,NA,NA,NA
65346,2.99856,3.71052,4.60825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.072,NA,NA,NA,NA,NA
65557,2.35737,3.53939,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.732,NA,NA
65624,2.04784,3.63296,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.591,NA,NA
65817,2.11103,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.842,NA,NA
66049,1.83022,5,4.78199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828.568,NA,NA
66271,1.04219,5,3.98048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,NA,NA
66513,0.347247,5,3.2823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.894,NA,NA
66744,-1.5492,5,1.46683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.326,NA,NA,NA,NA,NA
66942,-3.22885,3.41356,0.357175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.14,NA,NA,NA
67102,-3.81066,2.72173,0.624174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.529,NA,NA,NA
