id,x0,x1,x2,fitness2,fitness2.5,fitness1.5,fitness1,fitness0.5,fitness3,fitness3.5,fitness4,fitness4.5,fitness5,fitness0,fitness-0.5,fitness-1.5,fitness-3,fitness-5,fitness-4.5,fitness-4,fitness-3.5,fitness-2,fitness-1,fitness-2.5
33258,3.80742,-5,-1.9412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.213,NA,NA
33464,5,-5,-2.02876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.868,NA,NA,NA,NA,NA,NA,NA
33729,5,-4.70016,-2.28218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.893,NA,NA,NA,NA,NA,NA,NA
33815,5,-5,-1.26974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1511.411,NA,NA
34016,4.64383,-5,-1.09794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.983,NA,NA,NA,NA,NA,NA,NA
34241,5,-4.70792,-0.304191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.365,NA,NA
34450,5,-3.47632,-1.97738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674.683,NA,NA,NA,NA,NA,NA,NA,NA
34784,3.64242,-4.12522,-3.17914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-59.453,NA
34880,3.53046,-4.10741,-1.96925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025,NA,NA,NA,NA,NA,NA,NA,NA
35009,4.92848,-4.04379,-0.811101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710.472,NA,NA
35396,5,-2.82516,-2.15364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.427,NA,NA
35427,4.25301,-1.33097,-2.68683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.198
35684,4.42319,-0.617565,-4.02556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254.686
35995,5,-1.24838,-3.76069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.038,NA
36124,5,-0.0330149,-2.96525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.708
36246,4.18027,-0.0367005,-3.95068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.229,NA,NA,NA,NA,NA,NA,NA
36516,5,0.479547,-1.86965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.347,NA,NA
36627,5,-0.218554,-3.77088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.606,NA,NA,NA,NA,NA,NA,NA,NA
36986,5,-0.674382,-3.52393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.793
37008,2.99382,-0.670868,-2.37041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.069,NA,NA,NA
37358,3.66636,-0.393625,-3.12242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.757,NA,NA,NA,NA,NA
37440,3.16173,-1.16661,-3.16858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.709,NA,NA,NA,NA,NA,NA
37747,3.1867,-2.82682,-2.62961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.612,NA,NA,NA,NA,NA,NA
37800,2.1666,-2.5672,-2.15396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.242,NA,NA,NA,NA,NA,NA
38110,2.77745,-2.86332,-3.35625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.484,NA,NA,NA,NA,NA,NA
38377,1.85706,-3.46891,-3.5049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.075,NA,NA,NA,NA,NA,NA
38416,0.02066,-2.82959,-3.50619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.958,NA,NA,NA,NA,NA,NA
38674,-0.417591,-3.03354,-2.30685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.65,NA,NA,NA,NA,NA,NA
38899,0.363893,-3.25271,-2.73278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.662,NA,NA,NA,NA,NA,NA
39089,0.692001,-4.70262,-2.67839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.084,NA,NA,NA,NA,NA,NA
39386,0.248226,-4.69486,-1.37568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.382,NA,NA,NA,NA
39581,1.07535,-4.34293,0.597721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA
39605,0.600826,-3.98949,0.176469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.809,NA,NA,NA,NA,NA,NA
39982,1.62524,-2.86423,0.313563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.643,NA,NA,NA,NA,NA,NA
40068,2.94782,-2.08041,-0.173838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.709,NA,NA,NA
40383,2.00361,-3.37776,-0.238411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,NA,NA,NA,NA,NA,NA,NA
40569,2.50412,-3.43777,-1.79284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.897,NA,NA,NA,NA,NA,NA,NA,NA
40706,1.83926,-3.95354,-0.749139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1371.816,NA,NA,NA,NA,NA,NA,NA,NA
40807,1.93959,-4.91617,-0.42591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.601,NA,NA,NA,NA,NA,NA,NA,NA
41159,1.17028,-5,-0.114532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.048
41348,-1.4175,-4.70134,0.581046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.407
41523,-1.54626,-2.82533,0.00351332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-249.374,NA,NA,NA,NA,NA,NA,NA
41777,-2.56929,-3.32986,-0.785275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.06,NA,NA,NA
41968,-1.68723,-4.79268,-0.589552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.534,NA,NA,NA
42028,-1.82638,-5,-0.80978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.882,NA,NA,NA
42309,-0.680633,-4.75626,-1.25567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.079,NA,NA,NA,NA,NA,NA
42557,-1.9529,-4.35579,-0.614987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.339,NA,NA,NA,NA,NA,NA
42617,-2.71106,-4.03726,-0.0294267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.943,NA,NA,NA,NA,NA,NA
42937,-1.44071,-3.35372,2.18769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.249,NA,NA,NA,NA
43189,-2.8993,-2.17566,3.75732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.328,NA,NA,NA
43285,-2.05677,-3.32766,3.00293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697,NA,NA,NA
43597,-2.18536,-5,2.12847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-46.111,NA,NA,NA,NA,NA,NA,NA
43680,0.949214,-3.67203,1.1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.931,NA,NA,NA,NA
43987,-1.12192,-2.76605,0.628753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA
44104,-1.05601,-3.56489,0.607541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.431,NA,NA,NA,NA,NA,NA,NA
44269,-0.783704,-5,0.985806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.686,NA,NA
44491,-1.75664,-5,1.6104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.054,NA,NA,NA,NA,NA,NA,NA,NA
44797,0.359723,-5,2.17948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.534,NA,NA,NA,NA,NA,NA,NA,NA
44918,2.86081,-4.50062,0.600561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.455
45115,2.20418,-5,1.14241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.274
45234,3.66297,-4.74066,-0.220556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.588,NA,NA,NA,NA,NA,NA,NA
45566,3.48127,-5,0.680557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.096,NA,NA,NA,NA,NA,NA
45702,4.32789,-4.72783,0.195484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.099,NA,NA,NA,NA,NA,NA
45845,2.89958,-3.57691,0.727675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.099,NA,NA,NA,NA,NA,NA
46111,1.37421,-1.48546,1.99357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.567,NA,NA,NA,NA,NA,NA
46218,2.09016,-1.07108,1.08675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.039,NA,NA,NA,NA,NA,NA,NA
46442,1.55107,-1.6531,0.299834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.527,NA,NA,NA,NA
46729,4.13685,-0.730519,0.11608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.307,NA,NA,NA,NA,NA
46855,3.1016,0.105608,0.178568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA
47110,3.35958,1.47248,0.0549393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.506,NA,NA
47357,2.9616,2.90547,1.94271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.727,NA,NA,NA,NA,NA,NA,NA
47523,2.37056,3.26872,0.400004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.639
47719,4.23741,1.78794,0.263427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.268,NA,NA
47899,4.99065,-0.583126,0.74315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.939
48046,5,-1.25829,-0.658587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2075
48384,2.63913,-2.90593,1.84658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.584,NA,NA
48572,2.43802,-3.24864,1.3813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.058
48744,2.46179,-4.29024,0.981977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.428,NA,NA,NA
48918,1.81872,-3.76039,0.784869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.688,NA,NA,NA,NA,NA,NA
49026,3.22162,-3.14745,1.68772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.166,NA,NA,NA
49390,2.69698,-3.26702,0.880286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.849,NA,NA
49568,1.20891,-1.69415,2.71697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.567,NA,NA
49670,2.10465,-1.43508,3.23441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.605
49876,4.34171,-1.07546,2.42851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.701
50008,2.2517,-0.763892,1.59194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.101,NA,NA,NA,NA,NA,NA,NA
50241,3.52258,1.10595,1.75962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.529,NA,NA,NA
50472,2.63388,0.459532,2.42443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.412,NA,NA,NA,NA,NA,NA,NA
50767,2.58286,-0.524782,2.26253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.605,NA,NA,NA
50805,4.36157,-2.17419,1.04963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.248,NA,NA
51116,3.70792,-2.95784,1.62524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.933,NA
51329,1.78512,-2.10759,3.22066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-262.99,NA,NA,NA,NA,NA,NA,NA,NA
51570,1.19466,-2.12129,0.798466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
51724,1.18551,-2.89769,1.36039,NA,NA,NA,NA,NA,39.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51948,2.55063,-1.80491,1.55564,NA,NA,NA,NA,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52137,4.43336,-3.02788,-0.0508016,NA,NA,NA,NA,NA,224.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52259,3.99205,-3.67677,0.502765,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52534,4.03383,-2.51145,-0.713086,NA,NA,NA,NA,NA,NA,223.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52757,2.1809,-1.80003,-0.233139,NA,NA,NA,58.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52864,2.1116,-1.9634,0.100175,NA,NA,NA,-7.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53020,2.32632,-1.27227,-0.380113,150.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53207,1.63609,-3.11804,1.00032,NA,NA,NA,19.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53557,1.97557,-1.97938,1.17214,NA,NA,NA,-45.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53776,2.55852,-2.15508,2.4877,NA,NA,NA,NA,-0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53907,3.43036,-2.13014,2.64509,NA,NA,-34.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54016,4.46909,-2.75093,2.57691,NA,NA,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54259,3.22094,-2.30036,2.54531,NA,NA,0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54459,5,-1.82348,3.01533,NA,-2.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54610,4.40494,-0.794313,3.23923,NA,NA,NA,NA,NA,NA,751.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54933,3.32413,-1.72337,2.36722,NA,8.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55130,4.35005,-3.07244,3.70418,NA,NA,NA,NA,NA,NA,NA,278.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55396,5,-1.78727,4.65458,NA,NA,NA,NA,NA,NA,178.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55561,5,-1.88827,3.91034,NA,NA,NA,NA,NA,NA,29.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55661,4.625,-2.51792,4.82123,NA,NA,NA,NA,NA,NA,520.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55856,5,-2.80146,5,NA,NA,NA,NA,NA,NA,NA,369.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56069,5,-3.32798,5,NA,NA,NA,NA,NA,341.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56270,4.85349,-2.19515,4.59798,334.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56493,4.80315,-2.05895,4.53976,NA,NA,NA,NA,NA,NA,NA,354.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56781,4.15087,-2.27611,4.41994,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56837,2.809,-2.18603,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57109,2.38838,-1.07798,5,NA,NA,NA,NA,NA,NA,NA,NA,414.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57349,3.31474,-0.0757138,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2247.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57461,4.33344,-0.4477,5,NA,NA,NA,NA,NA,NA,NA,NA,105.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57653,4.31703,-0.885045,4.39246,NA,NA,NA,NA,NA,NA,NA,NA,NA,3512.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57990,4.21256,-0.942073,3.54753,NA,NA,NA,NA,NA,NA,NA,-79.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58106,5,0.288601,3.57274,NA,NA,NA,NA,NA,-87.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58395,5,-0.599589,5,NA,-221.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58503,5,-0.672028,5,2603.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58718,4.91818,0.000925736,4.4871,NA,NA,NA,NA,150.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58825,4.67112,-1.29497,3.44788,NA,NA,NA,-88.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59094,4.18657,-2.10199,1.30707,221.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59256,3.00884,-1.0821,1.9649,NA,NA,NA,NA,NA,NA,-0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59438,4.30668,-0.506612,-0.278181,NA,363.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59676,3.42168,-0.928952,-0.427339,NA,NA,127.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59814,2.90205,-0.590406,-0.756892,538.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60021,4.22234,-0.759212,-1.04203,307.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60370,2.86254,-1.67943,-2.15118,39.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60561,3.08545,-0.962906,-2.64825,NA,NA,85.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60758,4.22208,-0.514367,-2.44993,NA,NA,NA,NA,253.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60960,5,0.116693,-3.06297,NA,NA,NA,NA,20.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61178,5,-0.459251,-2.68155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61243,4.99791,0.675504,-3.17838,NA,NA,NA,NA,53.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61473,4.69893,1.22318,-2.97159,NA,NA,NA,NA,NA,-34.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61685,3.45634,2.05818,-2.61097,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61861,3.44989,2.10718,-1.9153,NA,NA,NA,NA,NA,NA,15.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62013,2.14759,2.71864,-2.21597,NA,NA,NA,NA,NA,NA,NA,-29.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62258,-0.604108,3.76789,-0.829308,NA,NA,NA,NA,NA,NA,NA,2029.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62418,-0.0144839,2.86068,0.143767,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62668,-0.273212,3.88691,-0.350917,NA,NA,NA,NA,NA,NA,NA,NA,197.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62901,-1.0572,2.66116,0.811997,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63170,-0.701636,2.37385,1.29587,NA,NA,NA,NA,NA,NA,NA,NA,NA,940.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63278,0.491699,2.23872,1.00613,NA,NA,NA,NA,NA,NA,NA,33.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63484,2.2818,2.57941,0.626157,NA,NA,NA,NA,NA,NA,NA,-9.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63759,2.39905,1.27649,1.23877,NA,NA,NA,NA,NA,NA,48.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63978,4.40407,1.96584,1.01438,NA,NA,NA,NA,NA,NA,NA,-19.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64022,4.64475,2.95829,2.90295,NA,NA,NA,NA,NA,NA,NA,NA,3.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64256,3.97741,0.715291,4.41923,NA,NA,NA,NA,NA,NA,NA,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64515,4.24778,1.23565,2.05783,NA,NA,NA,NA,NA,1.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64692,3.05189,0.873812,3.66295,NA,9.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64970,3.35921,1.92509,2.71073,37.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65127,3.82469,2.72919,4.43822,-20.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65201,4.91794,2.26648,3.71466,NA,NA,NA,429.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65467,4.53367,1.32156,4.13336,NA,NA,NA,NA,41.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65601,3.32384,1.50795,2.56755,NA,NA,NA,NA,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65950,4.76028,1.97422,0.587084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66149,3.11218,3.0959,1.24626,NA,NA,NA,NA,-10.181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66334,3.6368,3.21455,2.49346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.971,NA,NA,NA,NA,NA,NA,NA,NA,NA
66404,3.68993,2.1047,1.75428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.775,NA
