id,x0,x1,x2,fitness8,fitness7.5,fitness6.5,fitness7,fitness8.5,fitness9.5,fitness9,fitness6,fitness4.5
60296,7.94002,7.3163,7.79355,NA,NA,NA,NA,0.833,NA,NA,NA,NA
60460,8.37479,8.36613,8.41982,NA,0.746,NA,NA,NA,NA,NA,NA,NA
60791,7.49457,8.83243,8.26013,NA,0.704,NA,NA,NA,NA,NA,NA,NA
60946,8.02103,8.51661,8.89255,NA,0.639,NA,NA,NA,NA,NA,NA,NA
61123,7.84746,7.85955,7.50272,NA,NA,NA,NA,0.923,NA,NA,NA,NA
61252,8.96387,7.17632,8.6206,0.523,NA,NA,NA,NA,NA,NA,NA,NA
61536,8.16087,7.15212,7.87863,NA,0.859,NA,NA,NA,NA,NA,NA,NA
61705,7.69038,7.82401,7.15122,NA,NA,NA,NA,0.831,NA,NA,NA,NA
61819,8.88706,8.48182,8.04643,NA,0.643,NA,NA,NA,NA,NA,NA,NA
62052,8.9899,7.87051,7.75485,NA,0.744,NA,NA,NA,NA,NA,NA,NA
62371,7.14016,7.58419,7.23742,0.866,NA,NA,NA,NA,NA,NA,NA,NA
62492,7.08064,7.65368,7.55485,NA,NA,NA,NA,0.832,NA,NA,NA,NA
62772,7.77945,7.59906,8.00009,0.956,NA,NA,NA,NA,NA,NA,NA,NA
62847,7.88856,8.50999,7.91737,NA,0.865,NA,NA,NA,NA,NA,NA,NA
63090,7.84884,6.67486,7.03345,NA,0.682,NA,NA,NA,NA,NA,NA,NA
63253,7.10825,7.39529,7.08498,NA,0.798,NA,NA,NA,NA,NA,NA,NA
63550,7.29873,7.19551,6.99845,NA,NA,NA,0.755,NA,NA,NA,NA,NA
63606,6.92143,7.86461,7.98595,0.84,NA,NA,NA,NA,NA,NA,NA,NA
63903,6.864,7.86861,7.99799,NA,NA,NA,0.77,NA,NA,NA,NA,NA
64144,7.44326,7.64295,8.36024,NA,NA,NA,0.823,NA,NA,NA,NA,NA
64357,8.47059,8.06909,7.73622,0.869,NA,NA,NA,NA,NA,NA,NA,NA
64452,7.73148,9.42025,8.24965,NA,0.588,NA,NA,NA,NA,NA,NA,NA
64779,7.13838,7.91024,9.35554,NA,0.572,NA,NA,NA,NA,NA,NA,NA
64923,7.366,8.39443,8.32951,NA,NA,NA,NA,0.698,NA,NA,NA,NA
65079,8.30264,7.8404,7.96022,NA,NA,NA,NA,NA,NA,0.673,NA,NA
65290,8.37619,6.93199,7.2445,0.738,NA,NA,NA,NA,NA,NA,NA,NA
65571,7.39922,8.57287,6.99582,NA,0.707,NA,NA,NA,NA,NA,NA,NA
65775,6.64863,8.34198,7.08259,NA,0.58,NA,NA,NA,NA,NA,NA,NA
65816,6.45776,8.08004,8.16712,NA,0.631,NA,NA,NA,NA,NA,NA,NA
66193,7.11381,7.70535,8.55297,0.748,NA,NA,NA,NA,NA,NA,NA,NA
66336,7.47769,8.36328,7.92024,0.893,NA,NA,NA,NA,NA,NA,NA,NA
66501,7.28166,7.89501,7.41267,0.925,NA,NA,NA,NA,NA,NA,NA,NA
66771,7.12089,8.67331,7.94307,NA,NA,NA,0.649,NA,NA,NA,NA,NA
66849,7.05429,7.62707,7.29101,0.814,NA,NA,NA,NA,NA,NA,NA,NA
67153,7.60045,7.70257,7.32855,NA,0.946,NA,NA,NA,NA,NA,NA,NA
67398,7.59526,8.02677,8.14164,NA,NA,0.678,NA,NA,NA,NA,NA,NA
67532,7.52245,8.23481,7.37929,NA,0.913,NA,NA,NA,NA,NA,NA,NA
67618,7.96818,7.91155,7.58654,0.94,NA,NA,NA,NA,NA,NA,NA,NA
67911,7.76137,7.58514,7.42431,NA,NA,NA,0.867,NA,NA,NA,NA,NA
68068,7.27432,7.31465,6.76912,0.742,NA,NA,NA,NA,NA,NA,NA,NA
68324,7.50702,7.84233,8.10804,NA,0.956,NA,NA,NA,NA,NA,NA,NA
68539,7.50245,8.30972,8.24784,0.854,NA,NA,NA,NA,NA,NA,NA,NA
68705,7.72646,7.60549,8.04244,NA,0.975,NA,NA,NA,NA,NA,NA,NA
68896,8.5065,7.96473,7.91831,NA,0.847,NA,NA,NA,NA,NA,NA,NA
69040,7.84372,7.06325,8.07959,NA,0.844,NA,NA,NA,NA,NA,NA,NA
69323,7.90592,7.60081,7.92646,0.977,NA,NA,NA,NA,NA,NA,NA,NA
69519,7.38365,7.47621,8.16359,NA,0.926,NA,NA,NA,NA,NA,NA,NA
69610,6.88096,7.73676,7.52653,NA,NA,NA,0.752,NA,NA,NA,NA,NA
69974,8.23601,8.85589,8.07585,NA,NA,NA,NA,0.639,NA,NA,NA,NA
70015,6.99906,9.56877,7.86326,NA,0.498,NA,NA,NA,NA,NA,NA,NA
70255,7.44741,8.0015,7.94744,0.954,NA,NA,NA,NA,NA,NA,NA,NA
70514,7.78431,8.34857,7.99197,NA,0.894,NA,NA,NA,NA,NA,NA,NA
70790,8.15076,8.4413,7.28941,0.822,NA,NA,NA,NA,NA,NA,NA,NA
70920,8.17459,7.15486,8.57835,0.76,NA,NA,NA,NA,NA,NA,NA,NA
71079,7.74662,6.45496,8.41372,NA,NA,NA,NA,0.547,NA,NA,NA,NA
71345,8.46521,7.90044,8.05348,0.865,NA,NA,NA,NA,NA,NA,NA,NA
71576,8.30263,7.1978,7.2835,0.827,NA,NA,NA,NA,NA,NA,NA,NA
71720,7.81075,7.68298,7.3611,0.97,NA,NA,NA,NA,NA,NA,NA,NA
71945,7.83138,7.56025,8.52189,0.854,NA,NA,NA,NA,NA,NA,NA,NA
72182,8.06651,8.28103,7.97381,NA,NA,NA,0.787,NA,NA,NA,NA,NA
72213,7.98814,8.38459,9.06269,0.636,NA,NA,NA,NA,NA,NA,NA,NA
72536,8.07727,7.9861,7.14399,0.861,NA,NA,NA,NA,NA,NA,NA,NA
72721,7.51426,7.74586,7.83958,NA,NA,NA,0.932,NA,NA,NA,NA,NA
72801,7.04286,8.30373,6.76839,NA,NA,NA,0.594,NA,NA,NA,NA,NA
73113,7.12616,7.71835,8.39487,NA,0.838,NA,NA,NA,NA,NA,NA,NA
73388,7.91635,7.53424,8.13877,NA,NA,NA,NA,0.872,NA,NA,NA,NA
73484,8.07228,7.01218,8.03106,NA,0.848,NA,NA,NA,NA,NA,NA,NA
73778,8.30857,6.92348,7.88079,NA,0.796,NA,NA,NA,NA,NA,NA,NA
73860,8.0785,6.86101,7.02989,NA,NA,NA,NA,0.65,NA,NA,NA,NA
74055,8.17026,7.1464,7.13299,NA,NA,NA,NA,0.757,NA,NA,NA,NA
74360,7.22778,7.66021,9.01781,NA,NA,NA,NA,0.615,NA,NA,NA,NA
74552,7.11524,7.49345,7.57771,NA,NA,NA,NA,NA,NA,0.655,NA,NA
74707,8.13802,6.90762,7.45615,0.788,NA,NA,NA,NA,NA,NA,NA,NA
74876,7.19497,7.64721,6.91223,NA,0.807,NA,NA,NA,NA,NA,NA,NA
75116,8.05237,6.9436,8.03504,NA,NA,NA,NA,NA,NA,NA,0.411,NA
75320,7.47202,8.53261,7.49668,NA,NA,NA,0.692,NA,NA,NA,NA,NA
75485,7.69604,8.18102,7.83127,NA,NA,NA,0.865,NA,NA,NA,NA,NA
75746,7.36828,7.24788,7.78287,0.889,NA,NA,NA,NA,NA,NA,NA,NA
75809,7.706,6.62797,8.67462,0.609,NA,NA,NA,NA,NA,NA,NA,NA
76171,8.11288,8.10707,9.06198,NA,0.671,NA,NA,NA,NA,NA,NA,NA
76354,8.18778,8.29768,7.08528,NA,NA,NA,NA,0.717,NA,NA,NA,NA
76425,7.52052,7.60348,8.38667,NA,NA,NA,NA,0.791,NA,NA,NA,NA
76657,7.4022,7.30454,7.61521,0.907,NA,NA,NA,NA,NA,NA,NA,NA
76802,8.00117,7.22716,7.34275,NA,0.9,NA,NA,NA,NA,NA,NA,NA
77104,8.03513,7.5078,8.33476,NA,0.866,NA,NA,NA,NA,NA,NA,NA
77390,8.5271,8.58638,8.59677,NA,0.612,NA,NA,NA,NA,NA,NA,NA
77443,8.64729,7.44718,7.81427,NA,0.79,NA,NA,NA,NA,NA,NA,NA
77724,8.19054,7.75233,8.71796,NA,0.768,NA,NA,NA,NA,NA,NA,NA
77811,8.44418,7.86686,8.26583,NA,0.812,NA,NA,NA,NA,NA,NA,NA
78066,7.7213,8.91928,7.01641,NA,0.647,NA,NA,NA,NA,NA,NA,NA
78326,7.5928,7.68569,6.48221,NA,0.704,NA,NA,NA,NA,NA,NA,NA
78445,7.05723,7.4649,7.82753,NA,NA,NA,0.748,NA,NA,NA,NA,NA
78654,7.45893,8.23781,7.36421,NA,0.892,NA,NA,NA,NA,NA,NA,NA
78906,7.48931,8.1569,7.38678,NA,0.924,NA,NA,NA,NA,NA,NA,NA
79122,7.90399,7.41399,8.68729,0.811,NA,NA,NA,NA,NA,NA,NA,NA
79248,7.43291,7.68347,7.47302,0.958,NA,NA,NA,NA,NA,NA,NA,NA
79504,7.51871,7.6461,8.45797,NA,NA,NA,0.775,NA,NA,NA,NA,NA
79644,8.17718,7.7974,7.68922,0.93,NA,NA,NA,NA,NA,NA,NA,NA
79968,8.77346,7.66857,7.87539,NA,NA,NA,NA,0.723,NA,NA,NA,NA
80152,8.08344,7.32494,7.30344,0.899,NA,NA,NA,NA,NA,NA,NA,NA
80266,7.67917,7.90453,6.72535,NA,0.788,NA,NA,NA,NA,NA,NA,NA
80542,7.9873,8.25901,7.9525,NA,NA,NA,NA,0.802,NA,NA,NA,NA
80664,8.0578,7.79953,8.56225,0.835,NA,NA,NA,NA,NA,NA,NA,NA
80987,7.82041,7.81333,8.33682,NA,NA,NA,0.845,NA,NA,NA,NA,NA
81150,8.00027,8.67779,7.62088,NA,NA,NA,0.676,NA,NA,NA,NA,NA
81388,7.14731,8.12709,7.6966,NA,0.882,NA,NA,NA,NA,NA,NA,NA
81574,8.41682,8.94087,8.71887,NA,0.472,NA,NA,NA,NA,NA,NA,NA
81676,7.94597,8.94439,7.78325,NA,NA,NA,NA,NA,NA,0.547,NA,NA
81803,8.85904,8.10276,8.16148,NA,NA,NA,NA,0.649,NA,NA,NA,NA
82018,7.41483,7.98794,7.85441,NA,0.943,NA,NA,NA,NA,NA,NA,NA
82272,7.25204,7.81098,7.75876,0.941,NA,NA,NA,NA,NA,NA,NA,NA
82434,7.71296,7.46002,7.74529,NA,NA,NA,NA,0.837,NA,NA,NA,NA
82735,8.40194,7.89724,7.49358,NA,NA,NA,NA,0.768,NA,NA,NA,NA
82888,7.57334,8.10698,6.81558,NA,NA,NA,NA,0.677,NA,NA,NA,NA
83181,7.2597,8.36985,7.65742,NA,NA,NA,NA,0.729,NA,NA,NA,NA
83390,8.21037,7.29234,6.80829,0.735,NA,NA,NA,NA,NA,NA,NA,NA
83574,7.63342,7.3004,8.05465,0.91,NA,NA,NA,NA,NA,NA,NA,NA
83712,8.23408,7.15057,7.89388,0.85,NA,NA,NA,NA,NA,NA,NA,NA
83806,8.88454,7.67503,8.56385,NA,NA,NA,NA,0.508,NA,NA,NA,NA
84057,7.62417,8.08734,7.3823,NA,NA,NA,0.884,NA,NA,NA,NA,NA
84275,8.45189,7.70593,6.98384,NA,0.785,NA,NA,NA,NA,NA,NA,NA
84512,8.03724,7.47503,7.32457,NA,NA,NA,0.884,NA,NA,NA,NA,NA
84654,7.306,7.74871,7.67224,NA,0.949,NA,NA,NA,NA,NA,NA,NA
84959,8.63436,6.76225,8.58166,NA,0.538,NA,NA,NA,NA,NA,NA,NA
85183,7.59921,7.63674,8.55159,NA,NA,NA,NA,0.785,NA,NA,NA,NA
85336,6.70211,8.15291,8.79228,NA,NA,NA,NA,0.462,NA,NA,NA,NA
85560,7.55206,7.78167,7.96825,0.975,NA,NA,NA,NA,NA,NA,NA,NA
85749,7.12423,7.95649,8.33197,NA,NA,NA,0.77,NA,NA,NA,NA,NA
85919,8.00688,8.65127,9.1375,NA,0.526,NA,NA,NA,NA,NA,NA,NA
86107,8.71087,8.10354,8.92995,NA,0.577,NA,NA,NA,NA,NA,NA,NA
86349,8.03084,8.03043,7.29322,NA,NA,NA,0.799,NA,NA,NA,NA,NA
86492,8.11303,7.46091,7.60817,NA,NA,NA,0.895,NA,NA,NA,NA,NA
86640,7.50179,8.74809,8.22275,NA,0.765,NA,NA,NA,NA,NA,NA,NA
86985,7.95437,7.16876,8.24179,NA,0.845,NA,NA,NA,NA,NA,NA,NA
87183,7.45704,7.63551,7.7246,0.982,NA,NA,NA,NA,NA,NA,NA,NA
87233,8.40721,7.50098,8.59406,NA,NA,NA,0.715,NA,NA,NA,NA,NA
87495,7.58997,6.97703,8.32734,NA,NA,NA,NA,0.731,NA,NA,NA,NA
87653,8.01557,7.2644,8.23662,NA,NA,NA,0.707,NA,NA,NA,NA,NA
87946,7.46604,6.6822,7.56359,NA,0.745,NA,NA,NA,NA,NA,NA,NA
88168,7.71914,7.68165,8.37576,0.885,NA,NA,NA,NA,NA,NA,NA,NA
88309,7.17242,8.02995,8.00512,NA,0.869,NA,NA,NA,NA,NA,NA,NA
88499,6.36529,7.47534,7.67211,NA,0.611,NA,NA,NA,NA,NA,NA,NA
88684,6.88602,7.3647,7.60629,NA,0.829,NA,NA,NA,NA,NA,NA,NA
88953,7.28711,7.6023,7.05389,NA,NA,NA,0.802,NA,NA,NA,NA,NA
89124,7.86975,7.7148,8.04412,NA,0.963,NA,NA,NA,NA,NA,NA,NA
89260,7.66352,7.40928,8.14775,NA,NA,NA,0.757,NA,NA,NA,NA,NA
89442,8.18636,7.13958,7.09162,NA,NA,NA,0.697,NA,NA,NA,NA,NA
89692,8.67376,7.21567,8.1007,NA,0.753,NA,NA,NA,NA,NA,NA,NA
89924,8.13562,7.82974,8.67317,NA,NA,NA,NA,0.734,NA,NA,NA,NA
90165,6.94235,8.12836,7.24318,NA,NA,NA,NA,0.731,NA,NA,NA,NA
90242,7.83744,8.71488,7.45264,NA,NA,NA,NA,0.696,NA,NA,NA,NA
90414,8.22277,7.83744,8.31595,0.855,NA,NA,NA,NA,NA,NA,NA,NA
90706,8.13314,7.85833,7.86751,NA,0.953,NA,NA,NA,NA,NA,NA,NA
90860,8.39326,7.58016,7.50075,NA,NA,NA,0.843,NA,NA,NA,NA,NA
91075,7.39345,7.39169,8.03324,NA,0.899,NA,NA,NA,NA,NA,NA,NA
91354,7.98316,7.07059,8.81195,NA,NA,0.478,NA,NA,NA,NA,NA,NA
91466,7.32756,8.11605,8.11743,NA,NA,NA,0.829,NA,NA,NA,NA,NA
91605,7.33291,8.58402,8.30304,NA,0.756,NA,NA,NA,NA,NA,NA,NA
91904,8.01188,8.89184,7.62057,0.763,NA,NA,NA,NA,NA,NA,NA,NA
92181,7.32627,8.91915,6.86792,0.594,NA,NA,NA,NA,NA,NA,NA,NA
92362,7.93155,6.78394,7.48623,NA,0.797,NA,NA,NA,NA,NA,NA,NA
92468,8.17515,7.481,8.13469,NA,0.908,NA,NA,NA,NA,NA,NA,NA
92761,7.909,7.41315,7.25885,0.874,NA,NA,NA,NA,NA,NA,NA,NA
92899,7.66003,7.63618,7.96498,NA,0.973,NA,NA,NA,NA,NA,NA,NA
93196,7.80676,7.34373,8.27198,NA,NA,NA,0.843,NA,NA,NA,NA,NA
93289,7.61284,6.99321,8.19215,NA,0.844,NA,NA,NA,NA,NA,NA,NA
93479,7.47737,7.47389,7.45592,0.947,NA,NA,NA,NA,NA,NA,NA,NA
93671,7.49082,7.18179,6.90251,NA,0.756,NA,NA,NA,NA,NA,NA,NA
93925,8.02621,7.12536,6.32175,NA,0.553,NA,NA,NA,NA,NA,NA,NA
94015,8.02865,7.76374,7.35172,NA,0.948,NA,NA,NA,NA,NA,NA,NA
94383,7.442,6.99216,7.58517,NA,0.872,NA,NA,NA,NA,NA,NA,NA
94558,6.91093,7.35232,7.87521,NA,0.799,NA,NA,NA,NA,NA,NA,NA
94697,7.29299,8.74534,7.62302,NA,0.785,NA,NA,NA,NA,NA,NA,NA
94818,7.08719,8.03551,7.37087,NA,NA,0.657,NA,NA,NA,NA,NA,NA
95181,7.50092,7.60439,6.90197,NA,NA,NA,NA,0.786,NA,NA,NA,NA
95370,8.15974,7.21089,7.84081,NA,NA,NA,NA,0.833,NA,NA,NA,NA
95443,7.90885,7.50335,7.72581,NA,NA,NA,0.847,NA,NA,NA,NA,NA
95667,8.03379,7.89988,7.92961,NA,NA,NA,NA,NA,NA,0.69,NA,NA
95946,8.05486,8.30995,8.33705,NA,NA,NA,NA,NA,NA,0.623,NA,NA
96084,7.07661,7.2702,8.26437,NA,0.812,NA,NA,NA,NA,NA,NA,NA
96249,8.29756,7.18066,7.00991,NA,NA,NA,0.661,NA,NA,NA,NA,NA
96519,7.46854,8.80785,7.60269,NA,0.792,NA,NA,NA,NA,NA,NA,NA
96613,7.59547,7.9754,7.51823,NA,NA,NA,NA,0.831,NA,NA,NA,NA
96840,7.4318,7.73086,7.66025,NA,NA,NA,NA,NA,0.658,NA,NA,NA
97149,6.63731,8.27231,7.67159,NA,NA,NA,NA,0.569,NA,NA,NA,NA
97354,7.35851,8.16499,7.87084,NA,NA,NA,NA,0.802,NA,NA,NA,NA
97429,8.28933,7.42558,8.71852,0.751,NA,NA,NA,NA,NA,NA,NA,NA
97684,7.85118,8.06861,7.9239,0.923,NA,NA,NA,NA,NA,NA,NA,NA
97940,8.10713,7.76185,8.41258,NA,NA,NA,0.749,NA,NA,NA,NA,NA
98174,7.78932,8.04655,7.38423,NA,NA,NA,0.88,NA,NA,NA,NA,NA
98238,7.51887,8.00085,6.72011,NA,0.775,NA,NA,NA,NA,NA,NA,NA
98416,7.31123,7.45043,7.09349,NA,NA,NA,NA,NA,NA,0.672,NA,NA
98746,7.22666,8.04937,7.05698,NA,0.826,NA,NA,NA,NA,NA,NA,NA
98887,7.19932,7.59762,7.7576,NA,NA,NA,NA,0.826,NA,NA,NA,NA
99137,7.72898,7.64611,7.11354,NA,NA,NA,NA,NA,NA,0.74,NA,NA
99300,7.72552,7.80394,7.12302,NA,NA,NA,NA,0.867,NA,NA,NA,NA
99554,7.95293,8.20238,7.47746,0.922,NA,NA,NA,NA,NA,NA,NA,NA
99675,8.05619,8.42035,7.88366,NA,0.871,NA,NA,NA,NA,NA,NA,NA
99845,7.34854,7.92001,7.63308,NA,0.958,NA,NA,NA,NA,NA,NA,NA
100170,7.15445,7.85935,7.5381,NA,0.908,NA,NA,NA,NA,NA,NA,NA
100237,7.24367,6.79264,8.03504,NA,NA,NA,0.654,NA,NA,NA,NA,NA
100597,6.93465,7.74537,7.78552,NA,0.871,NA,NA,NA,NA,NA,NA,NA
100641,8.21308,7.88413,7.39003,0.887,NA,NA,NA,NA,NA,NA,NA,NA
100817,7.83716,7.4192,7.64348,NA,NA,NA,NA,0.916,NA,NA,NA,NA
101008,7.43697,7.69384,8.00957,0.965,NA,NA,NA,NA,NA,NA,NA,NA
101283,7.40199,8.59424,8.16063,NA,NA,0.595,NA,NA,NA,NA,NA,NA
101496,7.40377,8.31931,7.5522,NA,0.9,NA,NA,NA,NA,NA,NA,NA
101667,7.19646,7.53845,7.69142,0.924,NA,NA,NA,NA,NA,NA,NA,NA
101887,7.50933,8.29685,8.14958,NA,NA,NA,0.818,NA,NA,NA,NA,NA
102093,7.6567,7.15684,6.76913,NA,NA,NA,0.58,NA,NA,NA,NA,NA
102385,8.38521,6.67786,7.03635,NA,0.586,NA,NA,NA,NA,NA,NA,NA
102563,8.15124,7.3257,8.25014,NA,NA,NA,NA,NA,0.545,NA,NA,NA
102686,8.02098,8.28915,8.01021,NA,NA,NA,NA,0.791,NA,NA,NA,NA
102810,7.52697,7.74736,8.12952,0.956,NA,NA,NA,NA,NA,NA,NA,NA
103001,7.63818,8.33393,7.33501,NA,0.891,NA,NA,NA,NA,NA,NA,NA
103254,7.81226,7.51284,7.47937,0.944,NA,NA,NA,NA,NA,NA,NA,NA
103452,7.98905,6.93408,7.56672,NA,0.851,NA,NA,NA,NA,NA,NA,NA
103797,6.96918,6.8365,7.35636,NA,0.697,NA,NA,NA,NA,NA,NA,NA
103941,8.00095,7.10972,7.68758,0.904,NA,NA,NA,NA,NA,NA,NA,NA
104115,8.5175,7.62715,7.83652,0.848,NA,NA,NA,NA,NA,NA,NA,NA
104248,8.05088,7.85327,7.05092,NA,NA,NA,NA,0.804,NA,NA,NA,NA
104517,6.9451,7.3989,7.63291,0.834,NA,NA,NA,NA,NA,NA,NA,NA
104726,7.11114,7.63848,7.8469,NA,0.882,NA,NA,NA,NA,NA,NA,NA
104977,7.01012,8.3323,7.31373,NA,0.789,NA,NA,NA,NA,NA,NA,NA
105072,7.96768,7.71439,6.81603,NA,0.82,NA,NA,NA,NA,NA,NA,NA
105336,6.82079,7.35439,7.01898,NA,0.669,NA,NA,NA,NA,NA,NA,NA
105494,7.13989,8.42653,7.94806,NA,NA,NA,0.717,NA,NA,NA,NA,NA
105776,8.09676,8.19188,7.82869,0.919,NA,NA,NA,NA,NA,NA,NA,NA
105846,7.75129,7.68821,7.531,0.942,NA,NA,NA,NA,NA,NA,NA,NA
106141,6.89234,7.3196,8.04736,NA,0.789,NA,NA,NA,NA,NA,NA,NA
106339,7.09272,7.15501,6.71431,NA,0.626,NA,NA,NA,NA,NA,NA,NA
106409,6.88731,8.36207,7.89466,NA,0.77,NA,NA,NA,NA,NA,NA,NA
106695,8.29848,8.71923,6.72907,NA,NA,NA,0.51,NA,NA,NA,NA,NA
106954,8.3343,7.65504,6.65187,NA,NA,NA,NA,0.631,NA,NA,NA,NA
107073,7.91697,7.67288,7.41958,NA,NA,NA,NA,0.86,NA,NA,NA,NA
107241,7.90025,7.74932,7.85039,0.946,NA,NA,NA,NA,NA,NA,NA,NA
107415,7.73046,7.76679,7.72523,NA,NA,NA,0.877,NA,NA,NA,NA,NA
107766,7.3127,9.05559,7.8427,NA,NA,NA,NA,0.619,NA,NA,NA,NA
107871,7.20447,7.70117,7.0248,NA,0.838,NA,NA,NA,NA,NA,NA,NA
108013,7.31697,7.32061,7.78191,NA,0.933,NA,NA,NA,NA,NA,NA,NA
108227,7.63056,8.08283,7.29572,0.913,NA,NA,NA,NA,NA,NA,NA,NA
108431,7.5395,7.95592,7.41555,0.929,NA,NA,NA,NA,NA,NA,NA,NA
108763,7.45306,7.75296,6.9661,0.868,NA,NA,NA,NA,NA,NA,NA,NA
108838,7.59218,8.15672,8.88345,0.744,NA,NA,NA,NA,NA,NA,NA,NA
109020,7.15011,7.29401,8.66505,NA,NA,NA,NA,0.683,NA,NA,NA,NA
109265,7.81856,8.32833,8.13544,NA,NA,NA,NA,0.788,NA,NA,NA,NA
109490,7.71142,7.39473,7.79884,0.931,NA,NA,NA,NA,NA,NA,NA,NA
109643,8.0563,6.52338,7.50928,NA,NA,NA,NA,0.613,NA,NA,NA,NA
109899,6.98048,6.69283,7.45027,NA,0.657,NA,NA,NA,NA,NA,NA,NA
110108,7.558,6.2595,7.92956,NA,0.603,NA,NA,NA,NA,NA,NA,NA
110225,8.98393,6.75023,7.71677,NA,0.55,NA,NA,NA,NA,NA,NA,NA
110505,8.57104,8.18228,7.48436,NA,0.797,NA,NA,NA,NA,NA,NA,NA
110685,8.19192,7.72211,7.8294,0.95,NA,NA,NA,NA,NA,NA,NA,NA
110979,7.50764,7.71242,7.14098,0.918,NA,NA,NA,NA,NA,NA,NA,NA
111152,7.8172,7.1864,7.55204,0.888,NA,NA,NA,NA,NA,NA,NA,NA
111270,7.89347,6.59176,7.29579,NA,0.708,NA,NA,NA,NA,NA,NA,NA
111552,7.66733,7.5288,7.98028,NA,NA,NA,NA,0.851,NA,NA,NA,NA
111696,7.54095,7.65177,8.52614,NA,0.873,NA,NA,NA,NA,NA,NA,NA
111889,7.54068,7.54756,8.07875,0.95,NA,NA,NA,NA,NA,NA,NA,NA
112158,7.98467,7.56863,7.30144,NA,NA,NA,NA,0.86,NA,NA,NA,NA
112290,7.85506,9.03132,8.07529,NA,NA,NA,0.613,NA,NA,NA,NA,NA
112434,6.93909,8.37501,7.54525,NA,0.783,NA,NA,NA,NA,NA,NA,NA
112693,8.26725,7.48868,8.54728,0.775,NA,NA,NA,NA,NA,NA,NA,NA
112932,7.48903,7.89592,6.93905,NA,0.829,NA,NA,NA,NA,NA,NA,NA
113060,8.06157,8.61134,7.10261,0.751,NA,NA,NA,NA,NA,NA,NA,NA
113265,7.56925,9.19546,7.88113,0.689,NA,NA,NA,NA,NA,NA,NA,NA
113456,8.19859,7.80882,8.31393,NA,NA,NA,0.786,NA,NA,NA,NA,NA
113713,7.44518,7.98435,8.5102,0.845,NA,NA,NA,NA,NA,NA,NA,NA
113830,7.36606,7.89774,8.59472,NA,NA,NA,NA,NA,NA,0.541,NA,NA
114083,7.67854,7.97533,7.97393,NA,NA,NA,NA,NA,NA,0.76,NA,NA
114382,8.50887,8.01217,8.22013,NA,NA,NA,NA,NA,NA,0.575,NA,NA
114439,8.17737,7.45134,8.99439,NA,0.689,NA,NA,NA,NA,NA,NA,NA
114679,8.42082,7.59424,9.46309,0.534,NA,NA,NA,NA,NA,NA,NA,NA
114880,7.71824,7.80909,8.1806,NA,0.954,NA,NA,NA,NA,NA,NA,NA
115001,7.96234,6.76242,7.01325,NA,NA,NA,NA,0.586,NA,NA,NA,NA
115307,8.41558,8.07107,7.60769,0.853,NA,NA,NA,NA,NA,NA,NA,NA
115508,8.25431,7.9968,7.54368,NA,NA,NA,0.873,NA,NA,NA,NA,NA
115713,7.88083,7.26582,7.71155,NA,NA,NA,0.846,NA,NA,NA,NA,NA
115869,8.27414,7.09712,8.07146,0.812,NA,NA,NA,NA,NA,NA,NA,NA
116124,7.85538,8.20993,7.39768,0.906,NA,NA,NA,NA,NA,NA,NA,NA
116251,8.10153,7.68907,7.6061,0.951,NA,NA,NA,NA,NA,NA,NA,NA
116597,8.37907,6.56448,8.03284,0.629,NA,NA,NA,NA,NA,NA,NA,NA
116705,7.76805,7.47468,7.01969,NA,0.878,NA,NA,NA,NA,NA,NA,NA
116986,8.13658,7.07989,7.70438,NA,0.866,NA,NA,NA,NA,NA,NA,NA
117076,7.46023,7.08061,7.24095,0.853,NA,NA,NA,NA,NA,NA,NA,NA
117219,7.63621,7.30149,7.37894,NA,NA,NA,NA,0.839,NA,NA,NA,NA
117480,7.89723,7.78414,7.58044,0.953,NA,NA,NA,NA,NA,NA,NA,NA
117669,8.95695,7.25941,7.82363,0.717,NA,NA,NA,NA,NA,NA,NA,NA
117865,7.88271,7.28034,7.06386,NA,0.865,NA,NA,NA,NA,NA,NA,NA
118172,7.13502,8.28413,8.09031,NA,NA,0.564,NA,NA,NA,NA,NA,NA
118235,6.72719,8.66585,8.16439,NA,0.608,NA,NA,NA,NA,NA,NA,NA
118599,7.14244,7.50297,7.66572,NA,NA,NA,NA,0.812,NA,NA,NA,NA
118740,7.05289,7.49595,7.93579,0.84,NA,NA,NA,NA,NA,NA,NA,NA
118826,7.14184,8.28672,7.29056,NA,NA,NA,NA,0.657,NA,NA,NA,NA
119174,7.73316,7.7628,7.85549,0.953,NA,NA,NA,NA,NA,NA,NA,NA
119322,7.18223,8.14348,8.25217,NA,0.839,NA,NA,NA,NA,NA,NA,NA
119555,7.34635,7.39603,8.15571,NA,0.912,NA,NA,NA,NA,NA,NA,NA
119774,7.91074,7.32432,8.39263,NA,NA,NA,NA,0.806,NA,NA,NA,NA
119845,7.54587,7.13018,8.77866,NA,0.728,NA,NA,NA,NA,NA,NA,NA
120039,7.58053,7.99534,7.82251,NA,NA,0.763,NA,NA,NA,NA,NA,NA
120280,7.60703,7.64104,7.48146,NA,NA,NA,0.909,NA,NA,NA,NA,NA
120478,7.42825,7.15963,7.40056,0.894,NA,NA,NA,NA,NA,NA,NA,NA
120664,6.87239,7.76557,7.22065,NA,NA,NA,NA,NA,NA,0.524,NA,NA
