id,x0,x1,x2,fitness-2.5,fitness-3,fitness-4,fitness-3.5,fitness-2,fitness-1.5,fitness-4.5,fitness-1,fitness-0.5
59113,1.98043,0.798116,-4.92669,NA,NA,NA,-68.695,NA,NA,NA,NA,NA
59218,2.51293,1.6244,-4.73699,-20.079,NA,NA,NA,NA,NA,NA,NA,NA
59440,3.02808,2.18422,-4.5583,-45.201,NA,NA,NA,NA,NA,NA,NA,NA
59606,2.47643,1.73242,-5,NA,NA,NA,NA,-30.073,NA,NA,NA,NA
59901,1.40825,1.94713,-5,NA,NA,NA,NA,-31.145,NA,NA,NA,NA
60070,2.36746,1.62587,-4.45941,-11.425,NA,NA,NA,NA,NA,NA,NA,NA
60243,2.362,2.04932,-3.7477,NA,-26.674,NA,NA,NA,NA,NA,NA,NA
60481,1.50739,1.79956,-2.88577,NA,-62.28,NA,NA,NA,NA,NA,NA,NA
60726,1.15817,0.743988,-4.38124,NA,-61.694,NA,NA,NA,NA,NA,NA,NA
60949,0.151876,1.50713,-4.71137,NA,-79.922,NA,NA,NA,NA,NA,NA,NA
61059,0.749857,2.26245,-5,-46.226,NA,NA,NA,NA,NA,NA,NA,NA
61217,1.31109,2.49737,-4.57852,NA,NA,NA,NA,NA,-40.362,NA,NA,NA
61417,1.11065,1.56398,-5,NA,NA,NA,NA,NA,-66.47,NA,NA,NA
61729,1.68485,1.52036,-5,NA,NA,NA,NA,-27.758,NA,NA,NA,NA
61858,2.08188,1.17738,-5,NA,NA,NA,NA,NA,NA,NA,-75.896,NA
62195,2.64167,1.99042,-5,NA,NA,NA,NA,-39.287,NA,NA,NA,NA
62321,2.08522,2.46723,-3.54797,-36.824,NA,NA,NA,NA,NA,NA,NA,NA
62523,2.49285,1.8042,-5,-26.473,NA,NA,NA,NA,NA,NA,NA,NA
62782,2.58103,1.39986,-4.27957,NA,NA,NA,NA,NA,-48.572,NA,NA,NA
62855,2.32462,2.24968,-4.29656,-18.762,NA,NA,NA,NA,NA,NA,NA,NA
63103,2.17818,2.31963,-4.86472,-22.675,NA,NA,NA,NA,NA,NA,NA,NA
63379,2.76107,3.05604,-5,NA,-77.946,NA,NA,NA,NA,NA,NA,NA
63564,2.74918,2.52892,-5,-50.14,NA,NA,NA,NA,NA,NA,NA,NA
63688,2.31119,2.62016,-5,NA,NA,NA,NA,-47.928,NA,NA,NA,NA
63824,1.23069,2.89138,-4.91688,-49.228,NA,NA,NA,NA,NA,NA,NA,NA
64042,2.79097,1.58967,-5,NA,NA,NA,NA,-42.416,NA,NA,NA,NA
64203,1.95998,1.13443,-4.21764,NA,NA,NA,NA,-21.415,NA,NA,NA,NA
64401,1.47238,1.42435,-4.16503,NA,NA,NA,NA,NA,-41.173,NA,NA,NA
64645,2.02528,1.76216,-4.69648,NA,NA,NA,-23.874,NA,NA,NA,NA,NA
64985,1.57486,2.77069,-4.45248,-31.754,NA,NA,NA,NA,NA,NA,NA,NA
65090,1.62172,2.3181,-5,NA,NA,NA,NA,-28.577,NA,NA,NA,NA
65337,1.82557,3.18782,-5,NA,NA,NA,-75.325,NA,NA,NA,NA,NA
65485,1.93825,3.00816,-5,NA,NA,NA,NA,-54.777,NA,NA,NA,NA
65690,1.64142,2.17458,-4.08784,NA,NA,NA,NA,-13.814,NA,NA,NA,NA
65937,1.7359,2.08008,-5,-19.094,NA,NA,NA,NA,NA,NA,NA,NA
66176,1.57404,1.94879,-5,NA,NA,NA,-29.307,NA,NA,NA,NA,NA
66353,1.39903,1.36682,-5,NA,NA,NA,-46.383,NA,NA,NA,NA,NA
66489,1.03194,2.13466,-5,-32.45,NA,NA,NA,NA,NA,NA,NA,NA
66763,1.74206,2.53552,-4.05035,NA,NA,NA,-52.124,NA,NA,NA,NA,NA
66987,1.53583,2.44666,-4.05099,NA,-22.999,NA,NA,NA,NA,NA,NA,NA
67174,1.69119,3.45091,-4.31434,-71.717,NA,NA,NA,NA,NA,NA,NA,NA
67315,1.3073,1.99223,-4.54077,NA,-21.704,NA,NA,NA,NA,NA,NA,NA
67544,2.08992,1.83495,-4.79165,-11.886,NA,NA,NA,NA,NA,NA,NA,NA
67658,2.93845,1.42441,-2.95574,NA,NA,NA,NA,NA,-100.264,NA,NA,NA
67886,3.03294,1.83214,-3.42009,-66.341,NA,NA,NA,NA,NA,NA,NA,NA
68040,1.53594,2.1764,-4.25934,NA,NA,NA,NA,-19.053,NA,NA,NA,NA
68217,2.28033,1.40918,-4.54347,NA,NA,NA,NA,-15.531,NA,NA,NA,NA
68409,1.72099,1.7317,-5,-16.762,NA,NA,NA,NA,NA,NA,NA,NA
68636,2.17099,1.97254,-4.92989,-17.103,NA,NA,NA,NA,NA,NA,NA,NA
68964,2.07787,2.74629,-4.384,NA,NA,NA,NA,NA,NA,NA,-86.273,NA
69181,1.56862,2.10914,-4.40174,NA,NA,NA,NA,-13.072,NA,NA,NA,NA
69228,1.84463,1.49557,-4.61219,NA,-7.409,NA,NA,NA,NA,NA,NA,NA
69584,3.1569,0.787398,-4.24246,-72.703,NA,NA,NA,NA,NA,NA,NA,NA
69673,2.05249,1.63904,-5,-15.939,NA,NA,NA,NA,NA,NA,NA,NA
69937,2.69419,2.56737,-5,NA,NA,NA,NA,-54.238,NA,NA,NA,NA
70049,1.57988,2.20164,-5,NA,NA,NA,NA,NA,-36.613,NA,NA,NA
70299,1.22079,2.23946,-5,NA,-34.366,NA,NA,NA,NA,NA,NA,NA
70556,2.06588,1.44642,-4.75143,-10.949,NA,NA,NA,NA,NA,NA,NA,NA
70677,1.66324,2.14905,-5,NA,NA,NA,NA,NA,-37.238,NA,NA,NA
70934,1.19779,3.48381,-5,NA,-89.919,NA,NA,NA,NA,NA,NA,NA
71150,1.80871,2.18605,-5,NA,NA,NA,-37.99,NA,NA,NA,NA,NA
71219,0.959337,1.20395,-5,NA,-52.471,NA,NA,NA,NA,NA,NA,NA
71554,1.06041,1.20354,-5,NA,NA,NA,-58.819,NA,NA,NA,NA,NA
71615,1.92052,1.35234,-4.2813,NA,-11.278,NA,NA,NA,NA,NA,NA,NA
71891,1.57514,2.31349,-4.43403,NA,NA,NA,NA,-18.629,NA,NA,NA,NA
72048,-0.271408,2.22832,-4.09532,NA,NA,NA,NA,-117.139,NA,NA,NA,NA
72374,0.587921,1.97431,-5,NA,NA,NA,NA,-59.601,NA,NA,NA,NA
72499,0.865427,2.59818,-5,-51.454,NA,NA,NA,NA,NA,NA,NA,NA
72674,2.11297,3.8165,-5,-111.745,NA,NA,NA,NA,NA,NA,NA,NA
72885,2.18098,3.16572,-5,NA,NA,-109.543,NA,NA,NA,NA,NA,NA
73060,2.2384,1.81596,-4.3478,-7.92,NA,NA,NA,NA,NA,NA,NA,NA
73201,1.1604,1.27087,-4.13314,-22.336,NA,NA,NA,NA,NA,NA,NA,NA
73541,2.22906,1.2284,-3.68224,-26.092,NA,NA,NA,NA,NA,NA,NA,NA
73800,2.27101,2.91443,-4.72919,NA,NA,NA,NA,NA,-61.097,NA,NA,NA
73903,1.38443,1.2665,-3.83305,NA,NA,NA,NA,NA,-52.399,NA,NA,NA
74156,1.3938,0.828045,-3.95794,-44.616,NA,NA,NA,NA,NA,NA,NA,NA
74315,1.923,2.73096,-4.88318,NA,-43.319,NA,NA,NA,NA,NA,NA,NA
74403,1.91375,2.21369,-4.91889,NA,NA,NA,NA,-22.423,NA,NA,NA,NA
74654,2.53808,1.95267,-5,-29.237,NA,NA,NA,NA,NA,NA,NA,NA
74905,1.40885,1.87355,-5,-20.203,NA,NA,NA,NA,NA,NA,NA,NA
75029,1.66901,2.13479,-5,NA,NA,NA,NA,-28.185,NA,NA,NA,NA
75215,1.16448,1.87021,-3.75903,NA,-29.329,NA,NA,NA,NA,NA,NA,NA
75435,1.93093,1.42042,-5,NA,NA,NA,NA,NA,-33.548,NA,NA,NA
75703,2.43468,3.36644,-5,NA,NA,NA,NA,-85.087,NA,NA,NA,NA
75952,1.67555,2.0556,-4.36402,-6.931,NA,NA,NA,NA,NA,NA,NA,NA
76056,1.9869,1.94732,-4.75876,-10.068,NA,NA,NA,NA,NA,NA,NA,NA
76351,1.48492,1.51978,-4.37746,NA,NA,NA,NA,NA,-37.559,NA,NA,NA
76414,0.535562,0.753221,-3.41594,NA,NA,NA,-130.068,NA,NA,NA,NA,NA
76666,0.834985,0.773123,-5,NA,NA,NA,NA,NA,NA,-146.388,NA,NA
76834,1.6394,1.24169,-5,-24.133,NA,NA,NA,NA,NA,NA,NA,NA
77169,0.535721,2.65581,-5,-67.395,NA,NA,NA,NA,NA,NA,NA,NA
77333,0.891391,3.00495,-5,NA,-74.209,NA,NA,NA,NA,NA,NA,NA
77572,0.934876,2.24436,-5,NA,NA,NA,NA,-48.881,NA,NA,NA,NA
77761,2.46156,3.11621,-5,-67.488,NA,NA,NA,NA,NA,NA,NA,NA
77815,2.2988,2.14339,-5,-25.298,NA,NA,NA,NA,NA,NA,NA,NA
78154,2.15624,2.24311,-5,NA,-25,NA,NA,NA,NA,NA,NA,NA
78246,2.28482,1.59578,-5,NA,-30.423,NA,NA,NA,NA,NA,NA,NA
78556,2.05735,1.37721,-5,NA,-24.152,NA,NA,NA,NA,NA,NA,NA
78663,2.32698,1.11854,-5,-34.228,NA,NA,NA,NA,NA,NA,NA,NA
78825,1.81782,2.49663,-4.48611,-19.924,NA,NA,NA,NA,NA,NA,NA,NA
79092,1.31947,2.20397,-5,NA,NA,NA,-37.527,NA,NA,NA,NA,NA
79205,3.36849,2.18722,-5,NA,NA,NA,-91.598,NA,NA,NA,NA,NA
79592,2.52496,2.49347,-5,-40.003,NA,NA,NA,NA,NA,NA,NA,NA
79738,2.32422,2.51495,-5,NA,NA,NA,-50.245,NA,NA,NA,NA,NA
79865,2.60641,2.20042,-4.80442,NA,-36.899,NA,NA,NA,NA,NA,NA,NA
80044,1.37835,1.92047,-5,-19.76,NA,NA,NA,NA,NA,NA,NA,NA
80354,1.22893,1.79911,-4.8695,-20.864,NA,NA,NA,NA,NA,NA,NA,NA
80548,1.18356,1.58688,-3.96468,NA,-26.59,NA,NA,NA,NA,NA,NA,NA
80698,1.25332,2.32108,-3.42267,NA,-43.89,NA,NA,NA,NA,NA,NA,NA
80812,1.59664,2.25133,-4.01588,NA,-26.405,NA,NA,NA,NA,NA,NA,NA
81031,1.62374,1.76123,-4.84575,-10.363,NA,NA,NA,NA,NA,NA,NA,NA
81328,2.41266,1.09114,-4.53741,NA,-28.176,NA,NA,NA,NA,NA,NA,NA
81475,3.00929,1.60351,-5,NA,-57.218,NA,NA,NA,NA,NA,NA,NA
81724,2.37152,2.04149,-3.63644,NA,NA,NA,NA,-31.509,NA,NA,NA,NA
81899,1.75066,2.55563,-4.03233,NA,NA,NA,-37.517,NA,NA,NA,NA,NA
82032,2.66709,2.42986,-4.21466,NA,NA,-73.615,NA,NA,NA,NA,NA,NA
82241,2.8227,2.39493,-5,NA,NA,NA,-68.411,NA,NA,NA,NA,NA
82571,3.31318,0.606395,-4.91611,NA,NA,NA,NA,NA,-119.977,NA,NA,NA
82744,0.848939,1.77148,-5,NA,NA,NA,NA,NA,-55.236,NA,NA,NA
82835,1.61243,1.62576,-4.23267,NA,-9.397,NA,NA,NA,NA,NA,NA,NA
83001,1.94343,1.64995,-3.44529,NA,-26.884,NA,NA,NA,NA,NA,NA,NA
83309,1.90136,1.64031,-3.0542,NA,NA,NA,NA,-51.343,NA,NA,NA,NA
83576,2.46827,1.98162,-2.73803,NA,NA,NA,NA,NA,NA,NA,-131.409,NA
83769,2.42047,2.52767,-4.20712,-31.381,NA,NA,NA,NA,NA,NA,NA,NA
83930,1.69283,2.66886,-3.45578,NA,NA,NA,NA,-51.596,NA,NA,NA,NA
84126,2.77195,1.87699,-4.94798,NA,NA,NA,NA,-39.378,NA,NA,NA,NA
84268,3.04712,1.74555,-3.98686,NA,NA,NA,NA,-52.361,NA,NA,NA,NA
84403,2.06852,1.3809,-4.53228,NA,NA,NA,NA,-22.723,NA,NA,NA,NA
84737,1.98716,2.30166,-4.55732,NA,NA,NA,NA,NA,-39.2,NA,NA,NA
84835,2.42724,3.33355,-4.75236,NA,NA,NA,NA,NA,-97.748,NA,NA,NA
85102,2.5956,2.98281,-4.65668,NA,NA,NA,NA,-58.802,NA,NA,NA,NA
85298,1.38158,3.17417,-3.60807,-68.591,NA,NA,NA,NA,NA,NA,NA,NA
85572,2.1405,3.23314,-3.25454,NA,NA,NA,NA,-101.417,NA,NA,NA,NA
85663,2.55067,2.70493,-3.84133,NA,NA,NA,NA,-50.507,NA,NA,NA,NA
85930,1.20437,2.01223,-3.46471,NA,NA,NA,NA,NA,-52.048,NA,NA,NA
86188,1.43361,1.37452,-4.21192,NA,NA,NA,NA,-17.424,NA,NA,NA,NA
86217,2.66991,1.60325,-4.45393,NA,NA,NA,NA,-27.082,NA,NA,NA,NA
86503,2.74729,1.84272,-5,NA,-44.037,NA,NA,NA,NA,NA,NA,NA
86639,2.00519,2.8409,-3.70972,NA,-46.419,NA,NA,NA,NA,NA,NA,NA
86901,1.6493,1.56139,-4.87091,-10.823,NA,NA,NA,NA,NA,NA,NA,NA
87167,3.16324,1.28543,-3.44967,-75.479,NA,NA,NA,NA,NA,NA,NA,NA
87203,3.1834,1.07311,-3.90888,-66.255,NA,NA,NA,NA,NA,NA,NA,NA
87463,1.70785,1.91127,-3.75174,NA,-16.33,NA,NA,NA,NA,NA,NA,NA
87716,0.969578,1.78898,-4.36255,NA,NA,-70.825,NA,NA,NA,NA,NA,NA
87911,1.2729,0.800986,-4.8688,NA,-59.268,NA,NA,NA,NA,NA,NA,NA
88039,1.1775,0.756549,-5,NA,-75.539,NA,NA,NA,NA,NA,NA,NA
88215,2.47889,0.978096,-5,-45.256,NA,NA,NA,NA,NA,NA,NA,NA
88445,1.78627,1.91458,-5,NA,NA,NA,NA,-25.12,NA,NA,NA,NA
88775,2.20261,1.66164,-3.5158,NA,-26.523,NA,NA,NA,NA,NA,NA,NA
88938,2.44708,2.17278,-4.91252,NA,-30.352,NA,NA,NA,NA,NA,NA,NA
89191,1.67822,1.81308,-5,NA,-26.502,NA,NA,NA,NA,NA,NA,NA
89238,1.48939,1.68161,-4.72223,NA,-11.656,NA,NA,NA,NA,NA,NA,NA
89467,2.19339,2.52377,-5,NA,-36.737,NA,NA,NA,NA,NA,NA,NA
89682,2.05588,1.71809,-4.53592,NA,NA,NA,NA,NA,NA,-74.16,NA,NA
89817,1.74066,1.52796,-4.95896,NA,NA,-50.75,NA,NA,NA,NA,NA,NA
90019,2.029,1.55106,-4.43209,NA,NA,NA,-39.209,NA,NA,NA,NA,NA
90315,1.80666,2.3972,-5,NA,-29.158,NA,NA,NA,NA,NA,NA,NA
90480,2.29153,1.32411,-4.93985,NA,-28.021,NA,NA,NA,NA,NA,NA,NA
90621,1.12462,1.208,-3.62886,NA,-43.247,NA,NA,NA,NA,NA,NA,NA
90989,2.21929,1.55644,-3.47698,NA,NA,NA,NA,NA,-45.453,NA,NA,NA
91066,2.18385,2.03155,-4.41276,NA,NA,NA,NA,-14.991,NA,NA,NA,NA
91316,1.58648,3.18633,-4.76012,NA,-65.363,NA,NA,NA,NA,NA,NA,NA
91512,2.12672,2.6522,-5,-37.387,NA,NA,NA,NA,NA,NA,NA,NA
91657,1.99759,1.58458,-5,NA,NA,NA,NA,-24.056,NA,NA,NA,NA
91812,2.12102,2.22311,-4.86121,NA,NA,NA,NA,-27.165,NA,NA,NA,NA
92063,3.38312,2.09209,-4.60118,NA,NA,NA,NA,-69.274,NA,NA,NA,NA
92270,3.04258,1.36217,-4.07266,NA,NA,NA,NA,NA,NA,NA,-83.846,NA
92507,2.31022,1.16498,-3.46186,NA,NA,NA,NA,-47.347,NA,NA,NA,NA
92789,2.01067,1.72398,-5,-15.448,NA,NA,NA,NA,NA,NA,NA,NA
92808,2.28509,1.54358,-3.23159,NA,NA,NA,NA,NA,-57.55,NA,NA,NA
93131,1.38532,1.35029,-4.61207,-11.245,NA,NA,NA,NA,NA,NA,NA,NA
93224,1.925,1.17848,-5,-24.773,NA,NA,NA,NA,NA,NA,NA,NA
93421,1.62343,0.9068,-5,-43.647,NA,NA,NA,NA,NA,NA,NA,NA
93754,1.42801,1.27391,-5,-28.329,NA,NA,NA,NA,NA,NA,NA,NA
93943,3.27146,2.41558,-3.91246,NA,NA,NA,NA,NA,-81.998,NA,NA,NA
94088,3.24934,1.90403,-4.03642,NA,NA,NA,NA,-57.238,NA,NA,NA,NA
94297,1.79325,1.71901,-3.58253,NA,NA,-64.465,NA,NA,NA,NA,NA,NA
94507,2.29506,1.87387,-4.64882,NA,NA,NA,NA,-19.109,NA,NA,NA,NA
94646,2.23279,1.2512,-5,NA,-33.284,NA,NA,NA,NA,NA,NA,NA
94942,1.95382,2.76381,-5,NA,-42.358,NA,NA,NA,NA,NA,NA,NA
95019,1.64497,2.42561,-5,-27.697,NA,NA,NA,NA,NA,NA,NA,NA
95222,1.07394,1.65459,-4.98018,NA,-32.692,NA,NA,NA,NA,NA,NA,NA
95557,1.15501,1.6646,-4.30311,NA,-14.447,NA,NA,NA,NA,NA,NA,NA
95744,1.40669,1.68852,-5,NA,NA,NA,NA,-21.388,NA,NA,NA,NA
95958,0.625398,2.42984,-5,NA,NA,NA,NA,-58.982,NA,NA,NA,NA
96170,1.7173,2.07277,-5,-18.342,NA,NA,NA,NA,NA,NA,NA,NA
96335,2.11678,2.27384,-4.53271,NA,NA,NA,NA,-17.358,NA,NA,NA,NA
96576,2.33522,2.64252,-3.83306,NA,-48.09,NA,NA,NA,NA,NA,NA,NA
96783,0.947313,1.99534,-3.94797,NA,NA,-69.292,NA,NA,NA,NA,NA,NA
96923,2.78416,2.76684,-4.26037,NA,NA,NA,-79.02,NA,NA,NA,NA,NA
97056,1.06632,2.54232,-4.39788,NA,NA,NA,NA,-35.204,NA,NA,NA,NA
97312,0.17039,2.51892,-4.09917,NA,NA,NA,NA,-80.47,NA,NA,NA,NA
97561,0.911745,2.61082,-4.39279,NA,-49.737,NA,NA,NA,NA,NA,NA,NA
97780,2.26801,2.84061,-5,NA,NA,NA,NA,-50.326,NA,NA,NA,NA
97963,2.81108,2.53028,-3.91356,-50.94,NA,NA,NA,NA,NA,NA,NA,NA
98122,2.72005,2.61921,-4.64807,-45.267,NA,NA,NA,NA,NA,NA,NA,NA
98387,2.19234,2.59509,-3.94955,NA,NA,NA,-43.012,NA,NA,NA,NA,NA
98404,3.35946,1.20647,-5,-73.888,NA,NA,NA,NA,NA,NA,NA,NA
98748,3.41091,1.48659,-5,NA,-80.359,NA,NA,NA,NA,NA,NA,NA
98910,2.04144,1.7065,-5,NA,NA,NA,NA,NA,NA,-93.963,NA,NA
99025,1.6533,2.51974,-5,NA,NA,NA,-47.46,NA,NA,NA,NA,NA
99384,1.53128,2.4428,-5,NA,NA,NA,-42.853,NA,NA,NA,NA,NA
99470,1.69129,2.77349,-5,NA,-46,NA,NA,NA,NA,NA,NA,NA
99638,0.385013,1.39671,-4.2901,NA,NA,NA,NA,-67.561,NA,NA,NA,NA
99902,0.746515,2.13389,-4.32984,NA,-40.84,NA,NA,NA,NA,NA,NA,NA
100059,0.850898,2.07106,-3.91908,NA,NA,NA,NA,-36.688,NA,NA,NA,NA
100340,1.55473,1.6574,-4.37915,NA,-17.957,NA,NA,NA,NA,NA,NA,NA
100437,2.11663,1.88275,-4.84413,-13.677,NA,NA,NA,NA,NA,NA,NA,NA
100644,1.43788,2.15995,-4.23973,NA,-15.515,NA,NA,NA,NA,NA,NA,NA
100957,1.59795,2.26255,-5,NA,NA,NA,NA,NA,-38.687,NA,NA,NA
101070,1.51369,2.12445,-4.0821,NA,NA,NA,NA,NA,-30.629,NA,NA,NA
101229,3.01816,1.35564,-5,NA,NA,NA,NA,-59.877,NA,NA,NA,NA
101487,2.03696,1.45292,-5,NA,NA,NA,NA,NA,-53.515,NA,NA,NA
101741,1.39113,2.44389,-5,NA,NA,NA,NA,NA,-62.413,NA,NA,NA
101996,1.61798,2.76299,-5,NA,NA,NA,NA,-41.638,NA,NA,NA,NA
102034,1.94906,1.8493,-5,-16.554,NA,NA,NA,NA,NA,NA,NA,NA
102342,1.86032,1.02425,-4.37916,-15.972,NA,NA,NA,NA,NA,NA,NA,NA
102543,2.41324,1.46936,-5,NA,-31.034,NA,NA,NA,NA,NA,NA,NA
102663,2.43486,2.28365,-5,-31.102,NA,NA,NA,NA,NA,NA,NA,NA
102930,1.64432,2.94338,-4.88794,-45.479,NA,NA,NA,NA,NA,NA,NA,NA
103111,1.95481,1.55101,-4.39143,NA,-5.627,NA,NA,NA,NA,NA,NA,NA
103361,2.3288,1.51785,-4.79753,-16.783,NA,NA,NA,NA,NA,NA,NA,NA
103417,2.28709,1.5755,-4.70043,-12.808,NA,NA,NA,NA,NA,NA,NA,NA
103607,2.46297,2.54844,-5,-40.086,NA,NA,NA,NA,NA,NA,NA,NA
103807,2.86145,2.68046,-4.75077,NA,NA,NA,NA,-58.744,NA,NA,NA,NA
104105,1.49421,1.72021,-4.46345,NA,NA,NA,NA,-11.684,NA,NA,NA,NA
104348,0.556324,1.72602,-4.28459,NA,-45.661,NA,NA,NA,NA,NA,NA,NA
104566,1.83489,1.5473,-5,-15.237,NA,NA,NA,NA,NA,NA,NA,NA
104660,1.49009,0.919851,-5,NA,-45.254,NA,NA,NA,NA,NA,NA,NA
104942,1.783,1.29839,-5,NA,-28.25,NA,NA,NA,NA,NA,NA,NA
105182,0.562085,1.70532,-3.51849,NA,-61.836,NA,NA,NA,NA,NA,NA,NA
105223,0.974034,2.16065,-5,NA,NA,NA,NA,-43.023,NA,NA,NA,NA
105483,1.67231,2.79458,-5,-41.229,NA,NA,NA,NA,NA,NA,NA,NA
105732,1.54988,2.1166,-4.73545,NA,NA,NA,NA,-19.776,NA,NA,NA,NA
105860,1.89317,2.41446,-4.95517,NA,NA,NA,NA,NA,NA,NA,-61.719,NA
106146,1.17814,1.64067,-5,NA,NA,NA,NA,NA,-52.295,NA,NA,NA
106373,1.24384,3.20043,-5,NA,NA,NA,NA,NA,-93.819,NA,NA,NA
106445,1.75786,2.19971,-4.89674,NA,NA,NA,NA,NA,NA,NA,-73.313,NA
106616,2.61448,1.90161,-5,NA,NA,NA,NA,NA,-52.636,NA,NA,NA
106865,1.96916,1.76821,-4.28882,-2.733,NA,NA,NA,NA,NA,NA,NA,NA
107166,2.53088,1.6801,-4.38332,NA,-20.362,NA,NA,NA,NA,NA,NA,NA
107229,1.39638,2.2656,-4.30449,NA,-18.317,NA,NA,NA,NA,NA,NA,NA
107522,2.06084,1.68596,-3.10888,NA,NA,-85.122,NA,NA,NA,NA,NA,NA
107624,1.32176,0.784162,-4.30297,NA,NA,NA,-73.634,NA,NA,NA,NA,NA
107911,2.36707,0.887881,-4.66792,NA,NA,NA,NA,-45.838,NA,NA,NA,NA
108098,1.86028,1.49193,-4.49298,NA,NA,NA,NA,-18.797,NA,NA,NA,NA
108227,1.90635,0.440833,-5,-89.329,NA,NA,NA,NA,NA,NA,NA,NA
108513,1.34167,0.381631,-4.68366,NA,NA,NA,NA,NA,-152.238,NA,NA,NA
108609,2.60866,1.53902,-5,NA,NA,NA,NA,NA,NA,NA,-66.117,NA
108931,2.75508,2.03352,-3.90697,NA,NA,NA,NA,NA,NA,NA,NA,-124.382
109185,1.58944,1.88635,-3.44706,NA,NA,NA,NA,NA,NA,NA,-71.276,NA
109277,2.45059,1.70802,-4.42879,NA,NA,NA,NA,NA,-38.793,NA,NA,NA
109422,1.62538,1.42017,-4.93372,NA,NA,NA,NA,NA,-47.336,NA,NA,NA
109672,1.76263,1.11078,-5,NA,NA,NA,NA,NA,-63.6,NA,NA,NA
109890,1.6997,2.11545,-4.19286,NA,NA,NA,NA,-21.982,NA,NA,NA,NA
110163,1.74064,1.67583,-5,NA,NA,NA,NA,NA,NA,NA,-67.033,NA
110361,1.55064,1.84446,-4.57319,NA,NA,NA,NA,NA,-24.386,NA,NA,NA
110429,1.1535,1.53922,-5,NA,-31.047,NA,NA,NA,NA,NA,NA,NA
110778,1.97503,1.89657,-4.87619,NA,-21.009,NA,NA,NA,NA,NA,NA,NA
110830,1.5468,2.07192,-4.72053,-13.084,NA,NA,NA,NA,NA,NA,NA,NA
111001,1.48897,2.80848,-5,-43.007,NA,NA,NA,NA,NA,NA,NA,NA
111259,2.14178,2.2964,-5,NA,-26.914,NA,NA,NA,NA,NA,NA,NA
111587,1.91931,1.8707,-4.28409,NA,NA,-43.142,NA,NA,NA,NA,NA,NA
111695,0.454899,1.74757,-3.99644,NA,NA,NA,NA,-59.195,NA,NA,NA,NA
111903,1.80339,2.11255,-5,NA,NA,NA,-31.636,NA,NA,NA,NA,NA
112092,2.45323,2.37867,-5,NA,NA,NA,-55.489,NA,NA,NA,NA,NA
112249,2.20032,1.86479,-4.86021,NA,-24.254,NA,NA,NA,NA,NA,NA,NA
112436,2.47277,1.0686,-4.01283,NA,-31.124,NA,NA,NA,NA,NA,NA,NA
112718,1.90354,1.53143,-4.4147,NA,NA,NA,NA,-5.142,NA,NA,NA,NA
112903,1.64213,1.53477,-3.83836,-8.928,NA,NA,NA,NA,NA,NA,NA,NA
113070,2.42072,1.60925,-4.29139,NA,NA,NA,-32.52,NA,NA,NA,NA,NA
113211,2.49103,2.81133,-4.51782,NA,-53.909,NA,NA,NA,NA,NA,NA,NA
113475,2.68335,2.17673,-4.5532,-28.92,NA,NA,NA,NA,NA,NA,NA,NA
113684,2.07851,1.84283,-4.83839,NA,NA,NA,NA,NA,NA,NA,-48.465,NA
113953,2.19904,0.376939,-3.53873,NA,NA,NA,NA,NA,NA,NA,-184.331,NA
114154,2.48319,1.11329,-3.95531,NA,NA,NA,NA,NA,-55.453,NA,NA,NA
114340,1.88348,1.52313,-2.50657,-95.38,NA,NA,NA,NA,NA,NA,NA,NA
114510,1.40064,2.84624,-3.55871,NA,NA,-88.714,NA,NA,NA,NA,NA,NA
114775,2.12701,2.25919,-3.5769,NA,NA,NA,NA,NA,NA,-123.21,NA,NA
114943,2.00141,2.60625,-4.5718,NA,NA,NA,NA,NA,NA,-98.955,NA,NA
115056,1.35346,3.09712,-3.53207,-67.114,NA,NA,NA,NA,NA,NA,NA,NA
115388,2.75089,2.69896,-4.33146,NA,-52.402,NA,NA,NA,NA,NA,NA,NA
115472,1.31198,3.39447,-5,NA,NA,NA,NA,-82.498,NA,NA,NA,NA
115743,2.80248,3.27974,-4.9203,NA,-97.936,NA,NA,NA,NA,NA,NA,NA
115906,1.70263,2.22712,-5,-21.522,NA,NA,NA,NA,NA,NA,NA,NA
116176,2.45412,1.28927,-4.42115,NA,NA,NA,-46.397,NA,NA,NA,NA,NA
116300,1.6709,1.01883,-4.1701,NA,-24.12,NA,NA,NA,NA,NA,NA,NA
116536,2.36836,0.957679,-4.53548,NA,NA,NA,-43.088,NA,NA,NA,NA,NA
116717,1.47778,0.825832,-3.72485,-54.247,NA,NA,NA,NA,NA,NA,NA,NA
116858,1.56611,1.58859,-4.47551,-2.299,NA,NA,NA,NA,NA,NA,NA,NA
117163,1.85487,1.10892,-5,NA,NA,NA,NA,NA,-59.96,NA,NA,NA
117343,0.373722,2.03757,-4.91709,NA,NA,NA,NA,NA,-74.019,NA,NA,NA
117486,2.09318,2.76822,-5,NA,NA,NA,NA,NA,-63.282,NA,NA,NA
117747,2.05456,3.10867,-5,NA,NA,NA,NA,-64.232,NA,NA,NA,NA
118000,1.66122,2.11568,-4.68839,NA,NA,NA,-24.94,NA,NA,NA,NA,NA
118146,0.764104,2.6167,-4.33262,NA,NA,NA,-64.012,NA,NA,NA,NA,NA
118332,2.17787,1.60118,-5,NA,NA,NA,-37.93,NA,NA,NA,NA,NA
