id,x0,x1,x2,fitness-1,fitness0.5,fitness2.5,fitness3.5,fitness3,fitness4,fitness5,fitness4.5,fitness1.5,fitness2,fitness1,fitness-0.5,fitness-2,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-1.5,fitness0,fitness-2.5,fitness-3
34472,5,4.87301,4.6831,NA,NA,NA,NA,NA,NA,NA,2539.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34686,5,5,4.44781,NA,NA,NA,NA,NA,NA,NA,1381.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34996,5,5,4.1731,NA,NA,NA,NA,NA,NA,4565.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35151,5,5,5,NA,NA,NA,NA,NA,NA,NA,5553.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35323,4.01811,4.848,5,NA,NA,NA,NA,NA,NA,988.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35509,4.17294,4.97073,5,NA,NA,NA,NA,NA,NA,NA,5574.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35794,3.03173,3.88046,5,NA,NA,NA,NA,NA,NA,97.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35986,3.66995,4.31003,4.87487,NA,NA,NA,NA,NA,NA,2085.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35999,4.15968,4.66496,5,NA,NA,NA,NA,NA,NA,3445.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36364,3.79783,4.49567,4.8545,NA,NA,NA,NA,NA,NA,NA,296.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36584,4.10906,5,3.64183,NA,NA,NA,33.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36743,3.18633,4.26928,4.95674,NA,NA,NA,NA,NA,NA,NA,1309.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36943,4.94182,4.08094,5,NA,NA,NA,NA,NA,NA,3548.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37132,4.79256,4.24555,5,NA,NA,NA,NA,NA,NA,6901.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37290,4.57235,5,5,NA,NA,NA,NA,988.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37470,5,5,4.65766,NA,NA,NA,NA,NA,NA,NA,2251.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37615,3.67942,4.78681,5,NA,NA,NA,655.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37836,3.50542,4.91307,5,NA,NA,NA,NA,190.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38192,2.78317,5,3.32729,NA,NA,NA,18.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38224,2.48578,5,4.27121,NA,NA,NA,NA,NA,325.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38528,3.08646,5,5,NA,NA,NA,NA,NA,NA,1322.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38764,3.38945,4.92044,4.80838,NA,NA,NA,NA,NA,NA,4164.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38825,4.23659,5,5,NA,NA,NA,NA,512.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39105,4.97603,5,5,NA,NA,NA,NA,NA,2252.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39349,4.53909,4.85357,5,NA,NA,NA,NA,NA,NA,NA,1035.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39588,5,4.80744,5,NA,NA,NA,4054.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39732,2.81878,5,5,NA,NA,595.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39923,3.83275,4.35244,4.87476,NA,NA,NA,NA,NA,750.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40184,5,5,4.79679,NA,NA,NA,NA,NA,NA,NA,NA,NA,868.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40291,4.76082,5,4.85036,NA,NA,NA,NA,NA,7624.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40566,3.98688,4.35357,5,NA,NA,NA,NA,NA,7.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40632,4.084,4.24397,5,NA,NA,NA,NA,NA,NA,NA,865.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40896,4.19448,4.71377,5,NA,NA,NA,NA,NA,1837.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41042,5,5,3.30314,NA,NA,NA,NA,NA,NA,3220.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41320,5,2.66802,3.29182,NA,NA,NA,NA,NA,231.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41579,5,4.12504,4.48772,NA,NA,NA,NA,NA,NA,NA,254.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41674,5,4.97006,4.19975,NA,NA,NA,NA,NA,NA,5612.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41972,4.69182,3.83334,4.02927,NA,NA,NA,NA,NA,NA,328.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42132,5,2.02192,3.3115,NA,NA,NA,NA,NA,NA,146.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42351,5,1.65666,4.28057,NA,NA,NA,NA,NA,289.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42559,5,2.52608,5,NA,NA,NA,NA,NA,153.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42679,4.97701,1.18423,5,NA,NA,NA,NA,NA,NA,2285.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42930,5,0.975492,4.16804,NA,NA,NA,NA,NA,NA,1037.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43140,5,0.239392,3.82337,NA,NA,NA,NA,NA,NA,948.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43219,5,-0.16408,4.36685,NA,NA,NA,NA,NA,NA,4743.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43415,5,-1.92376,5,NA,NA,NA,NA,NA,NA,4821.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43737,4.84404,-1.26224,5,NA,NA,NA,NA,NA,NA,NA,1300.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43896,5,-2.86155,5,NA,NA,NA,NA,NA,NA,2771.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44095,5,-3.54001,4.68637,NA,NA,NA,NA,NA,1245.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44334,5,-3.23344,4.82202,NA,NA,NA,NA,NA,NA,891.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44508,4.96518,-4.00601,5,NA,NA,NA,NA,NA,NA,2976.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44682,5,-5,5,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44928,4.9256,-5,5,NA,NA,NA,NA,NA,NA,4286.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45062,4.83059,-5,5,NA,NA,NA,NA,NA,NA,NA,2928.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45387,5,-5,4.95076,NA,NA,NA,NA,NA,NA,3043.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45548,5,-5,5,NA,NA,NA,813.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45727,4.42277,-4.88354,4.27974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45863,5,-3.99857,4.98862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46012,5,-2.80019,5,NA,NA,NA,NA,NA,NA,NA,NA,99.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46252,5,-2.5575,4.70084,NA,NA,893.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46519,4.70499,-2.03905,5,NA,NA,NA,NA,NA,NA,5351.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46645,3.70701,-1.71748,4.75731,NA,NA,NA,NA,NA,NA,NA,568.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46871,3.81579,-0.680462,4.79508,NA,NA,NA,NA,NA,NA,4938.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47013,3.59576,-0.986677,5,NA,NA,NA,NA,NA,NA,1177.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47360,3.72238,-1.39832,4.27116,NA,NA,NA,NA,NA,NA,2574.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47481,5,-0.19076,5,NA,NA,NA,NA,NA,NA,NA,4484.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47767,5,0.679217,4.78062,NA,NA,NA,435.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47870,2.61079,0.245173,4.76346,NA,NA,NA,NA,NA,NA,359.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48015,4.27872,-0.120609,5,NA,NA,NA,NA,NA,NA,4500.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48278,2.41502,-0.273568,4.82315,NA,NA,NA,NA,NA,NA,2067.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48461,0.990325,-0.739219,5,NA,NA,NA,NA,NA,NA,2545.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48615,1.18736,-0.889498,4.2634,NA,NA,NA,NA,NA,NA,1464.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48824,2.22811,-1.01473,4.51308,NA,NA,NA,NA,NA,NA,-13.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49107,2.71351,-0.967102,5,NA,NA,NA,NA,NA,NA,2160.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49235,3.67717,-1.82492,5,NA,NA,NA,NA,NA,NA,NA,180.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49491,3.46691,0.348131,5,NA,NA,NA,NA,NA,NA,NA,39.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49657,3.24712,0.909551,4.90942,NA,NA,NA,NA,NA,NA,1371.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49969,2.7251,-0.583179,5,NA,NA,NA,NA,NA,NA,NA,1413.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50050,3.28715,-0.408617,5,NA,NA,NA,NA,NA,NA,1101.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50330,4.12573,-0.262193,5,NA,NA,NA,NA,NA,NA,NA,3291.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50558,5,-0.000196461,3.24026,NA,NA,NA,NA,NA,NA,NA,1472.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50685,5,-1.29395,4.24159,NA,NA,NA,924.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50838,4.65973,-2.28483,4.52377,NA,NA,NA,NA,-3.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51056,5,-3.44468,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51207,4.84256,-4.35395,4.4714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.084,NA,NA,NA,NA,NA,NA,NA,NA,NA
51554,5,-3.86279,4.60216,715.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51597,5,-3.50396,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905.94,NA,NA,NA,NA,NA,NA,NA,NA
51810,5,-2.09555,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.124,NA,NA,NA,NA,NA,NA,NA
52117,4.17912,-2.21071,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.772,NA,NA,NA,NA,NA,NA
52367,5,-2.36552,4.68058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437.639,NA,NA,NA,NA,NA,NA
52538,4.41508,-1.94421,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.303,NA,NA,NA,NA,NA
52678,3.72713,-2.8751,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.014,NA,NA,NA,NA
52940,5,-2.15507,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989.996,NA,NA,NA,NA,NA,NA,NA
53080,5,-1.93818,4.87462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903.141,NA,NA,NA,NA
53385,4.16678,-0.644764,3.14752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273.455,NA,NA,NA
53541,4.90719,-0.991836,4.65115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2109.312,NA,NA
53718,5,-1.31941,4.8833,NA,3537.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53929,5,-0.707141,5,6718.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53996,4.68848,-0.662176,4.95195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11081.478,NA,NA,NA
54212,3.58481,0.703046,4.15066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.622,NA,NA,NA,NA,NA,NA,NA,NA,NA
54445,4.05611,1.18095,4.62913,137.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54693,4.79923,-0.137785,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5841.678,NA,NA,NA,NA,NA,NA,NA,NA
54949,5,2.1921,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.659,NA,NA,NA
55158,5,1.93051,5,2433.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55299,5,2.43566,4.74509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1664.383,NA,NA
55469,5,2.96924,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.882,NA,NA,NA,NA,NA,NA,NA,NA
55728,5,2.41638,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
55910,4.60028,1.91773,4.95282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
56124,3.11349,2.56611,4.4642,14.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56217,3.35834,3.50688,2.80343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.646,NA,NA,NA,NA,NA,NA,NA,NA,NA
56459,4.51756,3.08433,3.44933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.572,NA,NA,NA
56605,4.89898,3.71377,4.13957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.192,NA,NA,NA
56857,5,3.18245,4.85604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3644.126,NA,NA,NA
57046,5,4.74003,3.68629,4413.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57242,5,4.10628,4.81737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5342.948,NA,NA,NA
57399,5,5,5,12996.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57642,5,4.32438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7017.852,NA,NA,NA
57826,5,4.36634,4.02396,586.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58189,5,5,4.59245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747.949,NA,NA
58307,3.92374,4.91517,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2799.916,NA,NA,NA,NA,NA,NA,NA,NA,NA
58512,2.72726,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408.722,NA,NA,NA,NA,NA,NA,NA,NA,NA
58736,4.35297,4.58206,3.30502,NA,265.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58873,4.73158,5,4.19759,NA,1306.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59163,5,3.73898,3.41421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.113,NA,NA,NA,NA,NA,NA,NA,NA,NA
59261,4.74694,4.71513,3.2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4688.055,NA,NA,NA
59580,4.28288,4.32012,2.67962,188.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59744,4.39392,4.86345,4.2778,NA,1172.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59973,4.15811,5,4.66919,NA,NA,NA,NA,NA,NA,NA,NA,864.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60107,4.43459,3.68911,3.76479,NA,NA,NA,NA,NA,NA,NA,NA,52.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60255,5,4.27943,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60544,3.83279,3.84933,3.93946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.117,NA,NA,NA,NA,NA,NA,NA,NA,NA
60708,4.9899,5,1.11216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.759,NA,NA
60856,5,5,1.43096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752.529,NA,NA
61090,5,5,2.12093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550.551,NA,NA,NA
61225,4.96477,4.94983,5,17597.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61488,5,4.69537,4.31411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6370.134,NA,NA,NA
61762,5,4.23022,4.8759,NA,1319.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61973,5,3.75608,4.59278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62064,4.32921,4.13699,3.51695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62220,5,3.07151,3.53454,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62444,5,3.14445,3.71491,NA,124.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62610,4.23042,4.31883,2.14693,NA,NA,NA,NA,NA,35.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62916,4.97757,5,3.22397,NA,NA,NA,NA,NA,NA,3357.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63078,3.39569,5,3.55016,NA,NA,NA,NA,NA,NA,104.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63318,3.56004,5,4.09323,NA,NA,NA,NA,NA,NA,182.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63490,4.4406,5,5,NA,NA,NA,NA,NA,NA,2730.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63618,5,4.92405,5,NA,NA,NA,NA,2951.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63920,5,3.79476,4.02119,NA,NA,NA,90.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64095,5,3.29159,4.80071,NA,NA,NA,NA,NA,NA,4151.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64208,4.53621,4.05908,5,NA,NA,NA,NA,NA,NA,288.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64470,2.15906,4.9823,5,NA,NA,NA,574.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64699,2.2045,4.32046,5,NA,NA,NA,502.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64910,3.45736,5,3.6024,NA,NA,NA,NA,NA,NA,239.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65020,1.2824,5,5,NA,NA,NA,NA,NA,NA,NA,1541.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65251,4.07623,3.79034,5,NA,NA,NA,NA,NA,NA,NA,446.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65583,5,3.86486,5,NA,NA,NA,NA,NA,NA,NA,1643.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65605,3.11163,3.79069,4.82425,NA,NA,NA,NA,NA,NA,842.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65975,5,2.32989,4.61904,NA,NA,NA,NA,NA,NA,1797.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66124,5,1.3806,4.6553,NA,NA,NA,NA,NA,NA,1830.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66270,4.27896,3.15787,4.47013,NA,NA,NA,NA,NA,NA,297.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66590,5,3.46275,4.86426,NA,NA,NA,NA,NA,NA,1840.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66667,4.97388,2.41258,5,NA,NA,NA,NA,NA,NA,2219.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66895,5,2.10559,5,NA,NA,NA,NA,NA,NA,936.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67088,5,1.51749,5,NA,NA,NA,NA,NA,NA,792.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67198,5,0.476813,4.00222,NA,NA,NA,NA,NA,NA,-73.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67408,4.48577,-0.83897,4.02947,NA,NA,NA,NA,NA,NA,190.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67702,5,0.248505,4.909,NA,NA,NA,NA,NA,NA,3678.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67942,5,-0.944376,4.78352,NA,NA,NA,NA,NA,NA,NA,2258.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68154,5,-1.56125,4.73934,NA,NA,NA,NA,3556.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68330,5,-2.06196,5,NA,NA,NA,NA,NA,NA,6910.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68501,5,-1.62018,4.12232,NA,NA,NA,NA,NA,NA,2758.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68627,5,-0.766247,4.79488,NA,NA,NA,NA,NA,NA,16338.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68976,5,-1.25134,5,NA,NA,NA,NA,NA,NA,NA,3228.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
