id,x0,x1,x2,fitness2,fitness-1,fitness-1.5,fitness-0.5,fitness-2,fitness0,fitness1,fitness0.5,fitness-2.5,fitness-3,fitness-3.5,fitness1.5,fitness-4,fitness-5
42614,-1.55936,-2.67853,-0.86522,NA,930.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42954,-1.63512,-1.01716,-1.45224,NA,NA,NA,NA,NA,NA,NA,NA,1076.779,NA,NA,NA,NA,NA
43129,-0.967615,-1.39133,-1.47223,NA,NA,NA,NA,NA,NA,NA,NA,5519.242,NA,NA,NA,NA,NA
43350,-0.00154608,-0.699699,-1.60084,NA,NA,NA,NA,NA,NA,NA,NA,1534.669,NA,NA,NA,NA,NA
43570,-0.982096,-0.958924,-1.95154,NA,NA,4416.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43683,-1.95331,-0.91171,-1.75292,NA,955.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43974,-2.05131,-1.01043,-1.90365,NA,NA,2719.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44194,-0.883414,-0.329365,-2.60755,NA,NA,2633.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44236,-0.732072,-0.847753,-3.01853,NA,NA,8973.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44486,-0.82594,-0.100847,-0.955462,NA,NA,NA,13957.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44601,0.288504,-0.0613493,-1.03015,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.84,NA,NA,NA,NA
44839,-0.9238,-0.725416,-0.133254,NA,NA,NA,NA,2773.341,NA,NA,NA,NA,NA,NA,NA,NA,NA
45084,-0.872649,-0.271791,0.942126,NA,NA,NA,1897.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45372,-0.703047,-0.250217,0.855866,NA,NA,NA,1174.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45573,-1.67362,-1.58799,-0.104231,NA,648.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45774,-2.04506,-1.97784,0.202383,NA,NA,850.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45987,-1.08902,-1.45471,-1.2866,NA,NA,3434.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46132,-0.746512,-3.47458,-1.51943,NA,NA,3233.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46302,-1.26511,-1.50978,-1.60034,NA,NA,NA,NA,4945.636,NA,NA,NA,NA,NA,NA,NA,NA,NA
46523,-0.681833,0.00542737,-1.57781,NA,NA,4858.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46694,-0.292791,-1.41063,-0.849121,NA,NA,13320.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46994,-0.793879,-0.819686,-1.41942,NA,NA,NA,NA,1879.439,NA,NA,NA,NA,NA,NA,NA,NA,NA
47154,-0.676183,-1.64494,-1.52438,NA,NA,NA,NA,NA,NA,NA,NA,3138.604,NA,NA,NA,NA,NA
47335,-1.85363,-2.05186,-1.97591,NA,NA,1132.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47478,-0.772369,-0.560259,-0.856617,NA,NA,15523.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47795,-1.99619,-1.04656,-1.01681,NA,NA,2911.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47922,-0.885916,0.0119067,-0.671988,NA,5960.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48183,-1.56179,-0.773929,-0.0147552,NA,NA,6233.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48236,-0.912868,-1.23349,0.462684,NA,2712.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48411,-0.660909,-1.5378,-0.199629,NA,8038.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48686,0.74393,-0.967101,-0.963873,NA,NA,NA,NA,2028.768,NA,NA,NA,NA,NA,NA,NA,NA,NA
48859,-0.358492,-0.714077,-0.706359,NA,10941.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49166,-1.58515,-1.66103,-0.665785,NA,NA,7219.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49224,-1.66541,-1.26614,-1.0469,NA,NA,2542.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49412,-0.695842,-0.826109,-1.39758,NA,NA,NA,7249.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49664,-0.576809,-0.0236503,-1.09201,NA,1141.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49920,0.914313,-0.895678,-0.635583,NA,5710.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50126,-0.486837,-0.575617,-1.23033,NA,NA,NA,NA,NA,NA,NA,338.343,NA,NA,NA,NA,NA,NA
50360,-0.826745,-0.883844,-1.50517,NA,NA,NA,26534.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50511,-1.3943,-0.992755,-1.65943,NA,NA,6904.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50616,-1.44904,-1.23147,-1.71912,NA,NA,NA,2605.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50883,-1.49702,-1.49266,-0.943303,NA,NA,19483.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51176,-0.873716,-0.881797,-1.86571,NA,NA,NA,NA,NA,5000.809,NA,NA,NA,NA,NA,NA,NA,NA
51304,-0.131259,-0.852952,-1.87018,NA,6145.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51459,-0.352421,-1.35521,-2.10551,NA,NA,NA,NA,NA,2774.478,NA,NA,NA,NA,NA,NA,NA,NA
51722,-0.33434,-1.23747,-2.06778,NA,1766.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51858,-0.671787,-1.32548,-1.59966,NA,3736.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52157,-0.362495,-0.319662,-1.84316,NA,NA,457.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52395,-1.70601,0.110271,-1.48152,NA,282.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52518,-2.33847,-0.781724,-1.27147,NA,NA,563.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52697,-0.937605,-0.615876,-0.10645,NA,NA,NA,NA,4227.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
52941,-1.42303,-0.76312,-0.827941,NA,NA,NA,NA,15623.389,NA,NA,NA,NA,NA,NA,NA,NA,NA
53066,-1.47412,-2.0254,-0.841259,NA,15768.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53228,-1.04861,-1.33131,-0.963865,NA,NA,NA,7186.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53537,-1.41313,-3.17612,-0.27624,NA,NA,2320.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53769,-1.28681,-2.67686,-0.660502,NA,NA,NA,1324.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53966,-1.35951,-1.47356,-0.0596847,NA,NA,NA,NA,5384.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
54095,-0.969579,-1.48846,-0.169828,NA,NA,NA,3392.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54260,-1.42355,-2.5873,0.682998,NA,NA,NA,1247.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54510,-1.2697,-2.54639,-0.710013,NA,NA,NA,NA,NA,3505.428,NA,NA,NA,NA,NA,NA,NA,NA
54714,-1.4119,-1.41506,-1.13972,NA,NA,NA,2076.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54858,-0.65843,-0.967313,-0.555791,NA,NA,8529.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55124,0.434432,-0.960191,-1.99639,NA,NA,1302.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55227,-0.148586,-1.33418,0.2342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.336,NA,NA,NA
55517,0.814717,-0.529668,-0.337211,NA,NA,1212.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55602,-0.38103,-1.47304,-0.668528,NA,NA,3011.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55932,-1.36342,-0.742948,-0.939495,NA,NA,NA,NA,8447.003,NA,NA,NA,NA,NA,NA,NA,NA,NA
56082,-0.67057,-0.15403,-0.841202,NA,NA,NA,NA,4869.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
56274,-0.938087,-0.114089,-1.43964,NA,NA,14358.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56517,-1.67354,-0.18047,-2.59616,NA,1832.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56740,-0.138222,-0.616047,-2.02759,NA,NA,NA,NA,1843.564,NA,NA,NA,NA,NA,NA,NA,NA,NA
56849,-0.764141,-1.26533,-2.44578,NA,NA,1876.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57049,-2.01406,-1.67234,-1.35843,NA,NA,NA,3054.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57391,-1.88667,-0.691002,-0.251513,NA,6452.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57552,-1.92757,-1.19579,-0.884341,NA,NA,NA,4762.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57725,-2.48031,-2.07807,0.282346,NA,893.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57891,-1.92419,-1.47689,-0.651759,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665.631,NA,NA,NA,NA
58194,-1.28868,-2.03451,-0.118091,NA,NA,NA,NA,NA,NA,NA,NA,1623.101,NA,NA,NA,NA,NA
58278,-0.399695,-0.786978,-0.243731,NA,NA,NA,NA,NA,NA,NA,NA,1303.028,NA,NA,NA,NA,NA
58499,-0.162284,-0.673445,-0.280285,NA,NA,4899.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58734,1.20104,-0.540249,0.696905,NA,400.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58994,-0.384449,-0.0695155,0.0835973,NA,470.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59182,0.605755,-0.767868,0.322397,NA,NA,NA,NA,207.622,NA,NA,NA,NA,NA,NA,NA,NA,NA
59243,-1.3446,-1.35446,-0.00883057,NA,NA,NA,NA,4065.226,NA,NA,NA,NA,NA,NA,NA,NA,NA
59472,-1.24783,-0.780231,0.492333,NA,NA,NA,2618.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59776,-1.42088,-0.60671,-1.20421,NA,NA,NA,4952.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59842,-0.899812,-1.33404,-0.0124965,NA,NA,NA,NA,NA,5401.99,NA,NA,NA,NA,NA,NA,NA,NA
60041,-0.72923,-0.700895,-1.47847,NA,NA,NA,NA,NA,NA,NA,7775.707,NA,NA,NA,NA,NA,NA
60313,-0.350382,-0.573137,-1.4417,NA,NA,NA,NA,NA,2734.601,NA,NA,NA,NA,NA,NA,NA,NA
60403,-0.822623,-0.554007,-1.80656,NA,NA,NA,NA,NA,639.318,NA,NA,NA,NA,NA,NA,NA,NA
60649,-1.59038,-0.090308,-1.42817,NA,NA,NA,5555.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60852,-0.997565,-2.79327,-1.24631,NA,885.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61149,-0.739389,-3.56708,-2.00249,NA,2477.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61289,-0.741989,-1.35131,-0.770695,NA,NA,NA,NA,14788.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
61462,-1.32221,-2.16679,-0.0934704,NA,1062.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61796,-1.2572,-1.60249,-0.790491,NA,NA,NA,NA,NA,2279.802,NA,NA,NA,NA,NA,NA,NA,NA
61864,-1.61524,-2.15338,-0.740804,NA,NA,NA,NA,1821.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
62169,-1.9966,-0.670566,-0.241422,NA,2706.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62372,-0.640471,-0.373864,-0.182831,NA,NA,NA,NA,NA,NA,1432.705,NA,NA,NA,NA,NA,NA,NA
62545,-0.835911,-1.59441,-0.175328,NA,2898.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62647,-0.274616,-0.773448,-0.512625,NA,5312.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62889,-0.921375,-1.49544,-0.15972,NA,NA,NA,NA,NA,NA,NA,3287.189,NA,NA,NA,NA,NA,NA
63038,-0.768002,-0.384287,-0.642088,NA,3631.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63375,0.475066,-0.382883,-1.45828,NA,NA,1248.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63552,1.19284,-1.20343,-2.06429,NA,NA,NA,757.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63695,0.353697,-1.41082,-1.88108,NA,3043.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63945,-0.776606,-1.27751,0.480076,NA,NA,NA,4070.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64089,0.761122,-3.00119,-0.720287,NA,NA,NA,431.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64278,-0.138292,-2.88771,-0.75127,NA,NA,NA,4330.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64409,-1.32668,-2.94345,-0.637119,NA,NA,NA,660.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64643,-1.34971,-1.24776,-1.65069,NA,NA,NA,NA,NA,NA,NA,1263.288,NA,NA,NA,NA,NA,NA
64804,-1.17241,-1.95036,-1.57417,NA,NA,NA,NA,NA,NA,631.426,NA,NA,NA,NA,NA,NA,NA
65034,-0.649688,-1.61367,-0.801026,NA,17974.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65287,-2.06946,-0.7659,-0.175037,NA,NA,NA,3791.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65531,-0.197321,-0.273412,0.65988,NA,NA,NA,NA,NA,NA,NA,471.895,NA,NA,NA,NA,NA,NA
65684,-0.207147,-0.942381,-0.915809,NA,NA,NA,NA,NA,NA,NA,2278.497,NA,NA,NA,NA,NA,NA
65813,-0.863292,-0.201618,0.303642,NA,5917.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66172,-0.790353,-1.28823,-0.661239,NA,23408.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66286,-0.368163,-2.07275,-0.556456,NA,2254.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66526,-2.12898,-1.03915,-0.837381,NA,NA,3682.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66779,-1.91252,-0.790708,-0.892754,NA,NA,4419.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66934,-0.104899,-0.892695,-2.59075,NA,NA,3828.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67068,-0.623867,-0.617159,-1.87892,NA,NA,4130.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67372,-0.722057,-0.231888,-1.84505,NA,NA,NA,NA,1584.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
67417,-0.159364,-0.783475,-1.59374,NA,NA,8920.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67626,-0.102494,-1.93454,-2.46582,NA,863.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67913,-0.276522,-1.44636,-2.93071,NA,NA,NA,NA,NA,2671.193,NA,NA,NA,NA,NA,NA,NA,NA
68182,-0.0891028,-0.706677,-1.52063,NA,NA,NA,NA,NA,NA,2510.781,NA,NA,NA,NA,NA,NA,NA
68330,-0.829956,0.00551448,0.253868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.448,NA,NA
68506,-1.46781,-1.36312,-0.148933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3708.971,NA,NA
68631,-2.11995,-1.53122,-0.126978,NA,NA,NA,NA,NA,NA,1612.575,NA,NA,NA,NA,NA,NA,NA
68923,-0.905458,-1.2226,-0.288782,NA,NA,NA,NA,NA,NA,1579.056,NA,NA,NA,NA,NA,NA,NA
69081,-0.799921,-0.838294,-0.646164,NA,NA,NA,NA,NA,NA,NA,534.37,NA,NA,NA,NA,NA,NA
69384,-0.259209,-1.37177,-2.20549,NA,NA,NA,NA,NA,661.435,NA,NA,NA,NA,NA,NA,NA,NA
69537,-0.787941,-0.37502,-0.043945,NA,NA,NA,NA,NA,3103.5,NA,NA,NA,NA,NA,NA,NA,NA
69682,-1.68584,0.0129273,0.369943,NA,NA,NA,NA,NA,546.05,NA,NA,NA,NA,NA,NA,NA,NA
69928,-0.933434,-0.625756,-0.225571,NA,NA,NA,9558.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70046,-1.84159,-1.35872,-0.0469562,NA,NA,2303.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70391,-2.00395,-1.28388,-0.883961,NA,10165.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70443,-1.3904,-1.35464,-1.215,NA,11633.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70735,-1.341,-1.86429,-1.25385,NA,NA,3592.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70900,-0.816906,-0.773497,-1.08862,NA,1551.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71174,-0.705438,-0.551038,-1.99016,NA,NA,5736.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71206,0.0294978,-0.263507,-1.39804,NA,NA,NA,NA,NA,1058.624,NA,NA,NA,NA,NA,NA,NA,NA
71519,-0.398035,-0.248955,-0.986609,NA,NA,NA,NA,NA,1624.64,NA,NA,NA,NA,NA,NA,NA,NA
71637,-1.29909,-0.395569,-1.23932,NA,NA,NA,2650.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71953,-1.42699,-0.384639,-0.824482,NA,NA,7876.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72137,-0.997346,-0.139736,-1.3271,NA,NA,NA,NA,NA,NA,2849.18,NA,NA,NA,NA,NA,NA,NA
72312,-1.39939,-0.261031,-1.64741,NA,NA,NA,3489.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72566,-2.05536,-0.359699,-1.02609,NA,NA,NA,NA,NA,133.509,NA,NA,NA,NA,NA,NA,NA,NA
72748,-0.578174,0.467466,-1.54661,NA,NA,NA,2281.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72957,-1.21798,-0.84058,-0.785745,NA,NA,NA,9433.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73155,-1.05519,-1.25588,-0.68939,NA,6893.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73380,-2.13796,-0.793645,-0.914212,NA,4233.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73468,-1.35545,-1.71309,-1.29312,NA,NA,NA,NA,1574.631,NA,NA,NA,NA,NA,NA,NA,NA,NA
73724,-1.26824,-1.95617,-0.987129,NA,NA,NA,NA,2288.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
73875,-0.622253,-1.39316,-0.914314,NA,NA,NA,NA,NA,NA,NA,NA,NA,3325.797,NA,NA,NA,NA
74053,-0.458262,-1.4132,-1.52222,NA,NA,131.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74226,-1.51031,-0.747386,-0.0408403,NA,NA,12198.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74404,-1.63937,-1.29106,-0.849189,NA,NA,10601.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74732,-0.982383,-1.26187,-1.63705,NA,NA,4730.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74858,-0.811881,-0.990251,-1.06554,NA,NA,3889.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75152,-0.962106,-0.157984,-0.999715,NA,NA,NA,8158.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75292,0.323915,-0.599984,-1.49423,NA,NA,NA,983.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75572,-0.864243,-0.26272,-1.69779,NA,NA,NA,NA,NA,NA,NA,NA,711.993,NA,NA,NA,NA,NA
75766,-0.51976,-1.65817,-3.08054,NA,NA,NA,NA,299.713,NA,NA,NA,NA,NA,NA,NA,NA,NA
75974,-0.911148,-0.933598,-1.03804,NA,NA,9770.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76001,-0.223003,-0.875431,-1.99125,NA,NA,NA,NA,4316.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
76280,-1.44268,-2.24623,-1.25343,NA,NA,1405.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76480,-1.0007,-0.121897,-1.21354,NA,NA,4617.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76693,-1.93585,-0.518854,-1.34563,NA,NA,NA,NA,867.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
76828,-1.46693,0.0415602,-0.78557,NA,NA,NA,NA,NA,NA,NA,NA,970.557,NA,NA,NA,NA,NA
77058,-0.815966,-0.98501,0.691712,NA,2322.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77382,-0.702875,-0.339284,0.526561,NA,1132.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77457,-0.00873514,-0.745281,0.46406,NA,1767.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77646,-0.971148,-1.30253,-0.864801,NA,20281.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77814,-1.29272,-2.20064,-1.59866,NA,NA,2637.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78086,-3.21584,-2.49402,-1.36092,NA,NA,611.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78227,-2.05274,-1.67355,-1.45755,NA,NA,3138.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78500,-0.784084,-1.06255,-0.595012,NA,NA,NA,NA,NA,3519.483,NA,NA,NA,NA,NA,NA,NA,NA
78785,-0.572884,-1.67675,-0.800085,NA,6696.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78984,-1.20953,-0.86015,-0.0830423,NA,NA,5568.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79038,-2.02102,-0.735383,-0.246345,NA,NA,NA,NA,2448.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
79395,-0.930305,-0.856321,-0.083509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2686.925,NA
79411,-0.177758,-1.00513,-0.766827,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728.919,NA,NA,NA,NA
79762,-0.385823,-1.39961,-0.836857,NA,NA,NA,NA,NA,NA,NA,NA,2261.899,NA,NA,NA,NA,NA
79868,-0.745814,-1.15584,-0.103061,NA,NA,2260.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80145,-1.08669,-1.34407,-1.52218,NA,NA,4245.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80333,-0.735501,-1.19432,-0.99069,NA,NA,NA,3402.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80454,-0.575988,-1.24138,-1.07352,NA,2590.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80607,-0.121718,-1.39659,-1.17099,NA,NA,NA,3905.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80840,-0.750105,-0.908933,-3.13361,NA,NA,3090.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81039,-0.98005,-1.50996,-2.05926,NA,7113.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81340,-0.669575,-0.324812,-0.911512,NA,NA,NA,NA,NA,NA,NA,3240.342,NA,NA,NA,NA,NA,NA
81415,-2.01576,-0.815004,-2.84773,NA,NA,NA,NA,NA,NA,656.499,NA,NA,NA,NA,NA,NA,NA
81794,-1.31017,-1.46519,-3.18073,NA,NA,NA,NA,NA,1290.161,NA,NA,NA,NA,NA,NA,NA,NA
81816,-0.855353,-0.870851,-4.68117,NA,1373.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82129,0.255489,-0.328048,-3.08906,NA,NA,NA,NA,NA,NA,NA,NA,73.175,NA,NA,NA,NA,NA
82233,0.888933,-0.305397,-2.60124,NA,632.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82498,-0.0575194,-1.28123,-3.0044,NA,NA,NA,NA,NA,986.025,NA,NA,NA,NA,NA,NA,NA,NA
82683,-2.60026,-1.51876,-2.37167,NA,NA,NA,532.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82970,-0.901127,-1.3806,-2.40041,NA,NA,NA,2625.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83107,-0.948411,-0.14278,-2.65096,NA,NA,NA,1430.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83341,-1.49674,-0.395833,-2.85797,NA,NA,867.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83598,0.301491,-0.228428,-1.50413,NA,NA,NA,2836.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83722,0.595069,-0.0654894,-1.91359,NA,NA,NA,NA,NA,144.833,NA,NA,NA,NA,NA,NA,NA,NA
83892,-0.677239,-0.301552,-1.66134,NA,NA,NA,NA,NA,3986.302,NA,NA,NA,NA,NA,NA,NA,NA
84188,-0.552568,-0.378494,-0.584836,NA,1996.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84395,-0.695731,-2.79691,-0.0998201,NA,900.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84456,-0.867474,-3.46543,-0.532896,NA,1790.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84798,-0.85286,-2.05608,-1.02015,NA,NA,7319.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84810,-1.47028,-2.13381,0.304142,NA,NA,NA,NA,834.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
85133,-1.05776,-2.06669,0.384441,NA,NA,NA,NA,NA,NA,NA,NA,296.94,NA,NA,NA,NA,NA
85289,-0.497132,-0.816902,-0.82175,NA,NA,6381.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
