id,x0,x1,x2,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-2
69478,-1.55055,3.54933,-4.33746,NA,NA,-44.578,NA,NA,NA
69788,-1.74813,4.64172,-3.31873,NA,NA,-148.546,NA,NA,NA
69821,-2.04873,4.07328,-4.56491,NA,NA,NA,-46.829,NA,NA
70200,-1.35095,4.9564,-4.46686,NA,NA,NA,-86.341,NA,NA
70260,-2.03429,4.97145,-4.67115,NA,-77.592,NA,NA,NA,NA
70595,-2.46116,3.84015,-4.25473,NA,NA,-69.233,NA,NA,NA
70616,-2.97524,3.14526,-4.42957,NA,NA,-96.132,NA,NA,NA
70851,-2.40653,4.65516,-3.95061,NA,NA,-82.293,NA,NA,NA
71154,-3.8266,4.73464,-4.99186,NA,NA,-145.793,NA,NA,NA
71225,-2.86626,4.79169,-3.67808,NA,NA,-112.673,NA,NA,NA
71484,-3.53989,4.94046,-3.5709,NA,NA,-168.497,NA,NA,NA
71719,-2.53213,4.1618,-4.54301,NA,NA,NA,-61.09,NA,NA
71911,-1.82333,3.04191,-4.96059,NA,NA,-54.027,NA,NA,NA
72046,-1.76544,3.57208,-3.94999,NA,NA,-80.32,NA,NA,NA
72216,-1.79448,4.70684,-3.80342,NA,NA,-80.761,NA,NA,NA
72555,-2.74751,4.56745,-4.20395,NA,NA,NA,-90.198,NA,NA
72675,-1.95178,3.92877,-4.31799,NA,NA,NA,-62.698,NA,NA
72900,-1.71169,3.68205,-4.73265,NA,NA,-7.155,NA,NA,NA
73110,-1.34944,4.27314,-4.01345,NA,NA,-81.481,NA,NA,NA
73369,-1.65628,4.31874,-4.8718,NA,NA,-48.893,NA,NA,NA
73554,-2.10904,4.2237,-4.63842,NA,NA,-41.624,NA,NA,NA
73694,-3.14367,2.78584,-4.50908,NA,NA,-115.623,NA,NA,NA
73821,-3.97928,4.28501,-4.7961,NA,NA,-140.824,NA,NA,NA
74116,-2.90014,4.96401,-3.78539,NA,-125.402,NA,NA,NA,NA
74273,-2.78284,3.84753,-4.01582,NA,NA,-86.219,NA,NA,NA
74512,-2.1833,3.75317,-4.51443,NA,-59.54,NA,NA,NA,NA
74753,-2.29385,4.29672,-4.36306,NA,NA,-44.603,NA,NA,NA
74961,-2.26678,4.72696,-4.64927,NA,NA,-63.348,NA,NA,NA
75055,-2.23745,4.92989,-4.20807,NA,-97.07,NA,NA,NA,NA
75286,-2.09587,4.99909,-4.72859,NA,NA,NA,NA,-104.229,NA
75506,-1.30497,4.69448,-4.19972,NA,NA,-73.741,NA,NA,NA
75679,-1.69162,4.71926,-4.65085,NA,NA,-57.423,NA,NA,NA
75874,-1.60954,4.9835,-4.51249,NA,NA,NA,-81.143,NA,NA
76059,-1.48585,4.37041,-4.87061,NA,NA,-40.034,NA,NA,NA
76210,-3.2542,3.66994,-4.69418,NA,NA,-93.753,NA,NA,NA
76569,-2.31952,3.5127,-4.50954,NA,NA,-57.205,NA,NA,NA
76711,-2.05244,4.33332,-4.95273,NA,-62.069,NA,NA,NA,NA
76824,-1.42576,3.98947,-3.84462,NA,NA,-100.16,NA,NA,NA
77130,-2.27353,4.55394,-4.94053,NA,NA,-53.341,NA,NA,NA
77354,-2.83337,4.83725,-4.48388,NA,NA,NA,-92.736,NA,NA
77557,-0.904612,3.85985,-4.57878,NA,-75.5,NA,NA,NA,NA
77646,-1.31742,4.31915,-4.56709,NA,NA,-52.534,NA,NA,NA
77870,-1.47073,3.38399,-4.86922,NA,-20.472,NA,NA,NA,NA
78160,-2.34508,4.11766,-3.8997,NA,NA,-86.248,NA,NA,NA
78307,-2.62147,4.63913,-4.69165,NA,NA,-77.327,NA,NA,NA
78554,-3.4638,4.40985,-4.12215,-181.515,NA,NA,NA,NA,NA
78608,-2.78158,3.90611,-4.01026,NA,NA,-87.97,NA,NA,NA
78875,-3.04602,4.06908,-4.07062,NA,NA,NA,-94.881,NA,NA
79108,-2.90185,3.59084,-4.89838,NA,NA,NA,NA,-108.912,NA
79329,-1.77307,3.20217,-4.4875,NA,-69.138,NA,NA,NA,NA
79578,-1.6409,3.81841,-4.50936,NA,-37.654,NA,NA,NA,NA
79787,-1.04997,4.20601,-4.93828,NA,NA,NA,-43.266,NA,NA
79962,-2.0439,4.56527,-4.50729,NA,NA,-61.379,NA,NA,NA
80117,-1.50867,3.17428,-4.44041,NA,NA,NA,-71.966,NA,NA
80210,-1.1096,4.25487,-3.96746,NA,-114.853,NA,NA,NA,NA
80464,-1.23083,3.11313,-4.81102,NA,NA,-66.119,NA,NA,NA
80707,-2.16771,3.17981,-4.23959,NA,-83.928,NA,NA,NA,NA
80841,-1.79318,3.13175,-4.9704,NA,NA,-46.951,NA,NA,NA
81184,-1.50523,4.31427,-4.79016,NA,NA,NA,-59.129,NA,NA
81265,-2.8659,3.31633,-4.53083,NA,NA,-81.72,NA,NA,NA
81575,-2.2005,3.15613,-4.6744,NA,NA,NA,NA,-105.341,NA
81606,-2.16072,3.38659,-4.50083,NA,NA,NA,NA,-85.282,NA
81873,-1.35785,3.55648,-3.88262,NA,NA,NA,-107.088,NA,NA
82172,-1.94991,3.33133,-4.37778,NA,NA,-74.361,NA,NA,NA
82212,-2.9209,1.8536,-4.81357,NA,NA,-171.439,NA,NA,NA
82496,-1.90615,3.40434,-4.69816,NA,NA,-31.586,NA,NA,NA
82740,-1.69476,2.58656,-4.94079,NA,NA,NA,NA,-181.991,NA
82940,-1.67225,3.21321,-3.96439,NA,NA,-107.477,NA,NA,NA
83152,-3.36335,3.69724,-4.91317,NA,NA,NA,NA,-105.278,NA
83211,-2.25956,4.61132,-4.40528,NA,NA,NA,-61.912,NA,NA
83442,-1.41914,4.69902,-4.56231,-136.89,NA,NA,NA,NA,NA
83700,-1.46755,4.25864,-4.60319,NA,NA,-36.951,NA,NA,NA
83813,-2.56417,4.15648,-3.9235,NA,NA,-76.76,NA,NA,NA
84009,-2.38418,3.47963,-4.92267,NA,NA,NA,-49.259,NA,NA
84364,-2.75749,3.35148,-4.88605,NA,NA,-68.306,NA,NA,NA
84435,-1.1062,3.44455,-4.43678,NA,-56.64,NA,NA,NA,NA
84736,-1.84858,4.03907,-4.78072,NA,NA,-24.137,NA,NA,NA
84935,-2.53575,3.68481,-3.97761,NA,NA,-81.329,NA,NA,NA
85057,-3.02618,3.41563,-4.71833,NA,-85.346,NA,NA,NA,NA
85218,-2.09702,4.75776,-4.92764,NA,NA,-63.693,NA,NA,NA
85526,-1.87844,3.98682,-4.5081,NA,NA,-36.856,NA,NA,NA
85791,-1.76916,3.98681,-4.74094,NA,-23.17,NA,NA,NA,NA
85918,-1.64011,3.4339,-4.40389,NA,NA,NA,NA,-118.072,NA
86053,-1.77992,3.64677,-4.61936,NA,-17.125,NA,NA,NA,NA
86225,-2.41203,3.34676,-4.45443,NA,NA,-65.934,NA,NA,NA
86589,-1.83367,4.02196,-3.62636,NA,-122.147,NA,NA,NA,NA
86764,-1.8108,4.1803,-4.54696,NA,NA,NA,NA,-76.269,NA
87000,-2.85254,4.3071,-4.86384,NA,NA,-76.934,NA,NA,NA
87200,-2.85609,4.45832,-4.96875,NA,NA,NA,-77.03,NA,NA
87393,-2.67608,4.35938,-4.19707,NA,-80.35,NA,NA,NA,NA
87499,-2.32781,4.46385,-4.1434,NA,NA,-71.093,NA,NA,NA
87752,-2.59205,3.81251,-4.79082,NA,NA,-71.091,NA,NA,NA
87958,-2.12148,4.80696,-4.95353,NA,-71.52,NA,NA,NA,NA
88116,-2.16045,4.24797,-3.64607,NA,NA,NA,-96.098,NA,NA
88356,-1.64553,3.79869,-4.47488,NA,NA,-32.714,NA,NA,NA
88503,-2.71851,4.72918,-4.0889,NA,NA,-88.836,NA,NA,NA
88650,-1.94087,3.96715,-4.98619,NA,-38.813,NA,NA,NA,NA
88904,-1.74728,4.92627,-4.28449,NA,-97.401,NA,NA,NA,NA
89021,-1.98404,4.73551,-4.26003,NA,NA,-62.584,NA,NA,NA
89299,-1.35624,4.48735,-4.87838,NA,NA,NA,-60.831,NA,NA
89452,-1.21509,4.3245,-4.60597,NA,NA,NA,-62.239,NA,NA
89686,-2.32943,4.59616,-4.85421,NA,NA,NA,-74.667,NA,NA
89930,-3.36866,3.60778,-4.37887,NA,-113.545,NA,NA,NA,NA
90087,-2.21867,3.79308,-4.82638,NA,-72.64,NA,NA,NA,NA
90247,-2.31817,4.72909,-4.74032,NA,NA,NA,-72.206,NA,NA
90532,-1.74203,4.30151,-4.81902,NA,NA,NA,-35.663,NA,NA
90714,-2.40777,4.32255,-4.73557,NA,NA,-60.731,NA,NA,NA
90884,-1.19532,4.01004,-4.84914,NA,-59.121,NA,NA,NA,NA
91160,-1.98386,4.51633,-4.46147,NA,NA,-57.25,NA,NA,NA
91347,-1.90755,4.83718,-4.31785,NA,NA,-70.719,NA,NA,NA
91582,-2.20559,4.5656,-4.41623,NA,NA,-68.785,NA,NA,NA
91672,-3.09924,4.5621,-4.64971,NA,NA,-90.454,NA,NA,NA
91898,-1.981,3.75828,-3.79081,NA,NA,-96.381,NA,NA,NA
92053,-1.90858,4.16555,-4.67084,NA,NA,-38.129,NA,NA,NA
92318,-3.05421,4.82731,-4.77791,NA,NA,NA,NA,-110.608,NA
92567,-2.76495,4.48624,-4.49773,NA,NA,NA,-76.528,NA,NA
92728,-2.31944,4.88789,-4.3788,NA,-84.663,NA,NA,NA,NA
92814,-1.64623,2.01534,-4.26778,NA,NA,NA,-129.1,NA,NA
93167,-2.63138,3.92272,-4.54622,NA,NA,-59.601,NA,NA,NA
93264,-1.83092,3.22639,-4.86868,NA,NA,NA,NA,-95.834,NA
93489,-2.40466,3.67493,-4.55653,NA,NA,NA,-59.211,NA,NA
93735,-2.90629,4.39694,-4.39559,NA,NA,NA,-89.531,NA,NA
93890,-3.66025,4.07644,-4.43607,NA,NA,-118.526,NA,NA,NA
94071,-3.66551,3.27258,-4.77611,NA,NA,-129.986,NA,NA,NA
94287,-2.54493,2.39074,-4.61282,NA,-143.924,NA,NA,NA,NA
94487,-2.84582,3.48084,-4.03069,NA,NA,-94.558,NA,NA,NA
94630,-1.60898,3.75299,-4.1539,NA,-63.678,NA,NA,NA,NA
94862,-0.872206,4.6937,-4.86054,NA,-115.305,NA,NA,NA,NA
95064,-1.70779,4.63212,-4.69885,NA,NA,-47.607,NA,NA,NA
95268,-2.07622,4.9498,-3.42287,NA,-141.163,NA,NA,NA,NA
95588,-2.16225,4.54839,-4.4794,NA,-72.702,NA,NA,NA,NA
95758,-2.72211,3.77552,-4.19966,NA,NA,NA,-87.472,NA,NA
95931,-2.1555,4.71555,-4.20272,NA,NA,-74.42,NA,NA,NA
96191,-2.44695,4.39646,-4.62543,NA,NA,NA,NA,-82.601,NA
96299,-2.46233,4.84849,-4.76111,NA,NA,-72.127,NA,NA,NA
96561,-2.91653,4.10641,-3.73415,NA,-109.657,NA,NA,NA,NA
96678,-2.61703,4.41387,-4.55382,NA,NA,-69.7,NA,NA,NA
96820,-2.99804,3.31579,-4.30852,NA,NA,-74.666,NA,NA,NA
97066,-2.12173,4.47966,-4.9604,NA,-53.647,NA,NA,NA,NA
97221,-2.57646,4.27749,-4.97359,NA,NA,NA,-71.301,NA,NA
97459,-2.5157,4.99835,-4.10889,NA,NA,NA,-97.3,NA,NA
97709,-2.19816,4.83557,-4.69167,NA,-71.943,NA,NA,NA,NA
97832,-1.52704,4.8485,-4.97339,NA,NA,NA,-72.395,NA,NA
98011,-1.66221,4.81123,-4.88832,NA,NA,NA,-79.509,NA,NA
98295,-2.85433,4.53532,-4.59152,NA,NA,-78.083,NA,NA,NA
98432,-2.74336,4.30303,-4.40164,NA,NA,NA,NA,-81.561,NA
98670,-2.23108,4.9674,-4.73481,NA,NA,NA,NA,NA,-209.853
98884,-1.30237,4.88435,-4.30498,-155.381,NA,NA,NA,NA,NA
99185,-2.43231,4.66761,-4.65316,NA,-75.9,NA,NA,NA,NA
99258,-3.43598,4.54508,-4.36488,NA,-119.658,NA,NA,NA,NA
99404,-3.23545,4.44838,-4.63567,NA,NA,NA,NA,-110.005,NA
99745,-3.74131,3.29092,-4.72996,NA,-132.217,NA,NA,NA,NA
99835,-1.47474,3.83095,-4.19307,NA,NA,-38.158,NA,NA,NA
100002,-2.47195,4.4796,-4.65843,NA,NA,-62.43,NA,NA,NA
100399,-2.66508,4.01187,-4.69907,NA,NA,NA,-63.293,NA,NA
100584,-2.96868,3.19265,-4.97123,-138.965,NA,NA,NA,NA,NA
100775,-3.17418,3.12817,-4.65989,NA,-104.039,NA,NA,NA,NA
100871,-2.87123,4.76513,-4.21195,NA,NA,NA,NA,-104.013,NA
101088,-3.56324,3.63917,-4.72129,NA,NA,NA,NA,-136.778,NA
101319,-3.08978,4.61658,-3.93056,NA,-111.151,NA,NA,NA,NA
101531,-3.60877,3.67331,-4.89491,NA,NA,-107.831,NA,NA,NA
101700,-2.74986,4.3585,-3.6961,NA,NA,NA,-109.097,NA,NA
101997,-1.463,4.9984,-4.28981,NA,NA,-104.045,NA,NA,NA
102040,-1.4682,4.09912,-4.74898,NA,NA,NA,-49.983,NA,NA
102229,-2.69139,4.45902,-3.91537,NA,NA,NA,-95.01,NA,NA
102425,-2.29703,4.56386,-4.39155,NA,NA,-70.968,NA,NA,NA
102663,-1.09292,4.45707,-4.02648,NA,NA,NA,-102.984,NA,NA
102978,-1.56677,3.84091,-4.57068,NA,NA,-17.78,NA,NA,NA
103001,-2.14707,3.49372,-4.60884,NA,NA,NA,-57.879,NA,NA
103275,-2.22698,3.77246,-4.67411,NA,-42.111,NA,NA,NA,NA
103401,-2.98625,4.73637,-4.42918,NA,NA,NA,-90.604,NA,NA
103733,-3.04173,4.23951,-4.38424,NA,NA,-86.474,NA,NA,NA
103935,-3.45985,4.69436,-4.25959,NA,NA,-125.809,NA,NA,NA
104147,-2.11035,4.08153,-4.93422,NA,NA,NA,-49.172,NA,NA
104261,-2.7161,2.78209,-4.49188,NA,NA,-99.833,NA,NA,NA
104503,-2.29416,3.62475,-4.30334,NA,-66.989,NA,NA,NA,NA
104693,-2.07602,3.54043,-4.23151,NA,-67.579,NA,NA,NA,NA
104973,-2.10384,4.6213,-4.57044,NA,NA,-61.716,NA,NA,NA
105006,-1.67745,4.83676,-4.08988,NA,NA,-88.111,NA,NA,NA
105365,-2.07014,3.80785,-4.09642,NA,-68.34,NA,NA,NA,NA
105438,-2.48766,4.45723,-4.06934,NA,NA,-79.738,NA,NA,NA
105659,-3.34015,2.87071,-3.624,NA,-164.362,NA,NA,NA,NA
105946,-3.2678,3.12403,-4.33273,NA,NA,-109.393,NA,NA,NA
106180,-2.74704,3.48254,-4.64575,NA,NA,-68.461,NA,NA,NA
106298,-1.7063,3.97759,-4.88837,-130.684,NA,NA,NA,NA,NA
106534,-1.31011,4.66346,-4.67591,NA,-79.018,NA,NA,NA,NA
106727,-0.852709,4.77124,-4.37987,NA,-133.125,NA,NA,NA,NA
106851,-1.42378,4.52439,-4.72341,NA,-62.728,NA,NA,NA,NA
107120,-0.82634,4.01115,-4.85691,NA,NA,-76.834,NA,NA,NA
107206,-2.87998,3.59151,-4.20192,NA,NA,NA,-86.164,NA,NA
107489,-2.06998,4.07658,-4.68429,NA,NA,-41.384,NA,NA,NA
107628,-1.0699,4.55263,-4.97068,NA,-108.477,NA,NA,NA,NA
107831,-2.21849,4.38776,-3.88896,NA,NA,-85.183,NA,NA,NA
108157,-2.97792,4.00357,-4.82087,NA,NA,NA,NA,-98.594,NA
108389,-1.79281,3.30193,-4.07178,NA,NA,NA,-85.194,NA,NA
108453,-1.28592,4.75072,-3.83149,NA,NA,NA,-95.893,NA,NA
108729,-1.15876,4.06051,-4.54027,NA,-47.82,NA,NA,NA,NA
108813,-2.53161,4.30897,-4.98415,NA,NA,NA,NA,-83.086,NA
109167,-1.70822,3.712,-4.27224,NA,-43.677,NA,NA,NA,NA
109230,-1.61635,3.97197,-4.79654,NA,NA,-10.804,NA,NA,NA
109401,-2.016,4.85836,-4.76739,NA,NA,-74.715,NA,NA,NA
109664,-2.41371,3.54899,-4.64545,NA,NA,NA,-57.046,NA,NA
109811,-1.89847,4.07717,-4.48532,NA,NA,-38.779,NA,NA,NA
110154,-0.520444,4.724,-4.74642,NA,NA,-108.322,NA,NA,NA
110248,-0.57592,4.51892,-4.8499,NA,NA,NA,-122.957,NA,NA
110502,-1.6079,4.22442,-4.59743,NA,NA,NA,-51.112,NA,NA
110722,-1.53191,4.85966,-4.99758,NA,NA,-73.141,NA,NA,NA
110978,-0.956966,4.67972,-4.08674,NA,-130.767,NA,NA,NA,NA
111109,-2.04132,4.61584,-2.96628,NA,-160.415,NA,NA,NA,NA
111301,-2.21128,4.41483,-4.02172,NA,-79.804,NA,NA,NA,NA
111500,-1.54299,4.75161,-4.57588,NA,NA,NA,NA,-96.082,NA
111617,-1.96472,4.90634,-4.14184,NA,NA,NA,NA,-115.166,NA
111966,-1.36524,4.29952,-4.83222,NA,NA,NA,-57.858,NA,NA
112035,-2.63564,4.06371,-4.27921,NA,-76.176,NA,NA,NA,NA
112304,-2.60389,3.77914,-4.63897,NA,NA,-60.258,NA,NA,NA
112418,-1.29151,4.0439,-4.88096,NA,NA,NA,-44.228,NA,NA
112707,-3.00933,3.85034,-3.7432,NA,NA,-93.99,NA,NA,NA
112935,-3.55654,4.39465,-3.56138,NA,NA,-153.798,NA,NA,NA
113069,-2.4884,4.61069,-4.23765,NA,NA,-75.951,NA,NA,NA
113308,-1.76086,4.52048,-4.63742,NA,NA,NA,NA,-98.635,NA
113428,-1.45296,3.74726,-4.96373,NA,NA,NA,NA,-36.81,NA
113645,-2.18983,3.9123,-4.5829,NA,NA,-42.354,NA,NA,NA
113824,-2.67921,3.63651,-4.16765,NA,NA,NA,-81.369,NA,NA
114017,-1.68294,3.42743,-4.95664,NA,NA,NA,-27.496,NA,NA
114263,-2.24292,3.13583,-4.62018,NA,NA,NA,-70.219,NA,NA
114555,-2.41041,4.89877,-4.16461,NA,NA,NA,-89.279,NA,NA
114715,-1.80328,4.54046,-4.4421,NA,NA,-59.77,NA,NA,NA
114895,-1.55418,4.36445,-3.85968,NA,-99.863,NA,NA,NA,NA
115005,-0.961073,4.11405,-4.97443,NA,-65.509,NA,NA,NA,NA
115359,-1.32672,3.36754,-4.7735,NA,NA,NA,NA,-104.851,NA
115466,-1.8947,3.32874,-3.42413,NA,-148.106,NA,NA,NA,NA
115602,-2.42361,4.96589,-4.09511,-144.679,NA,NA,NA,NA,NA
115895,-2.1775,3.50902,-4.51867,NA,NA,NA,NA,-91.771,NA
116158,-0.946854,3.51445,-4.29568,NA,-108.48,NA,NA,NA,NA
116245,-1.51935,4.89554,-4.29786,NA,NA,-86.498,NA,NA,NA
116508,-1.9574,4.30755,-4.65143,NA,NA,-44.646,NA,NA,NA
116605,-2.32956,2.97244,-4.96791,NA,-111.993,NA,NA,NA,NA
116888,-2.51295,4.62017,-4.50257,NA,-77.813,NA,NA,NA,NA
117094,-0.940401,4.29587,-4.27319,NA,NA,-86.924,NA,NA,NA
117257,-1.3531,4.40846,-4.28882,NA,-73.221,NA,NA,NA,NA
117525,-1.32747,4.13645,-4.31319,NA,NA,NA,-51.787,NA,NA
117727,-1.97893,4.77967,-4.57454,NA,NA,-65.875,NA,NA,NA
117852,-2.35177,4.89919,-4.95988,NA,NA,-72.013,NA,NA,NA
118031,-2.64061,4.19823,-4.45261,NA,NA,-66.311,NA,NA,NA
118393,-1.92925,4.42086,-4.85502,NA,NA,-40.223,NA,NA,NA
118434,-2.12044,3.54571,-4.66113,NA,NA,-39.051,NA,NA,NA
118631,-1.4619,3.4365,-4.53771,NA,NA,-29.667,NA,NA,NA
118954,-1.39453,4.94886,-4.96822,NA,NA,NA,-83.085,NA,NA
119144,-2.08766,4.36448,-4.69866,NA,NA,NA,-56.608,NA,NA
119382,-2.43723,4.40944,-4.78856,NA,NA,NA,-58.382,NA,NA
119600,-3.01284,4.33708,-4.7178,NA,NA,NA,-78.912,NA,NA
119730,-2.04436,3.64625,-4.64881,NA,NA,NA,-45.657,NA,NA
119900,-1.98409,3.27427,-4.37373,NA,-74.169,NA,NA,NA,NA
120036,-1.7513,3.05304,-3.98552,NA,-112.099,NA,NA,NA,NA
120235,-1.41779,3.13885,-4.17052,NA,NA,NA,-98.997,NA,NA
120595,-2.522,4.3721,-4.97844,NA,-62.941,NA,NA,NA,NA
120647,-1.96169,4.03765,-4.55412,NA,NA,NA,-45.033,NA,NA
120887,-2.4817,4.46434,-4.57278,-110.34,NA,NA,NA,NA,NA
121190,-2.26184,4.96561,-4.79193,NA,NA,-77.139,NA,NA,NA
121384,-2.98603,3.57886,-4.7608,NA,NA,NA,NA,-105.903,NA
121452,-3.09392,4.60403,-4.8989,NA,NA,NA,-90.78,NA,NA
121772,-2.44021,4.96579,-4.79702,NA,-81.055,NA,NA,NA,NA
121870,-2.02389,4.56095,-4.88017,NA,NA,-63.333,NA,NA,NA
122105,-0.886879,3.69624,-4.34061,NA,NA,-80.5,NA,NA,NA
122312,-1.68635,3.89134,-4.35424,NA,-41.112,NA,NA,NA,NA
122596,-1.60327,3.72657,-4.87737,NA,-42.488,NA,NA,NA,NA
122785,-1.4776,4.66512,-4.46842,NA,-102.085,NA,NA,NA,NA
122813,-2.86016,3.83089,-4.66028,NA,NA,-66.004,NA,NA,NA
123162,-2.9139,3.19012,-4.67675,NA,-93.65,NA,NA,NA,NA
123219,-2.03094,4.60216,-4.418,NA,-56.863,NA,NA,NA,NA
123584,-2.3207,4.19371,-4.03178,NA,NA,NA,-74.755,NA,NA
123663,-1.68691,4.55122,-4.42041,NA,-69.479,NA,NA,NA,NA
123840,-1.40716,4.49768,-4.50795,NA,NA,-59.814,NA,NA,NA
124004,-0.923721,3.96865,-4.71072,NA,NA,NA,-73.995,NA,NA
124214,-1.49923,4.24431,-4.70826,NA,NA,-36.38,NA,NA,NA
124557,-2.25969,4.49499,-3.62214,NA,-116.628,NA,NA,NA,NA
124787,-1.88465,4.7404,-4.02438,NA,-91.699,NA,NA,NA,NA
124804,-1.63152,4.00788,-4.32993,NA,NA,-43.835,NA,NA,NA
125119,-2.18779,4.66248,-4.74807,NA,-75.943,NA,NA,NA,NA
125303,-2.17617,4.51367,-3.9929,NA,-81.49,NA,NA,NA,NA
125414,-2.65592,3.54263,-4.96498,NA,NA,NA,-71.506,NA,NA
125747,-1.35075,3.93067,-4.99021,NA,NA,-17.526,NA,NA,NA
125897,-1.64093,3.81361,-4.59765,NA,NA,-13.493,NA,NA,NA
126007,-2.8611,4.37221,-4.44584,NA,NA,-74.426,NA,NA,NA
126271,-3.314,4.85134,-4.21533,NA,NA,-117.457,NA,NA,NA
126540,-2.29411,4.36576,-4.94138,NA,NA,-51.526,NA,NA,NA
126750,-1.71251,4.80216,-4.62962,NA,NA,-68.834,NA,NA,NA
126842,-2.20691,4.69972,-4.74609,NA,NA,NA,-69.274,NA,NA
127015,-2.48742,4.94411,-4.6886,NA,NA,-78.993,NA,NA,NA
127360,-1.93715,4.02025,-4.78343,NA,-30.692,NA,NA,NA,NA
127546,-2.26875,3.42135,-4.0244,NA,-94.462,NA,NA,NA,NA
127718,-2.10463,4.07947,-3.79946,NA,NA,NA,-88.134,NA,NA
127914,-1.67671,3.88078,-4.04795,NA,NA,-65.986,NA,NA,NA
128072,-2.046,4.94586,-4.42135,NA,-84.905,NA,NA,NA,NA
128299,-2.64266,4.87871,-3.8872,NA,-108.113,NA,NA,NA,NA
128430,-2.55424,3.54239,-4.03246,NA,-95.663,NA,NA,NA,NA
128615,-2.95262,3.00975,-4.88848,-162.79,NA,NA,NA,NA,NA
128860,-2.31755,3.43661,-4.899,NA,-44.493,NA,NA,NA,NA
129044,-3.05437,2.93332,-3.79755,NA,NA,-117.656,NA,NA,NA
129367,-2.51423,4.00753,-4.50853,NA,NA,-59.509,NA,NA,NA
129488,-2.06719,3.39227,-3.68085,NA,NA,NA,-124.503,NA,NA
129785,-1.54505,3.11347,-4.1818,NA,NA,NA,NA,-148.546,NA
129884,-2.42827,3.01238,-4.29577,NA,NA,NA,-78.863,NA,NA
130162,-2.40258,3.41886,-4.74291,NA,NA,NA,NA,-82.902,NA
130282,-2.72944,4.50312,-4.61009,NA,NA,NA,NA,-88.443,NA
130457,-2.48768,4.71752,-4.9272,NA,NA,NA,-72.961,NA,NA
130751,-2.49574,4.97923,-4.80405,NA,-80.952,NA,NA,NA,NA
130946,-1.77585,4.58463,-4.04963,NA,NA,-82.457,NA,NA,NA
131108,-1.35568,4.76258,-4.55913,NA,NA,NA,-78.13,NA,NA
131373,-1.00564,4.14469,-4.9372,NA,NA,-65.116,NA,NA,NA
131523,-1.57078,3.05768,-4.99023,NA,NA,NA,-76.545,NA,NA
131602,-0.783327,4.60121,-4.69148,NA,NA,-125.808,NA,NA,NA
131875,-2.27305,3.66627,-4.8048,NA,NA,-35.843,NA,NA,NA
132086,-0.398397,4.62954,-4.58768,NA,-162.96,NA,NA,NA,NA
132298,-0.439164,4.13716,-4.63466,NA,NA,NA,-128.998,NA,NA
132584,-1.21773,4.38458,-4.86767,NA,NA,-54.777,NA,NA,NA
132708,-2.60906,4.63664,-4.91298,NA,NA,-79.905,NA,NA,NA
132988,-3.44297,3.27062,-4.83173,NA,-112.914,NA,NA,NA,NA
133108,-2.75463,4.06821,-4.50274,NA,NA,-69.111,NA,NA,NA
133307,-2.02042,4.65882,-4.12874,-109.821,NA,NA,NA,NA,NA
133568,-2.16032,4.94196,-3.78598,NA,NA,-100.634,NA,NA,NA
133629,-2.15026,4.4536,-4.62874,NA,NA,NA,-59.559,NA,NA
133960,-1.67168,4.72515,-3.91635,NA,-105.224,NA,NA,NA,NA
134160,-1.90924,3.90758,-4.73496,NA,-28.627,NA,NA,NA,NA
134234,-2.11677,3.55664,-4.3072,NA,-66.027,NA,NA,NA,NA
134546,-2.21947,4.74211,-4.83858,NA,NA,-64.558,NA,NA,NA
134686,-1.81889,3.94995,-4.6069,NA,-29.917,NA,NA,NA,NA
134837,-1.18816,4.33975,-4.23256,NA,-78.482,NA,NA,NA,NA
135045,-1.8421,3.93541,-4.12256,NA,NA,NA,-65.093,NA,NA
135231,-1.77864,3.5944,-3.62029,NA,NA,-110.513,NA,NA,NA
135566,-2.38864,3.03736,-4.58542,-143.749,NA,NA,NA,NA,NA
135665,-1.7672,4.48747,-3.78824,NA,NA,NA,NA,-124.486,NA
135848,-1.00015,4.16986,-4.56193,NA,-68.526,NA,NA,NA,NA
136177,-1.78843,4.59293,-4.42006,NA,NA,NA,-60.248,NA,NA
136262,-1.79262,4.79417,-4.74628,NA,-74.807,NA,NA,NA,NA
136403,-1.51062,4.01883,-4.02995,NA,-73.983,NA,NA,NA,NA
136732,-2.20192,4.38436,-4.15031,NA,NA,NA,NA,-109.671,NA
136927,-1.96511,4.25096,-3.89246,NA,NA,-62.768,NA,NA,NA
137057,-1.39881,4.50987,-4.69329,NA,-63.162,NA,NA,NA,NA
137374,-2.19433,4.43874,-4.48156,NA,NA,-56.932,NA,NA,NA
137404,-2.0844,3.36488,-4.03539,NA,NA,NA,-82.632,NA,NA
137772,-2.92361,3.85273,-4.67371,NA,NA,NA,-78.543,NA,NA
137842,-3.01459,3.57663,-4.6364,NA,NA,NA,NA,-99.992,NA
138003,-3.07601,4.81599,-4.45883,NA,NA,NA,-101.903,NA,NA
138352,-2.47618,3.74761,-4.80498,NA,NA,NA,NA,-91.867,NA
138562,-2.51531,3.40305,-4.4702,NA,NA,-69.159,NA,NA,NA
138796,-2.01376,3.09567,-4.62696,NA,NA,-64.482,NA,NA,NA
138918,-2.69692,4.72856,-4.15124,NA,NA,NA,-97.63,NA,NA
139025,-1.75056,4.48729,-4.67554,NA,NA,NA,-53.825,NA,NA
