id,x0,x1,x2,fitness8.5,fitness8,fitness7.5,fitness7,fitness9,fitness6.5,fitness10,fitness9.5,fitness6,fitness5,fitness5.5,fitness10.5,fitness4.5,fitness4,fitness3.5
43123,7.491,8.56312,7.34807,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43356,6.37435,7.54914,9.08029,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43530,8.65984,7.10165,7.80218,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43728,8.74366,7.86163,8.79322,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43809,7.80723,8.80057,7.06461,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44116,7.15393,7.9872,7.43671,NA,NA,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA,NA
44280,7.50806,7.02609,7.25345,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44554,7.80546,7.38338,7.5735,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44722,8.16455,8.23115,6.36937,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44843,8.37118,8.75951,8.39148,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45019,7.71987,8.6339,7.64119,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45381,7.96017,9.35683,8.35626,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45518,7.44837,8.16435,7.37673,NA,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45715,6.56632,8.40342,8.15578,NA,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45839,7.06637,9.07758,7.78996,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46119,7.68621,8.00188,7.63956,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA
46256,7.81444,7.13264,7.4465,NA,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46526,7.19932,8.37658,7.17056,NA,NA,0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46797,7.06537,9.28871,7.09075,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47000,7.74324,8.01708,7.1962,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47034,8.11467,7.62618,8.55251,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47370,8.68241,6.7125,7.45959,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47426,9.38434,7.45949,7.67038,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47793,8.31313,6.27916,7.91058,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47945,7.90412,7.14377,7.60286,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48063,7.16111,8.38475,7.27463,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
48289,6.5483,8.78483,7.78661,NA,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48557,7.43222,8.70678,8.43846,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48731,7.33083,7.93203,6.11967,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48853,6.67844,7.00353,6.41731,NA,NA,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49133,6.8799,7.09512,7.79813,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49365,8.00696,6.9645,8.5718,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49509,9.51469,8.18673,7.6596,NA,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49756,9.15986,8.48029,6.89747,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49895,8.69091,8.13278,6.7277,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50192,7.79728,8.13622,7.23171,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50330,6.8913,8.547,7.66361,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50537,7.92341,8.09919,6.73962,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50705,7.67782,8.65353,7.85063,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50870,7.99895,8.81013,9.41232,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51082,6.72052,8.04331,9.18506,NA,NA,NA,NA,NA,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
51293,7.52732,7.91376,9.25993,NA,NA,0.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51573,7.20288,7.05207,8.47325,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51672,7.71925,6.91683,7.95613,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51876,6.77853,7.24018,8.61984,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52049,6.54086,6.76832,8.1399,NA,NA,NA,NA,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52310,7.95497,7.39587,7.71706,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52493,8.37579,7.88601,8.3273,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52740,8.93852,7.88872,9.20445,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52810,8.0334,7.2968,8.29393,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53168,7.73422,7.8035,7.2496,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53378,8.58563,8.12741,6.98887,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53406,7.2412,7.68084,8.79047,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53667,6.16428,7.93081,8.18927,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53812,6.33007,8.61348,7.05791,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54034,6.03404,7.73383,7.59072,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54257,7.948,6.74804,7.53824,NA,NA,NA,NA,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA
54534,8.02051,8.57293,7.5278,NA,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54750,7.9066,8.70737,7.6312,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
54887,8.98535,7.78641,7.49128,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55058,9.01798,8.15545,7.45833,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55386,9.926,6.85797,8.42229,NA,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55598,8.0883,7.80129,8.96695,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55726,7.77722,8.85023,8.21396,NA,NA,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55938,8.05765,7.46406,7.96917,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56125,7.80411,8.09535,7.42454,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56364,8.69862,7.60347,7.31509,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56423,8.85974,7.36442,7.75737,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56723,8.10029,7.71268,6.84212,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56845,7.06228,8.03809,7.10368,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57143,7.35081,8.69758,6.90039,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57218,8.33977,7.80744,5.76146,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57432,8.51142,6.87144,7.33015,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57621,8.15757,8.76046,6.99234,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57974,8.80553,7.82589,6.78938,NA,NA,NA,0.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58046,8.32533,7.92414,6.36777,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58272,8.54774,7.85894,5.90014,NA,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58490,7.82638,8.3196,6.06691,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58717,8.00814,8.1784,6.26767,NA,NA,NA,0.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58812,7.67847,7.03513,7.81005,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59146,7.12988,8.07151,7.51496,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59356,7.66961,8.29911,6.66855,0.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59435,7.87498,8.15031,7.3537,NA,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59712,8.26223,8.73272,7.94187,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59815,7.92145,8.10494,8.48655,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60084,8.07731,9.432,8.16699,NA,NA,0.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60340,9.06191,8.31897,8.85179,0.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60476,8.25055,9.08279,9.28632,NA,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60692,8.34641,8.98743,7.85155,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60820,7.60237,7.68336,6.77402,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61199,8.38799,7.20529,6.50309,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61399,8.39092,7.75389,8.4079,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61552,9.43908,8.1031,7.47664,NA,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61775,9.4811,8.05291,7.24131,NA,NA,NA,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61991,8.44751,8.75044,7.63832,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62168,8.51543,7.28383,8.30041,NA,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62326,7.00546,6.98013,7.85741,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62584,7.23384,7.51577,6.85205,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62650,7.66397,8.17442,7.82611,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62857,7.29801,6.91082,6.69384,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63049,7.55841,6.38033,7.7461,NA,NA,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA
63285,8.69223,5.853,8.22279,NA,NA,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63520,6.72614,6.54843,8.03535,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63655,6.79974,8.01418,9.27277,NA,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63980,7.33753,7.41352,8.21563,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64133,7.83366,6.41484,7.93679,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64300,9.30668,7.17205,8.33379,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64477,8.73151,7.74445,8.4784,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64649,9.08412,7.10783,7.77604,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64847,8.55375,7.25502,7.36875,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65029,8.43916,7.22822,6.376,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65363,9.07557,7.26629,8.60637,NA,NA,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65492,8.55894,7.26842,6.97671,NA,NA,NA,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65646,7.25904,7.21815,7.0795,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65865,7.17813,8.69172,7.60892,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66028,7.84709,8.5759,8.43875,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66313,8.22753,7.43669,7.24767,NA,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66471,8.01098,7.08076,7.78959,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66652,7.24385,7.07657,8.63792,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66886,6.5079,7.6726,8.19752,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67046,7.75239,5.90399,8.21455,NA,0.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67287,8.4393,7.08935,8.04764,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67511,8.08436,6.40585,7.30602,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67602,8.25626,6.58136,7.18989,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67889,7.9838,6.67808,7.23113,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68087,6.79698,7.74019,7.58736,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68212,8.39925,6.8971,8.27224,NA,NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68480,7.13142,6.67764,8.8962,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68785,7.03765,7.64319,7.4449,NA,NA,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68898,7.30995,7.98753,8.07529,NA,NA,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69149,9.09754,5.92091,7.65706,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69395,8.46879,6.94663,8.23804,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69519,8.0831,8.56051,8.47964,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69791,8.11156,8.14306,8.82184,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69937,8.64723,8.60358,8.92786,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70086,7.44115,6.65486,9.58125,NA,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70240,7.78485,8.73818,7.25971,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70471,7.89762,7.68242,6.94697,0.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70619,8.72523,7.08355,7.87023,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70987,8.42473,7.30506,7.78763,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71005,8.3743,7.47889,6.76173,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71257,7.53795,8.96423,7.85454,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
71476,7.78386,8.3031,8.4042,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71791,9.2281,8.81687,8.38061,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71861,8.92161,8.47241,9.59645,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72015,7.67329,7.90563,8.94542,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72278,8.61914,7.69948,7.44329,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72500,8.16548,7.64394,7.52672,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72756,6.90718,7.89394,8.4981,NA,NA,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72957,7.50726,6.85074,7.63855,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73008,6.80178,7.75458,8.54509,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73252,7.78653,7.43285,10.0038,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73437,6.87861,7.53538,9.05557,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73698,6.56675,8.74895,8.042,NA,NA,NA,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73954,6.78358,8.56067,8.30666,NA,NA,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74156,6.70713,7.96754,8.17115,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74305,8.8744,7.25187,6.96097,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74470,7.63958,7.91483,7.38923,NA,NA,0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74727,7.98904,7.00233,7.93152,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74896,6.84552,6.90491,7.29066,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75024,4.78387,4.61556,8.18503,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75317,4.68795,4.11975,7.89562,NA,NA,NA,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75495,4.12111,4.3679,7.52086,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75665,4.65342,4.22466,7.6396,0.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75834,3.81776,3.95112,7.74997,NA,NA,NA,0.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76023,3.47887,5.42177,7.7495,NA,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76324,4.34266,6.55544,7.29662,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76471,4.47769,8.39745,7.17976,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76640,5.30599,8.96867,7.78759,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76978,5.02286,8.13351,8.37786,NA,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77038,5.71287,7.8651,8.0689,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA
77329,6.78539,7.65122,7.48498,NA,NA,NA,NA,NA,0.614,NA,NA,NA,NA,NA,NA,NA,NA,NA
77455,6.93226,9.19173,8.09521,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77781,7.30434,9.00639,8.1032,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77999,7.85703,8.51206,7.60145,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78154,8.5451,7.30882,7.67315,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78384,7.4963,7.42731,7.56319,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78451,7.01162,6.50721,7.38681,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78630,7.6298,7.25299,7.905,NA,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
78885,7.33008,8.67978,7.26911,NA,NA,NA,NA,NA,NA,NA,NA,0.374,NA,NA,NA,NA,NA,NA
79010,7.58117,7.92461,7.41185,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79202,6.79729,7.07317,6.92,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79568,7.22264,7.09565,6.90009,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79695,7.98389,6.53572,7.55387,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79811,7.60473,7.86215,7.41326,NA,NA,0.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80171,8.00246,6.92512,8.3697,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80332,9.21842,6.99432,8.14431,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80518,7.84217,7.12003,7.66888,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80800,8.17624,7.93606,6.83117,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80933,7.32421,7.67939,7.9606,NA,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81175,6.55975,7.55919,7.31699,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81282,7.41055,7.01139,6.62509,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81511,7.78579,9.31484,6.67518,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81665,7.87531,7.90005,7.30763,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81893,7.85689,6.11309,7.92975,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82014,7.57304,6.55978,7.77323,NA,NA,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA
82210,8.67897,6.68252,8.02982,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82534,8.09417,7.79891,7.67898,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82626,7.6624,8.26196,8.77611,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82866,7.88409,7.99067,8.1166,NA,NA,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83167,8.27212,7.96277,7.61579,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83228,7.18557,7.76534,6.42235,NA,NA,NA,0.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83591,6.80653,8.22954,6.94684,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83670,6.98182,7.13128,7.97767,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83922,8.76993,7.84034,7.18998,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84096,9.49136,7.57519,7.67805,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84384,8.80445,7.94033,7.93253,NA,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84517,8.83963,7.65259,9.74639,NA,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84624,9.13181,7.78703,9.62376,NA,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84858,8.88448,7.68612,7.76099,NA,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85063,8.41232,7.62575,7.77532,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85299,8.25512,7.53978,8.3853,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA
85447,7.36144,6.70748,6.85819,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85666,6.63071,6.82873,7.47779,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85955,7.1161,8.0348,7.9972,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86167,7.39129,7.6807,7.35256,NA,NA,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86399,7.38779,8.33901,7.03101,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
