id,x0,x1,x2,fitness-3.5,fitness-3,fitness-4.5,fitness-4,fitness-2.5,fitness-2,fitness-1.5,fitness0,fitness0.5,fitness-0.5,fitness-1,fitness-5
49489,2.7137,1.65172,-5,NA,NA,-99.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
49718,1.45111,1.94597,-4.74395,NA,NA,-101.359,NA,NA,NA,NA,NA,NA,NA,NA,NA
49921,2.02843,2.72513,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-165.22
50129,2.39572,2.79938,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-167.241
50388,2.94981,0.28652,-3.83606,NA,NA,NA,-156.404,NA,NA,NA,NA,NA,NA,NA,NA
50551,1.86329,0.979671,-4.48423,-50.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50683,0.919261,1.80212,-3.73227,NA,NA,NA,NA,NA,NA,-58.642,NA,NA,NA,NA,NA
50950,1.73224,2.04861,-5,NA,NA,NA,NA,NA,-28.381,NA,NA,NA,NA,NA,NA
51180,1.95491,1.45363,-4.75854,NA,NA,NA,NA,NA,NA,-44.245,NA,NA,NA,NA,NA
51218,1.6676,1.60527,-4.34942,NA,NA,NA,NA,NA,NA,-40.917,NA,NA,NA,NA,NA
51483,0.980224,3.88635,-3.94892,NA,NA,NA,NA,NA,-131.053,NA,NA,NA,NA,NA,NA
51799,1.38271,3.88159,-3.67173,NA,NA,NA,NA,NA,-129.495,NA,NA,NA,NA,NA,NA
51861,0.132489,3.13384,-5,NA,NA,NA,NA,-114.559,NA,NA,NA,NA,NA,NA,NA
52086,1.22085,2.02517,-5,NA,NA,NA,NA,-25.364,NA,NA,NA,NA,NA,NA,NA
52388,1.27497,3.15884,-5,NA,NA,NA,NA,NA,NA,-95.142,NA,NA,NA,NA,NA
52591,0.915641,3.10855,-3.87967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-146.106,NA
52694,1.18749,1.56928,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.278,NA,NA
52971,1.27303,3.15681,-4.67494,NA,NA,NA,NA,NA,-65.257,NA,NA,NA,NA,NA,NA
53144,2.15983,3.62077,-4.86371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-141.091,NA
53390,2.47017,3.18579,-5,NA,NA,NA,NA,NA,NA,-95.278,NA,NA,NA,NA,NA
53461,0.285743,2.29714,-4.21694,NA,NA,NA,NA,-62.971,NA,NA,NA,NA,NA,NA,NA
53607,2.05345,2.44448,-4.74893,NA,NA,NA,NA,-23.247,NA,NA,NA,NA,NA,NA,NA
53874,2.16475,2.73916,-5,NA,NA,NA,NA,-41.697,NA,NA,NA,NA,NA,NA,NA
54143,2.70516,0.352951,-4.89489,-103.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54230,2.74188,1.24427,-5,NA,-49.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54537,2.47805,2.59319,-5,NA,NA,-118.784,NA,NA,NA,NA,NA,NA,NA,NA,NA
54676,2.74247,2.13145,-5,NA,NA,-108.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
54857,0.651348,2.59651,-4.24415,-62.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55132,1.50689,1.24263,-4.05114,NA,NA,NA,NA,-13.493,NA,NA,NA,NA,NA,NA,NA
55222,1.3602,3.34312,-4.22173,NA,NA,NA,NA,NA,-72.539,NA,NA,NA,NA,NA,NA
55491,0.0991998,2.81097,-4.34857,NA,NA,NA,NA,-91.34,NA,NA,NA,NA,NA,NA,NA
55707,0.936838,2.66544,-3.78286,NA,-49.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55907,0.581816,1.50508,-3.75826,NA,-61.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56142,0.795104,0.901719,-3.7766,-87.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56303,2.25577,0.954217,-4.74106,NA,NA,-115.267,NA,NA,NA,NA,NA,NA,NA,NA,NA
56562,0.951937,1.08402,-5,NA,-58.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56619,-0.851977,2.23882,-4.31684,NA,-169.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56961,0.656357,2.2903,-5,NA,-54.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57035,0.0067992,2.61563,-5,NA,NA,NA,NA,-99.3,NA,NA,NA,NA,NA,NA,NA
57294,-0.0755935,3.82283,-5,NA,NA,NA,NA,NA,NA,-192.065,NA,NA,NA,NA,NA
57434,-0.603726,1.78792,-3.72387,NA,-149.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57793,0.778867,2.82347,-3.99827,NA,NA,NA,NA,-57.196,NA,NA,NA,NA,NA,NA,NA
57876,1.02491,2.35521,-4.74607,NA,-33.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58185,1.12627,1.87126,-4.30847,NA,NA,NA,NA,-14.999,NA,NA,NA,NA,NA,NA,NA
58305,2.3615,0.998858,-3.52073,-64.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58457,2.74602,2.14599,-4.30184,NA,NA,NA,NA,-30.131,NA,NA,NA,NA,NA,NA,NA
58652,2.82469,2.19207,-4.91797,NA,NA,NA,NA,NA,NA,-61.411,NA,NA,NA,NA,NA
58903,2.46465,1.96895,-4.42491,NA,NA,NA,NA,NA,NA,-37.119,NA,NA,NA,NA,NA
59094,1.39533,0.793504,-3.18192,NA,NA,NA,NA,NA,NA,-119.702,NA,NA,NA,NA,NA
59338,1.43543,1.70791,-4.25599,NA,NA,NA,NA,NA,-10.68,NA,NA,NA,NA,NA,NA
59531,1.57817,1.8895,-3.51505,NA,NA,NA,NA,NA,-37.41,NA,NA,NA,NA,NA,NA
59636,1.5871,1.88553,-5,NA,NA,NA,NA,NA,NA,-31.851,NA,NA,NA,NA,NA
59864,1.19847,3.76496,-4.65449,-116.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60120,2.34879,4.12282,-5,NA,NA,NA,-194.724,NA,NA,NA,NA,NA,NA,NA,NA
60352,2.18021,3.20785,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-193.564
60555,3.05069,0.865481,-3.05117,NA,NA,NA,-184.457,NA,NA,NA,NA,NA,NA,NA,NA
60685,1.98815,2.53431,-1.5431,NA,NA,NA,NA,NA,-299.008,NA,NA,NA,NA,NA,NA
60872,1.2584,2.57132,-3.45572,NA,NA,NA,NA,-47.057,NA,NA,NA,NA,NA,NA,NA
61069,2.00766,1.44546,-2.45197,-123.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61288,1.53179,3.02306,-3.40711,NA,NA,NA,NA,NA,-69.964,NA,NA,NA,NA,NA,NA
61477,1.70962,1.60552,-4.78421,NA,NA,NA,NA,NA,-9.675,NA,NA,NA,NA,NA,NA
61601,2.57955,0.413017,-3.58429,NA,NA,NA,NA,-97.112,NA,NA,NA,NA,NA,NA,NA
61870,2.45629,1.64999,-4.2116,NA,NA,NA,NA,NA,-19.974,NA,NA,NA,NA,NA,NA
62078,3.59428,1.33379,-5,NA,NA,NA,NA,-86.88,NA,NA,NA,NA,NA,NA,NA
62392,1.82621,1.27939,-5,NA,NA,NA,NA,NA,-25.78,NA,NA,NA,NA,NA,NA
62575,2.31695,2.15313,-4.45303,NA,NA,NA,NA,NA,NA,-36.38,NA,NA,NA,NA,NA
62690,1.98019,3.15161,-4.10659,NA,NA,NA,NA,NA,NA,-68.222,NA,NA,NA,NA,NA
62988,2.25322,1.40244,-5,NA,NA,NA,NA,NA,NA,-52.268,NA,NA,NA,NA,NA
63067,0.717676,1.71215,-4.98239,NA,NA,NA,NA,NA,-48.809,NA,NA,NA,NA,NA,NA
63366,0.915677,1.35557,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.849,NA,NA
63573,0.144974,1.77743,-5,NA,NA,NA,NA,NA,NA,-115.203,NA,NA,NA,NA,NA
63673,1.90621,2.92163,-4.53539,NA,NA,NA,NA,NA,NA,-58.321,NA,NA,NA,NA,NA
63922,-0.39415,3.25394,-3.96224,NA,NA,NA,NA,-159.262,NA,NA,NA,NA,NA,NA,NA
64191,-0.13839,3.57361,-4.71292,NA,NA,NA,NA,-157.243,NA,NA,NA,NA,NA,NA,NA
64203,0.59214,3.65933,-4.60431,NA,NA,NA,NA,NA,-118.561,NA,NA,NA,NA,NA,NA
64423,2.32297,2.46845,-5,NA,NA,NA,NA,NA,-39.53,NA,NA,NA,NA,NA,NA
64705,2.5487,1.63696,-5,NA,-37.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64925,2.91345,2.31328,-5,-64.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65167,1.94704,2.75718,-3.58112,NA,NA,NA,NA,NA,-47.504,NA,NA,NA,NA,NA,NA
65346,1.20445,2.28483,-4.39812,NA,-24.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65415,1.35562,2.24646,-4.16681,NA,-22.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65642,1.15521,1.18628,-4.01491,NA,NA,-91.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
65835,1.38293,1.43946,-4.60583,NA,-20.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66118,1.04069,3.00678,-5,NA,-66.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66321,0.957907,1.5993,-5,NA,NA,-126.892,NA,NA,NA,NA,NA,NA,NA,NA,NA
66471,0.64499,2.032,-4.94891,NA,NA,-106.732,NA,NA,NA,NA,NA,NA,NA,NA,NA
66703,2.82827,2.73285,-4.99866,NA,NA,-139.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
66839,2.67886,2.02958,-4.26453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.258
67155,3.55517,2.54093,-4.54723,NA,NA,NA,-123.192,NA,NA,NA,NA,NA,NA,NA,NA
67350,2.95504,2.1067,-4.30354,-69.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67559,3.11601,2.64283,-4.26101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199.277
67778,1.78748,2.53498,-5,NA,NA,-92.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
67938,1.92644,1.27414,-5,NA,NA,NA,-56.295,NA,NA,NA,NA,NA,NA,NA,NA
68026,1.99676,2.243,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-148.44
68278,2.34952,1.45943,-3.50583,-64.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68575,1.50705,1.52922,-5,NA,NA,NA,NA,NA,NA,-51.588,NA,NA,NA,NA,NA
68658,1.85103,3.06252,-4.48663,NA,NA,NA,NA,NA,-52.421,NA,NA,NA,NA,NA,NA
68971,2.14266,3.89296,-4.77723,-135.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69167,2.05778,2.25003,-4.64579,NA,NA,NA,-68.262,NA,NA,NA,NA,NA,NA,NA,NA
69271,1.42765,3.30277,-4.87107,-87.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69402,0.575892,1.74167,-5,NA,NA,NA,NA,-53.417,NA,NA,NA,NA,NA,NA,NA
69695,0.619762,1.3318,-4.83823,NA,NA,NA,NA,NA,-61.941,NA,NA,NA,NA,NA,NA
69829,1.56068,2.008,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.653,NA
70125,1.4399,0.782826,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.231,NA
70376,1.23073,1.09328,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-94.312,NA
70567,2.64066,1.65035,-5,NA,NA,NA,NA,NA,NA,-60.231,NA,NA,NA,NA,NA
70605,1.83378,1.80084,-4.39227,NA,-9.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70801,3.5229,2.23726,-4.14382,NA,NA,-157.376,NA,NA,NA,NA,NA,NA,NA,NA,NA
71192,2.96799,2.49037,-4.67515,NA,NA,NA,NA,-52.261,NA,NA,NA,NA,NA,NA,NA
71368,2.5771,2.31955,-4.53724,-51.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71458,1.72376,0.194635,-3.6059,NA,-134.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71679,1.86885,0.95571,-3.71365,NA,NA,NA,NA,NA,NA,-70.78,NA,NA,NA,NA,NA
71820,2.31384,0.138765,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-183.468,NA
72155,1.44976,0.747111,-3.06601,NA,NA,NA,NA,NA,NA,-144.165,NA,NA,NA,NA,NA
72400,2.09788,2.01765,-4.25758,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.229,NA,NA
72553,1.99943,2.36638,-3.19479,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.689,NA,NA
72771,2.54585,3.71048,-4.77677,NA,NA,NA,NA,NA,-110.917,NA,NA,NA,NA,NA,NA
72816,2.37587,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-296.735,NA
73099,2.2614,3.59103,-5,NA,NA,NA,NA,NA,NA,-113.296,NA,NA,NA,NA,NA
73291,1.91156,2.78625,-4.87967,NA,NA,NA,NA,NA,-39.475,NA,NA,NA,NA,NA,NA
73572,2.03565,2.80127,-5,NA,-43.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73744,3.14962,1.76447,-4.9198,NA,NA,NA,NA,NA,-54.269,NA,NA,NA,NA,NA,NA
73989,3.16707,1.24729,-5,NA,NA,NA,NA,NA,NA,-73.497,NA,NA,NA,NA,NA
74020,2.8058,3.05213,-4.60761,-81.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74293,0.904953,3.1092,-3.55323,NA,-86.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74574,1.3573,1.58914,-5,NA,NA,NA,NA,NA,NA,-55.577,NA,NA,NA,NA,NA
74731,2.50405,2.45578,-5,NA,NA,NA,NA,-38.189,NA,NA,NA,NA,NA,NA,NA
74858,1.697,1.26819,-5,NA,NA,NA,NA,NA,-26.939,NA,NA,NA,NA,NA,NA
75116,0.988186,2.00603,-4.07165,NA,-31.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75307,1.42312,2.66068,-3.88361,NA,-36.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75491,2.86011,2.59176,-4.22312,-81.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75728,3.24949,3.34512,-4.69446,NA,NA,NA,-169.228,NA,NA,NA,NA,NA,NA,NA,NA
75839,1.42142,2.31144,-5,NA,NA,-96.081,NA,NA,NA,NA,NA,NA,NA,NA,NA
76094,0.648159,2.48347,-4.96685,NA,NA,NA,NA,-55.762,NA,NA,NA,NA,NA,NA,NA
76286,0.969185,2.98309,-4.62275,NA,NA,NA,NA,NA,-62.702,NA,NA,NA,NA,NA,NA
76467,1.99493,3.19763,-5,NA,NA,NA,NA,NA,-65.868,NA,NA,NA,NA,NA,NA
76787,1.50529,2.83443,-4.40795,NA,NA,NA,-79.678,NA,NA,NA,NA,NA,NA,NA,NA
76894,1.53409,1.88302,-4.92346,NA,NA,-81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
77173,3.29279,2.47031,-4.80619,NA,NA,NA,-105.287,NA,NA,NA,NA,NA,NA,NA,NA
77248,2.15108,1.57761,-4.12897,NA,NA,NA,NA,-6.054,NA,NA,NA,NA,NA,NA,NA
77401,2.6445,3.51047,-3.31226,NA,NA,NA,NA,NA,-127.564,NA,NA,NA,NA,NA,NA
77688,3.25308,2.29571,-4.25721,NA,NA,NA,NA,NA,NA,NA,NA,NA,-133.06,NA,NA
77837,3.44941,2.45481,-3.8985,-103.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78002,2.82635,1.97486,-5,NA,NA,NA,NA,-39.423,NA,NA,NA,NA,NA,NA,NA
78387,1.94218,2.16703,-4.17673,NA,-11.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78401,1.85512,3.82725,-2.71465,NA,NA,NA,NA,-178.141,NA,NA,NA,NA,NA,NA,NA
78658,0.964153,3.13727,-4.18919,NA,NA,NA,-115.499,NA,NA,NA,NA,NA,NA,NA,NA
78942,1.37576,3.47863,-4.35979,-92.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79134,0.904364,2.42124,-2.79896,NA,NA,NA,-118.855,NA,NA,NA,NA,NA,NA,NA,NA
79400,0.55059,1.98919,-4.41959,-67.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79553,1.09107,3.56043,-3.075,NA,NA,NA,-183.071,NA,NA,NA,NA,NA,NA,NA,NA
79711,0.354107,1.88152,-3.81281,-77.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79868,2.17084,1.44035,-5,-34.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80121,2.5095,2.35339,-3.71013,NA,NA,NA,-74.211,NA,NA,NA,NA,NA,NA,NA,NA
80321,1.06127,1.69022,-3.92131,NA,NA,NA,NA,-22.222,NA,NA,NA,NA,NA,NA,NA
80478,1.35471,0.0908938,-3.68087,NA,NA,NA,NA,-183.588,NA,NA,NA,NA,NA,NA,NA
80686,1.56,0.580741,-4.03704,NA,-68.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80878,0.1864,0.212068,-3.88784,NA,-234.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81157,-0.0106826,1.3031,-4.46438,-110.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81351,2.08512,0.830446,-2.67456,NA,-112.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81539,2.18429,1.23855,-3.63332,NA,NA,NA,NA,NA,-32.862,NA,NA,NA,NA,NA,NA
81625,1.75769,2.04751,-4.98306,-38.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81964,2.66979,0.497361,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-186.959
82048,1.15104,1.77791,-4.05371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.789
82264,1.2897,1.26361,-4.35078,NA,-22.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82590,1.78156,1.58209,-5,NA,NA,NA,NA,-15.215,NA,NA,NA,NA,NA,NA,NA
82660,2.07473,2.0261,-5,NA,-28.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82833,2.0972,3.27612,-3.82523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-199.23
83013,1.31062,2.79736,-3.08155,NA,-75.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83366,1.25437,1.61383,-3.31925,NA,NA,NA,NA,NA,-43.482,NA,NA,NA,NA,NA,NA
83541,1.08133,0.815686,-2.46407,NA,NA,NA,NA,-156.128,NA,NA,NA,NA,NA,NA,NA
83715,2.01587,1.29095,-2.86719,NA,NA,NA,NA,NA,NA,NA,-208.318,NA,NA,NA,NA
83923,3.14567,1.81769,-3.71184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.117,NA
84118,3.39901,3.42967,-5,NA,NA,NA,NA,NA,-135.324,NA,NA,NA,NA,NA,NA
84381,3.84475,2.04232,-5,-127.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84586,3.86641,2.18102,-5,NA,NA,NA,-145.345,NA,NA,NA,NA,NA,NA,NA,NA
84684,3.36407,1.03061,-4.26768,NA,NA,NA,NA,-71.793,NA,NA,NA,NA,NA,NA,NA
84829,3.20462,-0.307841,-4.35903,NA,-194.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85122,1.76968,1.19921,-4.14954,NA,NA,NA,NA,-8.745,NA,NA,NA,NA,NA,NA,NA
85286,2.51226,2.53061,-3.61035,NA,NA,NA,-83.434,NA,NA,NA,NA,NA,NA,NA,NA
85597,1.45256,2.40363,-5,NA,NA,NA,NA,-28.527,NA,NA,NA,NA,NA,NA,NA
85627,1.27895,3.69324,-5,NA,-109.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85907,2.70696,1.94345,-4.45362,NA,NA,NA,-58.638,NA,NA,NA,NA,NA,NA,NA,NA
86153,2.51097,2.01451,-4.82408,-43.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86216,3.08543,2.58007,-4.36473,NA,-69.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86546,1.63052,1.685,-4.48753,-32.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86778,1.9378,1.03858,-4.98014,NA,NA,NA,-81.95,NA,NA,NA,NA,NA,NA,NA,NA
86923,2.32397,0.673184,-4.99136,NA,NA,-113.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
87012,2.42288,1.165,-3.67433,-52.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87341,3.16806,-0.0784192,-4.20331,NA,-158.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87530,2.39413,0.758167,-2.69857,-152.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87682,1.96473,0.24938,-3.62478,NA,NA,NA,-143.058,NA,NA,NA,NA,NA,NA,NA,NA
87840,1.37553,0.888286,-3.52564,-82.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88065,1.47509,1.2761,-3.70626,NA,-23.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88249,2.50072,2.49868,-2.73012,NA,NA,NA,NA,NA,-113.656,NA,NA,NA,NA,NA,NA
88496,1.70216,0.757849,-3.82319,NA,NA,NA,NA,NA,-64.588,NA,NA,NA,NA,NA,NA
88689,2.24145,1.72746,-3.24169,-57.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88867,1.03053,1.32252,-3.02994,NA,NA,NA,NA,-75.555,NA,NA,NA,NA,NA,NA,NA
89026,0.791999,2.73236,-4.35656,NA,-50.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89280,2.22231,2.22006,-4.13022,-33.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89424,1.78171,2.38045,-5,-40.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89780,1.09328,1.5348,-4.59637,NA,-27.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89845,1.30431,2.13456,-4.70022,NA,NA,NA,NA,NA,NA,-43.563,NA,NA,NA,NA,NA
90099,3.09572,0.97861,-4.61806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.129,NA
90362,2.54055,1.25845,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.496,NA
90546,2.8377,0.892753,-4.13883,NA,NA,NA,NA,NA,-63.212,NA,NA,NA,NA,NA,NA
90653,3.30637,1.38799,-3.33566,NA,-93.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90888,2.80169,0.640586,-3.40904,NA,NA,NA,NA,-89.499,NA,NA,NA,NA,NA,NA,NA
91018,3.84958,0.176083,-4.02253,NA,NA,NA,-207.448,NA,NA,NA,NA,NA,NA,NA,NA
91341,4.44137,1.41445,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-287.322
91497,4.51983,1.31098,-4.82769,NA,NA,-269.019,NA,NA,NA,NA,NA,NA,NA,NA,NA
91795,2.81238,1.92612,-5,NA,NA,NA,-77.486,NA,NA,NA,NA,NA,NA,NA,NA
91984,1.86772,0.854424,-5,-63.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92011,0.646659,0.746327,-5,NA,NA,NA,NA,-112.474,NA,NA,NA,NA,NA,NA,NA
92375,-1.28928,1.69707,-5,NA,NA,NA,NA,NA,NA,-273.076,NA,NA,NA,NA,NA
92415,0.383871,1.6796,-4.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,-136.713,NA,NA
92668,1.68106,1.13919,-5,NA,NA,NA,NA,-29.508,NA,NA,NA,NA,NA,NA,NA
92986,0.400783,2.18303,-5,NA,NA,NA,NA,NA,-64.144,NA,NA,NA,NA,NA,NA
93152,-0.643422,3.25891,-5,NA,-187.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93391,-0.52618,2.44798,-5,NA,NA,NA,NA,NA,-142.252,NA,NA,NA,NA,NA,NA
93546,0.263354,2.76981,-5,NA,-90.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93785,-0.225041,2.10324,-4.42863,-107.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93962,-0.859272,2.41179,-4.29001,NA,NA,-257.826,NA,NA,NA,NA,NA,NA,NA,NA,NA
94120,0.0449482,1.20719,-4.9082,NA,NA,-160.384,NA,NA,NA,NA,NA,NA,NA,NA,NA
94379,1.22014,1.28109,-5,NA,NA,NA,-86.51,NA,NA,NA,NA,NA,NA,NA,NA
94567,0.729599,2.32235,-3.69981,-62.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94786,1.91446,1.55641,-5,NA,-18.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94843,2.43111,2.83041,-5,NA,-52.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95038,2.71629,2.51014,-3.98179,NA,NA,NA,-80.692,NA,NA,NA,NA,NA,NA,NA,NA
95358,2.28871,1.86443,-4.32994,-35.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95428,2.67879,1.30065,-5,NA,-41.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95622,2.33493,1.74917,-4.50108,NA,NA,NA,NA,-11.413,NA,NA,NA,NA,NA,NA,NA
95831,2.96401,1.48783,-3.63743,-78.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96006,1.92874,0.6064,-5,-80.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96310,1.28498,1.24038,-4.36632,-35.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96525,1.19123,1.95516,-4.07315,NA,-20.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96624,1.32033,2.35484,-4.74805,NA,NA,NA,NA,NA,-27.927,NA,NA,NA,NA,NA,NA
96941,2.17335,2.50486,-5,NA,NA,NA,NA,-32.085,NA,NA,NA,NA,NA,NA,NA
97117,1.83992,2.55834,-4.73865,NA,-30.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97391,1.64499,3.47648,-5,NA,NA,NA,NA,-81.95,NA,NA,NA,NA,NA,NA,NA
97541,2.48506,3.07826,-4.79705,NA,NA,NA,NA,NA,NA,-87.646,NA,NA,NA,NA,NA
97636,2.38789,1.66505,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.211,NA,NA
97946,1.88426,1.58994,-5,NA,NA,NA,NA,NA,NA,-30.337,NA,NA,NA,NA,NA
98124,2.00055,1.92343,-5,NA,NA,NA,NA,-16.476,NA,NA,NA,NA,NA,NA,NA
98286,1.18084,2.01429,-5,NA,NA,NA,NA,NA,NA,-60.927,NA,NA,NA,NA,NA
98429,1.00572,2.30335,-5,NA,NA,NA,NA,NA,-43.672,NA,NA,NA,NA,NA,NA
98780,1.35895,2.30914,-5,NA,NA,NA,NA,NA,-31.263,NA,NA,NA,NA,NA,NA
98976,1.96404,2.7202,-5,NA,-42.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
