id,x0,x1,x2,fitness-2.5,fitness-1,fitness-0.5,fitness-2,fitness-1.5,fitness-3,fitness0,fitness-4.5,fitness-5,fitness-3.5,fitness-4
52490,1.21102,3.19414,-4.08027,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.576,NA
52719,-0.0600388,2.56216,-3.3937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.253
52932,1.76521,1.57788,-5,-15.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53001,2.16443,2.17327,-5,NA,NA,NA,NA,NA,-23.706,NA,NA,NA,NA,NA
53243,1.05693,3.25274,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.719,NA
53430,1.09547,2.9953,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.082,NA
53783,1.37076,3.40276,-3.73075,NA,NA,NA,-84.046,NA,NA,NA,NA,NA,NA,NA
53874,1.90083,3.22561,-5,NA,NA,NA,NA,-79.463,NA,NA,NA,NA,NA,NA
54194,2.38062,3.2133,-4.72716,NA,NA,NA,-69.814,NA,NA,NA,NA,NA,NA,NA
54252,3.0386,3.97858,-5,NA,NA,NA,-164.873,NA,NA,NA,NA,NA,NA,NA
54547,2.81742,3.13839,-4.38144,-73.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54793,2.43562,2.79545,-5,-50.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54967,2.51157,1.38901,-5,NA,NA,NA,NA,NA,-33.249,NA,NA,NA,NA,NA
55009,1.59312,1.93956,-4.699,NA,NA,NA,NA,NA,-13.71,NA,NA,NA,NA,NA
55388,1.43479,1.77791,-5,NA,NA,NA,NA,NA,-29.049,NA,NA,NA,NA,NA
55569,3.08587,2.53384,-4.97635,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.849,NA
55643,1.74171,3.22176,-5,NA,NA,NA,NA,NA,-71.214,NA,NA,NA,NA,NA
55862,2.07016,1.83302,-4.94681,NA,NA,NA,-17.905,NA,NA,NA,NA,NA,NA,NA
56193,1.97943,1.54193,-3.91573,NA,NA,NA,NA,NA,-9.155,NA,NA,NA,NA,NA
56346,2.18858,0.96275,-4.90594,-35.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56540,1.88216,0.510231,-5,NA,NA,NA,-88.538,NA,NA,NA,NA,NA,NA,NA
56685,-0.628626,1.89343,-4.76754,NA,NA,NA,NA,-154.916,NA,NA,NA,NA,NA,NA
56860,-0.124828,2.04408,-2.6803,NA,-279.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
57193,0.606259,2.7444,-2.9857,NA,NA,-227.223,NA,NA,NA,NA,NA,NA,NA,NA
57221,0.444009,4.30015,-3.31955,-215.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57592,0.109576,3.28059,-2.45316,-228.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57715,0.309617,3.00071,-4.38408,NA,NA,NA,NA,NA,NA,NA,-160.005,NA,NA,NA
57888,1.72973,2.68741,-4.18531,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.109,NA
58028,2.27051,2.96792,-4.13392,NA,NA,NA,-53.3,NA,NA,NA,NA,NA,NA,NA
58282,2.59749,1.93366,-4.95783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-69.312
58447,2.62928,2.94109,-4.2531,-55.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58753,2.18278,1.06095,-5,NA,NA,NA,-47.204,NA,NA,NA,NA,NA,NA,NA
58815,2.54217,0.381056,-5,NA,-170.287,NA,NA,NA,NA,NA,NA,NA,NA,NA
59154,2.646,2.27685,-5,NA,NA,NA,NA,-59.962,NA,NA,NA,NA,NA,NA
59221,1.61645,1.56996,-4.45469,NA,NA,NA,NA,NA,-4.711,NA,NA,NA,NA,NA
59401,3.34221,2.41387,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.076,NA
59661,4.54064,2.05595,-5,NA,NA,NA,NA,NA,-173.609,NA,NA,NA,NA,NA
59913,5,1.86106,-5,NA,NA,NA,NA,NA,-226.567,NA,NA,NA,NA,NA
60142,5,1.98787,-4.26131,NA,NA,NA,NA,NA,-239.586,NA,NA,NA,NA,NA
60295,3.3591,2.47025,-4.80127,-75.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60583,3.17102,3.58477,-4.05629,NA,NA,NA,NA,NA,NA,NA,NA,NA,-163.251,NA
60763,3.33649,2.57506,-5,-81.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60843,1.91836,2.23232,-4.38872,NA,NA,NA,-14.195,NA,NA,NA,NA,NA,NA,NA
61141,1.44407,3.26289,-4.53276,NA,NA,NA,-64.763,NA,NA,NA,NA,NA,NA,NA
61208,1.42313,1.552,-5,NA,-64.686,NA,NA,NA,NA,NA,NA,NA,NA,NA
61577,0.713629,0.00898042,-5,NA,NA,NA,-292.064,NA,NA,NA,NA,NA,NA,NA
61797,1.39894,0.885604,-3.8186,-48.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61872,1.53345,1.31986,-5,NA,NA,NA,-30.535,NA,NA,NA,NA,NA,NA,NA
62006,3.08047,1.19788,-4.78037,NA,-107.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
62246,2.15636,1.49016,-5,NA,NA,NA,NA,NA,NA,-135.395,NA,NA,NA,NA
62594,1.49582,1.94627,-4.2526,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.343,NA
62650,0.610762,2.81815,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.634,NA
62906,1.23317,1.08581,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.329
63096,2.51298,1.0424,-4.75081,NA,NA,NA,-44.949,NA,NA,NA,NA,NA,NA,NA
63323,2.63172,2.63319,-5,NA,NA,NA,NA,-69.251,NA,NA,NA,NA,NA,NA
63521,2.42705,2.7833,-3.7355,NA,NA,NA,NA,-73.317,NA,NA,NA,NA,NA,NA
63654,2.90489,2.03862,-3.44761,NA,-103.286,NA,NA,NA,NA,NA,NA,NA,NA,NA
63900,2.59428,1.10973,-5,NA,NA,NA,-52.23,NA,NA,NA,NA,NA,NA,NA
64074,1.07678,0.0104911,-4.41927,NA,NA,NA,-239.876,NA,NA,NA,NA,NA,NA,NA
64268,1.66723,0.503929,-4.40742,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.502,NA
64566,1.70882,0.438418,-5,NA,NA,NA,NA,NA,-91.921,NA,NA,NA,NA,NA
64636,1.69354,0.275473,-5,NA,NA,NA,NA,NA,-117.32,NA,NA,NA,NA,NA
64997,3.33521,1.44174,-5,NA,NA,NA,NA,-80.846,NA,NA,NA,NA,NA,NA
65137,2.82618,3.22918,-5,NA,NA,NA,-89.509,NA,NA,NA,NA,NA,NA,NA
65245,2.13587,2.39398,-5,NA,NA,NA,-30.776,NA,NA,NA,NA,NA,NA,NA
65554,1.09076,2.79685,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.563,NA
65685,2.62243,3.71897,-4.55263,-109.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65988,3.37044,3.18098,-3.89682,-117.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66003,4.08432,2.57129,-3.78038,-150.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66343,2.98766,2.13627,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.468,NA
66450,2.85305,3.34383,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.94,NA
66629,2.66383,2.49685,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.37,NA
66891,1.53253,2.50724,-5,NA,NA,NA,NA,-61.854,NA,NA,NA,NA,NA,NA
67047,2.21531,2.00133,-3.17642,NA,NA,NA,NA,-71.609,NA,NA,NA,NA,NA,NA
67338,3.84615,1.634,-4.41049,-94.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67432,4.23986,1.17018,-4.61003,NA,-168.267,NA,NA,NA,NA,NA,NA,NA,NA,NA
67731,5,1.09293,-4.17962,NA,NA,NA,-229.266,NA,NA,NA,NA,NA,NA,NA
67937,4.48963,2.423,-3.97916,NA,NA,NA,NA,NA,-186.18,NA,NA,NA,NA,NA
68186,2.58115,2.26333,-3.04795,NA,NA,NA,NA,NA,-78.736,NA,NA,NA,NA,NA
68276,3.49139,3.24451,-3.95945,NA,NA,NA,-132.189,NA,NA,NA,NA,NA,NA,NA
68573,3.55752,3.6913,-5,NA,NA,NA,NA,NA,-168.816,NA,NA,NA,NA,NA
68740,2.96463,4.13021,-4.29013,NA,NA,NA,NA,NA,NA,NA,NA,NA,-177.418,NA
68951,4.11628,3.46868,-5,NA,NA,NA,NA,NA,NA,NA,-275.738,NA,NA,NA
69115,2.72327,0.59617,-4.61714,NA,NA,NA,NA,NA,NA,NA,NA,-183.686,NA,NA
69340,2.23695,0.862287,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.326
69550,2.77875,0.161171,-4.2179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.998
69733,2.32735,-0.0378831,-4.36115,NA,NA,NA,NA,NA,NA,NA,-176.866,NA,NA,NA
69910,1.02562,1.11629,-4.94423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.659
70038,1.22014,1.22382,-4.73628,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.978,NA
70363,1.70705,0.89144,-4.93594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.202
70576,0.75695,0.392814,-5,NA,NA,NA,NA,NA,-152.467,NA,NA,NA,NA,NA
70676,1.9225,0.753563,-5,NA,NA,NA,NA,NA,-51.968,NA,NA,NA,NA,NA
70872,1.0505,1.32835,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.501,NA
71037,1.65421,2.35603,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.724
71302,2.40382,1.03361,-4.97812,-38.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71515,2.71013,1.5377,-4.24529,NA,NA,NA,NA,NA,NA,NA,-105.942,NA,NA,NA
71660,2.83963,2.90613,-5,NA,NA,NA,NA,NA,-72.069,NA,NA,NA,NA,NA
71964,1.92716,2.09242,-4.73225,-12.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72031,0.452124,1.16685,-5,NA,NA,NA,NA,NA,-81.446,NA,NA,NA,NA,NA
72359,0.845784,0.410133,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.586
72513,1.24545,1.06979,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.701
72612,1.89153,1.30109,-4.3691,NA,NA,NA,NA,NA,-6.584,NA,NA,NA,NA,NA
72934,1.11882,1.54996,-3.99064,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.506,NA
73084,0.0413064,1.70946,-5,NA,NA,NA,-92.94,NA,NA,NA,NA,NA,NA,NA
73246,0.910087,1.22438,-3.73431,NA,NA,NA,NA,NA,-50.959,NA,NA,NA,NA,NA
73549,1.44398,0.993508,-4.63893,NA,NA,NA,-42.529,NA,NA,NA,NA,NA,NA,NA
73649,2.91132,1.43343,-5,-44.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73804,2.56243,0.817193,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.172,NA
74121,0.484165,1.43945,-4.32502,-55.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74242,2.14721,0.884029,-5,NA,NA,NA,NA,-79.3,NA,NA,NA,NA,NA,NA
74446,2.50348,0.69445,-5,NA,NA,NA,NA,-89.787,NA,NA,NA,NA,NA,NA
74623,1.44492,0.301229,-4.09545,NA,NA,NA,NA,NA,-109.695,NA,NA,NA,NA,NA
74858,2.7457,0.61167,-4.29691,-65.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75184,3.98204,0.734511,-4.12576,-131.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75246,2.96553,1.2136,-4.97976,-51.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75522,3.07814,0.900057,-4.54133,-62.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75646,3.31709,2.32924,-4.8854,NA,NA,NA,NA,-87.765,NA,NA,NA,NA,NA,NA
75934,1.43469,2.52129,-5,NA,NA,NA,-35.978,NA,NA,NA,NA,NA,NA,NA
76077,2.38435,2.76,-5,-46.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76349,2.57415,2.95326,-5,NA,NA,NA,NA,NA,-64.223,NA,NA,NA,NA,NA
76493,2.1583,2.13185,-4.95747,NA,NA,NA,NA,NA,-25.087,NA,NA,NA,NA,NA
76742,1.85794,3.05002,-5,NA,NA,NA,NA,NA,-56.937,NA,NA,NA,NA,NA
76978,2.00032,2.40722,-5,-26.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77172,2.09782,2.83619,-4.61189,-37.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77268,0.56998,3.61874,-4.42349,NA,-174.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
77425,1.1231,2.98105,-5,NA,NA,NA,-60.703,NA,NA,NA,NA,NA,NA,NA
77712,1.80145,3.08892,-5,NA,NA,NA,NA,NA,-59.579,NA,NA,NA,NA,NA
77866,0.995102,2.53262,-5,NA,NA,NA,-49.723,NA,NA,NA,NA,NA,NA,NA
78012,1.44048,1.35587,-5,NA,-73.851,NA,NA,NA,NA,NA,NA,NA,NA,NA
78266,1.04867,1.13558,-5,NA,-129.594,NA,NA,NA,NA,NA,NA,NA,NA,NA
78542,0.954684,1.07006,-4.68237,NA,NA,NA,NA,-74.555,NA,NA,NA,NA,NA,NA
78745,1.46112,1.04996,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.56,NA
78941,1.98147,1.44407,-5,NA,NA,NA,NA,NA,-25.686,NA,NA,NA,NA,NA
79147,1.33984,1.90837,-4.53328,NA,-55.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
79295,1.40666,1.6275,-5,NA,-64.768,NA,NA,NA,NA,NA,NA,NA,NA,NA
79492,1.01627,3.05193,-5,NA,NA,NA,NA,-90.243,NA,NA,NA,NA,NA,NA
79625,1.78538,1.64392,-5,NA,NA,NA,NA,NA,-25.292,NA,NA,NA,NA,NA
79895,2.09936,1.40607,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.602,NA
80005,1.35016,1.18687,-4.64211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.448
80342,1.57849,2.52197,-5,NA,NA,NA,NA,NA,-35.561,NA,NA,NA,NA,NA
80572,2.01387,1.91751,-4.8993,NA,NA,NA,-16.476,NA,NA,NA,NA,NA,NA,NA
80606,2.40916,2.11987,-5,-27.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80929,2.71693,2.08205,-4.17548,-29.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81178,1.91972,2.27702,-3.90381,NA,NA,NA,NA,NA,-20.113,NA,NA,NA,NA,NA
81288,1.52391,2.16675,-4.70502,NA,NA,NA,NA,-40.266,NA,NA,NA,NA,NA,NA
81572,0.741023,2.55288,-4.55454,NA,-88.801,NA,NA,NA,NA,NA,NA,NA,NA,NA
81736,0.879404,2.56852,-4.6572,NA,-103.307,NA,NA,NA,NA,NA,NA,NA,NA,NA
81965,0.355769,2.80206,-3.97304,NA,NA,NA,-84.147,NA,NA,NA,NA,NA,NA,NA
82120,1.23916,1.67707,-3.30523,NA,NA,NA,-46.644,NA,NA,NA,NA,NA,NA,NA
82230,2.0266,2.21965,-2.66459,-88.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82517,2.15253,1.14996,-3.75689,NA,-78.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
82647,1.80866,1.38706,-4.11214,NA,-80.327,NA,NA,NA,NA,NA,NA,NA,NA,NA
82831,2.45274,2.22293,-4.57918,NA,NA,NA,-26.629,NA,NA,NA,NA,NA,NA,NA
83066,2.37621,1.74712,-5,NA,NA,NA,NA,NA,-24.053,NA,NA,NA,NA,NA
83248,2.72225,1.1628,-5,NA,NA,NA,NA,NA,-51.724,NA,NA,NA,NA,NA
83429,2.61841,1.17801,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.521,NA
83623,1.21874,3.11672,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.933
83952,0.402541,0.449759,-4.77389,NA,NA,NA,NA,NA,-154.84,NA,NA,NA,NA,NA
84155,0.933336,0.649085,-4.5873,NA,NA,NA,NA,NA,-89.971,NA,NA,NA,NA,NA
84295,1.43132,1.73633,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.221
84463,1.88241,2.14859,-4.58093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.215
84607,0.404,2.41576,-4.30615,NA,NA,NA,NA,NA,NA,NA,NA,-172.833,NA,NA
84928,1.63737,2.24757,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.144,NA
85127,0.772745,3.4728,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.616,NA
85293,2.05672,2.11012,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-36.485,NA
85519,2.37296,3.07713,-4.21505,NA,NA,NA,NA,NA,NA,NA,-131.22,NA,NA,NA
85783,2.36723,4.11559,-5,NA,NA,NA,NA,NA,-153.482,NA,NA,NA,NA,NA
85805,0.668368,3.26343,-5,-92.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86026,0.388404,3.57033,-4.58568,NA,NA,NA,NA,NA,NA,NA,NA,NA,-145.927,NA
86359,2.04492,3.9274,-4.85452,NA,NA,NA,NA,-132.465,NA,NA,NA,NA,NA,NA
86418,2.40354,2.67362,-4.4076,NA,NA,NA,NA,NA,-38.156,NA,NA,NA,NA,NA
86732,0.940135,0.938449,-5,NA,NA,NA,NA,-115.984,NA,NA,NA,NA,NA,NA
86939,0.712537,1.28305,-4.93558,NA,-123.081,NA,NA,NA,NA,NA,NA,NA,NA,NA
87154,0.450349,1.96627,-5,NA,-119.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
87395,2.30297,2.34613,-5,NA,-76.938,NA,NA,NA,NA,NA,NA,NA,NA,NA
87464,1.35958,1.97246,-5,NA,NA,NA,-24.489,NA,NA,NA,NA,NA,NA,NA
87717,2.73239,1.05431,-4.95592,NA,NA,NA,-49.43,NA,NA,NA,NA,NA,NA,NA
87918,2.41744,2.66751,-5,NA,NA,NA,-50.429,NA,NA,NA,NA,NA,NA,NA
88108,1.28994,1.95785,-5,NA,NA,NA,NA,NA,-25.283,NA,NA,NA,NA,NA
88206,2.15018,2.51531,-5,NA,NA,NA,-36.326,NA,NA,NA,NA,NA,NA,NA
88457,1.5419,2.08503,-5,-19.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88636,1.2915,3.24168,-3.64612,NA,NA,NA,NA,NA,-82.383,NA,NA,NA,NA,NA
88862,0.893049,3.48328,-2.69315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-179.08,NA
89154,0.592462,3.12246,-2.87759,-133.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89208,2.24522,2.19552,-0.663851,NA,NA,NA,NA,NA,-762.548,NA,NA,NA,NA,NA
89489,2.12836,2.17059,-3.3736,NA,-75.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
89731,1.15544,1.7317,-5,NA,NA,NA,-34.113,NA,NA,NA,NA,NA,NA,NA
89952,1.08577,1.92841,-4.82352,-24.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90131,3.92642,0.981013,-5,NA,NA,NA,NA,NA,-122.611,NA,NA,NA,NA,NA
90294,3.99035,2.41662,-4.43431,NA,NA,NA,NA,-130.883,NA,NA,NA,NA,NA,NA
90422,3.89851,3.70337,-5,NA,NA,NA,NA,NA,-194.243,NA,NA,NA,NA,NA
90638,3.01049,3.37042,-4.52028,NA,NA,NA,NA,NA,-108.2,NA,NA,NA,NA,NA
90857,2.34491,2.75087,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.508
91021,0.468752,2.35916,-4.49086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-110.68
91395,1.56764,2.42641,-5,NA,NA,NA,NA,NA,-31.531,NA,NA,NA,NA,NA
91406,3.53004,2.12255,-5,NA,NA,NA,NA,NA,-82.93,NA,NA,NA,NA,NA
91679,3.41773,1.7255,-4.0634,NA,NA,NA,-74.866,NA,NA,NA,NA,NA,NA,NA
91869,4.56085,1.05179,-4.4284,NA,NA,NA,-177.848,NA,NA,NA,NA,NA,NA,NA
92176,3.72138,0.340367,-4.5017,NA,NA,NA,NA,-153.66,NA,NA,NA,NA,NA,NA
92252,5,0.95475,-5,NA,NA,NA,NA,-246.277,NA,NA,NA,NA,NA,NA
92566,4.2485,0.91985,-5,NA,NA,NA,NA,NA,-152.977,NA,NA,NA,NA,NA
92674,3.12143,1.16514,-5,-61.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92957,2.71793,2.59456,-5,-50.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93059,3.35297,2.09648,-4.2966,NA,NA,NA,NA,NA,-65.114,NA,NA,NA,NA,NA
93238,2.70086,1.2862,-4.50721,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.563,NA
93493,2.17485,2.16696,-4.08127,NA,NA,NA,NA,NA,-18.175,NA,NA,NA,NA,NA
93667,2.55182,1.58887,-5,NA,NA,NA,-35.165,NA,NA,NA,NA,NA,NA,NA
93992,1.12955,2.15462,-4.5636,NA,NA,NA,NA,NA,NA,NA,NA,NA,-45.198,NA
94023,2.80548,2.38827,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-90.323
94237,2.6578,2.15907,-5,NA,NA,NA,NA,NA,NA,NA,-122.866,NA,NA,NA
94461,1.94193,2.40344,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.128,NA
94727,1.61677,2.0437,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.705,NA
94897,0.830757,3.87995,-5,-132.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95085,1.26853,3.0022,-4.31363,NA,NA,NA,NA,NA,-49.794,NA,NA,NA,NA,NA
95283,1.88228,2.09901,-3.66261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.023
95477,0.672142,1.88502,-3.52074,NA,NA,NA,NA,NA,-54.386,NA,NA,NA,NA,NA
95799,1.12829,1.13883,-4.09248,NA,NA,NA,-49.288,NA,NA,NA,NA,NA,NA,NA
95986,1.65057,0.502817,-3.03406,NA,NA,NA,-127.943,NA,NA,NA,NA,NA,NA,NA
96147,1.9189,0.74229,-4.15605,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.211,NA
96307,1.20382,-0.279698,-4.85487,NA,NA,NA,NA,NA,NA,NA,NA,NA,-237.382,NA
96566,2.36073,1.75829,-5,NA,NA,NA,NA,NA,-29.942,NA,NA,NA,NA,NA
96720,1.92868,2.54672,-4.0736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.154
96805,1.43351,2.9803,-5,NA,NA,NA,NA,NA,NA,NA,-151.942,NA,NA,NA
97053,0.972513,3.8936,-4.33267,NA,NA,NA,NA,NA,NA,NA,NA,-247.218,NA,NA
97386,0.392281,2.75403,-4.5416,NA,NA,NA,NA,NA,NA,NA,-165.87,NA,NA,NA
97534,0.102353,1.43141,-4.75606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.505
97754,1.77337,1.74433,-4.34653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.751
97901,2.24856,1.46749,-4.93892,NA,NA,NA,NA,NA,NA,NA,-113.478,NA,NA,NA
98184,2.37326,1.27361,-5,NA,NA,NA,NA,NA,NA,NA,NA,-152.639,NA,NA
98307,2.62577,2.29897,-4.02215,NA,NA,NA,NA,NA,NA,NA,NA,-165.271,NA,NA
98467,2.23741,0.663906,-4.15923,NA,NA,NA,NA,NA,-50.883,NA,NA,NA,NA,NA
98605,0.915051,2.46001,-4.17718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.201
98862,0.309569,2.28125,-4.62453,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.366,NA
99015,2.17893,1.66814,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.065,NA
99268,1.73841,1.18249,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.973,NA
99478,0.574673,2.23124,-4.3369,NA,NA,NA,-51.13,NA,NA,NA,NA,NA,NA,NA
99680,0.838839,2.83566,-5,NA,NA,NA,NA,-85.352,NA,NA,NA,NA,NA,NA
99822,2.69867,2.78764,-5,NA,-104.845,NA,NA,NA,NA,NA,NA,NA,NA,NA
100180,1.65098,2.50299,-5,NA,NA,NA,NA,-45.694,NA,NA,NA,NA,NA,NA
100360,1.90352,3.39965,-3.97983,NA,NA,NA,NA,-94.472,NA,NA,NA,NA,NA,NA
100541,0.935056,2.64,-3.25674,NA,NA,NA,-78.232,NA,NA,NA,NA,NA,NA,NA
100642,0.208017,3.35524,-3.22675,NA,NA,NA,NA,NA,-148.783,NA,NA,NA,NA,NA
100981,-0.382566,3.63188,-2.90405,-254.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101178,0.309875,3.069,-4.79252,NA,NA,NA,NA,NA,-96.077,NA,NA,NA,NA,NA
101212,1.82156,3.1723,-4.27117,NA,NA,NA,NA,NA,-61.025,NA,NA,NA,NA,NA
101514,2.85772,0.645323,-4.00962,-72.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101707,3.69459,0.75057,-5,NA,NA,NA,NA,-131.373,NA,NA,NA,NA,NA,NA
101954,4.53803,1.2302,-5,NA,NA,NA,NA,-193.803,NA,NA,NA,NA,NA,NA
102196,3.43184,0.824081,-5,NA,NA,NA,NA,-108.699,NA,NA,NA,NA,NA,NA
102389,2.09102,2.15055,-5,NA,NA,NA,-26.694,NA,NA,NA,NA,NA,NA,NA
102584,2.1415,2.78341,-5,-43.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102657,2.28302,3.19007,-3.71419,-69.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102997,1.65867,3.97204,-4.15286,NA,NA,NA,NA,NA,-119.877,NA,NA,NA,NA,NA
103031,2.34534,4.13007,-2.83321,NA,NA,NA,NA,-220.229,NA,NA,NA,NA,NA,NA
103239,2.10468,2.61551,-4.78117,NA,NA,NA,NA,-60.069,NA,NA,NA,NA,NA,NA
103433,1.51701,1.14385,-5,NA,-79.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
103761,1.36967,1.43877,-5,NA,NA,NA,NA,-59.353,NA,NA,NA,NA,NA,NA
103837,3.06998,1.65412,-4.20032,NA,NA,NA,NA,NA,-48.639,NA,NA,NA,NA,NA
104144,2.37505,1.83616,-4.37193,-12.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104354,1.91438,1.00299,-4.6715,NA,NA,NA,NA,NA,NA,NA,-106.909,NA,NA,NA
104553,2.17023,1.08953,-5,NA,NA,NA,NA,NA,NA,NA,NA,-132.086,NA,NA
104766,2.07295,1.18121,-5,NA,NA,NA,NA,NA,NA,NA,NA,-150.037,NA,NA
104844,2.25368,0.63154,-4.81356,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA
105106,2.87008,1.29173,-4.21381,NA,NA,NA,NA,-58.649,NA,NA,NA,NA,NA,NA
