id,x0,x1,x2,fitness-1.5,fitness-3.5,fitness-4,fitness-5,fitness-4.5,fitness-2.5,fitness-1,fitness1,fitness-2,fitness0,fitness0.5,fitness4,fitness4.5,fitness2.5,fitness2,fitness3,fitness5,fitness-0.5,fitness1.5,fitness-3,fitness3.5
33295,-4.74369,0.602872,-0.888602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.915,NA
33569,-5,1.54452,-1.45984,NA,4.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33627,-3.36525,1.37329,-2.18431,NA,NA,NA,41.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33932,-3.97567,2.55475,-2.96627,NA,NA,NA,NA,-0.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34162,-5,3.8442,-2.94825,NA,NA,NA,87.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34373,-4.41275,4.03581,-3.1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.192,NA
34450,-4.12107,5,-2.86492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.328,NA
34615,-4.30285,2.84882,-4.01845,NA,NA,NA,NA,NA,25.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34849,-2.78312,2.46888,-4.7994,18.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35116,-4.16263,2.24737,-5,35.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35267,-3.26634,1.81758,-4.33074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.771,NA,NA,NA
35567,-4.75207,0.445654,-3.70933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA
35626,-4.17391,2.08184,-3.89956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.165,NA
35915,-4.38266,1.37566,-4.23792,NA,NA,-0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36163,-3.35997,2.20107,-4.57204,NA,11.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36353,-3.22604,1.71629,-3.66112,NA,NA,-3.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36437,-1.67842,0.646599,-4.7098,NA,NA,2.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36658,-1.94926,1.95247,-4.89363,NA,NA,NA,61.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36988,-1.39157,2.07565,-3.73219,NA,NA,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37066,0.00601496,1.25146,-3.36726,NA,NA,NA,-48.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37372,1.4688,1.27494,-3.09998,NA,NA,-5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37486,1.03731,1.75628,-2.86586,NA,NA,-2.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37728,1.30387,0.396027,-3.4458,NA,NA,NA,72.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37921,0.735653,2.17186,-3.97622,NA,NA,NA,54.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38085,1.12926,3.37229,-4.82795,NA,NA,NA,-14.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38227,0.854234,3.18848,-5,NA,NA,NA,91.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38418,-0.851489,3.63055,-5,NA,NA,NA,241.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38773,-1.01097,4.78592,-5,NA,NA,697.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38808,-1.15036,5,-4.52827,NA,NA,112.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39158,-1.5983,5,-3.18194,NA,NA,-379.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39245,-1.64581,4.67819,-4.07472,NA,338.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39532,-0.335145,5,-4.29541,NA,-51.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39767,-1.76766,5,-2.85385,NA,9.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39975,-1.85037,3.93257,-2.34778,NA,16.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40167,-2.58756,3.60425,-2.24329,NA,NA,-5.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40242,-3.10623,2.69803,-2.95507,NA,NA,NA,NA,-56.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40446,-2.82328,1.67249,-3.43035,NA,NA,NA,-19.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40695,-2.38926,0.46236,-4.08506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.258,NA
40841,-1.03621,0.716303,-4.08606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.706,NA
41164,-1.63561,1.04183,-5,NA,10.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41341,-1.04192,2.91969,-3.81749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.798,NA
41582,-2.88034,3.14695,-4.58808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.462,NA
41629,-1.57042,2.99587,-2.98534,25.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41964,-1.84803,0.749132,-2.20708,NA,NA,NA,NA,2.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42008,-2.85536,0.640466,-2.71606,NA,NA,NA,-7.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42218,-3.69715,0.516237,-3.91613,NA,NA,5.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42455,-2.94154,1.88172,-3.01057,NA,-74.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42610,-5,0.520834,-3.18319,NA,NA,NA,NA,NA,19.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42889,-3.54343,0.993068,-3.39861,NA,NA,NA,NA,NA,NA,NA,NA,32.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43072,-4.74717,2.18799,-2.59997,NA,NA,NA,NA,NA,NA,NA,NA,19.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43226,-4.95861,2.30134,-1.70014,NA,NA,NA,NA,NA,NA,105.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43445,-5,1.89774,-0.962147,NA,NA,NA,NA,NA,NA,NA,NA,258.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43766,-5,3.06416,-1.40363,NA,-84.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43821,-5,3.52072,-2.69806,NA,-0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44168,-4.01841,4.40043,-3.25587,NA,NA,-6.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44313,-4.06289,4.07474,-1.68882,NA,NA,51.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44525,-4.8341,5,-1.29359,NA,NA,NA,NA,NA,548.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44667,-5,5,-2.37473,NA,151.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44860,-3.78042,4.97962,-2.48462,NA,NA,NA,NA,NA,82.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45014,-3.84602,4.86748,-3.17887,NA,10.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45253,-3.6397,4.16152,-2.62068,252.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45429,-3.22806,5,-3.27369,NA,NA,NA,NA,NA,1.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45673,-3.4182,5,-3.61602,NA,NA,NA,NA,NA,20.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45981,-4.51305,5,-2.523,NA,NA,NA,NA,NA,NA,NA,NA,187.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46110,-5,4.54167,-1.84188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.109,NA
46364,-5,4.15124,-2.67422,NA,NA,NA,63.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46438,-4.96489,5,-0.897514,NA,NA,NA,1036.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46779,-5,5,-1.76899,NA,NA,NA,-10.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46948,-4.05411,3.96933,-0.431371,NA,NA,NA,NA,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47016,-2.61588,3.9628,0.0549345,NA,NA,NA,14.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47268,-1.72127,5,1.82881,NA,NA,171.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47424,-1.74117,3.35381,1.67412,NA,NA,NA,NA,13.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47696,-1.89765,2.47615,1.70836,NA,NA,NA,NA,-26.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47997,0.261545,3.66946,2.44618,NA,-2.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48128,1.40494,4.88742,2.33695,NA,NA,NA,NA,NA,NA,NA,NA,170.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48328,2.46254,5,1.01092,NA,NA,NA,NA,NA,NA,NA,NA,-88.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48461,2.79428,5,1.08609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA
48652,2.40092,3.76284,1.52769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.525,NA
48850,2.11929,3.29199,0.0296887,NA,NA,NA,NA,NA,NA,NA,NA,93.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49128,3.0175,1.17667,0.00247618,NA,NA,NA,NA,NA,-1.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49332,3.1925,0.593958,0.831804,NA,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49428,3.52859,0.314269,2.68397,NA,NA,NA,NA,NA,-1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49770,3.37602,-0.540916,1.69142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.78,NA
49912,4.48822,-0.665259,1.52048,NA,NA,NA,-27.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50126,3.28159,0.164984,0.806262,NA,NA,NA,48.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50238,3.71674,-0.955224,1.51983,NA,NA,NA,84.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50536,4.40403,-1.92231,0.899303,NA,NA,NA,107.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50714,4.23632,-0.857942,0.835533,NA,NA,NA,NA,NA,-152.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50838,2.87768,-1.81743,1.15022,-52.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51111,1.02597,-4.45749,1.84733,NA,NA,NA,NA,NA,NA,NA,NA,54.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51382,2.08465,-2.90119,1.88699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.87,NA,NA,NA
51460,2.31463,-3.42308,1.76978,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51714,1.8285,-1.67385,0.991053,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51801,0.475256,-0.727509,0.795258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.641,NA,NA,NA
52046,0.225177,-0.0143173,0.532669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.288,NA,NA,NA
52346,0.499351,-0.408079,-0.225504,NA,NA,NA,NA,NA,62.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52552,1.08691,0.364418,1.15243,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52617,2.56554,-1.38495,0.648136,NA,NA,NA,NA,NA,NA,NA,NA,10.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52944,1.90638,0.405705,2.7914,NA,NA,NA,NA,NA,NA,NA,NA,-112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53113,0.979098,-0.666416,3.36359,NA,NA,NA,NA,NA,NA,NA,NA,488.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53202,-0.437066,0.429927,3.69421,NA,NA,NA,NA,NA,-3.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53474,-0.383916,0.184394,4.49478,-69.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53623,-3.05506,-1.45392,4.43907,NA,NA,NA,NA,NA,NA,NA,NA,420.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53840,-2.96616,-2.64944,5,NA,NA,NA,NA,NA,NA,365.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54154,-4.41686,-3.00848,4.609,549.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54335,-5,-3.13105,3.57461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.068,NA
54529,-5,-2.29547,3.9076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.441,NA
54729,-4.89979,-2.36722,5,NA,NA,NA,NA,NA,61.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54869,-5,-2.64487,5,NA,NA,NA,NA,NA,204.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55068,-5,-2.42629,5,NA,196.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55224,-4.29808,-2.48004,2.38677,NA,20.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55453,-2.88053,-0.0266152,2.74448,NA,NA,-2.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55745,-3.97357,-1.06799,3.57814,NA,NA,NA,14.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55802,-3.99753,-1.53038,3.74504,NA,114.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56058,-4.55334,-3.2862,4.00705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.215,NA
56313,-5,-3.7546,4.23662,NA,1.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56527,-4.9815,-2.70787,3.18664,NA,NA,NA,NA,NA,NA,NA,NA,26.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56704,-5,-2.70056,3.24113,-63.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56921,-4.08624,-2.55756,2.85615,NA,NA,NA,NA,NA,64.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57027,-3.07511,-1.89737,4.5459,NA,NA,58.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57354,-2.88766,-2.17766,4.31605,NA,NA,-155.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57402,-2.00781,-3.42502,3.83818,NA,NA,NA,NA,NA,34.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57739,-2.238,-2.4768,2.54177,NA,NA,NA,NA,NA,NA,5.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57931,-1.20572,-2.86696,2.38718,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58031,-1.37695,-2.93267,2.04668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58287,-1.76953,-4.01281,1.83572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.926,NA,NA
58594,-0.929418,-4.66468,2.5537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.448,NA,NA,NA,NA,NA,NA
58699,-1.75658,-5,2.31178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.561,NA,NA,NA,NA,NA
58840,-2.19012,-5,2.68968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.292
59028,-0.784969,-4.91983,2.11899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
59381,0.0380575,-3.47815,0.497759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.292,NA,NA,NA,NA,NA,NA,NA,NA,NA
59494,-2.38297,-4.37309,2.03143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
59678,-0.723115,-5,-0.605412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.289,NA,NA,NA,NA,NA,NA,NA,NA
59922,-0.0161662,-4.44619,-0.648634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404.005,NA,NA,NA,NA
60004,-0.0818271,-4.82461,0.347143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.932,NA,NA,NA,NA,NA,NA,NA,NA
60366,-1.18705,-5,0.109815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.066,NA,NA,NA,NA
60465,-1.71756,-4.0035,-0.214583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.526,NA,NA,NA,NA
60605,-2.18146,-3.45057,-2.37999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.037,NA,NA,NA,NA
60989,-2.43711,-4.54177,-0.713836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.368,NA,NA,NA,NA
61116,-3.26706,-5,-1.13123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.512,NA,NA,NA,NA
61340,-3.57729,-5,-2.83829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.029
61475,-2.4334,-3.54123,-4.67387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
61788,-1.19978,-4.05957,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.19,NA,NA,NA,NA,NA,NA,NA
61944,-1.51508,-3.39165,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.618
62067,-0.484104,-3.67961,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
62392,0.298621,-1.85986,-4.97409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.379,NA,NA,NA,NA,NA,NA,NA,NA,NA
62493,0.212676,-1.03019,-3.47841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.208,NA,NA,NA,NA,NA
62670,-0.502715,-0.487593,-1.99284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.401
62884,0.489217,-0.712078,-1.04961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.967
63088,2.20089,0.165494,-1.19578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.82,NA,NA,NA,NA,NA
63335,3.09237,-0.596006,-0.0651403,NA,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63563,3.55071,0.405532,1.09115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63740,4.45292,1.05471,2.99906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA
63815,3.5951,2.2295,2.73437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.36,NA,NA
64040,2.87444,2.65213,2.60731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.389,NA,NA,NA,NA,NA,NA,NA
64275,2.96592,4.08662,1.96408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.409,NA,NA,NA,NA,NA
64518,2.75864,2.14072,2.55455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352,NA,NA
64730,2.46176,0.578802,1.60878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.366,NA,NA
64805,2.5894,0.0110599,2.68174,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65020,3.88776,0.977086,2.82513,NA,NA,NA,NA,NA,NA,148.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65279,2.82749,1.43612,3.02256,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65587,1.94654,1.13864,2.60814,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65768,1.24101,1.20366,1.42329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65933,1.56529,1.04124,1.01609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.293,NA,NA,NA
66165,1.12712,2.06644,2.15413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66369,1.60849,1.45396,1.90284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.677,NA,NA
