id,x0,x1,x2,fitness4,fitness3.5,fitness4.5,fitness6.5,fitness7.5,fitness8,fitness7,fitness9,fitness8.5,fitness9.5,fitness10,fitness10.5,fitness6,fitness5,fitness5.5,fitness2.5,fitness3,fitness2
37792,9.05906,4.86209,6.96162,NA,NA,NA,-0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37866,7.39439,6.18826,6.732,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38085,7.27707,7.38186,7.73525,NA,NA,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38262,8.28316,8.99339,7.63907,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38539,7.8806,9.31966,8.4251,NA,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38700,8.10882,9.32555,7.0719,NA,NA,NA,NA,NA,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38855,7.08903,9.75968,6.92608,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39198,7.02872,9.08458,6.93643,NA,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39248,7.44366,8.51861,6.39797,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39513,8.10338,8.11084,7.87888,NA,NA,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39797,7.06207,7.34017,7.82261,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39809,7.54936,6.39462,8.45619,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40032,8.49762,8.24782,8.24908,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40369,7.91733,8.34157,8.78783,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40508,9.19888,8.55796,8.95035,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40787,7.90787,8.84245,7.96027,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
40888,8.00182,7.64744,7.78944,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41001,7.2303,7.85964,8.34823,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41344,7.97793,7.79979,9.44231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352,NA,NA,NA,NA
41422,9.6032,8.34077,8.24389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA
41705,7.8936,8.79921,8.35667,NA,NA,0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41849,7.86015,7.69232,7.81175,NA,NA,NA,NA,0.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42150,6.72298,8.25849,7.5226,NA,NA,NA,NA,NA,NA,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42205,7.16272,7.35484,7.75889,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42591,6.66804,7.09473,7.1902,NA,NA,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42764,7.01351,5.90008,7.55026,NA,NA,NA,NA,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
42834,7.97414,7.73707,7.97148,NA,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43001,8.14548,9.2365,7.11477,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43350,7.45322,8.02441,6.31117,NA,NA,NA,NA,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43409,8.5974,8.50546,6.2654,NA,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43749,8.1855,9.88127,8.00544,NA,NA,NA,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43951,8.24433,7.69712,10.5,NA,NA,NA,NA,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA
44031,6.51723,7.89724,10.5,NA,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA
44231,8.6532,7.88247,10.5,NA,NA,NA,NA,NA,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44481,8.35694,7.44279,10.1053,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44640,7.79126,7.83079,9.72725,NA,NA,NA,NA,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44804,8.05765,9.11435,9.79421,NA,NA,NA,NA,NA,NA,NA,NA,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
45027,7.91356,9.31754,8.71467,NA,NA,NA,NA,NA,NA,NA,NA,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
45390,8.429,7.40267,8.43922,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45465,8.39975,6.96928,7.61108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349,NA,NA,NA,NA,NA,NA,NA
45677,7.53033,6.49576,9.84241,NA,NA,NA,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
45904,9.21585,6.50969,9.82999,NA,NA,NA,NA,NA,-0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46033,10.1277,7.49066,10.4991,NA,NA,NA,NA,-0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46228,10.1154,7.44902,10.5,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46510,8.98218,7.24085,9.86256,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46753,8.62902,8.15413,10.5,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46822,9.00459,7.67313,9.63948,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.065,NA,NA,NA,NA,NA,NA,NA,NA
47160,7.7743,9.0261,7.06408,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47356,7.33923,8.17541,6.35803,NA,NA,NA,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47519,8.15343,8.01953,6.06626,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47760,7.37988,7.89235,5.27842,NA,NA,NA,NA,NA,NA,NA,0.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47934,7.06211,7.48264,3.98492,NA,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
48146,7.69667,7.45504,3.79334,NA,NA,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48208,5.84955,6.84206,1.83742,NA,NA,NA,NA,NA,NA,-0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48566,6.61673,7.02943,3.75898,NA,NA,NA,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48795,8.74969,7.35953,2.43226,NA,NA,NA,NA,NA,NA,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48938,8.64147,7.09958,3.41543,NA,NA,NA,NA,0.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49008,8.71128,6.23685,3.38962,NA,NA,NA,NA,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49241,8.32906,4.94948,3.85086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA
49424,8.26585,5.14046,4.75943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.186,NA,NA,NA
49787,6.31288,5.17149,4.31999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.113,NA,NA,NA,NA
49864,5.9825,7.23766,5.41083,NA,NA,NA,-0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50155,6.79958,4.85004,6.66203,NA,NA,NA,NA,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50259,5.28475,4.98261,7.79891,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
50552,5.25102,4.68283,7.72958,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50725,4.64243,6.80777,7.92306,NA,NA,NA,NA,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA
50892,6.13642,7.07,8.21204,NA,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51066,6.41542,6.92448,8.44762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,NA,NA,NA
51310,7.32206,7.72478,9.31557,NA,NA,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA,NA,NA,NA
51423,8.6727,7.9604,9.09566,NA,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA
51678,8.09373,8.26616,7.7903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493,NA,NA,NA,NA,NA,NA,NA,NA
51806,7.74736,7.64808,9.25154,NA,NA,NA,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52194,8.08302,8.08519,8.49824,NA,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52400,9.00298,8.15724,7.46534,NA,NA,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA
52590,8.38939,6.82115,8.88229,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52654,7.44364,7.47519,8.80163,NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52996,7.26565,7.49612,7.93636,NA,NA,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53074,6.46543,7.87675,7.03041,NA,NA,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53396,7.47886,8.66847,7.3224,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53587,7.3239,7.2772,7.05985,NA,NA,NA,NA,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53787,7.87731,7.71789,10.0654,NA,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53936,7.22502,8.13694,8.29815,NA,NA,NA,NA,NA,NA,NA,NA,0.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
54065,6.3948,8.65681,7.60075,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54378,6.93882,8.21577,7.25968,NA,NA,NA,0.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54420,6.89996,7.99708,7.19677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428,NA,NA,NA,NA
54618,6.11232,7.15439,8.04015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102,NA,NA,NA,NA,NA
54803,6.96545,6.73298,7.11224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA
55179,7.42659,7.16686,8.04194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,NA,NA,NA,NA
55387,6.86634,5.80879,7.64898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.049,NA,NA,NA,NA
55563,6.2862,4.48568,7.95246,NA,NA,NA,NA,NA,NA,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55652,7.95532,3.34729,6.70956,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55832,7.52859,2.47006,7.37607,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56008,7.99333,3.84813,6.87124,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56323,7.31215,4.21989,7.91645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.469,NA,NA,NA
56584,6.75202,4.06955,7.74986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA
56777,6.9606,3.99208,8.49463,NA,NA,NA,NA,NA,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56845,7.94093,3.86937,9.14626,NA,NA,NA,NA,NA,NA,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57184,7.59369,3.89924,7.60999,NA,NA,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57294,7.85605,4.51312,7.63878,NA,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
57581,7.97162,4.64047,7.34458,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57605,8.08141,6.6018,7.7835,NA,NA,NA,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA
57877,4.21208,7.88584,8.10891,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58001,4.47385,8.57822,8.8115,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58244,4.21378,6.62871,7.42698,NA,NA,NA,NA,NA,NA,NA,NA,0.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
58588,4.64306,5.417,7.31468,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,NA,NA,NA,NA,NA,NA,NA,NA
58606,5.83761,5.47378,7.72609,NA,NA,NA,NA,NA,-0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58900,7.07417,4.14915,8.14968,NA,NA,NA,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA
59076,7.31987,4.05744,8.22444,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
59206,7.81595,3.97625,8.13207,NA,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59401,7.78567,4.16457,7.5866,NA,NA,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59601,8.70664,2.48209,6.81619,NA,NA,NA,NA,NA,NA,NA,NA,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA
59840,9.28754,2.23436,7.39451,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA,NA,NA,NA
60026,10.5,2.05326,8.25657,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029,NA,NA,NA,NA,NA,NA,NA,NA
60394,10.1966,3.47362,7.45477,NA,NA,NA,NA,NA,NA,0.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60578,8.78257,4.29985,7.58975,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60768,10.0776,2.79841,6.83764,NA,NA,NA,NA,NA,NA,-0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60829,8.55207,3.47222,6.88323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA
61196,8.15666,3.56748,7.70581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA
61260,8.43214,4.29711,7.09082,NA,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61490,7.70623,4.46265,7.26887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421,NA,NA,NA
61728,8.66158,2.55298,6.32793,NA,NA,NA,NA,NA,NA,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61805,10.5,4.21328,5.11536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.401,NA,NA,NA
62064,10.5,4.36337,6.4253,NA,NA,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62347,10.5,2.7898,7.47082,NA,NA,-0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62584,10.2026,2.23043,6.80674,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62647,10.5,2.22939,8.25843,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62842,8.00912,2.31709,9.71036,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63065,8.16056,4.28716,10.0375,NA,NA,NA,NA,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63283,6.89003,4.58824,8.87319,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63512,7.54714,4.19837,9.20355,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63790,6.00874,3.45343,7.51486,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63805,6.59893,2.7041,8.384,NA,NA,NA,NA,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64148,7.60521,4.39416,6.98421,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64349,7.19958,4.90845,6.55511,NA,NA,NA,NA,NA,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA
64508,6.85151,4.07165,7.06219,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64745,8.23066,5.06082,7.69913,NA,NA,NA,NA,NA,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64952,8.64186,4.07175,7.38795,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65132,9.21266,4.92469,7.04207,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65267,8.20664,4.88051,7.87926,NA,NA,NA,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
65434,8.54076,4.40868,7.94859,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65603,7.1648,4.15025,9.28083,NA,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65842,6.62874,4.88132,7.80455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA
66062,7.45024,5.67933,7.58081,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA,NA,NA
66325,6.90858,7.3696,7.72743,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66428,7.02524,9.03251,7.93147,NA,NA,NA,NA,NA,NA,NA,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA
66728,7.81094,8.82481,7.29804,NA,NA,NA,NA,NA,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66993,7.75952,7.34972,7.32971,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67092,8.80046,7.72989,6.53224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA
67283,8.09144,7.25398,6.98819,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67460,8.80028,8.59439,4.78892,NA,NA,NA,NA,NA,NA,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67788,7.73439,9.43731,4.89269,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67843,7.81074,7.9174,4.81772,NA,NA,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68049,8.27529,7.37454,5.20229,NA,NA,NA,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68378,8.0646,7.97289,6.30072,NA,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68598,7.9899,7.7567,4.67107,NA,NA,NA,NA,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA
68784,7.95463,7.72465,4.85123,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331,NA,NA,NA,NA,NA,NA,NA,NA
68924,8.62581,6.99704,4.70536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.126,NA,NA,NA,NA,NA,NA,NA
69192,8.03714,6.75106,4.37999,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69291,8.48661,8.15691,4.95201,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
69458,7.90206,7.73175,4.95342,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69710,7.90811,7.66596,5.08007,NA,NA,NA,NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA
69951,8.82496,8.06055,5.28736,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70011,9.3991,7.73547,6.29473,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70299,8.65319,9.2194,4.36248,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70448,7.74982,9.55359,4.91783,NA,NA,NA,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA
70615,8.34161,8.92351,7.03158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,NA,NA
70836,8.85957,7.95428,7.53193,NA,NA,NA,NA,NA,NA,NA,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71132,8.76811,6.90589,7.19524,NA,NA,NA,NA,NA,0.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71369,9.78105,6.03957,8.29788,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71534,10.5,6.56,6.19869,NA,NA,NA,NA,NA,-0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71605,9.28099,7.32976,6.74926,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA,NA,NA,NA
71909,7.76098,7.87462,7.73146,NA,NA,NA,NA,0.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72071,8.1641,6.77565,8.46217,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72327,6.73406,6.528,7.66236,NA,NA,NA,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72468,6.1983,7.13134,7.33829,NA,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72743,7.15867,7.23082,6.88753,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72982,7.33918,6.77984,8.30311,NA,NA,NA,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA,NA,NA
73082,6.68051,7.96212,8.21499,NA,NA,NA,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73233,7.00007,7.70772,8.53356,NA,NA,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73494,8.3623,5.48081,7.38569,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,NA,NA,NA,NA
73613,7.31205,3.27107,7.78202,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73989,6.83678,2.829,7.38734,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74171,7.17525,2.80023,7.46815,NA,NA,NA,NA,NA,NA,0.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74249,9.51264,2.64165,7.02769,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74466,9.73845,2.32793,7.76202,NA,NA,NA,NA,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74770,9.15491,1.06961,8.69668,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74828,9.93135,1.65574,8.46581,NA,NA,NA,NA,-0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75184,9.17781,1.23542,7.76968,NA,NA,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75215,7.95585,0.5,8.22261,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75454,8.04862,1.88198,7.41555,NA,NA,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
