id,x0,x1,x2,fitness-4.5,fitness-5,fitness-4,fitness-3,fitness-3.5,fitness-1.5,fitness-2.5,fitness-2
63438,-3.93601,4.15552,-3.50954,NA,NA,NA,NA,-204.192,NA,NA,NA
63610,-2.91239,4.47622,-4.09036,NA,NA,-101.5,NA,NA,NA,NA,NA
63829,-1.90581,2.89865,-4.02563,NA,-112.63,NA,NA,NA,NA,NA,NA
64047,-1.44971,3.47436,-4.60077,NA,-58.015,NA,NA,NA,NA,NA,NA
64347,-1.51326,3.10571,-4.95274,NA,-70.923,NA,NA,NA,NA,NA,NA
64562,-1.96206,5,-4.91085,-65.66,NA,NA,NA,NA,NA,NA,NA
64735,-3.29078,5,-5,NA,NA,NA,NA,-133.773,NA,NA,NA
64866,-3.40194,4.0488,-5,NA,-101.801,NA,NA,NA,NA,NA,NA
65088,-3.32959,3.73153,-5,NA,-92.914,NA,NA,NA,NA,NA,NA
65255,-2.28828,2.28333,-4.45795,-141.917,NA,NA,NA,NA,NA,NA,NA
65596,-1.42936,3.32844,-5,-19.494,NA,NA,NA,NA,NA,NA,NA
65688,-2.40069,4.07695,-5,-51.115,NA,NA,NA,NA,NA,NA,NA
65910,-2.94967,3.96612,-5,NA,-80.714,NA,NA,NA,NA,NA,NA
66001,-2.67192,5,-5,NA,-93.432,NA,NA,NA,NA,NA,NA
66344,-2.56401,4.79717,-5,NA,-74.485,NA,NA,NA,NA,NA,NA
66416,-3.38953,5,-4.95927,-120.55,NA,NA,NA,NA,NA,NA,NA
66697,-4.77078,5,-5,-257.674,NA,NA,NA,NA,NA,NA,NA
66809,-2.45322,5,-5,NA,NA,-81.855,NA,NA,NA,NA,NA
67181,-0.431343,4.08015,-5,NA,-124.007,NA,NA,NA,NA,NA,NA
67202,-1.46377,4.95826,-5,NA,NA,-78.692,NA,NA,NA,NA,NA
67460,-1.79231,5,-4.81425,NA,-72.679,NA,NA,NA,NA,NA,NA
67702,-2.46544,5,-4.90408,NA,-83.168,NA,NA,NA,NA,NA,NA
67868,-1.85343,5,-4.55624,NA,-80.363,NA,NA,NA,NA,NA,NA
68129,-2.04415,4.49402,-4.87719,NA,-57.119,NA,NA,NA,NA,NA,NA
68360,-1.78824,4.42572,-5,NA,-52.026,NA,NA,NA,NA,NA,NA
68586,-1.71698,4.80715,-4.17543,NA,-72.198,NA,NA,NA,NA,NA,NA
68769,-2.06819,3.52124,-5,NA,-57.478,NA,NA,NA,NA,NA,NA
68867,-2.10481,4.69236,-5,NA,NA,NA,NA,-103.013,NA,NA,NA
69172,-1.9295,3.54648,-4.65164,-27.578,NA,NA,NA,NA,NA,NA,NA
69338,-4.32703,4.1795,-5,NA,-182.727,NA,NA,NA,NA,NA,NA
69563,-3.53277,2.8346,-5,NA,NA,NA,NA,-160.198,NA,NA,NA
69784,-3.44742,3.94346,-5,NA,NA,-104.42,NA,NA,NA,NA,NA
69809,-3.10415,3.90653,-4.59157,-81.927,NA,NA,NA,NA,NA,NA,NA
70043,-3.21442,3.12135,-5,NA,-99.796,NA,NA,NA,NA,NA,NA
70267,-2.12368,3.4091,-4.96683,NA,-63.999,NA,NA,NA,NA,NA,NA
70525,-1.04543,4.11734,-5,NA,-58.946,NA,NA,NA,NA,NA,NA
70641,-0.923278,4.22269,-5,NA,-80.503,NA,NA,NA,NA,NA,NA
70834,-0.137575,5,-4.40045,NA,-155.737,NA,NA,NA,NA,NA,NA
71115,-0.0796075,5,-4.41753,NA,-165.756,NA,NA,NA,NA,NA,NA
71345,-0.728345,5,-4.7298,NA,-136.669,NA,NA,NA,NA,NA,NA
71503,-0.43851,4.10015,-4.35818,-129.411,NA,NA,NA,NA,NA,NA,NA
71607,-1.3814,3.91786,-2.87704,NA,-163.347,NA,NA,NA,NA,NA,NA
71968,-1.50121,4.61766,-2.89081,NA,-167.509,NA,NA,NA,NA,NA,NA
72107,-1.19295,4.30342,-3.52306,NA,-127.677,NA,NA,NA,NA,NA,NA
72373,-1.44711,4.68571,-3.61306,-111.121,NA,NA,NA,NA,NA,NA,NA
72562,-2.07964,3.50875,-5,NA,-58.504,NA,NA,NA,NA,NA,NA
72767,-3.20203,2.79469,-5,-117.784,NA,NA,NA,NA,NA,NA,NA
72873,-2.29265,3.53637,-5,NA,NA,NA,NA,-115.257,NA,NA,NA
73027,-2.89091,4.36869,-5,NA,NA,-79.325,NA,NA,NA,NA,NA
73390,-1.33838,5,-5,NA,NA,-84.199,NA,NA,NA,NA,NA
73480,-0.747337,5,-5,NA,-128.477,NA,NA,NA,NA,NA,NA
73708,-1.92879,4.91257,-4.9517,-71.302,NA,NA,NA,NA,NA,NA,NA
73915,-1.49679,4.07826,-4.93072,-19.431,NA,NA,NA,NA,NA,NA,NA
74052,-1.10394,3.39602,-4.72919,NA,-46.838,NA,NA,NA,NA,NA,NA
74315,-1.34208,5,-5,-75.954,NA,NA,NA,NA,NA,NA,NA
74406,-2.03266,5,-3.95048,NA,NA,NA,-136.092,NA,NA,NA,NA
74647,-1.87961,5,-5,-71.663,NA,NA,NA,NA,NA,NA,NA
74812,-2.33142,4.48459,-4.80195,NA,NA,-70.627,NA,NA,NA,NA,NA
75061,-1.44794,3.70598,-5,NA,-23.647,NA,NA,NA,NA,NA,NA
75388,-2.51002,2.98293,-5,NA,-79.389,NA,NA,NA,NA,NA,NA
75504,-2.78738,5,-5,-89.405,NA,NA,NA,NA,NA,NA,NA
75679,-3.02572,4.52054,-4.31205,NA,-94.153,NA,NA,NA,NA,NA,NA
75887,-3.07516,3.94236,-4.29804,NA,-88.21,NA,NA,NA,NA,NA,NA
76160,-3.13989,3.60012,-3.86865,NA,-111.744,NA,NA,NA,NA,NA,NA
76381,-1.87139,2.80263,-4.16099,NA,-118.845,NA,NA,NA,NA,NA,NA
76558,-3.50997,3.39433,-5,-112.076,NA,NA,NA,NA,NA,NA,NA
76754,-4.45005,3.45,-5,-188.181,NA,NA,NA,NA,NA,NA,NA
76844,-3.36605,4.00162,-3.60741,-131.216,NA,NA,NA,NA,NA,NA,NA
77086,-2.34676,3.30676,-3.6351,NA,-100.557,NA,NA,NA,NA,NA,NA
77313,-3.03268,5,-4.85832,NA,-104.147,NA,NA,NA,NA,NA,NA
77419,-3.139,4.62561,-4.78282,-93.217,NA,NA,NA,NA,NA,NA,NA
77683,-1.70958,4.10136,-5,NA,-40.331,NA,NA,NA,NA,NA,NA
77803,-1.6689,3.01858,-3.58292,NA,-166.977,NA,NA,NA,NA,NA,NA
78090,-1.35731,3.37052,-3.30676,NA,-103.073,NA,NA,NA,NA,NA,NA
78262,-1.30967,4.27574,-3.18238,NA,-116.16,NA,NA,NA,NA,NA,NA
78448,-1.40137,5,-4.35361,NA,-81.134,NA,NA,NA,NA,NA,NA
78687,-0.967899,5,-3.76655,NA,-128.089,NA,NA,NA,NA,NA,NA
78833,-0.236163,4.93944,-3.76758,NA,NA,-217.989,NA,NA,NA,NA,NA
79092,-2.24815,5,-5,NA,-76.683,NA,NA,NA,NA,NA,NA
79356,-1.34344,5,-5,NA,-93.743,NA,NA,NA,NA,NA,NA
79410,-1.76238,5,-3.92036,NA,-95.994,NA,NA,NA,NA,NA,NA
79644,-3.57731,3.29605,-5,NA,-114.349,NA,NA,NA,NA,NA,NA
79975,-2.61935,2.76972,-4.9527,-113.368,NA,NA,NA,NA,NA,NA,NA
80118,-1.20084,2.38421,-5,NA,-161.984,NA,NA,NA,NA,NA,NA
80353,-0.695224,4.12283,-4.85583,-85.351,NA,NA,NA,NA,NA,NA,NA
80499,-1.5321,3.54504,-5,-5.524,NA,NA,NA,NA,NA,NA,NA
80678,-1.62921,4.29824,-4.3775,NA,-62.423,NA,NA,NA,NA,NA,NA
80811,-2.28469,5,-5,-79.974,NA,NA,NA,NA,NA,NA,NA
81188,-2.52599,4.49069,-5,NA,NA,-75.533,NA,NA,NA,NA,NA
81372,-2.01691,5,-5,NA,-81.888,NA,NA,NA,NA,NA,NA
81432,-1.751,5,-4.40628,NA,NA,-87.233,NA,NA,NA,NA,NA
81718,-1.87531,4.99584,-3.65624,NA,-114.842,NA,NA,NA,NA,NA,NA
81870,-3.11353,5,-3.6622,-139.398,NA,NA,NA,NA,NA,NA,NA
82129,-2.44894,4.41773,-4.81135,NA,-62.108,NA,NA,NA,NA,NA,NA
82270,-2.752,3.08384,-4.10032,NA,-104.241,NA,NA,NA,NA,NA,NA
82565,-1.42605,3.78479,-5,NA,NA,NA,NA,-96.174,NA,NA,NA
82726,-1.09426,4.19712,-4.8741,-71.296,NA,NA,NA,NA,NA,NA,NA
82869,-0.87071,3.8909,-5,NA,-70.641,NA,NA,NA,NA,NA,NA
83053,-1.75015,5,-4.92491,NA,-70.597,NA,NA,NA,NA,NA,NA
83333,-1.58354,5,-5,NA,-77.336,NA,NA,NA,NA,NA,NA
83573,-0.678384,4.01585,-5,NA,-99.183,NA,NA,NA,NA,NA,NA
83717,-2.15052,3.21324,-5,NA,-67.013,NA,NA,NA,NA,NA,NA
83808,-1.03187,3.71442,-4.06403,NA,-103.397,NA,NA,NA,NA,NA,NA
84067,-1.43881,3.76507,-4.0274,NA,NA,NA,NA,-140.52,NA,NA,NA
84216,-2.31364,3.93309,-4.88347,NA,NA,NA,NA,-81.043,NA,NA,NA
84477,-2.31588,3.91274,-5,NA,NA,-53.035,NA,NA,NA,NA,NA
84687,-2.0494,3.44917,-5,NA,-65.137,NA,NA,NA,NA,NA,NA
84803,-2.03903,3.92716,-3.6197,NA,-83.781,NA,NA,NA,NA,NA,NA
85146,-2.17173,4.17308,-3.8599,NA,-82.615,NA,NA,NA,NA,NA,NA
85264,-3.60245,5,-3.66193,NA,-173.792,NA,NA,NA,NA,NA,NA
85403,-2.08106,5,-3.18154,NA,-138.233,NA,NA,NA,NA,NA,NA
85622,-3.20014,5,-4.19811,NA,-124.281,NA,NA,NA,NA,NA,NA
85877,-2.64186,4.95764,-2.68195,-198.163,NA,NA,NA,NA,NA,NA,NA
86064,-3.95966,2.96538,-3.10365,NA,-237.18,NA,NA,NA,NA,NA,NA
86315,-4.40829,2.94306,-3.49804,-241.259,NA,NA,NA,NA,NA,NA,NA
86547,-3.03106,3.03652,-4.33306,NA,NA,NA,NA,-112.26,NA,NA,NA
86769,-2.80071,3.89614,-4.71793,NA,-71.5,NA,NA,NA,NA,NA,NA
86952,-1.70069,3.49527,-5,NA,NA,-30.594,NA,NA,NA,NA,NA
87176,-1.4981,2.78372,-5,NA,NA,-113.085,NA,NA,NA,NA,NA
87358,-1.4491,4.09047,-5,-19.481,NA,NA,NA,NA,NA,NA,NA
87431,-1.04762,3.8363,-5,-21.902,NA,NA,NA,NA,NA,NA,NA
87659,-2.85251,3.91797,-5,NA,NA,NA,NA,-96.235,NA,NA,NA
87952,-2.49718,3.21346,-5,NA,NA,NA,NA,-103.924,NA,NA,NA
88084,-1.70273,3.26044,-4.84985,NA,NA,NA,NA,-169.492,NA,NA,NA
88250,-1.69376,3.11987,-4.97433,NA,NA,NA,NA,-131.111,NA,NA,NA
88476,-2.55683,4.28744,-4.87282,NA,NA,NA,NA,NA,NA,NA,-190.368
88663,-2.05653,4.55219,-5,NA,NA,NA,NA,-102.03,NA,NA,NA
88893,-2.52411,5,-5,NA,NA,NA,NA,NA,NA,-159.645,NA
89030,-3.2408,4.92799,-4.62795,NA,-116.71,NA,NA,NA,NA,NA,NA
89310,-4.68398,5,-4.40326,NA,-258.978,NA,NA,NA,NA,NA,NA
89474,-4.7866,5,-3.64387,NA,-298.842,NA,NA,NA,NA,NA,NA
89602,-2.20398,5,-5,NA,-75.166,NA,NA,NA,NA,NA,NA
89883,-0.83904,5,-5,NA,NA,NA,NA,-161.842,NA,NA,NA
90174,-2.96227,5,-5,NA,NA,NA,NA,-104.622,NA,NA,NA
90305,-2.66785,4.6929,-4.79806,NA,NA,-81.962,NA,NA,NA,NA,NA
90414,-2.21159,4.34241,-5,NA,NA,-55.559,NA,NA,NA,NA,NA
90749,-0.991837,5,-5,NA,NA,NA,-202.906,NA,NA,NA,NA
90905,-2.28176,5,-3.38389,-129.302,NA,NA,NA,NA,NA,NA,NA
91170,-1.07167,5,-3.06985,NA,-195.206,NA,NA,NA,NA,NA,NA
91354,-3.34459,3.97748,-3.61695,NA,-129.556,NA,NA,NA,NA,NA,NA
91467,-2.311,3.90105,-4.93878,NA,NA,-42.402,NA,NA,NA,NA,NA
91633,-3.6978,4.74245,-5,NA,-141.733,NA,NA,NA,NA,NA,NA
91912,-1.65286,3.33173,-4.85343,-29.226,NA,NA,NA,NA,NA,NA,NA
92178,-1.61649,4.38597,-5,NA,-49.009,NA,NA,NA,NA,NA,NA
92344,-2.36331,3.79733,-4.22454,NA,-52.044,NA,NA,NA,NA,NA,NA
92552,-2.53983,4.80501,-5,NA,-75.205,NA,NA,NA,NA,NA,NA
92761,-1.78657,5,-5,NA,NA,-80.19,NA,NA,NA,NA,NA
92837,-2.80487,5,-5,NA,-95.669,NA,NA,NA,NA,NA,NA
93026,-2.75316,5,-4.4761,NA,NA,-96.648,NA,NA,NA,NA,NA
93290,-4.32124,5,-5,-205.165,NA,NA,NA,NA,NA,NA,NA
93515,-1.41765,5,-4.38368,NA,-80.623,NA,NA,NA,NA,NA,NA
93766,-2.51186,4.5751,-4.67664,-68.404,NA,NA,NA,NA,NA,NA,NA
93938,-2.2484,4.95942,-3.88174,NA,NA,-104.903,NA,NA,NA,NA,NA
94080,-2.54924,3.76268,-4.2496,-60.633,NA,NA,NA,NA,NA,NA,NA
94339,-1.43745,4.81916,-5,NA,-66.381,NA,NA,NA,NA,NA,NA
94562,-1.68772,4.87554,-5,NA,-77.684,NA,NA,NA,NA,NA,NA
94702,-1.3609,4.05191,-5,-26.149,NA,NA,NA,NA,NA,NA,NA
94799,-2.11478,4.91785,-5,NA,-73.902,NA,NA,NA,NA,NA,NA
95192,-1.62921,4.41639,-4.37247,NA,-74.327,NA,NA,NA,NA,NA,NA
95238,-2.70954,4.20964,-4.62109,NA,-72.789,NA,NA,NA,NA,NA,NA
95418,-3.63891,3.91724,-5,NA,-121.657,NA,NA,NA,NA,NA,NA
95764,-2.77859,4.34846,-5,NA,-74.653,NA,NA,NA,NA,NA,NA
95906,-1.50631,5,-5,NA,-84.103,NA,NA,NA,NA,NA,NA
96154,-1.47515,5,-3.57324,NA,-130.017,NA,NA,NA,NA,NA,NA
96346,-1.98679,5,-5,NA,-81.722,NA,NA,NA,NA,NA,NA
96442,-1.98236,4.05042,-5,NA,-47.937,NA,NA,NA,NA,NA,NA
96695,-1.99285,4.52967,-5,NA,-55.507,NA,NA,NA,NA,NA,NA
96880,-1.39615,5,-5,NA,-92.304,NA,NA,NA,NA,NA,NA
97174,-1.83267,5,-5,NA,-75.892,NA,NA,NA,NA,NA,NA
97390,-1.65153,5,-3.31975,NA,-148.015,NA,NA,NA,NA,NA,NA
97400,-2.05256,3.84343,-3.67974,-88.326,NA,NA,NA,NA,NA,NA,NA
97715,-1.15515,3.2632,-4.24776,NA,-134.336,NA,NA,NA,NA,NA,NA
97955,-1.04745,4.18076,-3.71845,NA,-89.026,NA,NA,NA,NA,NA,NA
98119,-1.65809,5,-2.70823,-213.442,NA,NA,NA,NA,NA,NA,NA
98370,-1.23396,5,-3.56049,-141.176,NA,NA,NA,NA,NA,NA,NA
98479,-2.82728,4.11739,-4.14843,NA,NA,-82.49,NA,NA,NA,NA,NA
98718,-3.17831,3.73598,-4.84654,NA,-82.686,NA,NA,NA,NA,NA,NA
98874,-2.92494,4.47442,-5,NA,-82.132,NA,NA,NA,NA,NA,NA
99055,-1.78127,4.84585,-5,-62.126,NA,NA,NA,NA,NA,NA,NA
99295,-1.34451,4.52255,-5,NA,-62.868,NA,NA,NA,NA,NA,NA
99554,-3.18873,5,-4.10599,NA,-127.613,NA,NA,NA,NA,NA,NA
99689,-2.43892,5,-3.21284,NA,NA,-144.705,NA,NA,NA,NA,NA
99967,-3.3611,3.74355,-4.05584,NA,-114.238,NA,NA,NA,NA,NA,NA
100067,-4.22584,4.31238,-4.84186,NA,-172.965,NA,NA,NA,NA,NA,NA
100239,-2.58322,5,-5,-82.389,NA,NA,NA,NA,NA,NA,NA
100490,-1.56836,5,-5,NA,NA,NA,NA,-110.108,NA,NA,NA
100654,-1.29777,5,-5,-80.029,NA,NA,NA,NA,NA,NA,NA
100816,-2.67337,5,-5,NA,-93.468,NA,NA,NA,NA,NA,NA
101109,-3.89657,4.71591,-5,NA,-154.076,NA,NA,NA,NA,NA,NA
101286,-1.82288,5,-5,NA,-75.414,NA,NA,NA,NA,NA,NA
101587,-1.55488,5,-4.45734,NA,-87.391,NA,NA,NA,NA,NA,NA
101727,-1.80518,5,-3.85555,NA,-99.467,NA,NA,NA,NA,NA,NA
101907,-1.35185,4.75555,-4.62699,-76.746,NA,NA,NA,NA,NA,NA,NA
102061,-0.633146,5,-5,-125.486,NA,NA,NA,NA,NA,NA,NA
102201,-1.05238,3.33911,-4.5364,NA,-102.923,NA,NA,NA,NA,NA,NA
102510,-2.53521,3.05564,-5,-76.825,NA,NA,NA,NA,NA,NA,NA
102668,-1.99906,4.47204,-5,NA,-56.081,NA,NA,NA,NA,NA,NA
102913,-0.696759,3.8924,-4.4287,NA,-149.386,NA,NA,NA,NA,NA,NA
103162,-1.51642,3.3435,-4.96241,NA,-61.104,NA,NA,NA,NA,NA,NA
103340,-1.99701,4.40899,-4.38011,NA,-54.716,NA,NA,NA,NA,NA,NA
103547,-1.89571,3.21065,-4.72305,-41.624,NA,NA,NA,NA,NA,NA,NA
103756,-2.79735,3.62434,-5,NA,-68.628,NA,NA,NA,NA,NA,NA
103913,-3.20946,4.44573,-5,-89.637,NA,NA,NA,NA,NA,NA,NA
104156,-3.32744,4.06289,-5,NA,NA,-98.194,NA,NA,NA,NA,NA
104366,-3.28566,4.95879,-4.90442,-111.39,NA,NA,NA,NA,NA,NA,NA
104405,-2.46994,5,-4.87528,-79.933,NA,NA,NA,NA,NA,NA,NA
104609,-2.67372,4.16388,-5,NA,-73.083,NA,NA,NA,NA,NA,NA
104953,-2.9359,3.08757,-5,NA,-97.549,NA,NA,NA,NA,NA,NA
105015,-3.16993,3.39586,-4.52778,-97.452,NA,NA,NA,NA,NA,NA,NA
105225,-3.90329,3.10479,-4.20808,NA,-163.698,NA,NA,NA,NA,NA,NA
105459,-3.52716,3.56576,-5,NA,-110.838,NA,NA,NA,NA,NA,NA
105757,-3.5987,4.00718,-5,NA,-117.018,NA,NA,NA,NA,NA,NA
105873,-3.38215,4.25182,-3.51779,NA,-144.818,NA,NA,NA,NA,NA,NA
106114,-3.17486,3.78784,-4.35173,NA,-101.973,NA,NA,NA,NA,NA,NA
106298,-2.89109,2.43399,-5,NA,-112.541,NA,NA,NA,NA,NA,NA
106556,-2.97061,2.37011,-3.81826,NA,-141.146,NA,NA,NA,NA,NA,NA
106698,-2.49299,3.38734,-3.28084,NA,-129.986,NA,NA,NA,NA,NA,NA
106970,-1.68282,3.72733,-4.8929,-11.55,NA,NA,NA,NA,NA,NA,NA
107159,-1.41292,2.15508,-4.19821,NA,-260.199,NA,NA,NA,NA,NA,NA
107301,-2.06675,3.34734,-4.68297,-33.03,NA,NA,NA,NA,NA,NA,NA
107398,-1.65415,2.82567,-4.60874,NA,-106.69,NA,NA,NA,NA,NA,NA
107645,-2.09087,2.1618,-4.66732,NA,-140.307,NA,NA,NA,NA,NA,NA
107880,-0.963903,3.21598,-5,NA,-95.535,NA,NA,NA,NA,NA,NA
108120,-1.55856,2.44224,-5,NA,-133.454,NA,NA,NA,NA,NA,NA
108312,-1.02916,3.56196,-4.71955,-44.487,NA,NA,NA,NA,NA,NA,NA
108540,-2.42064,4.07745,-5,NA,NA,-57.792,NA,NA,NA,NA,NA
108674,-1.85065,3.51007,-5,NA,NA,-22.473,NA,NA,NA,NA,NA
108798,-2.75726,5,-5,NA,-94.976,NA,NA,NA,NA,NA,NA
109194,-1.59043,5,-5,NA,-76.814,NA,NA,NA,NA,NA,NA
109296,-3.00401,4.01715,-4.65491,NA,-81.629,NA,NA,NA,NA,NA,NA
109477,-2.00018,4.32516,-4.85114,NA,NA,-66.383,NA,NA,NA,NA,NA
109683,-3.33112,3.96322,-4.84419,NA,-91.702,NA,NA,NA,NA,NA,NA
109910,-3.75986,4.69946,-4.49463,NA,NA,-146.417,NA,NA,NA,NA,NA
110061,-2.37855,4.32315,-4.59352,NA,NA,-66.605,NA,NA,NA,NA,NA
110244,-1.65831,4.98228,-4.51818,NA,NA,-85.45,NA,NA,NA,NA,NA
110585,-1.15444,2.89688,-4.19919,NA,NA,NA,-286.586,NA,NA,NA,NA
110709,-2.1982,4.00319,-5,-39.671,NA,NA,NA,NA,NA,NA,NA
110869,-1.75332,4.45423,-4.13798,NA,-77.184,NA,NA,NA,NA,NA,NA
111002,-2.82465,2.45509,-3.58959,NA,-160.139,NA,NA,NA,NA,NA,NA
111351,-2.57378,2.08954,-3.81165,-206.879,NA,NA,NA,NA,NA,NA,NA
111400,-2.85547,3.82292,-5,-62.354,NA,NA,NA,NA,NA,NA,NA
111718,-2.19123,4.02397,-4.51384,NA,-55.836,NA,NA,NA,NA,NA,NA
111953,-3.01794,5,-4.96548,-101.864,NA,NA,NA,NA,NA,NA,NA
112024,-2.33227,4.23278,-5,NA,-47.428,NA,NA,NA,NA,NA,NA
112255,-2.03635,4.59307,-5,NA,-54.066,NA,NA,NA,NA,NA,NA
112429,-2.28346,5,-4.97936,-74.957,NA,NA,NA,NA,NA,NA,NA
112650,-1.19168,4.39309,-5,NA,NA,-69.661,NA,NA,NA,NA,NA
112975,-1.76375,4.97361,-4.16934,NA,-93.724,NA,NA,NA,NA,NA,NA
113078,-2.42848,4.74196,-5,-63.459,NA,NA,NA,NA,NA,NA,NA
113329,-2.64267,4.69668,-5,NA,-69.5,NA,NA,NA,NA,NA,NA
113494,-1.47668,4.90855,-4.42195,NA,-87.085,NA,NA,NA,NA,NA,NA
113599,-1.6,3.81953,-5,NA,-48.959,NA,NA,NA,NA,NA,NA
113977,-1.5227,4.44598,-3.09895,NA,-147.298,NA,NA,NA,NA,NA,NA
114001,-1.12887,5,-4.49879,NA,-106.567,NA,NA,NA,NA,NA,NA
114220,-2.16686,4.05859,-5,NA,-50.94,NA,NA,NA,NA,NA,NA
114454,-1.77725,4.4983,-5,-47.981,NA,NA,NA,NA,NA,NA,NA
114645,-1.42814,5,-4.06357,-108.098,NA,NA,NA,NA,NA,NA,NA
114809,-1.96717,5,-5,NA,-81.403,NA,NA,NA,NA,NA,NA
115080,-2.76156,4.50935,-4.71984,NA,-76.671,NA,NA,NA,NA,NA,NA
115393,-3.07468,4.22503,-5,NA,-82.799,NA,NA,NA,NA,NA,NA
115582,-3.20258,4.87866,-5,NA,-109.701,NA,NA,NA,NA,NA,NA
115720,-3.13966,5,-4.95608,NA,-112.243,NA,NA,NA,NA,NA,NA
115925,-2.97933,5,-5,NA,-100.271,NA,NA,NA,NA,NA,NA
116196,-2.93279,5,-5,-96.721,NA,NA,NA,NA,NA,NA,NA
116348,-2.6872,5,-4.48753,NA,-90.334,NA,NA,NA,NA,NA,NA
116570,-1.93409,5,-5,NA,-80.501,NA,NA,NA,NA,NA,NA
116685,-1.18141,5,-5,NA,-88.269,NA,NA,NA,NA,NA,NA
116887,-1.50237,5,-4.97252,NA,NA,-98.535,NA,NA,NA,NA,NA
117112,-1.79449,4.49791,-5,NA,NA,-55.989,NA,NA,NA,NA,NA
117274,-1.81705,5,-5,NA,NA,-84.566,NA,NA,NA,NA,NA
117589,-1.02557,5,-5,NA,NA,NA,NA,-121.099,NA,NA,NA
117627,-2.42777,5,-4.47053,NA,-85.307,NA,NA,NA,NA,NA,NA
117889,-1.71238,5,-4.24931,NA,-98.727,NA,NA,NA,NA,NA,NA
118032,-2.15939,4.74159,-5,NA,-66.909,NA,NA,NA,NA,NA,NA
118284,-0.887195,3.83751,-5,NA,-75.911,NA,NA,NA,NA,NA,NA
118540,-0.799538,2.97855,-5,NA,-97.944,NA,NA,NA,NA,NA,NA
118740,-1.6051,5,-4.57209,NA,-83.127,NA,NA,NA,NA,NA,NA
118948,-1.05902,5,-5,NA,NA,-104.163,NA,NA,NA,NA,NA
119190,-2.53394,5,-4.1974,NA,NA,NA,-159.028,NA,NA,NA,NA
119311,-2.45578,4.27469,-3.61967,NA,NA,-105.914,NA,NA,NA,NA,NA
119524,-3.95643,3.54637,-4.68558,NA,-148.27,NA,NA,NA,NA,NA,NA
119737,-2.74762,4.06984,-4.94401,NA,-69.754,NA,NA,NA,NA,NA,NA
119938,-2.75176,3.87766,-5,-65.068,NA,NA,NA,NA,NA,NA,NA
120186,-2.8777,4.03848,-5,-69.734,NA,NA,NA,NA,NA,NA,NA
120213,-2.90705,3.78205,-4.3614,NA,NA,-73.219,NA,NA,NA,NA,NA
120586,-2.3084,3.51321,-5,NA,NA,-55.505,NA,NA,NA,NA,NA
120619,-3.35415,3.48908,-5,NA,-104.269,NA,NA,NA,NA,NA,NA
120900,-3.26592,3.30199,-4.89991,NA,NA,-95.422,NA,NA,NA,NA,NA
121029,-3.64128,3.98378,-4.00495,NA,NA,-139.924,NA,NA,NA,NA,NA
121347,-3.18149,3.02146,-5,NA,NA,-107.607,NA,NA,NA,NA,NA
121490,-2.08226,3.50923,-5,-29.879,NA,NA,NA,NA,NA,NA,NA
121716,-3.9561,3.6516,-5,NA,-143.93,NA,NA,NA,NA,NA,NA
121960,-4.07175,3.56194,-5,NA,-156.489,NA,NA,NA,NA,NA,NA
122031,-3.25607,3.85291,-4.84356,-91.076,NA,NA,NA,NA,NA,NA,NA
122271,-2.25034,3.92073,-5,NA,-58.167,NA,NA,NA,NA,NA,NA
122592,-1.99149,5,-5,NA,-81.774,NA,NA,NA,NA,NA,NA
122741,-2.03194,5,-5,NA,-75.937,NA,NA,NA,NA,NA,NA
122869,-3.21798,5,-5,-108.649,NA,NA,NA,NA,NA,NA,NA
123114,-2.1079,4.92371,-5,NA,-74.269,NA,NA,NA,NA,NA,NA
123360,-2.1896,4.92612,-5,NA,-75.485,NA,NA,NA,NA,NA,NA
123525,-2.14255,5,-5,NA,-79.258,NA,NA,NA,NA,NA,NA
123666,-2.96307,3.02552,-4.9265,NA,NA,-88.659,NA,NA,NA,NA,NA
123866,-2.09659,4.00145,-4.15374,-62.533,NA,NA,NA,NA,NA,NA,NA
124064,-2.17373,4.06217,-4.13158,NA,-69.356,NA,NA,NA,NA,NA,NA
124208,-2.09582,4.34878,-4.1255,NA,-66.684,NA,NA,NA,NA,NA,NA
124534,-1.16018,4.82214,-3.60421,NA,NA,-159.395,NA,NA,NA,NA,NA
124775,-2.46116,5,-3.30163,NA,NA,NA,NA,-163.085,NA,NA,NA
124898,-2.19105,5,-3.79865,NA,NA,NA,-163.703,NA,NA,NA,NA
125108,-2.24183,5,-4.57076,-77.542,NA,NA,NA,NA,NA,NA,NA
125216,-2.52167,5,-5,NA,-83.621,NA,NA,NA,NA,NA,NA
125521,-3.10567,5,-5,NA,-108.466,NA,NA,NA,NA,NA,NA
125660,-2.98049,5,-5,NA,-101.771,NA,NA,NA,NA,NA,NA
125824,-2.242,5,-4.71518,NA,-76.236,NA,NA,NA,NA,NA,NA
126001,-2.40289,5,-4.57675,NA,-85.189,NA,NA,NA,NA,NA,NA
126250,-2.61615,5,-4.40206,NA,-89.984,NA,NA,NA,NA,NA,NA
126559,-1.46748,5,-5,NA,NA,-86.745,NA,NA,NA,NA,NA
126604,-2.23387,5,-4.96486,NA,NA,NA,NA,-110.392,NA,NA,NA
126847,-2.40123,4.59967,-4.49431,NA,-68.052,NA,NA,NA,NA,NA,NA
127158,-1.80317,5,-4.12924,-88.622,NA,NA,NA,NA,NA,NA,NA
