id,x0,x1,x2,fitness-4,fitness-5,fitness-3.5,fitness-4.5,fitness-3,fitness-2,fitness-1.5,fitness-2.5,fitness-1
59501,-3.66985,3.3301,-5,NA,-122.334,NA,NA,NA,NA,NA,NA,NA
59660,-4.62874,3.32456,-3.39169,NA,-265.485,NA,NA,NA,NA,NA,NA,NA
59875,-4.02654,3.76652,-5,NA,-150.346,NA,NA,NA,NA,NA,NA,NA
60063,-2.98752,4.34361,-4.70414,NA,-76.801,NA,NA,NA,NA,NA,NA,NA
60237,-3.16892,3.05802,-5,-107.325,NA,NA,NA,NA,NA,NA,NA,NA
60512,-3.57173,3.51346,-5,-115.155,NA,NA,NA,NA,NA,NA,NA,NA
60675,-3.3361,3.4072,-5,NA,-108.337,NA,NA,NA,NA,NA,NA,NA
60963,-1.67492,4.16608,-4.51741,NA,-59.595,NA,NA,NA,NA,NA,NA,NA
61132,0.0598074,5,-5,NA,NA,NA,-203.073,NA,NA,NA,NA,NA
61277,-1.03955,5,-5,NA,-89.577,NA,NA,NA,NA,NA,NA,NA
61599,-1.30983,5,-5,NA,-93.631,NA,NA,NA,NA,NA,NA,NA
61638,-2.04742,5,-3.70329,NA,-118.06,NA,NA,NA,NA,NA,NA,NA
61957,-3.49134,5,-4.3764,NA,-142.484,NA,NA,NA,NA,NA,NA,NA
62135,-3.40078,4.32583,-5,-103.392,NA,NA,NA,NA,NA,NA,NA,NA
62352,-3.61958,4.38467,-5,NA,-118.501,NA,NA,NA,NA,NA,NA,NA
62497,-2.43658,5,-4.66639,-86.471,NA,NA,NA,NA,NA,NA,NA,NA
62752,-2.58785,5,-5,NA,NA,-104.242,NA,NA,NA,NA,NA,NA
62943,-1.72866,5,-5,NA,-72.271,NA,NA,NA,NA,NA,NA,NA
63058,-3.00209,5,-5,NA,NA,NA,-100.024,NA,NA,NA,NA,NA
63259,-2.57243,5,-5,NA,NA,NA,-80.332,NA,NA,NA,NA,NA
63486,-1.94238,5,-4.78217,-90.928,NA,NA,NA,NA,NA,NA,NA,NA
63715,-1.31531,4.7187,-4.99569,NA,-61.824,NA,NA,NA,NA,NA,NA,NA
63994,-0.370596,5,-5,-165.821,NA,NA,NA,NA,NA,NA,NA,NA
64100,0.00174877,5,-4.8685,NA,NA,NA,-194.756,NA,NA,NA,NA,NA
64344,-0.132079,5,-5,-203.819,NA,NA,NA,NA,NA,NA,NA,NA
64536,-0.207974,3.76297,-5,-193.459,NA,NA,NA,NA,NA,NA,NA,NA
64770,0.0614932,3.53312,-4.80145,-278.351,NA,NA,NA,NA,NA,NA,NA,NA
64881,-0.227556,3.0793,-4.86107,NA,-187.569,NA,NA,NA,NA,NA,NA,NA
65114,-0.528071,2.8322,-4.80542,NA,-264.31,NA,NA,NA,NA,NA,NA,NA
65259,-1.78232,3.81926,-4.61231,NA,NA,NA,-17.509,NA,NA,NA,NA,NA
65528,-1.62204,4.70778,-5,NA,NA,NA,-51.564,NA,NA,NA,NA,NA
65680,-3.49075,5,-5,NA,-134.732,NA,NA,NA,NA,NA,NA,NA
65904,-2.91529,5,-5,NA,NA,NA,-98.048,NA,NA,NA,NA,NA
66014,-2.80462,3.83044,-5,NA,-71.305,NA,NA,NA,NA,NA,NA,NA
66335,-3.79848,3.4049,-4.74923,NA,-139.139,NA,NA,NA,NA,NA,NA,NA
66406,-2.32062,3.29991,-3.45853,NA,NA,NA,-120.455,NA,NA,NA,NA,NA
66769,-1.42103,4.23358,-4.66674,NA,-50.277,NA,NA,NA,NA,NA,NA,NA
66985,-1.45503,3.08112,-5,NA,-68.583,NA,NA,NA,NA,NA,NA,NA
67010,-1.39859,3.75479,-5,NA,-32.11,NA,NA,NA,NA,NA,NA,NA
67343,-0.630935,3.19768,-5,NA,-153.563,NA,NA,NA,NA,NA,NA,NA
67494,-2.82042,3.32229,-4.93189,NA,-76.203,NA,NA,NA,NA,NA,NA,NA
67616,-3.16354,3.54858,-5,NA,-91.419,NA,NA,NA,NA,NA,NA,NA
67955,-3.36994,3.11331,-4.4921,NA,-117.224,NA,NA,NA,NA,NA,NA,NA
68199,-2.39335,3.84571,-4.43325,NA,-51.864,NA,NA,NA,NA,NA,NA,NA
68279,-2.57501,5,-3.95537,NA,-108.83,NA,NA,NA,NA,NA,NA,NA
68467,-1.51347,5,-4.70237,NA,-84.973,NA,NA,NA,NA,NA,NA,NA
68703,-0.33079,4.61515,-5,NA,-164.489,NA,NA,NA,NA,NA,NA,NA
68865,0.331715,5,-4.898,NA,-237.194,NA,NA,NA,NA,NA,NA,NA
69173,-0.501299,4.22419,-4.94697,-127.714,NA,NA,NA,NA,NA,NA,NA,NA
69253,-1.17134,4.72651,-4.19099,NA,NA,NA,-107.621,NA,NA,NA,NA,NA
69592,-1.8392,5,-5,NA,-76.217,NA,NA,NA,NA,NA,NA,NA
69732,-2.44224,4.46534,-5,-62.265,NA,NA,NA,NA,NA,NA,NA,NA
69894,-2.26174,4.38257,-5,NA,-53.444,NA,NA,NA,NA,NA,NA,NA
70124,-0.986454,3.38113,-4.06469,-165.736,NA,NA,NA,NA,NA,NA,NA,NA
70334,-1.25882,5,-5,-94.986,NA,NA,NA,NA,NA,NA,NA,NA
70542,-1.83471,5,-3.5597,NA,-118.76,NA,NA,NA,NA,NA,NA,NA
70698,-0.451544,4.84171,-4.56979,NA,-142.514,NA,NA,NA,NA,NA,NA,NA
70828,-1.79564,3.95964,-5,NA,-45.271,NA,NA,NA,NA,NA,NA,NA
71066,-1.82665,1.84798,-4.23881,NA,-206.798,NA,NA,NA,NA,NA,NA,NA
71289,-3.89862,3.79587,-5,NA,-135.524,NA,NA,NA,NA,NA,NA,NA
71551,-3.16237,4.78072,-4.94656,NA,-101.853,NA,NA,NA,NA,NA,NA,NA
71762,-0.459751,5,-4.63239,NA,NA,NA,-157.102,NA,NA,NA,NA,NA
71855,-0.382425,5,-5,NA,NA,NA,-178.461,NA,NA,NA,NA,NA
72145,-1.03301,4.79049,-5,-139.054,NA,NA,NA,NA,NA,NA,NA,NA
72328,-0.224345,5,-5,NA,NA,NA,-163.762,NA,NA,NA,NA,NA
72452,-0.327706,4.94079,-5,NA,NA,-210.927,NA,NA,NA,NA,NA,NA
72709,-2.1139,5,-4.35441,NA,-79.841,NA,NA,NA,NA,NA,NA,NA
72906,-3.02127,5,-4.4141,-104.212,NA,NA,NA,NA,NA,NA,NA,NA
73162,-2.21684,3.65799,-3.51151,NA,-108.766,NA,NA,NA,NA,NA,NA,NA
73203,-0.402795,4.54888,-4.22985,NA,NA,NA,-166.119,NA,NA,NA,NA,NA
73519,-0.643877,4.29745,-5,NA,-127.414,NA,NA,NA,NA,NA,NA,NA
73772,-1.1623,3.72517,-5,NA,NA,NA,-15.729,NA,NA,NA,NA,NA
73984,-0.414482,3.43425,-5,NA,NA,-131.641,NA,NA,NA,NA,NA,NA
74192,-1.23272,3.48027,-5,-21.243,NA,NA,NA,NA,NA,NA,NA,NA
74391,-0.743383,5,-5,NA,NA,-164.111,NA,NA,NA,NA,NA,NA
74419,-1.43059,4.48962,-4.84486,NA,NA,NA,NA,NA,NA,NA,-177.274,NA
74723,-0.851352,5,-4.03127,NA,NA,NA,NA,NA,NA,NA,-249.772,NA
74892,-1.04189,5,-5,NA,NA,-107.614,NA,NA,NA,NA,NA,NA
75144,-1.53235,5,-5,NA,NA,NA,-79.301,NA,NA,NA,NA,NA
75361,-0.110047,5,-4.67275,NA,NA,NA,-184.213,NA,NA,NA,NA,NA
75587,-2.24152,4.78861,-5,-88.624,NA,NA,NA,NA,NA,NA,NA,NA
75601,-3.10818,5,-5,NA,NA,NA,-105.112,NA,NA,NA,NA,NA
75955,-2.46773,5,-4.8267,NA,-83.501,NA,NA,NA,NA,NA,NA,NA
76146,-3.15961,4.36386,-4.98249,NA,-94.187,NA,NA,NA,NA,NA,NA,NA
76346,-4.222,3.7651,-4.46484,NA,NA,NA,-169.477,NA,NA,NA,NA,NA
76549,-2.43851,4.14222,-5,NA,-56.03,NA,NA,NA,NA,NA,NA,NA
76631,-2.48535,4.80595,-5,NA,-76.542,NA,NA,NA,NA,NA,NA,NA
76854,-2.5223,4.97111,-5,NA,-85.238,NA,NA,NA,NA,NA,NA,NA
77101,-2.4201,4.74791,-5,NA,NA,NA,-62.87,NA,NA,NA,NA,NA
77202,-2.07252,5,-5,-88.137,NA,NA,NA,NA,NA,NA,NA,NA
77473,-2.31366,5,-5,NA,NA,NA,-82.007,NA,NA,NA,NA,NA
77736,-1.71476,4.70351,-4.66675,-97.664,NA,NA,NA,NA,NA,NA,NA,NA
77978,-2.16402,4.53253,-4.79341,NA,-61.05,NA,NA,NA,NA,NA,NA,NA
78101,-3.30491,3.64464,-4.36903,-103.859,NA,NA,NA,NA,NA,NA,NA,NA
78254,-2.97119,3.90774,-5,NA,-84.101,NA,NA,NA,NA,NA,NA,NA
78474,-3.30371,5,-4.78859,NA,-125.174,NA,NA,NA,NA,NA,NA,NA
78655,-2.76344,4.90473,-5,NA,-86.591,NA,NA,NA,NA,NA,NA,NA
78809,-1.55175,5,-5,NA,-79.974,NA,NA,NA,NA,NA,NA,NA
79022,-2.27454,4.46814,-4.59945,NA,-63.455,NA,NA,NA,NA,NA,NA,NA
79225,-2.47514,5,-5,NA,-84.154,NA,NA,NA,NA,NA,NA,NA
79574,-3.82714,5,-5,NA,-160.963,NA,NA,NA,NA,NA,NA,NA
79758,-3.42722,5,-5,NA,-131.054,NA,NA,NA,NA,NA,NA,NA
79982,-3.16298,5,-4.96008,NA,-115.045,NA,NA,NA,NA,NA,NA,NA
80028,-3.44855,4.75448,-4.70589,NA,-123.342,NA,NA,NA,NA,NA,NA,NA
80260,-2.6019,5,-5,NA,-91.092,NA,NA,NA,NA,NA,NA,NA
80595,-1.91006,4.75318,-3.96315,NA,-84.844,NA,NA,NA,NA,NA,NA,NA
80788,-0.685988,4.38134,-5,NA,NA,NA,-87.234,NA,NA,NA,NA,NA
80803,-2.01653,5,-4.55913,NA,-79.229,NA,NA,NA,NA,NA,NA,NA
81014,-2.05476,5,-5,NA,NA,NA,-68.208,NA,NA,NA,NA,NA
81302,-3.6442,5,-5,NA,-146.359,NA,NA,NA,NA,NA,NA,NA
81583,-2.5479,5,-4.88886,-81.173,NA,NA,NA,NA,NA,NA,NA,NA
81660,-2.21415,5,-5,NA,-77.228,NA,NA,NA,NA,NA,NA,NA
81864,-2.20383,5,-5,-78.05,NA,NA,NA,NA,NA,NA,NA,NA
82125,-2.37032,3.50298,-5,NA,-52.91,NA,NA,NA,NA,NA,NA,NA
82353,-1.84651,3.77986,-5,NA,-43.939,NA,NA,NA,NA,NA,NA,NA
82493,-1.83496,5,-4.65047,NA,NA,NA,-75.466,NA,NA,NA,NA,NA
82728,-3.11453,4.85472,-5,-103.326,NA,NA,NA,NA,NA,NA,NA,NA
82821,-3.45687,4.19435,-4.76875,NA,NA,-112.149,NA,NA,NA,NA,NA,NA
83050,-3.42934,4.67191,-5,-114.004,NA,NA,NA,NA,NA,NA,NA,NA
83343,-2.71736,4.53568,-5,-75.03,NA,NA,NA,NA,NA,NA,NA,NA
83581,-2.01095,3.86731,-4.11248,NA,NA,NA,-52.127,NA,NA,NA,NA,NA
83641,-3.80756,3.47846,-4.75729,NA,NA,NA,-127.443,NA,NA,NA,NA,NA
83959,-2.89276,3.71356,-5,NA,NA,-102.096,NA,NA,NA,NA,NA,NA
84093,-2.0738,4.32035,-5,-41.623,NA,NA,NA,NA,NA,NA,NA,NA
84382,-2.71009,5,-5,NA,-94.243,NA,NA,NA,NA,NA,NA,NA
84431,-1.95817,4.93869,-5,NA,NA,NA,-69.202,NA,NA,NA,NA,NA
84711,-1.25082,5,-5,-101.937,NA,NA,NA,NA,NA,NA,NA,NA
84993,-1.91164,4.84146,-3.92928,NA,NA,NA,-92.82,NA,NA,NA,NA,NA
85140,-0.663698,3.9258,-4.99705,NA,-90.545,NA,NA,NA,NA,NA,NA,NA
85291,-0.449451,4.3984,-5,-148.094,NA,NA,NA,NA,NA,NA,NA,NA
85412,-2.1932,3.38739,-4.97775,-51.888,NA,NA,NA,NA,NA,NA,NA,NA
85708,-2.447,2.56828,-4.06743,-152.542,NA,NA,NA,NA,NA,NA,NA,NA
85866,-2.20679,3.84487,-4.42241,-56.373,NA,NA,NA,NA,NA,NA,NA,NA
86169,-2.12175,4.79546,-5,NA,NA,NA,-64.758,NA,NA,NA,NA,NA
86339,-1.36044,5,-5,NA,-93.497,NA,NA,NA,NA,NA,NA,NA
86421,-1.4087,3.50178,-5,NA,-61.631,NA,NA,NA,NA,NA,NA,NA
86615,-1.95962,4.01689,-4.50972,NA,-53.064,NA,NA,NA,NA,NA,NA,NA
86862,-1.56722,3.54313,-4.6096,NA,-49.771,NA,NA,NA,NA,NA,NA,NA
87065,-0.443244,4.31361,-4.42473,NA,NA,NA,-91.567,NA,NA,NA,NA,NA
87342,-1.13869,3.44336,-4.71226,NA,-53.359,NA,NA,NA,NA,NA,NA,NA
87410,-1.05793,5,-5,NA,-88.707,NA,NA,NA,NA,NA,NA,NA
87726,-1.78642,3.50055,-5,NA,-31.222,NA,NA,NA,NA,NA,NA,NA
87827,-1.21635,3.07597,-5,-78.001,NA,NA,NA,NA,NA,NA,NA,NA
88110,-1.55009,4.28692,-5,NA,NA,NA,-35.96,NA,NA,NA,NA,NA
88248,-1.6804,5,-5,NA,-72.451,NA,NA,NA,NA,NA,NA,NA
88569,-1.13041,4.68454,-5,NA,-100.21,NA,NA,NA,NA,NA,NA,NA
88749,-2.40265,5,-5,NA,-80.01,NA,NA,NA,NA,NA,NA,NA
88810,-2.03193,5,-5,-90.295,NA,NA,NA,NA,NA,NA,NA,NA
89081,-0.600098,5,-4.08432,-171.541,NA,NA,NA,NA,NA,NA,NA,NA
89354,-1.11328,4.34913,-4.96609,-70.95,NA,NA,NA,NA,NA,NA,NA,NA
89454,-2.867,4.91063,-3.61215,NA,NA,NA,-125.361,NA,NA,NA,NA,NA
89673,-1.00246,5,-4.57118,NA,-106.691,NA,NA,NA,NA,NA,NA,NA
89868,-2.25436,5,-4.32135,NA,-91.754,NA,NA,NA,NA,NA,NA,NA
90154,-1.9231,4.38605,-3.31593,NA,-110.421,NA,NA,NA,NA,NA,NA,NA
90285,-1.3805,5,-3.743,NA,-133.83,NA,NA,NA,NA,NA,NA,NA
90578,-2.55303,5,-5,NA,-88.734,NA,NA,NA,NA,NA,NA,NA
90748,-1.3609,3.45962,-5,NA,-70.381,NA,NA,NA,NA,NA,NA,NA
90921,-2.17212,5,-3.9457,NA,-99.331,NA,NA,NA,NA,NA,NA,NA
91102,-3.01709,3.67725,-4.99906,NA,-85.028,NA,NA,NA,NA,NA,NA,NA
91298,-2.39393,3.19943,-4.37925,NA,NA,NA,-77.003,NA,NA,NA,NA,NA
91466,-1.09622,3.04481,-4.07185,-161.681,NA,NA,NA,NA,NA,NA,NA,NA
91724,-1.88275,3.34798,-5,NA,-58.921,NA,NA,NA,NA,NA,NA,NA
91977,-2.50017,1.99812,-3.33185,NA,-228.97,NA,NA,NA,NA,NA,NA,NA
92052,-2.99694,2.97543,-3.72545,NA,-151.014,NA,NA,NA,NA,NA,NA,NA
92343,-3.37425,4.40522,-4.49539,NA,-108.537,NA,NA,NA,NA,NA,NA,NA
92590,-2.31784,3.03745,-5,NA,-91.445,NA,NA,NA,NA,NA,NA,NA
92700,-2.09782,2.96335,-4.59844,NA,-81.83,NA,NA,NA,NA,NA,NA,NA
92950,-1.43265,2.44075,-3.8742,NA,-251.835,NA,NA,NA,NA,NA,NA,NA
93002,-0.789826,3.22503,-5,NA,-148.196,NA,NA,NA,NA,NA,NA,NA
93298,-0.992319,4.67883,-5,NA,-107.816,NA,NA,NA,NA,NA,NA,NA
93511,-0.801754,4.00944,-5,-85.038,NA,NA,NA,NA,NA,NA,NA,NA
93640,-1.07823,4.92311,-4.81303,NA,-96.469,NA,NA,NA,NA,NA,NA,NA
93992,-1.54175,5,-5,NA,-80.863,NA,NA,NA,NA,NA,NA,NA
94142,-1.30373,3.88435,-4.50525,NA,-66.751,NA,NA,NA,NA,NA,NA,NA
94398,-1.24921,3.99831,-4.82942,NA,NA,NA,-30.701,NA,NA,NA,NA,NA
94510,-1.18186,3.32656,-3.84452,NA,-107.452,NA,NA,NA,NA,NA,NA,NA
94697,-1.06236,2.67571,-4.80598,NA,-135.38,NA,NA,NA,NA,NA,NA,NA
94935,-1.75569,3.14102,-5,NA,NA,NA,NA,-176.893,NA,NA,NA,NA
95090,-1.2697,4.30755,-5,NA,NA,NA,NA,-117.022,NA,NA,NA,NA
95304,-1.72707,4.7506,-5,NA,NA,NA,NA,NA,NA,NA,-180.766,NA
95559,-1.31222,4.6344,-5,NA,NA,NA,-67.777,NA,NA,NA,NA,NA
95761,-2.59829,5,-5,NA,NA,-102.027,NA,NA,NA,NA,NA,NA
95972,-2.26979,5,-5,NA,-76.399,NA,NA,NA,NA,NA,NA,NA
96035,-3.05083,3.21983,-5,NA,-89.334,NA,NA,NA,NA,NA,NA,NA
96258,-3.3833,3.1022,-5,NA,-112.129,NA,NA,NA,NA,NA,NA,NA
96420,-2.79299,3.66319,-5,NA,-71.366,NA,NA,NA,NA,NA,NA,NA
96743,-1.90101,3.04066,-5,NA,-66.779,NA,NA,NA,NA,NA,NA,NA
96808,-3.07303,3.94738,-5,NA,-84.381,NA,NA,NA,NA,NA,NA,NA
97176,-3.8195,3.83872,-4.49704,NA,-134.879,NA,NA,NA,NA,NA,NA,NA
97246,-2.5463,4.371,-4.39682,-73.82,NA,NA,NA,NA,NA,NA,NA,NA
97512,-1.8951,5,-4.32727,NA,NA,-94.642,NA,NA,NA,NA,NA,NA
97754,-1.05521,4.43586,-4.5788,NA,NA,NA,NA,-178.049,NA,NA,NA,NA
97821,-3.47457,4.54081,-5,NA,NA,-136.119,NA,NA,NA,NA,NA,NA
98027,-4.59881,3.63266,-5,NA,NA,-229.931,NA,NA,NA,NA,NA,NA
98379,-3.55807,2.15152,-4.27667,NA,-171.805,NA,NA,NA,NA,NA,NA,NA
98523,-2.6542,4.42066,-3.89533,NA,-97.779,NA,NA,NA,NA,NA,NA,NA
98782,-3.40579,3.96823,-5,NA,-101.611,NA,NA,NA,NA,NA,NA,NA
98962,-2.88541,4.554,-5,NA,NA,NA,-75.552,NA,NA,NA,NA,NA
99183,-3.24539,5,-5,NA,-120.772,NA,NA,NA,NA,NA,NA,NA
99394,-1.98105,3.6969,-5,NA,-38.148,NA,NA,NA,NA,NA,NA,NA
99460,-1.16011,1.92916,-4.71836,NA,NA,-307.633,NA,NA,NA,NA,NA,NA
99794,-4.37963,2.91941,-5,NA,NA,-207.964,NA,NA,NA,NA,NA,NA
99922,-3.35492,3.71398,-5,NA,NA,NA,-95.128,NA,NA,NA,NA,NA
100149,-3.06854,4.24702,-4.06046,NA,NA,NA,-95.282,NA,NA,NA,NA,NA
100213,-1.68069,4.17489,-5,NA,-37.227,NA,NA,NA,NA,NA,NA,NA
100420,-2.29024,3.37268,-5,NA,-47.98,NA,NA,NA,NA,NA,NA,NA
100733,-2.11887,3.58954,-4.28816,NA,-64.964,NA,NA,NA,NA,NA,NA,NA
100984,-0.981513,3.46478,-4.55581,NA,-96.355,NA,NA,NA,NA,NA,NA,NA
101111,-1.87135,5,-5,NA,-74.853,NA,NA,NA,NA,NA,NA,NA
101251,-2.82807,4.50283,-5,NA,-79.235,NA,NA,NA,NA,NA,NA,NA
101489,-1.819,5,-5,NA,-75.228,NA,NA,NA,NA,NA,NA,NA
101635,-2.78563,5,-3.23252,NA,-154.911,NA,NA,NA,NA,NA,NA,NA
101815,-2.59529,5,-2.15565,NA,-267.25,NA,NA,NA,NA,NA,NA,NA
102073,-2.28149,5,-4.19232,NA,-96.348,NA,NA,NA,NA,NA,NA,NA
102327,-1.77743,4.41191,-4.74086,NA,NA,NA,-49.478,NA,NA,NA,NA,NA
102401,-1.69735,4.06058,-4.43756,NA,-56.587,NA,NA,NA,NA,NA,NA,NA
102641,-2.97646,3.34393,-4.42634,NA,-99.842,NA,NA,NA,NA,NA,NA,NA
102973,-1.7805,3.14289,-5,NA,NA,-127.5,NA,NA,NA,NA,NA,NA
103068,-2.16767,3.71558,-5,NA,NA,NA,-37.87,NA,NA,NA,NA,NA
103199,-3.43099,4.91229,-5,NA,-127.273,NA,NA,NA,NA,NA,NA,NA
103547,-3.84031,3.22222,-5,NA,-144.686,NA,NA,NA,NA,NA,NA,NA
103789,-4.5255,4.85152,-4.38952,-231.842,NA,NA,NA,NA,NA,NA,NA,NA
103891,-3.44273,4.18636,-4.81781,NA,NA,NA,-101.85,NA,NA,NA,NA,NA
104195,-1.9699,4.80194,-5,NA,NA,NA,NA,-145.572,NA,NA,NA,NA
104344,-2.05812,4.79251,-5,NA,NA,-120.618,NA,NA,NA,NA,NA,NA
104448,-3.40688,4.16866,-5,NA,NA,NA,-97.498,NA,NA,NA,NA,NA
104709,-3.20322,3.67732,-5,NA,NA,-95.248,NA,NA,NA,NA,NA,NA
104890,-2.63142,4.96234,-4.65702,NA,-89.856,NA,NA,NA,NA,NA,NA,NA
105017,-3.04336,5,-5,NA,-105.871,NA,NA,NA,NA,NA,NA,NA
105258,-3.05527,4.78986,-4.62949,NA,-101.338,NA,NA,NA,NA,NA,NA,NA
105478,-3.199,4.23231,-5,NA,-96.357,NA,NA,NA,NA,NA,NA,NA
105670,-2.36351,3.93887,-5,NA,-61.927,NA,NA,NA,NA,NA,NA,NA
105803,-2.94425,5,-5,NA,-99.846,NA,NA,NA,NA,NA,NA,NA
106024,-3.00212,5,-4.50425,NA,NA,NA,-101.701,NA,NA,NA,NA,NA
106214,-1.45792,4.05056,-5,NA,-48.357,NA,NA,NA,NA,NA,NA,NA
106514,-1.88869,4.22886,-5,NA,-53.38,NA,NA,NA,NA,NA,NA,NA
106601,-2.32797,4.54579,-4.58098,NA,NA,NA,-63.171,NA,NA,NA,NA,NA
106882,-2.10251,5,-5,NA,-80.484,NA,NA,NA,NA,NA,NA,NA
107018,-3.77372,5,-4.30702,NA,NA,NA,-158.896,NA,NA,NA,NA,NA
107303,-4.24676,4.80735,-5,NA,-196.016,NA,NA,NA,NA,NA,NA,NA
107527,-4.59424,5,-5,NA,-243.992,NA,NA,NA,NA,NA,NA,NA
107631,-4.62795,5,-5,NA,-247.942,NA,NA,NA,NA,NA,NA,NA
107917,-2.11308,3.05474,-5,NA,NA,NA,NA,NA,NA,NA,-188.269,NA
108090,-3.39288,3.93367,-5,NA,NA,NA,NA,NA,-251.37,NA,NA,NA
108310,-1.99148,4.22559,-4.22754,-60.792,NA,NA,NA,NA,NA,NA,NA,NA
108531,-2.59797,5,-5,NA,NA,NA,-79.454,NA,NA,NA,NA,NA
108603,-1.64686,5,-3.56874,NA,-117.522,NA,NA,NA,NA,NA,NA,NA
108842,-2.58525,4.49545,-3.81962,NA,-95.48,NA,NA,NA,NA,NA,NA,NA
109116,-0.996085,4.3442,-5,NA,-65.22,NA,NA,NA,NA,NA,NA,NA
109327,-0.583507,4.58812,-5,NA,-125.559,NA,NA,NA,NA,NA,NA,NA
109404,-1.98295,5,-5,NA,-81.673,NA,NA,NA,NA,NA,NA,NA
109771,-1.18939,4.0304,-4.37737,NA,-72.727,NA,NA,NA,NA,NA,NA,NA
109904,-2.00775,4.09943,-5,NA,-53.013,NA,NA,NA,NA,NA,NA,NA
110111,-1.45973,4.69373,-3.88843,NA,-87.798,NA,NA,NA,NA,NA,NA,NA
110264,-1.48163,5,-4.7681,NA,-88.657,NA,NA,NA,NA,NA,NA,NA
110525,-0.9459,4.90673,-4.75426,NA,-101.903,NA,NA,NA,NA,NA,NA,NA
110611,-1.9137,5,-5,-84.162,NA,NA,NA,NA,NA,NA,NA,NA
110913,-1.49574,5,-4.13451,-109.777,NA,NA,NA,NA,NA,NA,NA,NA
111030,-0.623725,3.94393,-4.43692,-132.659,NA,NA,NA,NA,NA,NA,NA,NA
111311,-1.51933,4.27977,-5,NA,-56.176,NA,NA,NA,NA,NA,NA,NA
111584,-1.8053,4.75125,-5,-61.495,NA,NA,NA,NA,NA,NA,NA,NA
111793,-2.11343,4.48032,-5,NA,-58.873,NA,NA,NA,NA,NA,NA,NA
111997,-2.85225,4.79969,-5,NA,NA,NA,-81.054,NA,NA,NA,NA,NA
112125,-1.96277,4.40073,-5,NA,NA,NA,-43.855,NA,NA,NA,NA,NA
112389,-2.43132,4.72162,-5,NA,-74.479,NA,NA,NA,NA,NA,NA,NA
112445,-1.75484,5,-4.54027,NA,-83.229,NA,NA,NA,NA,NA,NA,NA
112732,-1.45375,5,-4.84246,NA,-91.976,NA,NA,NA,NA,NA,NA,NA
112992,-2.89356,5,-4.82872,NA,NA,NA,-97.708,NA,NA,NA,NA,NA
113152,-2.37748,5,-5,NA,NA,-110.973,NA,NA,NA,NA,NA,NA
113214,-1.44914,5,-5,NA,-89.009,NA,NA,NA,NA,NA,NA,NA
113490,-2.19172,5,-5,NA,-77.773,NA,NA,NA,NA,NA,NA,NA
113701,-2.82457,5,-5,NA,-96.01,NA,NA,NA,NA,NA,NA,NA
113859,-1.69303,5,-4.73794,NA,NA,NA,-81.835,NA,NA,NA,NA,NA
114138,-2.41973,4.57555,-4.93283,NA,-71.132,NA,NA,NA,NA,NA,NA,NA
114288,-2.79191,3.02345,-4.47387,NA,NA,NA,-93.68,NA,NA,NA,NA,NA
114584,-1.7988,2.74997,-5,NA,NA,-144.465,NA,NA,NA,NA,NA,NA
114685,-0.75861,4.43042,-5,-109.865,NA,NA,NA,NA,NA,NA,NA,NA
114972,-1.37103,5,-4.30476,-94.46,NA,NA,NA,NA,NA,NA,NA,NA
115072,-1.455,4.54244,-4.29315,NA,-86.079,NA,NA,NA,NA,NA,NA,NA
115338,-1.69586,4.97312,-4.26234,NA,-94.4,NA,NA,NA,NA,NA,NA,NA
115403,-0.707891,5,-3.58659,NA,-179.076,NA,NA,NA,NA,NA,NA,NA
115701,-3.0827,5,-4.32433,NA,NA,NA,-109.46,NA,NA,NA,NA,NA
115946,-3.14656,5,-5,NA,-113.687,NA,NA,NA,NA,NA,NA,NA
116000,-3.60329,3.82886,-5,NA,-115.19,NA,NA,NA,NA,NA,NA,NA
116274,-2.21807,3.12484,-5,-79.58,NA,NA,NA,NA,NA,NA,NA,NA
116559,-0.894437,1.42,-5,NA,NA,NA,NA,-452.978,NA,NA,NA,NA
116751,-1.6301,2.79479,-5,NA,NA,-165.712,NA,NA,NA,NA,NA,NA
116932,-1.71828,2.85955,-4.95457,NA,NA,NA,NA,NA,NA,NA,-286.252,NA
117080,-1.74514,3.74275,-5,NA,NA,-74.625,NA,NA,NA,NA,NA,NA
117276,-1.94863,3.59713,-5,NA,NA,NA,-34.185,NA,NA,NA,NA,NA
117555,-1.53293,3.41867,-4.47725,NA,-60.632,NA,NA,NA,NA,NA,NA,NA
117633,-1.38344,3.20104,-5,NA,-80,NA,NA,NA,NA,NA,NA,NA
117912,-3.11585,4.32084,-5,NA,NA,NA,-84.388,NA,NA,NA,NA,NA
118043,-1.63729,3.79412,-5,NA,NA,-85.801,NA,NA,NA,NA,NA,NA
118321,-1.71191,3.58564,-5,NA,-43.122,NA,NA,NA,NA,NA,NA,NA
118461,-1.51558,4.22725,-4.66381,NA,-56.241,NA,NA,NA,NA,NA,NA,NA
118641,-1.54061,4.79555,-4.68658,NA,-73.985,NA,NA,NA,NA,NA,NA,NA
118935,-2.48979,4.98549,-5,NA,-84.355,NA,NA,NA,NA,NA,NA,NA
119152,-2.34209,5,-4.50713,NA,-87.422,NA,NA,NA,NA,NA,NA,NA
119236,-1.24963,4.01937,-5,NA,-54.417,NA,NA,NA,NA,NA,NA,NA
