id,x0,x1,x2,fitness-4,fitness-2.5,fitness-1.5,fitness-2,fitness-3,fitness-5,fitness-3.5,fitness-4.5,fitness-0.5,fitness0,fitness2,fitness3.5,fitness2.5,fitness3,fitness1.5,fitness1,fitness0.5,fitness-1,fitness4.5,fitness5,fitness4
32982,-3.40709,0.0951517,0.331726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.193,NA,NA,NA,NA,NA
33162,-3.54083,-0.126199,0.566478,NA,NA,NA,NA,NA,NA,NA,NA,13.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33311,-3.81665,-0.928976,-0.78346,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33483,-1.70041,0.0584532,-2.34073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.973,NA,NA,NA
33779,-0.0344764,1.64986,-1.00116,NA,NA,NA,NA,NA,NA,NA,NA,507.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33912,-0.310109,0.608804,-1.42011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.802,NA,NA,NA
34043,-1.21903,0.372517,-1.0797,NA,NA,NA,NA,NA,NA,NA,NA,562.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34346,-2.11634,1.06388,-2.29535,NA,NA,NA,NA,NA,NA,NA,NA,-1.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34553,-1.57111,1.68119,-1.73214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.329,NA,NA,NA,NA
34774,-2.25263,2.3187,-0.982383,NA,NA,NA,NA,NA,NA,NA,NA,-31.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34806,-0.884279,2.64241,-0.374966,NA,NA,NA,NA,NA,NA,NA,NA,524.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35033,-0.535832,2.8016,-0.416826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.212,NA,NA,NA,NA
35378,-1.0988,1.49947,-1.10804,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35552,-1.51513,0.514111,-2.10986,NA,NA,NA,NA,NA,NA,NA,NA,439.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35753,-1.11723,0.844632,-2.12208,NA,NA,NA,NA,NA,NA,NA,NA,7.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35847,-1.17455,0.801094,-2.93835,NA,NA,NA,NA,NA,NA,NA,NA,-152.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36183,-1.84093,1.23144,-4.25387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.697,NA,NA,NA,NA
36325,-1.74452,1.5338,-4.29089,NA,NA,7.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36518,-2.3662,2.78093,-3.66669,NA,NA,NA,NA,NA,NA,NA,NA,41.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36648,-2.7068,2.75462,-4.2445,NA,NA,NA,NA,NA,NA,NA,NA,-2.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36867,-2.14936,1.43113,-3.40562,NA,-7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37086,-1.87009,1.20714,-3.94836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.124,NA,NA,NA
37224,-0.045796,1.26161,-4.18156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.348,NA,NA,NA
37436,2.64297,0.22983,-4.63011,NA,NA,60.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37788,2.2751,-1.17479,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.815,NA,NA,NA,NA
37886,2.78312,-0.898913,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.854,NA,NA,NA,NA,NA,NA
38087,2.60387,0.827453,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.348,NA,NA,NA,NA,NA
38299,1.75091,0.155479,-3.71024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.405,NA,NA,NA,NA,NA
38489,3.64403,2.04262,-3.3649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38736,4.28467,2.12803,-3.01194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.791,NA,NA,NA,NA,NA,NA,NA
38907,3.52138,0.966167,-2.8285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.853
39196,3.73797,1.30479,-1.83894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.251,NA,NA,NA,NA,NA,NA,NA
39322,4.41604,3.46654,-1.31504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.96
39560,4.87765,2.25267,-3.85097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.967,NA,NA,NA,NA,NA,NA,NA
39798,2.91995,0.832352,-3.53182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.637,NA,NA,NA,NA,NA,NA,NA,NA
39828,1.62545,0.0053283,-3.64498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40027,0.478941,0.0368795,-3.60538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.939,NA,NA,NA,NA,NA,NA,NA,NA,NA
40283,-0.894149,-0.62715,-3.36521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
40495,-1.11125,-1.82314,-2.66369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.094,NA
40656,-1.45817,-0.796978,-2.40829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1135.878,NA,NA,NA,NA,NA,NA,NA,NA
40821,-0.585746,-0.370136,-1.56426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3317.342,NA
41131,-0.556404,-2.48059,-0.229702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1689.546,NA
41224,-1.13617,-2.63354,0.426868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24
41491,-1.94861,-2.39144,1.2148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.238,NA,NA,NA,NA,NA,NA,NA,NA,NA
41735,-1.56175,-3.6373,1.2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.305
41937,-0.637758,-3.91005,-0.00585745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.41,NA,NA,NA,NA,NA,NA,NA,NA
42163,-1.8237,-4.56646,2.04425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA
42248,-0.24553,-2.51322,4.28252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.318,NA,NA,NA,NA,NA
42593,-1.19934,-3.42826,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.645,NA,NA,NA,NA,NA
42756,0.3589,-2.6271,4.21497,NA,NA,NA,NA,NA,NA,NA,NA,-5.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42970,-0.50648,-3.85213,5,NA,NA,NA,NA,NA,NA,NA,NA,-398.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43168,0.0912048,-4.45834,4.25341,NA,67.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43323,0.322062,-5,3.19743,NA,9.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43404,0.0247876,-4.17965,4.31633,62.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43798,-1.73219,-4.23489,5,NA,NA,4.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43950,-2.65449,-3.81629,4.99053,NA,NA,NA,NA,NA,NA,57.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44147,-3.47383,-3.46051,4.70476,NA,NA,NA,NA,NA,NA,1.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44235,-4.86766,-2.81581,4.288,-61.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44522,-4.17212,-0.450234,5,NA,NA,NA,NA,NA,-11.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44745,-5,0.476018,5,NA,NA,NA,NA,NA,175.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44952,-5,1.55864,5,NA,NA,NA,NA,NA,10.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45018,-4.01838,2.05414,5,NA,NA,NA,NA,NA,9.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45301,-2.88825,2.09394,5,NA,NA,NA,NA,NA,63.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45511,-2.17893,3.51801,4.27495,NA,NA,NA,NA,NA,NA,10.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45685,-3.18323,2.07079,3.22333,NA,NA,NA,NA,NA,NA,NA,5.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45922,-2.57405,1.36169,2.3361,NA,NA,NA,NA,NA,NA,NA,15.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46100,-0.812259,1.83268,1.98044,NA,NA,NA,NA,NA,NA,NA,37.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46275,-1.76942,1.88486,2.1648,-1.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46574,-1.94033,0.74412,1.20654,NA,NA,NA,NA,NA,102.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46799,-2.57064,2.16858,3.603,NA,NA,NA,NA,NA,-29.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46934,-0.437192,0.373562,4.62159,NA,NA,NA,NA,NA,-64.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47189,-3.37221,1.65214,3.59803,NA,NA,NA,NA,NA,NA,NA,-0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47215,-1.42786,1.6598,2.38295,NA,NA,NA,NA,NA,NA,116.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47505,-0.80825,1.08103,3.2012,13.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47719,-0.162117,1.54658,2.19563,4.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47946,0.126921,2.77131,2.00384,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48142,0.280792,3.84205,2.7929,NA,NA,255.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48306,0.451528,3.8159,3.51854,NA,NA,NA,10.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48466,0.572139,3.17142,2.4977,NA,-0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48722,0.848679,3.60167,2.60787,NA,NA,NA,NA,NA,15.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48899,-0.160143,2.54194,3.91255,-5.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49149,0.571309,3.15244,2.84605,NA,NA,NA,NA,NA,NA,NA,-0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49390,0.555699,4.23419,1.91441,NA,NA,NA,NA,NA,15.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49441,2.49384,5,1.34988,NA,NA,NA,NA,NA,NA,NA,-76.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49625,1.62887,4.85492,1.7122,NA,NA,NA,NA,NA,90.189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49824,1.91656,4.08699,1.42702,NA,NA,NA,NA,NA,38.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50048,3.29335,5,0.484102,NA,NA,NA,NA,NA,206.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50260,3.46965,5,0.802061,NA,NA,NA,NA,NA,-114.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50425,5,3.54345,0.286629,NA,NA,NA,NA,NA,NA,NA,20.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50705,4.59326,3.01352,0.836729,NA,NA,NA,NA,NA,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50854,5,2.70905,0.44758,NA,NA,NA,NA,NA,NA,NA,161.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51108,5,3.7802,0.714225,NA,NA,NA,NA,NA,289.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51238,5,2.88022,-0.664419,NA,NA,NA,NA,NA,NA,NA,380.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51487,5,2.17385,0.38039,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51624,3.27277,2.46998,-0.575482,NA,NA,NA,NA,NA,NA,48.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51925,2.46401,2.42512,-1.39484,75.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52043,2.78472,3.8467,-2.80266,NA,24.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52326,5,5,-5,NA,NA,3392.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52400,4.79991,4.59181,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-188.26,NA,NA,NA
52617,2.37648,4.75575,-5,NA,NA,NA,NA,NA,NA,NA,NA,608.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52857,1.9594,4.27981,-3.9974,NA,NA,NA,NA,NA,NA,NA,NA,107.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53155,3.07999,3.7318,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.771,NA,NA,NA,NA,NA,NA
53296,3.64584,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53530,1.14935,5,-3.02907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.926,NA,NA,NA,NA,NA,NA
53727,0.364089,5,-2.99135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.846,NA,NA,NA,NA,NA,NA
53842,0.915075,2.44477,-3.31827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.218,NA,NA,NA,NA,NA
54053,0.616941,1.63316,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.767,NA,NA,NA,NA,NA
54244,1.63446,0.502369,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54466,1.37175,1.86803,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.166,NA,NA,NA,NA,NA
54718,-0.0182578,0.312302,-4.17198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.664,NA,NA,NA
54939,1.06106,-0.787643,-3.91344,NA,NA,NA,126.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55188,0.61439,-0.909201,-4.6191,NA,NA,NA,NA,-39.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55261,-0.0017685,-1.18618,-3.57265,NA,NA,NA,NA,NA,NA,NA,-13.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55482,-1.19735,-1.91686,-3.24796,10.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55779,-1.55422,-1.67159,-2.39573,NA,NA,NA,NA,NA,376.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55808,-0.277361,-1.0731,-0.397393,NA,NA,NA,NA,NA,NA,36.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56149,-0.504646,0.860489,-0.293259,NA,NA,967.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56276,0.509866,-0.435383,-0.0546394,NA,NA,123.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56594,-0.637538,-1.60672,-0.895394,NA,NA,NA,NA,NA,NA,NA,NA,5034.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56791,0.544333,-1.39565,-1.12176,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56832,-0.884012,-2.29711,-0.529741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.694,NA,NA,NA,NA
57098,-0.335273,-1.80617,0.574404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.595,NA,NA,NA,NA
57259,0.674138,-0.816767,0.578598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.794,NA,NA,NA,NA,NA,NA
57547,0.502636,-1.12242,1.11112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017,NA,NA,NA,NA,NA,NA
57623,-0.236096,0.0999873,1.3967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.722,NA,NA,NA,NA
57887,-0.818904,0.696573,3.81695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.729,NA,NA,NA,NA,NA
58077,-0.170939,0.117166,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.371,NA,NA,NA,NA
58223,-0.2398,1.2424,4.31688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.654,NA,NA,NA,NA
58432,0.0807865,0.803449,3.10527,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58653,0.192891,2.33857,3.17428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.127,NA,NA,NA,NA
58850,0.846192,2.25433,1.93554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.615,NA,NA,NA,NA
59175,0.568132,1.3897,3.94406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.582,NA,NA,NA,NA,NA
59378,-1.68128,-0.739096,3.60992,NA,NA,NA,NA,NA,NA,NA,NA,NA,928.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59433,-1.63753,-1.72762,5,NA,NA,NA,250.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59794,-0.557499,-2.49959,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1771.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59965,0.625202,-2.3462,4.28111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.709,NA,NA,NA,NA,NA,NA
60126,0.224221,-1.57632,4.06403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.969,NA,NA,NA,NA,NA,NA,NA
60304,-0.422433,-0.470079,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.668,NA,NA,NA,NA,NA,NA,NA,NA
60423,-0.713296,-1.10895,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.367,NA,NA,NA,NA,NA,NA,NA
60670,-0.612742,-0.224282,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916.084,NA,NA,NA,NA,NA,NA,NA
60871,-1.43768,-0.659618,4.14383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3968.643,NA,NA
60999,-0.993828,0.73397,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.493
61385,-0.317672,0.413069,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61449,-0.824813,-1.54856,3.15099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5249.004,NA,NA,NA
61658,-1.37951,-1.43582,3.80346,NA,NA,NA,NA,NA,NA,NA,NA,7861.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61969,-1.7501,-1.02193,3.75976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68.534,NA,NA,NA
62135,-2.26734,0.832153,5,NA,NA,284.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62208,-3.1112,-0.363816,4.3498,NA,NA,NA,394.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62488,-3.62033,0.298153,4.1573,NA,NA,NA,102.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62739,-3.30587,-0.364023,3.71029,NA,NA,NA,61.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62916,-2.56349,-0.0488458,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2833.727,NA,NA,NA
63085,-3.18936,-1.78509,4.74594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.976,NA,NA,NA
63384,-1.19171,-2.37266,3.76804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.065,NA,NA,NA,NA
63555,-2.21336,-3.68251,4.18614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.99,NA,NA,NA,NA,NA,NA
63707,-3.46353,-4.75025,2.47254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.052,NA,NA,NA,NA,NA,NA
63946,-0.885607,-5,3.42682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.86,NA,NA,NA,NA,NA,NA
64089,0.462476,-5,4.5665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.131,NA,NA,NA,NA,NA,NA
64305,1.96252,-4.55295,4.85745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.114,NA,NA,NA,NA
64448,1.23701,-3.26804,4.88645,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64745,1.10195,-4.54395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.333,NA,NA,NA,NA
64941,1.44655,-3.56088,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.81,NA,NA,NA,NA,NA
65155,1.5773,-3.55577,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.054,NA,NA,NA,NA
65297,2.41786,-2.70688,4.52089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65550,2.37199,-0.970604,4.88805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65666,3.17246,-1.50045,4.69007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.618,NA,NA,NA,NA,NA,NA
65944,1.6256,-0.689572,4.73814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-367.841,NA,NA,NA,NA,NA,NA,NA,NA
66021,0.445957,-1.83484,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
