id,x0,x1,x2,fitness-4,fitness-5,fitness-3,fitness-2,fitness-1,fitness0,fitness-1.5,fitness-2.5,fitness-3.5,fitness-0.5,fitness1.5,fitness1,fitness2.5,fitness4.5,fitness3,fitness5,fitness2,fitness3.5,fitness4,fitness0.5,fitness-4.5
32515,-0.65875,0.999961,1.23666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.362,NA,NA
32698,-1.15289,0.922027,2.11925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.716,NA,NA,NA,NA,NA,NA
32824,-1.66837,0.442648,3.25882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.908,NA,NA,NA
33168,-1.1721,1.27514,3.31963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.106,NA,NA,NA
33304,-2.06258,1.71244,4.5088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.451,NA,NA,NA
33473,-2.00524,1.55982,4.88309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.417,NA,NA,NA,NA,NA,NA,NA
33749,-4.4244,1.07415,4.53297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.874,NA,NA,NA,NA,NA
33896,-4.9824,0.932056,3.48586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.773,NA,NA
34056,-4.98354,1.46932,3.06901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.034,NA,NA,NA
34362,-4.96048,2.01552,3.51581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.191,NA,NA,NA
34538,-4.49942,2.09413,3.94807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,NA,NA,NA,NA,NA,NA,NA
34775,-3.94273,2.76814,4.12425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.83,NA,NA
34854,-4.5999,2.39661,3.18292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.451,NA,NA
35114,-4.81845,-0.333606,2.15972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.52,NA,NA,NA,NA,NA,NA,NA
35285,-4.33503,-0.679045,3.4346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.506,NA,NA,NA
35480,-4.90449,-0.136458,3.6575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.599,NA,NA,NA,NA,NA,NA,NA,NA
35792,-4.59784,0.665034,4.58422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.854,NA,NA,NA
35925,-3.89894,1.03619,3.62081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.119,NA,NA,NA,NA,NA,NA,NA
36032,-3.60106,0.661977,2.33748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.285,NA,NA,NA,NA,NA
36303,-3.7489,1.68583,1.61315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.527,NA,NA,NA,NA,NA
36441,-3.38068,1.02652,1.35635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.813,NA,NA,NA,NA,NA,NA,NA
36698,-4.61341,1.22232,-0.359915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.845,NA,NA,NA,NA,NA,NA,NA
36928,-4.20864,1.82391,-0.266365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.43,NA,NA,NA,NA,NA
37148,-4.17873,1.12093,-0.514998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.797,NA,NA,NA,NA,NA,NA,NA
37350,-3.32113,1.06513,-1.66782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.956,NA,NA
37600,-4.55525,1.63226,-1.74682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.963,NA,NA
37607,-3.08495,1.70581,-2.6397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.545,NA,NA,NA,NA,NA,NA,NA
37833,-2.90929,2.52715,-2.78205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.309,NA,NA,NA
38153,-3.50559,3.68723,-1.9044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.007,NA,NA,NA
38263,-3.48233,2.58508,-0.657025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.564,NA,NA,NA
38408,-3.09244,1.35732,-3.08962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.138,NA,NA,NA,NA,NA
38647,-2.38945,1.48145,-3.64222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.18,NA,NA,NA
39000,-2.32976,0.730329,-2.68238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.093,NA,NA
39088,-2.14202,4.72263,-3.10326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.045,NA,NA,NA,NA,NA,NA
39260,-3.80333,4.78563,-2.39348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.481,NA,NA,NA,NA,NA,NA
39522,-3.05454,2.01251,-1.29065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.498,NA,NA,NA,NA,NA,NA,NA,NA
39636,-3.03238,4.44296,-1.25688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.544,NA,NA,NA
39828,-2.9605,4.23403,-3.20236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.125,NA,NA,NA,NA,NA,NA,NA
40134,-2.41944,3.99374,-2.50241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.414,NA,NA
40231,-3.24235,3.65043,-0.83317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.373,NA,NA,NA,NA,NA,NA,NA
40474,-3.70437,4.88345,0.538834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.888,NA,NA,NA,NA,NA
40668,-3.21457,4.62238,1.80201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.073,NA,NA,NA,NA,NA,NA,NA
40928,-2.49712,4.2997,1.52183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.182,NA,NA,NA,NA,NA,NA,NA
41176,-2.70597,3.61113,1.51824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.354,NA,NA,NA,NA,NA,NA,NA
41257,-2.20235,2.39273,1.9175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.097,NA,NA,NA,NA,NA,NA,NA
41513,-1.90338,1.77112,2.93844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.086,NA,NA,NA,NA,NA
41781,-3.49549,1.257,2.34815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.986,NA,NA,NA,NA,NA,NA,NA
41869,-2.51426,1.00376,2.87555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.769,NA,NA
42128,-2.06847,0.360015,2.41918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.816,NA,NA
42328,-1.7689,1.99019,2.06754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,NA,NA,NA,NA
42569,-1.39605,3.64802,1.22304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.629,NA,NA,NA,NA
42778,-1.32191,3.22215,-0.09202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.671,NA,NA,NA,NA
42899,-0.385311,4.21869,1.20274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.696,NA,NA,NA,NA
43113,0.265113,3.21342,1.0773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA
43334,0.45976,4.07863,2.20746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.312,NA
43532,-1.2847,4.22662,2.59538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43742,-1.71632,3.13643,0.804832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.961,NA,NA,NA,NA,NA,NA,NA,NA
43824,-3.00503,4.76043,2.13334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.323,NA,NA,NA,NA,NA,NA
44132,-3.21764,4.53745,1.14405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.706,NA,NA
44348,-4.94754,4.0597,0.86844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.748,NA,NA,NA
44532,-3.5974,4.30484,0.22685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.369,NA,NA,NA,NA,NA,NA,NA,NA
44635,-2.60873,3.41878,1.49391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-26.457,NA,NA,NA
44953,-3.33271,3.44507,0.07124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.272,NA,NA,NA
45117,-2.88541,3.01154,1.27875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.141,NA,NA,NA,NA,NA
45326,-3.20622,4.24619,0.453902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.794,NA,NA
45510,-4.77909,4.44012,-1.02518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.023,NA,NA,NA,NA,NA,NA,NA
45630,-4.66648,4.17113,1.16051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.484,NA,NA,NA,NA,NA,NA,NA,NA
45859,-4.91143,4.66684,-0.109547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.587,NA,NA,NA,NA
46002,-3.63661,3.49517,-1.47433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
46257,-2.85982,4.14053,-2.7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
46480,-2.69303,4.88292,-2.41066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.08,NA
46738,-2.92106,2.96757,-1.73174,NA,NA,NA,NA,NA,29.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46964,-2.78705,3.37262,-2.56433,NA,NA,NA,50.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47104,-4.74666,2.42389,-2.84028,NA,NA,NA,-5.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47389,-4.98252,3.60856,-2.49454,NA,NA,NA,-84.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47474,-4.8736,2.87402,-2.11877,NA,NA,NA,NA,NA,NA,-316.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47698,-4.67223,2.75376,-4.73293,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47941,-3.1841,3.02436,-4.35651,NA,NA,NA,NA,2.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48055,-2.94782,3.96654,-3.75121,NA,NA,NA,NA,11.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48387,-1.14755,4.69774,-4.14697,NA,NA,NA,NA,NA,NA,207.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48540,-0.194702,4.69877,-4.98529,NA,NA,NA,NA,1696.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48709,-1.27693,3.28992,-4.08791,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48876,-0.130486,-0.0535384,-2.99618,NA,NA,NA,NA,NA,NA,NA,-50.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49059,1.04111,0.723411,-2.46298,NA,NA,25.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49261,0.464567,2.57179,-2.41448,-5.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49466,0.905065,2.57919,-3.33724,5.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49728,0.949243,4.52281,-2.4979,NA,NA,NA,NA,NA,NA,NA,NA,-0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49926,1.18634,4.34476,-3.12422,NA,NA,-81.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50166,0.627933,4.82064,-3.52173,NA,NA,NA,145.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50288,-0.284557,3.92429,-4.14146,NA,NA,NA,NA,NA,NA,269.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50486,1.18019,1.63353,-3.88473,NA,NA,NA,NA,-10.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50764,1.28055,0.750378,-2.18515,NA,NA,NA,NA,261.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50818,1.35475,-0.386619,-2.4664,NA,NA,NA,NA,NA,NA,57.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51124,1.4389,0.21045,-1.93829,NA,NA,NA,NA,NA,NA,NA,96.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51299,2.58338,-1.08309,-1.57077,NA,NA,NA,-84.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51475,2.90689,-1.91486,-0.603551,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51752,2.9302,-1.90378,-1.57998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.952,NA,NA,NA,NA,NA,NA,NA,NA,NA
51836,4.97513,-2.79938,-1.84471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.231,NA
52158,4.99895,-3.12527,-2.22612,NA,NA,NA,NA,NA,129.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52209,4.43301,-1.00239,-2.87665,NA,NA,NA,NA,NA,494.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52593,4.35166,-0.790512,-1.51855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3453.082,NA
52717,4.07253,1.56698,-1.15216,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52940,3.44583,0.555074,0.131498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA,NA
53192,3.7646,-0.0622964,0.0604291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53254,3.63378,-0.812603,-0.371844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514.197,NA,NA,NA,NA,NA,NA,NA,NA,NA
53545,1.98263,-0.67142,-0.630275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.665,NA,NA,NA,NA,NA,NA,NA,NA
53656,1.84147,-0.663361,1.70303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.013,NA,NA,NA,NA,NA,NA
53922,2.87003,-0.716576,0.0331836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.559,NA,NA
54104,0.91432,1.00042,-0.208882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.25,NA,NA,NA,NA,NA,NA
54355,0.185461,1.88423,0.474444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.418,NA,NA,NA,NA,NA,NA,NA
54526,-0.399247,2.9028,1.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.517,NA,NA,NA
54682,-2.45129,3.86761,1.27711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.131,NA,NA,NA
54943,-1.11891,3.75531,0.863726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55181,-2.8606,3.29415,0.634446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.342,NA,NA,NA,NA
55219,-4.49931,2.34214,0.446249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
55456,-4.29054,2.82889,1.18177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
55641,-3.68151,2.35766,2.70091,NA,NA,NA,NA,NA,NA,65.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55929,-3.48118,3.32037,2.72791,NA,NA,NA,NA,NA,55.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56182,-3.70601,2.01376,3.29505,NA,NA,NA,NA,NA,NA,12.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56316,-2.85948,0.67323,3.54624,NA,NA,NA,NA,NA,-1.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56479,-2.65887,-1.06439,4.20965,NA,NA,NA,NA,578.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56661,-3.13524,-1.26376,4.46947,NA,NA,NA,NA,NA,112.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56996,-3.18722,-0.489809,4.73234,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57012,-3.05642,0.937681,3.38064,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57363,-3.44031,-0.0435492,1.9481,NA,NA,NA,NA,NA,-105.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57473,-2.48966,1.2389,1.89649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.721,NA
57721,-2.70456,-1.08509,2.19044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.368,NA,NA,NA,NA,NA,NA,NA,NA
57813,-2.08878,-0.519199,1.38649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.579,NA,NA,NA,NA,NA,NA
58022,-3.35715,-0.125922,0.884649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.937,NA,NA,NA
58326,-3.19783,-1.04736,1.54496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.576,NA,NA,NA,NA,NA,NA
58486,-3.37416,-2.01807,2.20366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.836,NA,NA,NA,NA
58609,-2.22425,-1.59375,2.44333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.18,NA,NA,NA,NA,NA,NA,NA
58875,-2.16547,-2.80302,2.23113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.614,NA,NA,NA,NA,NA
59113,-1.55065,-4.73427,2.7449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.179,NA,NA,NA,NA,NA
59215,-1.72461,-4.61861,3.82398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.174,NA,NA,NA,NA,NA
59525,-2.23442,-4.73061,4.15891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA
59766,-3.70725,-4.04484,3.91564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.661,NA,NA,NA
60000,-4.99107,-4.15133,2.98445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.704,NA,NA,NA
60195,-4.75566,-4.46848,2.34516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.204,NA,NA
60272,-3.39315,-4.70463,2.96324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.935,NA,NA,NA,NA,NA,NA,NA,NA
60495,-3.85665,-3.45754,2.39715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.193,NA,NA,NA
60764,-3.76729,-2.52602,2.80216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.556,NA,NA,NA,NA,NA,NA,NA
60831,-4.18904,-2.48972,3.98157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,NA,NA,NA
61160,-3.32395,-1.99448,3.71267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.417,NA,NA,NA,NA,NA,NA,NA
61339,-3.67117,-0.61635,4.47034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.377,NA,NA,NA,NA,NA,NA,NA
61455,-4.80358,0.353617,3.76093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.869,NA,NA,NA,NA,NA,NA,NA
61692,-4.48104,-0.24201,2.9309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.342,NA,NA,NA,NA,NA,NA,NA
61837,-2.41888,-0.407154,2.6934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.404,NA,NA,NA
62112,-1.34155,1.52422,2.30347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.739,NA,NA,NA,NA,NA,NA
62295,-1.26521,0.865824,1.40393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.257,NA,NA,NA,NA,NA,NA,NA,NA
62487,-1.57383,1.81958,2.0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.407,NA,NA,NA
62721,-1.32259,1.25812,1.72658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.708,NA,NA
62811,-0.445934,1.5094,1.10542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,NA,NA,NA,NA,NA,NA,NA
63161,-0.406745,1.6053,0.199798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.771,NA,NA,NA,NA,NA,NA
63387,-0.427968,2.98734,0.927415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.067,NA,NA,NA,NA,NA,NA,NA,NA
63419,-0.977282,2.39138,1.76157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.4,NA,NA,NA,NA,NA,NA,NA
63780,1.12007,2.50384,2.34145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.514,NA,NA
63965,0.580782,3.5046,3.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,NA,NA,NA,NA
64170,0.67856,4.53314,3.92885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.806,NA,NA,NA,NA,NA,NA,NA,NA,NA
64208,1.71536,4.67458,3.18924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.041,NA,NA,NA,NA,NA,NA,NA,NA,NA
64551,2.16609,4.79257,3.90601,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64688,3.54658,4.09443,4.16966,NA,NA,NA,NA,NA,NA,NA,NA,NA,-40.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64934,3.18085,3.42428,4.57034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.792,NA
65142,2.58284,3.40114,3.95786,NA,NA,NA,-1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65369,2.13706,3.02621,4.80575,NA,NA,NA,NA,36.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
